,tollgate_id,time_window,direction,volume,start_time,pair,date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,weekday,time
1265,1,"[2016-09-22 15:20:00,2016-09-22 15:40:00)",1,115,2016-09-22 15:20:00,1-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,15:20:00
1266,3,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",0,120,2016-09-22 15:40:00,3-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,15:40:00
1267,3,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",1,76,2016-09-22 15:40:00,3-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,15:40:00
1268,1,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",0,57,2016-09-22 15:40:00,1-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,15:40:00
1269,1,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",1,89,2016-09-22 15:40:00,1-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,15:40:00
1270,2,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",0,71,2016-09-22 15:40:00,2-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,15:40:00
1271,3,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",0,106,2016-09-22 16:00:00,3-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:00:00
1272,3,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",1,89,2016-09-22 16:00:00,3-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:00:00
1273,1,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",0,58,2016-09-22 16:00:00,1-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:00:00
1274,1,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",1,102,2016-09-22 16:00:00,1-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:00:00
1275,2,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",0,51,2016-09-22 16:00:00,2-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:00:00
1276,3,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",0,132,2016-09-22 16:20:00,3-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:20:00
1277,3,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",1,87,2016-09-22 16:20:00,3-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:20:00
1278,2,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",0,93,2016-09-22 16:20:00,2-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:20:00
1279,1,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",0,52,2016-09-22 16:20:00,1-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:20:00
1280,1,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",1,104,2016-09-22 16:20:00,1-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:20:00
1281,2,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",0,96,2016-09-22 16:40:00,2-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:40:00
1282,3,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",0,146,2016-09-22 16:40:00,3-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:40:00
1283,3,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",1,86,2016-09-22 16:40:00,3-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:40:00
1284,1,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",0,42,2016-09-22 16:40:00,1-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:40:00
1285,1,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",1,113,2016-09-22 16:40:00,1-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,16:40:00
1286,1,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",0,29,2016-09-22 17:00:00,1-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:00:00
1287,1,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",1,114,2016-09-22 17:00:00,1-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:00:00
1288,2,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",0,71,2016-09-22 17:00:00,2-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:00:00
1289,3,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",0,131,2016-09-22 17:00:00,3-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:00:00
1290,3,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",1,78,2016-09-22 17:00:00,3-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:00:00
1291,3,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",0,122,2016-09-22 17:20:00,3-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:20:00
1292,3,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",1,86,2016-09-22 17:20:00,3-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:20:00
1293,2,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",0,76,2016-09-22 17:20:00,2-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:20:00
1294,1,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",0,36,2016-09-22 17:20:00,1-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:20:00
1295,1,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",1,102,2016-09-22 17:20:00,1-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:20:00
1296,3,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",0,117,2016-09-22 17:40:00,3-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:40:00
1297,3,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",1,78,2016-09-22 17:40:00,3-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:40:00
1298,2,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",0,70,2016-09-22 17:40:00,2-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:40:00
1299,1,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",0,33,2016-09-22 17:40:00,1-0,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:40:00
1300,1,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",1,113,2016-09-22 17:40:00,1-1,2016-09-22, 15:00:00,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,3,17:40:00
1301,3,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",0,83,2016-09-22 18:00:00,3-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:00:00
1302,3,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",1,54,2016-09-22 18:00:00,3-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:00:00
1303,2,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",0,83,2016-09-22 18:00:00,2-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:00:00
1304,1,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",0,26,2016-09-22 18:00:00,1-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:00:00
1305,1,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",1,81,2016-09-22 18:00:00,1-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:00:00
1306,3,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",0,86,2016-09-22 18:20:00,3-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:20:00
1307,3,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",1,53,2016-09-22 18:20:00,3-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:20:00
1308,2,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",0,63,2016-09-22 18:20:00,2-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:20:00
1309,1,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",0,21,2016-09-22 18:20:00,1-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:20:00
1310,1,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",1,83,2016-09-22 18:20:00,1-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:20:00
1311,2,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",0,53,2016-09-22 18:40:00,2-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:40:00
1312,3,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",0,65,2016-09-22 18:40:00,3-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:40:00
1313,3,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",1,99,2016-09-22 18:40:00,3-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:40:00
1314,1,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",0,24,2016-09-22 18:40:00,1-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:40:00
1315,1,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",1,88,2016-09-22 18:40:00,1-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,18:40:00
1316,2,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",0,39,2016-09-22 19:00:00,2-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:00:00
1317,3,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",0,47,2016-09-22 19:00:00,3-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:00:00
1318,3,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",1,57,2016-09-22 19:00:00,3-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:00:00
1319,1,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",0,30,2016-09-22 19:00:00,1-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:00:00
1320,1,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",1,41,2016-09-22 19:00:00,1-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:00:00
1321,1,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",0,18,2016-09-22 19:20:00,1-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:20:00
1322,1,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",1,47,2016-09-22 19:20:00,1-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:20:00
1323,2,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",0,31,2016-09-22 19:20:00,2-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:20:00
1324,3,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",0,52,2016-09-22 19:20:00,3-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:20:00
1325,3,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",1,72,2016-09-22 19:20:00,3-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:20:00
1326,1,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",0,33,2016-09-22 19:40:00,1-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:40:00
1327,1,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",1,43,2016-09-22 19:40:00,1-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:40:00
1328,3,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",0,39,2016-09-22 19:40:00,3-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:40:00
1329,3,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",1,44,2016-09-22 19:40:00,3-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:40:00
1330,2,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",0,29,2016-09-22 19:40:00,2-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,19:40:00
1331,3,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",0,50,2016-09-22 20:00:00,3-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:00:00
1332,3,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",1,44,2016-09-22 20:00:00,3-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:00:00
1333,1,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",0,24,2016-09-22 20:00:00,1-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:00:00
1334,1,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",1,34,2016-09-22 20:00:00,1-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:00:00
1335,2,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",0,30,2016-09-22 20:00:00,2-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:00:00
1336,2,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",0,45,2016-09-22 20:20:00,2-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:20:00
1337,3,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",0,42,2016-09-22 20:20:00,3-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:20:00
1338,3,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",1,39,2016-09-22 20:20:00,3-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:20:00
1339,1,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",0,18,2016-09-22 20:20:00,1-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:20:00
1340,1,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",1,22,2016-09-22 20:20:00,1-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:20:00
1341,1,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",0,18,2016-09-22 20:40:00,1-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:40:00
1342,1,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",1,29,2016-09-22 20:40:00,1-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:40:00
1343,2,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",0,30,2016-09-22 20:40:00,2-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:40:00
1344,3,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",0,37,2016-09-22 20:40:00,3-0,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:40:00
1345,3,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",1,38,2016-09-22 20:40:00,3-1,2016-09-22, 18:00:00,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,3,20:40:00
1346,3,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",0,41,2016-09-22 21:00:00,3-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:00:00
1347,3,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",1,32,2016-09-22 21:00:00,3-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:00:00
1348,2,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",0,18,2016-09-22 21:00:00,2-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:00:00
1349,1,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",0,17,2016-09-22 21:00:00,1-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:00:00
1350,1,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",1,29,2016-09-22 21:00:00,1-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:00:00
1351,2,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",0,28,2016-09-22 21:20:00,2-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:20:00
1352,3,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",0,27,2016-09-22 21:20:00,3-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:20:00
1353,3,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",1,43,2016-09-22 21:20:00,3-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:20:00
1354,1,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",0,18,2016-09-22 21:20:00,1-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:20:00
1355,1,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",1,20,2016-09-22 21:20:00,1-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:20:00
1356,1,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",0,20,2016-09-22 21:40:00,1-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:40:00
1357,1,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",1,24,2016-09-22 21:40:00,1-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:40:00
1358,2,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",0,16,2016-09-22 21:40:00,2-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:40:00
1359,3,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",0,32,2016-09-22 21:40:00,3-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:40:00
1360,3,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",1,36,2016-09-22 21:40:00,3-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,21:40:00
1361,1,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",0,9,2016-09-22 22:00:00,1-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:00:00
1362,1,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",1,15,2016-09-22 22:00:00,1-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:00:00
1363,3,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",0,27,2016-09-22 22:00:00,3-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:00:00
1364,3,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",1,27,2016-09-22 22:00:00,3-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:00:00
1365,2,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",0,20,2016-09-22 22:00:00,2-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:00:00
1366,3,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",0,23,2016-09-22 22:20:00,3-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:20:00
1367,3,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",1,15,2016-09-22 22:20:00,3-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:20:00
1368,1,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",0,7,2016-09-22 22:20:00,1-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:20:00
1369,1,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",1,26,2016-09-22 22:20:00,1-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:20:00
1370,2,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",0,13,2016-09-22 22:20:00,2-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:20:00
1371,2,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",0,18,2016-09-22 22:40:00,2-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:40:00
1372,1,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",0,7,2016-09-22 22:40:00,1-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:40:00
1373,1,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",1,23,2016-09-22 22:40:00,1-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:40:00
1374,3,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",0,17,2016-09-22 22:40:00,3-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:40:00
1375,3,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",1,22,2016-09-22 22:40:00,3-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,22:40:00
1376,3,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",0,13,2016-09-22 23:00:00,3-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:00:00
1377,3,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",1,13,2016-09-22 23:00:00,3-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:00:00
1378,2,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",0,12,2016-09-22 23:00:00,2-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:00:00
1379,1,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",0,2,2016-09-22 23:00:00,1-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:00:00
1380,1,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",1,18,2016-09-22 23:00:00,1-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:00:00
1381,3,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",0,7,2016-09-22 23:20:00,3-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:20:00
1382,3,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",1,12,2016-09-22 23:20:00,3-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:20:00
1383,1,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",0,6,2016-09-22 23:20:00,1-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:20:00
1384,1,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",1,13,2016-09-22 23:20:00,1-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:20:00
1385,2,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",0,11,2016-09-22 23:20:00,2-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:20:00
1386,3,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",0,12,2016-09-22 23:40:00,3-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:40:00
1387,3,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",1,10,2016-09-22 23:40:00,3-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:40:00
1388,1,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",0,5,2016-09-22 23:40:00,1-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:40:00
1389,1,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",1,13,2016-09-22 23:40:00,1-1,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:40:00
1390,2,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",0,7,2016-09-22 23:40:00,2-0,2016-09-22, 21:00:00,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,3,23:40:00
1391,3,"[2016-09-23 00:00:00,2016-09-23 00:20:00)",0,17,2016-09-23 00:00:00,3-0,2016-09-23, 00:00:00,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,4,00:00:00
1392,3,"[2016-09-23 00:00:00,2016-09-23 00:20:00)",1,141,2016-09-23 00:00:00,3-1,2016-09-23, 00:00:00,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,4,00:00:00
1393,1,"[2016-09-23 00:00:00,2016-09-23 00:20:00)",0,10,2016-09-23 00:00:00,1-0,2016-09-23, 00:00:00,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,4,00:00:00
1394,1,"[2016-09-23 00:00:00,2016-09-23 00:20:00)",1,101,2016-09-23 00:00:00,1-1,2016-09-23, 00:00:00,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,4,00:00:00
