"tollgate_id","time_window","direction","volume","etc"
"2","[2016-10-11 06:40:00,2016-10-11 07:00:00)","0","52","14"
"2","[2016-10-11 07:00:00,2016-10-11 07:20:00)","0","94","40"
"2","[2016-10-11 07:20:00,2016-10-11 07:40:00)","0","109","41"
"2","[2016-10-11 07:40:00,2016-10-11 08:00:00)","0","103","42"
"2","[2016-10-11 08:00:00,2016-10-11 08:20:00)","0","122","45"
"2","[2016-10-11 08:20:00,2016-10-11 08:40:00)","0","106","35"
"2","[2016-10-11 08:40:00,2016-10-11 09:00:00)","0","123","42"
"2","[2016-10-11 09:00:00,2016-10-11 09:20:00)","0","106","30"
"2","[2016-10-11 09:20:00,2016-10-11 09:40:00)","0","92","21"
"2","[2016-10-11 09:40:00,2016-10-11 10:00:00)","0","71","10"
"2","[2016-10-11 10:00:00,2016-10-11 10:20:00)","0","69","10"
"2","[2016-10-11 10:20:00,2016-10-11 10:40:00)","0","55","9"
"2","[2016-10-11 10:40:00,2016-10-11 11:00:00)","0","71","10"
"2","[2016-10-11 11:00:00,2016-10-11 11:20:00)","0","66","9"
"2","[2016-10-11 11:20:00,2016-10-11 11:40:00)","0","71","14"
"2","[2016-10-11 11:40:00,2016-10-11 12:00:00)","0","61","14"
"2","[2016-10-11 12:00:00,2016-10-11 12:20:00)","0","69","15"
"2","[2016-10-11 12:20:00,2016-10-11 12:40:00)","0","63","15"
"2","[2016-10-11 12:40:00,2016-10-11 13:00:00)","0","72","13"
"2","[2016-10-11 13:00:00,2016-10-11 13:20:00)","0","58","6"
"2","[2016-10-11 13:20:00,2016-10-11 13:40:00)","0","52","14"
"2","[2016-10-11 13:40:00,2016-10-11 14:00:00)","0","64","7"
"2","[2016-10-11 14:00:00,2016-10-11 14:20:00)","0","69","11"
"2","[2016-10-11 14:20:00,2016-10-11 14:40:00)","0","76","8"
"2","[2016-10-11 14:40:00,2016-10-11 15:00:00)","0","70","7"
"2","[2016-10-11 15:00:00,2016-10-11 15:20:00)","0","79","15"
"2","[2016-10-11 15:20:00,2016-10-11 15:40:00)","0","87","21"
"2","[2016-10-11 15:40:00,2016-10-11 16:00:00)","0","79","16"
"2","[2016-10-11 16:00:00,2016-10-11 16:20:00)","0","63","16"
"2","[2016-10-11 16:20:00,2016-10-11 16:40:00)","0","79","14"
"2","[2016-10-11 16:40:00,2016-10-11 17:00:00)","0","74","16"
"2","[2016-10-11 17:00:00,2016-10-11 17:20:00)","0","95","26"
"2","[2016-10-11 17:20:00,2016-10-11 17:40:00)","0","66","19"
"2","[2016-10-11 17:40:00,2016-10-11 18:00:00)","0","76","14"
"2","[2016-10-11 18:00:00,2016-10-11 18:20:00)","0","54","19"
"2","[2016-10-11 18:20:00,2016-10-11 18:40:00)","0","56","17"
"2","[2016-10-11 18:40:00,2016-10-11 19:00:00)","0","50","17"
"2","[2016-10-11 19:00:00,2016-10-11 19:20:00)","0","44","9"
"2","[2016-10-11 19:20:00,2016-10-11 19:40:00)","0","28","9"
"2","[2016-10-11 19:40:00,2016-10-11 20:00:00)","0","30","7"
"2","[2016-10-11 20:00:00,2016-10-11 20:20:00)","0","40","8"
"2","[2016-10-11 20:20:00,2016-10-11 20:40:00)","0","24","3"
"2","[2016-10-11 20:40:00,2016-10-11 21:00:00)","0","37","15"
"2","[2016-10-11 21:00:00,2016-10-11 21:20:00)","0","33","12"
"2","[2016-10-11 21:20:00,2016-10-11 21:40:00)","0","28","4"
"2","[2016-10-11 21:40:00,2016-10-11 22:00:00)","0","26","2"
"2","[2016-10-11 22:00:00,2016-10-11 22:20:00)","0","22","6"
"2","[2016-10-11 22:20:00,2016-10-11 22:40:00)","0","19","7"
"2","[2016-10-11 22:40:00,2016-10-11 23:00:00)","0","16","1"
"2","[2016-10-11 23:00:00,2016-10-11 23:20:00)","0","23","1"
"2","[2016-10-11 23:20:00,2016-10-11 23:40:00)","0","8","1"
"2","[2016-10-11 23:40:00,2016-10-12 00:00:00)","0","9","2"
"2","[2016-10-12 00:00:00,2016-10-12 00:20:00)","0","2","2"
"2","[2016-10-12 00:20:00,2016-10-12 00:40:00)","0","2","2"
"2","[2016-10-12 00:40:00,2016-10-12 01:00:00)","0","1","1"
"2","[2016-10-12 05:00:00,2016-10-12 05:20:00)","0","14","0"
"2","[2016-10-12 05:20:00,2016-10-12 05:40:00)","0","14","1"
"2","[2016-10-12 05:40:00,2016-10-12 06:00:00)","0","15","3"
"2","[2016-10-12 06:00:00,2016-10-12 06:20:00)","0","32","10"
"2","[2016-10-12 06:20:00,2016-10-12 06:40:00)","0","27","5"
"2","[2016-10-12 06:40:00,2016-10-12 07:00:00)","0","45","13"
"2","[2016-10-12 07:00:00,2016-10-12 07:20:00)","0","91","35"
"2","[2016-10-12 07:20:00,2016-10-12 07:40:00)","0","92","39"
"2","[2016-10-12 07:40:00,2016-10-12 08:00:00)","0","119","54"
"2","[2016-10-12 08:00:00,2016-10-12 08:20:00)","0","129","37"
"2","[2016-10-12 08:20:00,2016-10-12 08:40:00)","0","124","34"
"2","[2016-10-12 08:40:00,2016-10-12 09:00:00)","0","114","40"
"2","[2016-10-12 09:00:00,2016-10-12 09:20:00)","0","112","30"
"2","[2016-10-12 09:20:00,2016-10-12 09:40:00)","0","108","23"
"2","[2016-10-12 09:40:00,2016-10-12 10:00:00)","0","86","16"
"2","[2016-10-12 10:00:00,2016-10-12 10:20:00)","0","78","11"
"2","[2016-10-12 10:20:00,2016-10-12 10:40:00)","0","61","10"
"2","[2016-10-12 10:40:00,2016-10-12 11:00:00)","0","68","9"
"2","[2016-10-12 11:00:00,2016-10-12 11:20:00)","0","54","10"
"2","[2016-10-12 11:20:00,2016-10-12 11:40:00)","0","56","9"
"2","[2016-10-12 11:40:00,2016-10-12 12:00:00)","0","44","8"
"2","[2016-10-12 12:00:00,2016-10-12 12:20:00)","0","60","11"
"2","[2016-10-12 12:20:00,2016-10-12 12:40:00)","0","72","19"
"2","[2016-10-12 12:40:00,2016-10-12 13:00:00)","0","58","13"
"2","[2016-10-12 13:00:00,2016-10-12 13:20:00)","0","77","16"
"2","[2016-10-12 13:20:00,2016-10-12 13:40:00)","0","65","15"
"2","[2016-10-12 13:40:00,2016-10-12 14:00:00)","0","72","14"
"2","[2016-10-12 14:00:00,2016-10-12 14:20:00)","0","68","11"
"2","[2016-10-12 14:20:00,2016-10-12 14:40:00)","0","79","19"
"2","[2016-10-12 14:40:00,2016-10-12 15:00:00)","0","68","13"
"2","[2016-10-12 15:00:00,2016-10-12 15:20:00)","0","62","17"
"2","[2016-10-12 15:20:00,2016-10-12 15:40:00)","0","79","15"
"2","[2016-10-12 15:40:00,2016-10-12 16:00:00)","0","72","24"
"2","[2016-10-12 16:00:00,2016-10-12 16:20:00)","0","71","20"
"2","[2016-10-12 16:20:00,2016-10-12 16:40:00)","0","66","13"
"2","[2016-10-12 16:40:00,2016-10-12 17:00:00)","0","82","23"
"2","[2016-10-12 17:00:00,2016-10-12 17:20:00)","0","81","25"
"2","[2016-10-12 17:20:00,2016-10-12 17:40:00)","0","82","17"
"2","[2016-10-12 17:40:00,2016-10-12 18:00:00)","0","76","21"
"2","[2016-10-12 18:00:00,2016-10-12 18:20:00)","0","66","19"
"2","[2016-10-12 18:20:00,2016-10-12 18:40:00)","0","66","16"
"2","[2016-10-12 18:40:00,2016-10-12 19:00:00)","0","55","15"
"2","[2016-10-12 19:00:00,2016-10-12 19:20:00)","0","44","14"
"2","[2016-10-12 19:20:00,2016-10-12 19:40:00)","0","46","11"
"2","[2016-10-12 19:40:00,2016-10-12 20:00:00)","0","22","5"
"2","[2016-10-12 20:00:00,2016-10-12 20:20:00)","0","31","6"
"2","[2016-10-12 20:20:00,2016-10-12 20:40:00)","0","31","6"
"2","[2016-10-12 20:40:00,2016-10-12 21:00:00)","0","33","10"
"2","[2016-10-12 21:00:00,2016-10-12 21:20:00)","0","36","13"
"2","[2016-10-12 21:20:00,2016-10-12 21:40:00)","0","15","5"
"2","[2016-10-12 21:40:00,2016-10-12 22:00:00)","0","26","4"
"2","[2016-10-12 22:00:00,2016-10-12 22:20:00)","0","22","4"
"2","[2016-10-12 22:20:00,2016-10-12 22:40:00)","0","12","5"
"2","[2016-10-12 22:40:00,2016-10-12 23:00:00)","0","15","1"
"2","[2016-10-12 23:00:00,2016-10-12 23:20:00)","0","14","2"
"2","[2016-10-12 23:20:00,2016-10-12 23:40:00)","0","9","5"
"2","[2016-10-12 23:40:00,2016-10-13 00:00:00)","0","6","2"
"2","[2016-10-13 00:00:00,2016-10-13 00:20:00)","0","7","1"
"2","[2016-10-13 00:20:00,2016-10-13 00:40:00)","0","2","2"
"2","[2016-10-13 01:20:00,2016-10-13 01:40:00)","0","3","3"
"2","[2016-10-13 01:40:00,2016-10-13 02:00:00)","0","1","1"
"2","[2016-10-13 03:00:00,2016-10-13 03:20:00)","0","1","1"
"2","[2016-10-13 04:20:00,2016-10-13 04:40:00)","0","2","2"
"2","[2016-10-13 05:00:00,2016-10-13 05:20:00)","0","19","1"
"2","[2016-10-13 05:20:00,2016-10-13 05:40:00)","0","21","1"
"2","[2016-10-13 05:40:00,2016-10-13 06:00:00)","0","14","3"
"2","[2016-10-13 06:00:00,2016-10-13 06:20:00)","0","23","4"
"2","[2016-10-13 06:20:00,2016-10-13 06:40:00)","0","54","12"
"2","[2016-10-13 06:40:00,2016-10-13 07:00:00)","0","66","15"
"2","[2016-10-13 07:00:00,2016-10-13 07:20:00)","0","91","35"
"2","[2016-10-13 07:20:00,2016-10-13 07:40:00)","0","107","38"
"2","[2016-10-13 07:40:00,2016-10-13 08:00:00)","0","145","48"
"2","[2016-10-13 08:00:00,2016-10-13 08:20:00)","0","112","35"
"2","[2016-10-13 08:20:00,2016-10-13 08:40:00)","0","121","35"
"2","[2016-10-13 08:40:00,2016-10-13 09:00:00)","0","121","35"
"2","[2016-10-13 09:00:00,2016-10-13 09:20:00)","0","127","42"
"2","[2016-10-13 09:20:00,2016-10-13 09:40:00)","0","101","23"
"2","[2016-10-13 09:40:00,2016-10-13 10:00:00)","0","77","11"
"2","[2016-10-13 10:00:00,2016-10-13 10:20:00)","0","69","14"
"2","[2016-10-13 10:20:00,2016-10-13 10:40:00)","0","75","12"
"2","[2016-10-13 10:40:00,2016-10-13 11:00:00)","0","76","13"
"2","[2016-10-13 11:00:00,2016-10-13 11:20:00)","0","77","22"
"2","[2016-10-13 11:20:00,2016-10-13 11:40:00)","0","65","5"
"2","[2016-10-13 11:40:00,2016-10-13 12:00:00)","0","60","11"
"2","[2016-10-13 12:00:00,2016-10-13 12:20:00)","0","71","10"
"2","[2016-10-13 12:20:00,2016-10-13 12:40:00)","0","68","10"
"2","[2016-10-13 12:40:00,2016-10-13 13:00:00)","0","70","11"
"2","[2016-10-13 13:00:00,2016-10-13 13:20:00)","0","73","20"
"2","[2016-10-13 13:20:00,2016-10-13 13:40:00)","0","76","17"
"2","[2016-10-13 13:40:00,2016-10-13 14:00:00)","0","80","18"
"2","[2016-10-13 14:00:00,2016-10-13 14:20:00)","0","86","22"
"2","[2016-10-13 14:20:00,2016-10-13 14:40:00)","0","81","18"
"2","[2016-10-13 14:40:00,2016-10-13 15:00:00)","0","83","11"
"2","[2016-10-13 15:00:00,2016-10-13 15:20:00)","0","91","15"
"2","[2016-10-13 15:20:00,2016-10-13 15:40:00)","0","78","21"
"2","[2016-10-13 15:40:00,2016-10-13 16:00:00)","0","72","13"
"2","[2016-10-13 16:00:00,2016-10-13 16:20:00)","0","81","23"
"2","[2016-10-13 16:20:00,2016-10-13 16:40:00)","0","79","18"
"2","[2016-10-13 16:40:00,2016-10-13 17:00:00)","0","74","17"
"2","[2016-10-13 17:00:00,2016-10-13 17:20:00)","0","77","21"
"2","[2016-10-13 17:20:00,2016-10-13 17:40:00)","0","80","23"
"2","[2016-10-13 17:40:00,2016-10-13 18:00:00)","0","80","27"
"2","[2016-10-13 18:00:00,2016-10-13 18:20:00)","0","73","23"
"2","[2016-10-13 18:20:00,2016-10-13 18:40:00)","0","70","20"
"2","[2016-10-13 18:40:00,2016-10-13 19:00:00)","0","52","19"
"2","[2016-10-13 19:00:00,2016-10-13 19:20:00)","0","46","12"
"2","[2016-10-13 19:20:00,2016-10-13 19:40:00)","0","45","12"
"2","[2016-10-13 19:40:00,2016-10-13 20:00:00)","0","37","10"
"2","[2016-10-13 20:00:00,2016-10-13 20:20:00)","0","44","13"
"2","[2016-10-13 20:20:00,2016-10-13 20:40:00)","0","34","10"
"2","[2016-10-13 20:40:00,2016-10-13 21:00:00)","0","42","9"
"2","[2016-10-13 21:00:00,2016-10-13 21:20:00)","0","26","9"
"2","[2016-10-13 21:20:00,2016-10-13 21:40:00)","0","25","5"
"2","[2016-10-13 21:40:00,2016-10-13 22:00:00)","0","27","7"
"2","[2016-10-13 22:00:00,2016-10-13 22:20:00)","0","17","3"
"2","[2016-10-13 22:20:00,2016-10-13 22:40:00)","0","13","6"
"2","[2016-10-13 22:40:00,2016-10-13 23:00:00)","0","15","4"
"2","[2016-10-13 23:00:00,2016-10-13 23:20:00)","0","6","3"
"2","[2016-10-13 23:20:00,2016-10-13 23:40:00)","0","11","6"
"2","[2016-10-13 23:40:00,2016-10-14 00:00:00)","0","9","2"
"2","[2016-10-14 00:00:00,2016-10-14 00:20:00)","0","1","1"
"2","[2016-10-14 00:20:00,2016-10-14 00:40:00)","0","1","1"
"2","[2016-10-14 00:40:00,2016-10-14 01:00:00)","0","1","1"
"2","[2016-10-14 01:40:00,2016-10-14 02:00:00)","0","1","1"
"2","[2016-10-14 02:40:00,2016-10-14 03:00:00)","0","1","1"
"2","[2016-10-14 03:00:00,2016-10-14 03:20:00)","0","2","2"
"2","[2016-10-14 03:20:00,2016-10-14 03:40:00)","0","1","1"
"2","[2016-10-14 04:20:00,2016-10-14 04:40:00)","0","1","1"
"2","[2016-10-14 04:40:00,2016-10-14 05:00:00)","0","6","1"
"2","[2016-10-14 05:00:00,2016-10-14 05:20:00)","0","14","1"
"2","[2016-10-14 05:20:00,2016-10-14 05:40:00)","0","10","0"
"2","[2016-10-14 05:40:00,2016-10-14 06:00:00)","0","22","6"
"2","[2016-10-14 06:00:00,2016-10-14 06:20:00)","0","20","3"
"2","[2016-10-14 06:20:00,2016-10-14 06:40:00)","0","45","9"
"2","[2016-10-14 06:40:00,2016-10-14 07:00:00)","0","47","14"
"2","[2016-10-14 07:00:00,2016-10-14 07:20:00)","0","87","33"
"2","[2016-10-14 07:20:00,2016-10-14 07:40:00)","0","96","35"
"2","[2016-10-14 07:40:00,2016-10-14 08:00:00)","0","108","37"
"2","[2016-10-14 08:00:00,2016-10-14 08:20:00)","0","112","41"
"2","[2016-10-14 08:20:00,2016-10-14 08:40:00)","0","132","45"
"2","[2016-10-14 08:40:00,2016-10-14 09:00:00)","0","141","46"
"2","[2016-10-14 09:00:00,2016-10-14 09:20:00)","0","105","27"
"2","[2016-10-14 09:20:00,2016-10-14 09:40:00)","0","117","29"
"2","[2016-10-14 09:40:00,2016-10-14 10:00:00)","0","77","18"
"2","[2016-10-14 10:00:00,2016-10-14 10:20:00)","0","121","25"
"2","[2016-10-14 10:20:00,2016-10-14 10:40:00)","0","83","27"
"2","[2016-10-14 10:40:00,2016-10-14 11:00:00)","0","76","17"
"2","[2016-10-14 11:00:00,2016-10-14 11:20:00)","0","76","17"
"2","[2016-10-14 11:20:00,2016-10-14 11:40:00)","0","66","10"
"2","[2016-10-14 11:40:00,2016-10-14 12:00:00)","0","61","8"
"2","[2016-10-14 12:00:00,2016-10-14 12:20:00)","0","65","18"
"2","[2016-10-14 12:20:00,2016-10-14 12:40:00)","0","86","28"
"2","[2016-10-14 12:40:00,2016-10-14 13:00:00)","0","93","20"
"2","[2016-10-14 13:00:00,2016-10-14 13:20:00)","0","80","25"
"2","[2016-10-14 13:20:00,2016-10-14 13:40:00)","0","83","25"
"2","[2016-10-14 13:40:00,2016-10-14 14:00:00)","0","102","26"
"2","[2016-10-14 14:00:00,2016-10-14 14:20:00)","0","97","15"
"2","[2016-10-14 14:20:00,2016-10-14 14:40:00)","0","101","19"
"2","[2016-10-14 14:40:00,2016-10-14 15:00:00)","0","82","20"
"2","[2016-10-14 15:00:00,2016-10-14 15:20:00)","0","81","17"
"2","[2016-10-14 15:20:00,2016-10-14 15:40:00)","0","104","38"
"2","[2016-10-14 15:40:00,2016-10-14 16:00:00)","0","94","20"
"2","[2016-10-14 16:00:00,2016-10-14 16:20:00)","0","102","32"
"2","[2016-10-14 16:20:00,2016-10-14 16:40:00)","0","94","26"
"2","[2016-10-14 16:40:00,2016-10-14 17:00:00)","0","87","23"
"2","[2016-10-14 17:00:00,2016-10-14 17:20:00)","0","83","25"
"2","[2016-10-14 17:20:00,2016-10-14 17:40:00)","0","98","29"
"2","[2016-10-14 17:40:00,2016-10-14 18:00:00)","0","79","30"
"2","[2016-10-14 18:00:00,2016-10-14 18:20:00)","0","71","19"
"2","[2016-10-14 18:20:00,2016-10-14 18:40:00)","0","89","17"
"2","[2016-10-14 18:40:00,2016-10-14 19:00:00)","0","69","21"
"2","[2016-10-14 19:00:00,2016-10-14 19:20:00)","0","53","15"
"2","[2016-10-14 19:20:00,2016-10-14 19:40:00)","0","52","18"
"2","[2016-10-14 19:40:00,2016-10-14 20:00:00)","0","49","17"
"2","[2016-10-14 20:00:00,2016-10-14 20:20:00)","0","48","12"
"2","[2016-10-14 20:20:00,2016-10-14 20:40:00)","0","35","11"
"2","[2016-10-14 20:40:00,2016-10-14 21:00:00)","0","38","12"
"2","[2016-10-14 21:00:00,2016-10-14 21:20:00)","0","24","8"
"2","[2016-10-14 21:20:00,2016-10-14 21:40:00)","0","29","3"
"2","[2016-10-14 21:40:00,2016-10-14 22:00:00)","0","37","8"
"2","[2016-10-14 22:00:00,2016-10-14 22:20:00)","0","25","4"
"2","[2016-10-14 22:20:00,2016-10-14 22:40:00)","0","24","5"
"2","[2016-10-14 22:40:00,2016-10-14 23:00:00)","0","21","3"
"2","[2016-10-14 23:00:00,2016-10-14 23:20:00)","0","8","1"
"2","[2016-10-14 23:20:00,2016-10-14 23:40:00)","0","12","2"
"2","[2016-10-14 23:40:00,2016-10-15 00:00:00)","0","7","1"
"2","[2016-10-15 00:00:00,2016-10-15 00:20:00)","0","3","2"
"2","[2016-10-15 00:20:00,2016-10-15 00:40:00)","0","2","2"
"2","[2016-10-15 00:40:00,2016-10-15 01:00:00)","0","1","1"
"2","[2016-10-15 01:00:00,2016-10-15 01:20:00)","0","1","1"
"2","[2016-10-15 01:20:00,2016-10-15 01:40:00)","0","1","1"
"2","[2016-10-15 01:40:00,2016-10-15 02:00:00)","0","2","2"
"2","[2016-10-15 02:20:00,2016-10-15 02:40:00)","0","1","1"
"2","[2016-10-15 03:00:00,2016-10-15 03:20:00)","0","1","1"
"2","[2016-10-15 04:20:00,2016-10-15 04:40:00)","0","1","1"
"2","[2016-10-15 04:40:00,2016-10-15 05:00:00)","0","1","1"
"2","[2016-10-15 05:00:00,2016-10-15 05:20:00)","0","17","2"
"2","[2016-10-15 05:20:00,2016-10-15 05:40:00)","0","21","3"
"2","[2016-10-15 05:40:00,2016-10-15 06:00:00)","0","14","3"
"2","[2016-10-15 06:00:00,2016-10-15 06:20:00)","0","21","5"
"2","[2016-10-15 06:20:00,2016-10-15 06:40:00)","0","13","4"
"2","[2016-10-15 07:20:00,2016-10-15 07:40:00)","0","50","17"
"2","[2016-10-15 07:40:00,2016-10-15 08:00:00)","0","81","18"
"2","[2016-10-15 08:00:00,2016-10-15 08:20:00)","0","101","31"
"2","[2016-10-15 08:20:00,2016-10-15 08:40:00)","0","118","26"
"2","[2016-10-15 08:40:00,2016-10-15 09:00:00)","0","103","28"
"2","[2016-10-15 09:00:00,2016-10-15 09:20:00)","0","108","27"
"2","[2016-10-15 09:20:00,2016-10-15 09:40:00)","0","124","27"
"2","[2016-10-15 09:40:00,2016-10-15 10:00:00)","0","95","16"
"2","[2016-10-15 10:00:00,2016-10-15 10:20:00)","0","111","26"
"2","[2016-10-15 10:20:00,2016-10-15 10:40:00)","0","111","28"
"2","[2016-10-15 10:40:00,2016-10-15 11:00:00)","0","101","14"
"2","[2016-10-15 11:00:00,2016-10-15 11:20:00)","0","77","12"
"2","[2016-10-15 11:20:00,2016-10-15 11:40:00)","0","76","11"
"2","[2016-10-15 11:40:00,2016-10-15 12:00:00)","0","58","17"
"2","[2016-10-15 12:00:00,2016-10-15 12:20:00)","0","62","12"
"2","[2016-10-15 12:20:00,2016-10-15 12:40:00)","0","85","19"
"2","[2016-10-15 12:40:00,2016-10-15 13:00:00)","0","78","18"
"2","[2016-10-15 13:00:00,2016-10-15 13:20:00)","0","85","14"
"2","[2016-10-15 13:20:00,2016-10-15 13:40:00)","0","90","22"
"2","[2016-10-15 13:40:00,2016-10-15 14:00:00)","0","93","22"
"2","[2016-10-15 14:00:00,2016-10-15 14:20:00)","0","79","14"
"2","[2016-10-15 14:20:00,2016-10-15 14:40:00)","0","88","26"
"2","[2016-10-15 14:40:00,2016-10-15 15:00:00)","0","60","9"
"2","[2016-10-15 15:00:00,2016-10-15 15:20:00)","0","72","16"
"2","[2016-10-15 15:20:00,2016-10-15 15:40:00)","0","82","21"
"2","[2016-10-15 15:40:00,2016-10-15 16:00:00)","0","88","18"
"2","[2016-10-15 16:00:00,2016-10-15 16:20:00)","0","85","21"
"2","[2016-10-15 16:20:00,2016-10-15 16:40:00)","0","79","21"
"2","[2016-10-15 16:40:00,2016-10-15 17:00:00)","0","91","21"
"2","[2016-10-15 17:00:00,2016-10-15 17:20:00)","0","72","13"
"2","[2016-10-15 17:20:00,2016-10-15 17:40:00)","0","84","17"
"2","[2016-10-15 17:40:00,2016-10-15 18:00:00)","0","50","10"
"2","[2016-10-15 18:00:00,2016-10-15 18:20:00)","0","41","7"
"2","[2016-10-15 18:20:00,2016-10-15 18:40:00)","0","35","8"
"2","[2016-10-15 18:40:00,2016-10-15 19:00:00)","0","37","5"
"2","[2016-10-15 19:00:00,2016-10-15 19:20:00)","0","40","11"
"2","[2016-10-15 19:20:00,2016-10-15 19:40:00)","0","37","7"
"2","[2016-10-15 19:40:00,2016-10-15 20:00:00)","0","34","7"
"2","[2016-10-15 20:00:00,2016-10-15 20:20:00)","0","36","9"
"2","[2016-10-15 20:20:00,2016-10-15 20:40:00)","0","50","11"
"2","[2016-10-15 20:40:00,2016-10-15 21:00:00)","0","32","4"
"2","[2016-10-15 21:00:00,2016-10-15 21:20:00)","0","26","2"
"2","[2016-10-15 21:20:00,2016-10-15 21:40:00)","0","21","3"
"2","[2016-10-15 21:40:00,2016-10-15 22:00:00)","0","26","6"
"2","[2016-10-15 22:00:00,2016-10-15 22:20:00)","0","16","2"
"2","[2016-10-15 22:20:00,2016-10-15 22:40:00)","0","10","0"
"2","[2016-10-15 22:40:00,2016-10-15 23:00:00)","0","11","1"
"2","[2016-10-15 23:00:00,2016-10-15 23:20:00)","0","6","0"
"2","[2016-10-15 23:20:00,2016-10-15 23:40:00)","0","8","0"
"2","[2016-10-15 23:40:00,2016-10-16 00:00:00)","0","7","3"
"2","[2016-10-16 00:00:00,2016-10-16 00:20:00)","0","2","2"
"2","[2016-10-16 00:40:00,2016-10-16 01:00:00)","0","1","1"
"2","[2016-10-16 01:00:00,2016-10-16 01:20:00)","0","1","1"
"2","[2016-10-16 01:20:00,2016-10-16 01:40:00)","0","2","2"
"2","[2016-10-16 03:40:00,2016-10-16 04:00:00)","0","1","1"
"2","[2016-10-16 05:00:00,2016-10-16 05:20:00)","0","17","1"
"2","[2016-10-16 05:20:00,2016-10-16 05:40:00)","0","9","1"
"2","[2016-10-16 05:40:00,2016-10-16 06:00:00)","0","20","7"
"2","[2016-10-16 06:00:00,2016-10-16 06:20:00)","0","12","3"
"2","[2016-10-16 06:20:00,2016-10-16 06:40:00)","0","34","11"
"2","[2016-10-16 06:40:00,2016-10-16 07:00:00)","0","34","7"
"2","[2016-10-16 07:00:00,2016-10-16 07:20:00)","0","40","7"
"2","[2016-10-16 07:20:00,2016-10-16 07:40:00)","0","69","16"
"2","[2016-10-16 07:40:00,2016-10-16 08:00:00)","0","58","13"
"2","[2016-10-16 08:00:00,2016-10-16 08:20:00)","0","81","18"
"2","[2016-10-16 08:20:00,2016-10-16 08:40:00)","0","92","17"
"2","[2016-10-16 08:40:00,2016-10-16 09:00:00)","0","99","22"
"2","[2016-10-16 09:00:00,2016-10-16 09:20:00)","0","95","23"
"2","[2016-10-16 09:20:00,2016-10-16 09:40:00)","0","107","27"
"2","[2016-10-16 09:40:00,2016-10-16 10:00:00)","0","87","28"
"2","[2016-10-16 10:00:00,2016-10-16 10:20:00)","0","90","18"
"2","[2016-10-16 10:20:00,2016-10-16 10:40:00)","0","75","16"
"2","[2016-10-16 10:40:00,2016-10-16 11:00:00)","0","97","19"
"2","[2016-10-16 11:00:00,2016-10-16 11:20:00)","0","67","21"
"2","[2016-10-16 11:20:00,2016-10-16 11:40:00)","0","80","21"
"2","[2016-10-16 11:40:00,2016-10-16 12:00:00)","0","57","11"
"2","[2016-10-16 12:00:00,2016-10-16 12:20:00)","0","68","23"
"2","[2016-10-16 12:20:00,2016-10-16 12:40:00)","0","68","14"
"2","[2016-10-16 12:40:00,2016-10-16 13:00:00)","0","63","19"
"2","[2016-10-16 13:00:00,2016-10-16 13:20:00)","0","79","20"
"2","[2016-10-16 13:20:00,2016-10-16 13:40:00)","0","61","14"
"2","[2016-10-16 13:40:00,2016-10-16 14:00:00)","0","90","22"
"2","[2016-10-16 14:00:00,2016-10-16 14:20:00)","0","66","15"
"2","[2016-10-16 14:20:00,2016-10-16 14:40:00)","0","81","18"
"2","[2016-10-16 14:40:00,2016-10-16 15:00:00)","0","63","13"
"2","[2016-10-16 15:00:00,2016-10-16 15:20:00)","0","78","22"
"2","[2016-10-16 15:20:00,2016-10-16 15:40:00)","0","86","18"
"2","[2016-10-16 15:40:00,2016-10-16 16:00:00)","0","69","17"
"2","[2016-10-16 16:00:00,2016-10-16 16:20:00)","0","84","18"
"2","[2016-10-16 16:20:00,2016-10-16 16:40:00)","0","98","26"
"2","[2016-10-16 16:40:00,2016-10-16 17:00:00)","0","71","17"
"2","[2016-10-16 17:00:00,2016-10-16 17:20:00)","0","82","20"
"2","[2016-10-16 17:20:00,2016-10-16 17:40:00)","0","65","14"
"2","[2016-10-16 17:40:00,2016-10-16 18:00:00)","0","74","11"
"2","[2016-10-16 18:00:00,2016-10-16 18:20:00)","0","46","11"
"2","[2016-10-16 18:20:00,2016-10-16 18:40:00)","0","54","15"
"2","[2016-10-16 18:40:00,2016-10-16 19:00:00)","0","32","6"
"2","[2016-10-16 19:00:00,2016-10-16 19:20:00)","0","44","9"
"2","[2016-10-16 19:20:00,2016-10-16 19:40:00)","0","35","6"
"2","[2016-10-16 19:40:00,2016-10-16 20:00:00)","0","38","5"
"2","[2016-10-16 20:00:00,2016-10-16 20:20:00)","0","31","7"
"2","[2016-10-16 20:20:00,2016-10-16 20:40:00)","0","46","15"
"2","[2016-10-16 20:40:00,2016-10-16 21:00:00)","0","33","10"
"2","[2016-10-16 21:00:00,2016-10-16 21:20:00)","0","22","5"
"2","[2016-10-16 21:20:00,2016-10-16 21:40:00)","0","23","7"
"2","[2016-10-16 21:40:00,2016-10-16 22:00:00)","0","21","7"
"2","[2016-10-16 22:00:00,2016-10-16 22:20:00)","0","14","0"
"2","[2016-10-16 22:20:00,2016-10-16 22:40:00)","0","11","1"
"2","[2016-10-16 22:40:00,2016-10-16 23:00:00)","0","6","0"
"2","[2016-10-16 23:00:00,2016-10-16 23:20:00)","0","4","2"
"2","[2016-10-16 23:20:00,2016-10-16 23:40:00)","0","6","0"
