volume,pair,tollgate_id,direction,time_window,start_time,date,time,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,wind_direction2,wind_speed2,precipitation2,SSD,SSD_level,is_workday,datemap
21,2-0,2,0,"[2016-10-16 21:40:00,2016-10-16 22:00:00)",2016-10-16 21:40:00,2016-10-16,21:40:00,6,66,1014,35.0,3.0,20.4,81.0,0.0,23.0,22.0,33.0,46.0,31.0,38.0,1,2,0,65.71687768455284,0,2,28
14,2-0,2,0,"[2016-10-16 22:00:00,2016-10-16 22:20:00)",2016-10-16 22:00:00,2016-10-16,22:00:00,6,67,1014,35.0,3.0,20.4,81.0,0.0,21.0,23.0,22.0,33.0,46.0,31.0,1,2,0,65.71687768455284,0,2,28
11,2-0,2,0,"[2016-10-16 22:20:00,2016-10-16 22:40:00)",2016-10-16 22:20:00,2016-10-16,22:20:00,6,68,1014,35.0,3.0,20.4,81.0,0.0,14.0,21.0,23.0,22.0,33.0,46.0,1,2,0,65.71687768455284,0,2,28
6,2-0,2,0,"[2016-10-16 22:40:00,2016-10-16 23:00:00)",2016-10-16 22:40:00,2016-10-16,22:40:00,6,69,1014,35.0,3.0,20.4,81.0,0.0,11.0,14.0,21.0,23.0,22.0,33.0,1,2,0,65.71687768455284,0,2,28
4,2-0,2,0,"[2016-10-16 23:00:00,2016-10-16 23:20:00)",2016-10-16 23:00:00,2016-10-16,23:00:00,6,70,1014,35.0,3.0,20.4,81.0,0.0,6.0,11.0,14.0,21.0,23.0,22.0,1,2,0,65.71687768455284,0,2,28
6,2-0,2,0,"[2016-10-16 23:20:00,2016-10-16 23:40:00)",2016-10-16 23:20:00,2016-10-16,23:20:00,6,71,1014,35.0,3.0,20.4,81.0,0.0,4.0,6.0,11.0,14.0,21.0,23.0,1,2,0,65.71687768455284,0,2,28
4,2-0,2,0,"[2016-10-16 23:40:00,2016-10-17 00:00:00)",2016-10-16 23:40:00,2016-10-16,23:40:00,6,72,1014,35.0,3.0,20.4,81.0,0.0,6.0,4.0,6.0,11.0,14.0,21.0,1,2,0,65.71687768455284,0,2,28
3,2-0,2,0,"[2016-10-17 00:00:00,2016-10-17 00:20:00)",2016-10-17 00:00:00,2016-10-17,00:00:00,0,1,1016,35.0,2.1,20.1,80.0,0.0,4.0,6.0,4.0,6.0,11.0,14.0,1,2,0,67.91276035341366,0,1,29
1,2-0,2,0,"[2016-10-17 00:20:00,2016-10-17 00:40:00)",2016-10-17 00:20:00,2016-10-17,00:20:00,0,2,1016,35.0,2.1,20.1,80.0,0.0,3.0,4.0,6.0,4.0,6.0,11.0,1,2,0,67.91276035341366,0,1,29
4,2-0,2,0,"[2016-10-17 00:40:00,2016-10-17 01:00:00)",2016-10-17 00:40:00,2016-10-17,00:40:00,0,3,1016,35.0,2.1,20.1,80.0,0.0,1.0,3.0,4.0,6.0,4.0,6.0,1,2,0,67.91276035341366,0,1,29
2,2-0,2,0,"[2016-10-17 01:00:00,2016-10-17 01:20:00)",2016-10-17 01:00:00,2016-10-17,01:00:00,0,4,1016,35.0,2.1,20.1,80.0,0.0,4.0,1.0,3.0,4.0,6.0,4.0,1,2,0,67.91276035341366,0,1,29
1,2-0,2,0,"[2016-10-17 01:20:00,2016-10-17 01:40:00)",2016-10-17 01:20:00,2016-10-17,01:20:00,0,5,1016,35.0,2.1,20.1,80.0,0.0,2.0,4.0,1.0,3.0,4.0,6.0,1,2,0,67.91276035341366,0,1,29
3,2-0,2,0,"[2016-10-17 02:00:00,2016-10-17 02:20:00)",2016-10-17 02:00:00,2016-10-17,02:00:00,0,7,1016,35.0,2.1,20.1,80.0,0.0,2.0,1.0,2.0,4.0,1.0,3.0,1,2,0,67.91276035341366,0,1,29
1,2-0,2,0,"[2016-10-17 02:40:00,2016-10-17 03:00:00)",2016-10-17 02:40:00,2016-10-17,02:40:00,0,9,1016,35.0,2.1,20.1,80.0,0.0,2.0,3.0,2.0,1.0,2.0,4.0,1,2,0,67.91276035341366,0,1,29
14,2-0,2,0,"[2016-10-17 05:00:00,2016-10-17 05:20:00)",2016-10-17 05:00:00,2016-10-17,05:00:00,0,16,1016,104.0,1.5,19.6,90.0,0.1,2.0,3.0,2.0,1.0,2.0,4.0,2,1,1,69.95337902362205,0,1,29
19,2-0,2,0,"[2016-10-17 05:20:00,2016-10-17 05:40:00)",2016-10-17 05:20:00,2016-10-17,05:20:00,0,17,1016,104.0,1.5,19.6,90.0,0.1,14.0,3.0,2.0,1.0,2.0,4.0,2,1,1,69.95337902362205,0,1,29
23,2-0,2,0,"[2016-10-17 05:40:00,2016-10-17 06:00:00)",2016-10-17 05:40:00,2016-10-17,05:40:00,0,18,1016,104.0,1.5,19.6,90.0,0.1,19.0,14.0,2.0,1.0,2.0,4.0,2,1,1,69.95337902362205,0,1,29
31,2-0,2,0,"[2016-10-17 06:00:00,2016-10-17 06:20:00)",2016-10-17 06:00:00,2016-10-17,06:00:00,0,19,1013,81.0,1.2,21.3,79.0,0.0,23.0,19.0,14.0,1.0,2.0,4.0,2,1,0,72.97425240675106,1,1,29
45,2-0,2,0,"[2016-10-17 06:20:00,2016-10-17 06:40:00)",2016-10-17 06:20:00,2016-10-17,06:20:00,0,20,1013,81.0,1.2,21.3,79.0,0.0,31.0,23.0,19.0,14.0,2.0,4.0,2,1,0,72.97425240675106,1,1,29
52,2-0,2,0,"[2016-10-17 06:40:00,2016-10-17 07:00:00)",2016-10-17 06:40:00,2016-10-17,06:40:00,0,21,1013,81.0,1.2,21.3,79.0,0.0,45.0,31.0,23.0,19.0,14.0,4.0,2,1,0,72.97425240675106,1,1,29
84,2-0,2,0,"[2016-10-17 07:00:00,2016-10-17 07:20:00)",2016-10-17 07:00:00,2016-10-17,07:00:00,0,22,1013,81.0,1.2,21.3,79.0,0.0,52.0,45.0,31.0,23.0,19.0,14.0,2,1,0,72.97425240675106,1,1,29
125,2-0,2,0,"[2016-10-17 07:20:00,2016-10-17 07:40:00)",2016-10-17 07:20:00,2016-10-17,07:20:00,0,23,1013,81.0,1.2,21.3,79.0,0.0,84.0,52.0,45.0,31.0,23.0,19.0,2,1,0,72.97425240675106,1,1,29
119,2-0,2,0,"[2016-10-17 07:40:00,2016-10-17 08:00:00)",2016-10-17 07:40:00,2016-10-17,07:40:00,0,24,1013,81.0,1.2,21.3,79.0,0.0,125.0,84.0,52.0,45.0,31.0,23.0,2,1,0,72.97425240675106,1,1,29
130,2-0,2,0,"[2016-10-17 08:00:00,2016-10-17 08:20:00)",2016-10-17 08:00:00,2016-10-17,08:00:00,0,25,1013,81.0,1.2,21.3,79.0,0.0,119.0,125.0,84.0,52.0,45.0,31.0,2,1,0,72.97425240675106,1,1,29
133,2-0,2,0,"[2016-10-17 08:20:00,2016-10-17 08:40:00)",2016-10-17 08:20:00,2016-10-17,08:20:00,0,26,1013,81.0,1.2,21.3,79.0,0.0,130.0,119.0,125.0,84.0,52.0,45.0,2,1,0,72.97425240675106,1,1,29
109,2-0,2,0,"[2016-10-17 08:40:00,2016-10-17 09:00:00)",2016-10-17 08:40:00,2016-10-17,08:40:00,0,27,1013,81.0,1.2,21.3,79.0,0.0,133.0,130.0,119.0,125.0,84.0,52.0,2,1,0,72.97425240675106,1,1,29
114,2-0,2,0,"[2016-10-17 09:00:00,2016-10-17 09:20:00)",2016-10-17 09:00:00,2016-10-17,09:00:00,0,28,1014,109.0,1.1,20.9,79.0,0.0,109.0,133.0,130.0,119.0,125.0,84.0,2,1,0,72.53031468713692,1,1,29
102,2-0,2,0,"[2016-10-17 09:20:00,2016-10-17 09:40:00)",2016-10-17 09:20:00,2016-10-17,09:20:00,0,29,1014,109.0,1.1,20.9,79.0,0.0,114.0,109.0,133.0,130.0,119.0,125.0,2,1,0,72.53031468713692,1,1,29
91,2-0,2,0,"[2016-10-17 09:40:00,2016-10-17 10:00:00)",2016-10-17 09:40:00,2016-10-17,09:40:00,0,30,1014,109.0,1.1,20.9,79.0,0.0,102.0,114.0,109.0,133.0,130.0,119.0,2,1,0,72.53031468713692,1,1,29
65,2-0,2,0,"[2016-10-17 10:00:00,2016-10-17 10:20:00)",2016-10-17 10:00:00,2016-10-17,10:00:00,0,31,1014,109.0,1.1,20.9,79.0,0.0,91.0,102.0,114.0,109.0,133.0,130.0,2,1,0,72.53031468713692,1,1,29
65,2-0,2,0,"[2016-10-17 10:20:00,2016-10-17 10:40:00)",2016-10-17 10:20:00,2016-10-17,10:20:00,0,32,1014,109.0,1.1,20.9,79.0,0.0,65.0,91.0,102.0,114.0,109.0,133.0,2,1,0,72.53031468713692,1,1,29
58,2-0,2,0,"[2016-10-17 10:40:00,2016-10-17 11:00:00)",2016-10-17 10:40:00,2016-10-17,10:40:00,0,33,1014,109.0,1.1,20.9,79.0,0.0,65.0,65.0,91.0,102.0,114.0,109.0,2,1,0,72.53031468713692,1,1,29
63,2-0,2,0,"[2016-10-17 11:00:00,2016-10-17 11:20:00)",2016-10-17 11:00:00,2016-10-17,11:00:00,0,34,1014,109.0,1.1,20.9,79.0,0.0,58.0,65.0,65.0,91.0,102.0,114.0,2,1,0,72.53031468713692,1,1,29
54,2-0,2,0,"[2016-10-17 11:20:00,2016-10-17 11:40:00)",2016-10-17 11:20:00,2016-10-17,11:20:00,0,35,1014,109.0,1.1,20.9,79.0,0.0,63.0,58.0,65.0,65.0,91.0,102.0,2,1,0,72.53031468713692,1,1,29
50,2-0,2,0,"[2016-10-17 11:40:00,2016-10-17 12:00:00)",2016-10-17 11:40:00,2016-10-17,11:40:00,0,36,1014,109.0,1.1,20.9,79.0,0.0,54.0,63.0,58.0,65.0,65.0,91.0,2,1,0,72.53031468713692,1,1,29
66,2-0,2,0,"[2016-10-17 12:00:00,2016-10-17 12:20:00)",2016-10-17 12:00:00,2016-10-17,12:00:00,0,37,1014,17.0,0.7,19.6,87.0,0.0,50.0,54.0,63.0,58.0,65.0,65.0,8,1,0,72.19050222362205,1,1,29
54,2-0,2,0,"[2016-10-17 12:20:00,2016-10-17 12:40:00)",2016-10-17 12:20:00,2016-10-17,12:20:00,0,38,1014,17.0,0.7,19.6,87.0,0.0,66.0,50.0,54.0,63.0,58.0,65.0,8,1,0,72.19050222362205,1,1,29
70,2-0,2,0,"[2016-10-17 12:40:00,2016-10-17 13:00:00)",2016-10-17 12:40:00,2016-10-17,12:40:00,0,39,1014,17.0,0.7,19.6,87.0,0.0,54.0,66.0,50.0,54.0,63.0,58.0,8,1,0,72.19050222362205,1,1,29
62,2-0,2,0,"[2016-10-17 13:00:00,2016-10-17 13:20:00)",2016-10-17 13:00:00,2016-10-17,13:00:00,0,40,1014,17.0,0.7,19.6,87.0,0.0,70.0,54.0,66.0,50.0,54.0,63.0,8,1,0,72.19050222362205,1,1,29
71,2-0,2,0,"[2016-10-17 13:20:00,2016-10-17 13:40:00)",2016-10-17 13:20:00,2016-10-17,13:20:00,0,41,1014,17.0,0.7,19.6,87.0,0.0,62.0,70.0,54.0,66.0,50.0,54.0,8,1,0,72.19050222362205,1,1,29
66,2-0,2,0,"[2016-10-17 13:40:00,2016-10-17 14:00:00)",2016-10-17 13:40:00,2016-10-17,13:40:00,0,42,1014,17.0,0.7,19.6,87.0,0.0,71.0,62.0,70.0,54.0,66.0,50.0,8,1,0,72.19050222362205,1,1,29
82,2-0,2,0,"[2016-10-17 14:00:00,2016-10-17 14:20:00)",2016-10-17 14:00:00,2016-10-17,14:00:00,0,43,1014,17.0,0.7,19.6,87.0,0.0,66.0,71.0,62.0,70.0,54.0,66.0,8,1,0,72.19050222362205,1,1,29
72,2-0,2,0,"[2016-10-17 14:20:00,2016-10-17 14:40:00)",2016-10-17 14:20:00,2016-10-17,14:20:00,0,44,1014,17.0,0.7,19.6,87.0,0.0,82.0,66.0,71.0,62.0,70.0,54.0,8,1,0,72.19050222362205,1,1,29
56,2-0,2,0,"[2016-10-17 14:40:00,2016-10-17 15:00:00)",2016-10-17 14:40:00,2016-10-17,14:40:00,0,45,1014,17.0,0.7,19.6,87.0,0.0,72.0,82.0,66.0,71.0,62.0,70.0,8,1,0,72.19050222362205,1,1,29
53,2-0,2,0,"[2016-10-17 15:00:00,2016-10-17 15:20:00)",2016-10-17 15:00:00,2016-10-17,15:00:00,0,46,1015,222.0,0.9,18.9,92.0,0.0,56.0,72.0,82.0,66.0,71.0,62.0,5,1,0,70.72085709118774,0,1,29
84,2-0,2,0,"[2016-10-17 15:20:00,2016-10-17 15:40:00)",2016-10-17 15:20:00,2016-10-17,15:20:00,0,47,1015,222.0,0.9,18.9,92.0,0.0,53.0,56.0,72.0,82.0,66.0,71.0,5,1,0,70.72085709118774,0,1,29
76,2-0,2,0,"[2016-10-17 15:40:00,2016-10-17 16:00:00)",2016-10-17 15:40:00,2016-10-17,15:40:00,0,48,1015,222.0,0.9,18.9,92.0,0.0,84.0,53.0,56.0,72.0,82.0,66.0,5,1,0,70.72085709118774,0,1,29
68,2-0,2,0,"[2016-10-17 16:00:00,2016-10-17 16:20:00)",2016-10-17 16:00:00,2016-10-17,16:00:00,0,49,1015,222.0,0.9,18.9,92.0,0.0,76.0,84.0,53.0,56.0,72.0,82.0,5,1,0,70.72085709118774,0,1,29
92,2-0,2,0,"[2016-10-17 16:20:00,2016-10-17 16:40:00)",2016-10-17 16:20:00,2016-10-17,16:20:00,0,50,1015,222.0,0.9,18.9,92.0,0.0,68.0,76.0,84.0,53.0,56.0,72.0,5,1,0,70.72085709118774,0,1,29
72,2-0,2,0,"[2016-10-17 16:40:00,2016-10-17 17:00:00)",2016-10-17 16:40:00,2016-10-17,16:40:00,0,51,1015,222.0,0.9,18.9,92.0,0.0,92.0,68.0,76.0,84.0,53.0,56.0,5,1,0,70.72085709118774,0,1,29
86,2-0,2,0,"[2016-10-17 17:00:00,2016-10-17 17:20:00)",2016-10-17 17:00:00,2016-10-17,17:00:00,0,52,1015,222.0,0.9,18.9,92.0,0.0,72.0,92.0,68.0,76.0,84.0,53.0,5,1,0,70.72085709118774,0,1,29
83,2-0,2,0,"[2016-10-17 17:20:00,2016-10-17 17:40:00)",2016-10-17 17:20:00,2016-10-17,17:20:00,0,53,1015,222.0,0.9,18.9,92.0,0.0,86.0,72.0,92.0,68.0,76.0,84.0,5,1,0,70.72085709118774,0,1,29
58,2-0,2,0,"[2016-10-17 17:40:00,2016-10-17 18:00:00)",2016-10-17 17:40:00,2016-10-17,17:40:00,0,54,1015,222.0,0.9,18.9,92.0,0.0,83.0,86.0,72.0,92.0,68.0,76.0,5,1,0,70.72085709118774,0,1,29
56,2-0,2,0,"[2016-10-17 18:00:00,2016-10-17 18:20:00)",2016-10-17 18:00:00,2016-10-17,18:00:00,0,55,1014,341.0,1.5,19.1,92.0,0.0,58.0,83.0,86.0,72.0,92.0,68.0,8,1,0,69.19157370193051,0,1,29
53,2-0,2,0,"[2016-10-17 18:20:00,2016-10-17 18:40:00)",2016-10-17 18:20:00,2016-10-17,18:20:00,0,56,1014,341.0,1.5,19.1,92.0,0.0,56.0,58.0,83.0,86.0,72.0,92.0,8,1,0,69.19157370193051,0,1,29
53,2-0,2,0,"[2016-10-17 18:40:00,2016-10-17 19:00:00)",2016-10-17 18:40:00,2016-10-17,18:40:00,0,57,1014,341.0,1.5,19.1,92.0,0.0,53.0,56.0,58.0,83.0,86.0,72.0,8,1,0,69.19157370193051,0,1,29
38,2-0,2,0,"[2016-10-17 19:00:00,2016-10-17 19:20:00)",2016-10-17 19:00:00,2016-10-17,19:00:00,0,58,1014,341.0,1.5,19.1,92.0,0.0,53.0,53.0,56.0,58.0,83.0,86.0,8,1,0,69.19157370193051,0,1,29
48,2-0,2,0,"[2016-10-17 19:20:00,2016-10-17 19:40:00)",2016-10-17 19:20:00,2016-10-17,19:20:00,0,59,1014,341.0,1.5,19.1,92.0,0.0,38.0,53.0,53.0,56.0,58.0,83.0,8,1,0,69.19157370193051,0,1,29
26,2-0,2,0,"[2016-10-17 19:40:00,2016-10-17 20:00:00)",2016-10-17 19:40:00,2016-10-17,19:40:00,0,60,1014,341.0,1.5,19.1,92.0,0.0,48.0,38.0,53.0,53.0,56.0,58.0,8,1,0,69.19157370193051,0,1,29
29,2-0,2,0,"[2016-10-17 20:00:00,2016-10-17 20:20:00)",2016-10-17 20:00:00,2016-10-17,20:00:00,0,61,1014,341.0,1.5,19.1,92.0,0.0,26.0,48.0,38.0,53.0,53.0,56.0,8,1,0,69.19157370193051,0,1,29
33,2-0,2,0,"[2016-10-17 20:20:00,2016-10-17 20:40:00)",2016-10-17 20:20:00,2016-10-17,20:20:00,0,62,1014,341.0,1.5,19.1,92.0,0.0,29.0,26.0,48.0,38.0,53.0,53.0,8,1,0,69.19157370193051,0,1,29
26,2-0,2,0,"[2016-10-17 20:40:00,2016-10-17 21:00:00)",2016-10-17 20:40:00,2016-10-17,20:40:00,0,63,1014,341.0,1.5,19.1,92.0,0.0,33.0,29.0,26.0,48.0,38.0,53.0,8,1,0,69.19157370193051,0,1,29
28,2-0,2,0,"[2016-10-17 21:00:00,2016-10-17 21:20:00)",2016-10-17 21:00:00,2016-10-17,21:00:00,0,64,1014,322.0,2.5,19.3,90.0,0.0,26.0,33.0,29.0,26.0,48.0,38.0,7,2,0,66.16928057587549,0,1,29
20,2-0,2,0,"[2016-10-17 21:20:00,2016-10-17 21:40:00)",2016-10-17 21:20:00,2016-10-17,21:20:00,0,65,1014,322.0,2.5,19.3,90.0,0.0,28.0,26.0,33.0,29.0,26.0,48.0,7,2,0,66.16928057587549,0,1,29
17,2-0,2,0,"[2016-10-17 21:40:00,2016-10-17 22:00:00)",2016-10-17 21:40:00,2016-10-17,21:40:00,0,66,1014,322.0,2.5,19.3,90.0,0.0,20.0,28.0,26.0,33.0,29.0,26.0,7,2,0,66.16928057587549,0,1,29
21,2-0,2,0,"[2016-10-17 22:00:00,2016-10-17 22:20:00)",2016-10-17 22:00:00,2016-10-17,22:00:00,0,67,1014,322.0,2.5,19.3,90.0,0.0,17.0,20.0,28.0,26.0,33.0,29.0,7,2,0,66.16928057587549,0,1,29
21,2-0,2,0,"[2016-10-17 22:20:00,2016-10-17 22:40:00)",2016-10-17 22:20:00,2016-10-17,22:20:00,0,68,1014,322.0,2.5,19.3,90.0,0.0,21.0,17.0,20.0,28.0,26.0,33.0,7,2,0,66.16928057587549,0,1,29
23,2-0,2,0,"[2016-10-17 22:40:00,2016-10-17 23:00:00)",2016-10-17 22:40:00,2016-10-17,22:40:00,0,69,1014,322.0,2.5,19.3,90.0,0.0,21.0,21.0,17.0,20.0,28.0,26.0,7,2,0,66.16928057587549,0,1,29
9,2-0,2,0,"[2016-10-17 23:00:00,2016-10-17 23:20:00)",2016-10-17 23:00:00,2016-10-17,23:00:00,0,70,1014,322.0,2.5,19.3,90.0,0.0,23.0,21.0,21.0,17.0,20.0,28.0,7,2,0,66.16928057587549,0,1,29
10,2-0,2,0,"[2016-10-17 23:20:00,2016-10-17 23:40:00)",2016-10-17 23:20:00,2016-10-17,23:20:00,0,71,1014,322.0,2.5,19.3,90.0,0.0,9.0,23.0,21.0,21.0,17.0,20.0,7,2,0,66.16928057587549,0,1,29
18,2-0,2,0,"[2016-10-17 23:40:00,2016-10-18 00:00:00)",2016-10-17 23:40:00,2016-10-17,23:40:00,0,72,1014,322.0,2.5,19.3,90.0,0.0,10.0,9.0,23.0,21.0,21.0,17.0,7,2,0,66.16928057587549,0,1,29
13,1-0,1,0,"[2016-09-19 00:00:00,2016-09-19 00:20:00)",2016-09-19 00:00:00,2016-09-19,00:00:00,0,1,1008,329.0,2.8,22.2,76.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,7,2,0,69.2230426385965,0,1,1
6,1-0,1,0,"[2016-09-19 00:20:00,2016-09-19 00:40:00)",2016-09-19 00:20:00,2016-09-19,00:20:00,0,2,1008,329.0,2.8,22.2,76.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,7,2,0,69.2230426385965,0,1,1
9,1-0,1,0,"[2016-09-19 00:40:00,2016-09-19 01:00:00)",2016-09-19 00:40:00,2016-09-19,00:40:00,0,3,1008,329.0,2.8,22.2,76.0,0.0,6.0,13.0,13.0,13.0,13.0,13.0,7,2,0,69.2230426385965,0,1,1
10,1-0,1,0,"[2016-09-19 01:00:00,2016-09-19 01:20:00)",2016-09-19 01:00:00,2016-09-19,01:00:00,0,4,1008,329.0,2.8,22.2,76.0,0.0,9.0,6.0,13.0,13.0,13.0,13.0,7,2,0,69.2230426385965,0,1,1
14,1-0,1,0,"[2016-09-19 01:20:00,2016-09-19 01:40:00)",2016-09-19 01:20:00,2016-09-19,01:20:00,0,5,1008,329.0,2.8,22.2,76.0,0.0,10.0,9.0,6.0,13.0,13.0,13.0,7,2,0,69.2230426385965,0,1,1
10,1-0,1,0,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",2016-09-19 01:40:00,2016-09-19,01:40:00,0,6,1008,329.0,2.8,22.2,76.0,0.0,14.0,10.0,9.0,6.0,13.0,13.0,7,2,0,69.2230426385965,0,1,1
7,1-0,1,0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",2016-09-19 02:00:00,2016-09-19,02:00:00,0,7,1008,329.0,2.8,22.2,76.0,0.0,10.0,14.0,10.0,9.0,6.0,13.0,7,2,0,69.2230426385965,0,1,1
10,1-0,1,0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",2016-09-19 02:20:00,2016-09-19,02:20:00,0,8,1008,329.0,2.8,22.2,76.0,0.0,7.0,10.0,14.0,10.0,9.0,6.0,7,2,0,69.2230426385965,0,1,1
6,1-0,1,0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",2016-09-19 02:40:00,2016-09-19,02:40:00,0,9,1008,329.0,2.8,22.2,76.0,0.0,10.0,7.0,10.0,14.0,10.0,9.0,7,2,0,69.2230426385965,0,1,1
9,1-0,1,0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",2016-09-19 03:00:00,2016-09-19,03:00:00,0,10,1008,15.0,4.5,24.4,67.0,0.0,6.0,10.0,7.0,10.0,14.0,10.0,8,3,0,66.84581676116505,0,1,1
4,1-0,1,0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",2016-09-19 03:20:00,2016-09-19,03:20:00,0,11,1008,15.0,4.5,24.4,67.0,0.0,9.0,6.0,10.0,7.0,10.0,14.0,8,3,0,66.84581676116505,0,1,1
9,1-0,1,0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",2016-09-19 03:40:00,2016-09-19,03:40:00,0,12,1008,15.0,4.5,24.4,67.0,0.0,4.0,9.0,6.0,10.0,7.0,10.0,8,3,0,66.84581676116505,0,1,1
10,1-0,1,0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",2016-09-19 04:00:00,2016-09-19,04:00:00,0,13,1008,15.0,4.5,24.4,67.0,0.0,9.0,4.0,9.0,6.0,10.0,7.0,8,3,0,66.84581676116505,0,1,1
13,1-0,1,0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",2016-09-19 04:20:00,2016-09-19,04:20:00,0,14,1008,15.0,4.5,24.4,67.0,0.0,10.0,9.0,4.0,9.0,6.0,10.0,8,3,0,66.84581676116505,0,1,1
12,1-0,1,0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",2016-09-19 04:40:00,2016-09-19,04:40:00,0,15,1008,15.0,4.5,24.4,67.0,0.0,13.0,10.0,9.0,4.0,9.0,6.0,8,3,0,66.84581676116505,0,1,1
2,1-0,1,0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2016-09-19 05:00:00,2016-09-19,05:00:00,0,16,1008,15.0,4.5,24.4,67.0,0.0,12.0,13.0,10.0,9.0,4.0,9.0,8,3,0,66.84581676116505,0,1,1
8,1-0,1,0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",2016-09-19 05:20:00,2016-09-19,05:20:00,0,17,1008,15.0,4.5,24.4,67.0,0.0,2.0,12.0,13.0,10.0,9.0,4.0,8,3,0,66.84581676116505,0,1,1
13,1-0,1,0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",2016-09-19 05:40:00,2016-09-19,05:40:00,0,18,1008,15.0,4.5,24.4,67.0,0.0,8.0,2.0,12.0,13.0,10.0,9.0,8,3,0,66.84581676116505,0,1,1
8,1-0,1,0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",2016-09-19 06:00:00,2016-09-19,06:00:00,0,19,1007,12.0,6.2,26.8,56.0,0.0,13.0,8.0,2.0,12.0,13.0,10.0,8,4,0,64.44146651428571,0,1,1
13,1-0,1,0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",2016-09-19 06:20:00,2016-09-19,06:20:00,0,20,1007,12.0,6.2,26.8,56.0,0.0,8.0,13.0,8.0,2.0,12.0,13.0,8,4,0,64.44146651428571,0,1,1
32,1-0,1,0,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",2016-09-19 06:40:00,2016-09-19,06:40:00,0,21,1007,12.0,6.2,26.8,56.0,0.0,13.0,8.0,13.0,8.0,2.0,12.0,8,4,0,64.44146651428571,0,1,1
39,1-0,1,0,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",2016-09-19 07:00:00,2016-09-19,07:00:00,0,22,1007,12.0,6.2,26.8,56.0,0.0,32.0,13.0,8.0,13.0,8.0,2.0,8,4,0,64.44146651428571,0,1,1
31,1-0,1,0,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",2016-09-19 07:20:00,2016-09-19,07:20:00,0,23,1007,12.0,6.2,26.8,56.0,0.0,39.0,32.0,13.0,8.0,13.0,8.0,8,4,0,64.44146651428571,0,1,1
43,1-0,1,0,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",2016-09-19 07:40:00,2016-09-19,07:40:00,0,24,1007,12.0,6.2,26.8,56.0,0.0,31.0,39.0,32.0,13.0,8.0,13.0,8,4,0,64.44146651428571,0,1,1
46,1-0,1,0,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",2016-09-19 08:00:00,2016-09-19,08:00:00,0,25,1007,12.0,6.2,26.8,56.0,0.0,43.0,31.0,39.0,32.0,13.0,8.0,8,4,0,64.44146651428571,0,1,1
56,1-0,1,0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",2016-09-19 08:20:00,2016-09-19,08:20:00,0,26,1007,12.0,6.2,26.8,56.0,0.0,46.0,43.0,31.0,39.0,32.0,13.0,8,4,0,64.44146651428571,0,1,1
41,1-0,1,0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",2016-09-19 08:40:00,2016-09-19,08:40:00,0,27,1007,12.0,6.2,26.8,56.0,0.0,56.0,46.0,43.0,31.0,39.0,32.0,8,4,0,64.44146651428571,0,1,1
50,1-0,1,0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",2016-09-19 09:00:00,2016-09-19,09:00:00,0,28,1008,351.0,5.3,23.8,72.0,0.1,41.0,56.0,46.0,43.0,31.0,39.0,8,3,1,63.77636914716982,0,1,1
49,1-0,1,0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",2016-09-19 09:20:00,2016-09-19,09:20:00,0,29,1008,351.0,5.3,23.8,72.0,0.1,50.0,41.0,56.0,46.0,43.0,31.0,8,3,1,63.77636914716982,0,1,1
44,1-0,1,0,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",2016-09-19 09:40:00,2016-09-19,09:40:00,0,30,1008,351.0,5.3,23.8,72.0,0.1,49.0,50.0,41.0,56.0,46.0,43.0,8,3,1,63.77636914716982,0,1,1
