avg_travel_time,route,intersection_id,tollgate_id,time_window,start_time,date,time,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,wind_direction2,wind_speed2,precipitation2,SSD,SSD_level,is_workday,datemap
53.41,A-2,A,2,"[2016-10-06 12:20:00,2016-10-06 12:40:00)",2016-10-06 12:20:00,2016-10-06,12:20:00,3,38,1015,85.0,1.5,22.2,74.0,0.0,53.77,72.52,50.8,49.27,46.9,45.44,2,1,0,73.1488842385965,1,3,80
58.48,A-2,A,2,"[2016-10-06 12:40:00,2016-10-06 13:00:00)",2016-10-06 12:40:00,2016-10-06,12:40:00,3,39,1015,85.0,1.5,22.2,74.0,0.0,53.41,53.77,72.52,50.8,49.27,46.9,2,1,0,73.1488842385965,1,3,80
60.89,A-2,A,2,"[2016-10-06 13:00:00,2016-10-06 13:20:00)",2016-10-06 13:00:00,2016-10-06,13:00:00,3,40,1015,85.0,1.5,22.2,74.0,0.0,58.48,53.41,53.77,72.52,50.8,49.27,2,1,0,73.1488842385965,1,3,80
67.37,A-2,A,2,"[2016-10-06 13:20:00,2016-10-06 13:40:00)",2016-10-06 13:20:00,2016-10-06,13:20:00,3,41,1015,85.0,1.5,22.2,74.0,0.0,60.89,58.48,53.41,53.77,72.52,50.8,2,1,0,73.1488842385965,1,3,80
52.35,A-2,A,2,"[2016-10-06 13:40:00,2016-10-06 14:00:00)",2016-10-06 13:40:00,2016-10-06,13:40:00,3,42,1015,85.0,1.5,22.2,74.0,0.0,67.37,60.89,58.48,53.41,53.77,72.52,2,1,0,73.1488842385965,1,3,80
60.96,A-2,A,2,"[2016-10-06 14:00:00,2016-10-06 14:20:00)",2016-10-06 14:00:00,2016-10-06,14:00:00,3,43,1015,85.0,1.5,22.2,74.0,0.0,52.35,67.37,60.89,58.48,53.41,53.77,2,1,0,73.1488842385965,1,3,80
86.02,A-2,A,2,"[2016-10-06 14:20:00,2016-10-06 14:40:00)",2016-10-06 14:20:00,2016-10-06,14:20:00,3,44,1015,85.0,1.5,22.2,74.0,0.0,60.96,52.35,67.37,60.89,58.48,53.41,2,1,0,73.1488842385965,1,3,80
63.04,A-2,A,2,"[2016-10-06 14:40:00,2016-10-06 15:00:00)",2016-10-06 14:40:00,2016-10-06,14:40:00,3,45,1015,85.0,1.5,22.2,74.0,0.0,86.02,60.96,52.35,67.37,60.89,58.48,2,1,0,73.1488842385965,1,3,80
75.29,A-2,A,2,"[2016-10-06 15:00:00,2016-10-06 15:20:00)",2016-10-06 15:00:00,2016-10-06,15:00:00,3,46,1014,87.0,1.8,21.5,76.0,0.0,63.04,86.02,60.96,52.35,67.37,60.89,2,2,0,71.0927354893617,1,3,80
71.21,A-2,A,2,"[2016-10-06 15:20:00,2016-10-06 15:40:00)",2016-10-06 15:20:00,2016-10-06,15:20:00,3,47,1014,87.0,1.8,21.5,76.0,0.0,75.29,63.04,86.02,60.96,52.35,67.37,2,2,0,71.0927354893617,1,3,80
64.43,A-2,A,2,"[2016-10-06 15:40:00,2016-10-06 16:00:00)",2016-10-06 15:40:00,2016-10-06,15:40:00,3,48,1014,87.0,1.8,21.5,76.0,0.0,71.21,75.29,63.04,86.02,60.96,52.35,2,2,0,71.0927354893617,1,3,80
63.44,A-2,A,2,"[2016-10-06 16:00:00,2016-10-06 16:20:00)",2016-10-06 16:00:00,2016-10-06,16:00:00,3,49,1014,87.0,1.8,21.5,76.0,0.0,64.43,71.21,75.29,63.04,86.02,60.96,2,2,0,71.0927354893617,1,3,80
75.86,A-2,A,2,"[2016-10-06 16:20:00,2016-10-06 16:40:00)",2016-10-06 16:20:00,2016-10-06,16:20:00,3,50,1014,87.0,1.8,21.5,76.0,0.0,63.44,64.43,71.21,75.29,63.04,86.02,2,2,0,71.0927354893617,1,3,80
62.08,A-2,A,2,"[2016-10-06 16:40:00,2016-10-06 17:00:00)",2016-10-06 16:40:00,2016-10-06,16:40:00,3,51,1014,87.0,1.8,21.5,76.0,0.0,75.86,63.44,64.43,71.21,75.29,63.04,2,2,0,71.0927354893617,1,3,80
69.34,A-2,A,2,"[2016-10-06 17:00:00,2016-10-06 17:20:00)",2016-10-06 17:00:00,2016-10-06,17:00:00,3,52,1014,87.0,1.8,21.5,76.0,0.0,62.08,75.86,63.44,64.43,71.21,75.29,2,2,0,71.0927354893617,1,3,80
59.4,A-2,A,2,"[2016-10-06 17:20:00,2016-10-06 17:40:00)",2016-10-06 17:20:00,2016-10-06,17:20:00,3,53,1014,87.0,1.8,21.5,76.0,0.0,69.34,62.08,75.86,63.44,64.43,71.21,2,2,0,71.0927354893617,1,3,80
75.83,A-2,A,2,"[2016-10-06 17:40:00,2016-10-06 18:00:00)",2016-10-06 17:40:00,2016-10-06,17:40:00,3,54,1014,87.0,1.8,21.5,76.0,0.0,59.4,69.34,62.08,75.86,63.44,64.43,2,2,0,71.0927354893617,1,3,80
71.19,A-2,A,2,"[2016-10-06 18:00:00,2016-10-06 18:20:00)",2016-10-06 18:00:00,2016-10-06,18:00:00,3,55,1013,4.0,1.5,20.9,80.0,0.0,75.83,59.4,69.34,62.08,75.86,63.44,8,1,0,71.36266708713693,1,3,80
62.1,A-2,A,2,"[2016-10-06 18:20:00,2016-10-06 18:40:00)",2016-10-06 18:20:00,2016-10-06,18:20:00,3,56,1013,4.0,1.5,20.9,80.0,0.0,71.19,75.83,59.4,69.34,62.08,75.86,8,1,0,71.36266708713693,1,3,80
72.96,A-2,A,2,"[2016-10-06 18:40:00,2016-10-06 19:00:00)",2016-10-06 18:40:00,2016-10-06,18:40:00,3,57,1013,4.0,1.5,20.9,80.0,0.0,62.1,71.19,75.83,59.4,69.34,62.08,8,1,0,71.36266708713693,1,3,80
59.65,A-2,A,2,"[2016-10-06 19:00:00,2016-10-06 19:20:00)",2016-10-06 19:00:00,2016-10-06,19:00:00,3,58,1013,4.0,1.5,20.9,80.0,0.0,72.96,62.1,71.19,75.83,59.4,69.34,8,1,0,71.36266708713693,1,3,80
69.11,A-2,A,2,"[2016-10-06 19:20:00,2016-10-06 19:40:00)",2016-10-06 19:20:00,2016-10-06,19:20:00,3,59,1013,4.0,1.5,20.9,80.0,0.0,59.65,72.96,62.1,71.19,75.83,59.4,8,1,0,71.36266708713693,1,3,80
70.69,A-2,A,2,"[2016-10-06 19:40:00,2016-10-06 20:00:00)",2016-10-06 19:40:00,2016-10-06,19:40:00,3,60,1013,4.0,1.5,20.9,80.0,0.0,69.11,59.65,72.96,62.1,71.19,75.83,8,1,0,71.36266708713693,1,3,80
56.25,A-2,A,2,"[2016-10-06 20:00:00,2016-10-06 20:20:00)",2016-10-06 20:00:00,2016-10-06,20:00:00,3,61,1013,4.0,1.5,20.9,80.0,0.0,70.69,69.11,59.65,72.96,62.1,71.19,8,1,0,71.36266708713693,1,3,80
60.18,A-2,A,2,"[2016-10-06 20:20:00,2016-10-06 20:40:00)",2016-10-06 20:20:00,2016-10-06,20:20:00,3,62,1013,4.0,1.5,20.9,80.0,0.0,56.25,70.69,69.11,59.65,72.96,62.1,8,1,0,71.36266708713693,1,3,80
58.73,A-2,A,2,"[2016-10-06 20:40:00,2016-10-06 21:00:00)",2016-10-06 20:40:00,2016-10-06,20:40:00,3,63,1013,4.0,1.5,20.9,80.0,0.0,60.18,56.25,70.69,69.11,59.65,72.96,8,1,0,71.36266708713693,1,3,80
55.98,A-2,A,2,"[2016-10-06 21:00:00,2016-10-06 21:20:00)",2016-10-06 21:00:00,2016-10-06,21:00:00,3,64,1012,25.0,2.3,20.1,81.0,0.0,58.73,60.18,56.25,70.69,69.11,59.65,1,2,0,67.38220395341366,0,3,80
50.9,A-2,A,2,"[2016-10-06 21:20:00,2016-10-06 21:40:00)",2016-10-06 21:20:00,2016-10-06,21:20:00,3,65,1012,25.0,2.3,20.1,81.0,0.0,55.98,58.73,60.18,56.25,70.69,69.11,1,2,0,67.38220395341366,0,3,80
47.69,A-2,A,2,"[2016-10-06 21:40:00,2016-10-06 22:00:00)",2016-10-06 21:40:00,2016-10-06,21:40:00,3,66,1012,25.0,2.3,20.1,81.0,0.0,50.9,55.98,58.73,60.18,56.25,70.69,1,2,0,67.38220395341366,0,3,80
44.03,A-2,A,2,"[2016-10-06 22:00:00,2016-10-06 22:20:00)",2016-10-06 22:00:00,2016-10-06,22:00:00,3,67,1012,25.0,2.3,20.1,81.0,0.0,47.69,50.9,55.98,58.73,60.18,56.25,1,2,0,67.38220395341366,0,3,80
50.69,A-2,A,2,"[2016-10-06 22:20:00,2016-10-06 22:40:00)",2016-10-06 22:20:00,2016-10-06,22:20:00,3,68,1012,25.0,2.3,20.1,81.0,0.0,44.03,47.69,50.9,55.98,58.73,60.18,1,2,0,67.38220395341366,0,3,80
75.47,A-2,A,2,"[2016-10-06 22:40:00,2016-10-06 23:00:00)",2016-10-06 22:40:00,2016-10-06,22:40:00,3,69,1012,25.0,2.3,20.1,81.0,0.0,50.69,44.03,47.69,50.9,55.98,58.73,1,2,0,67.38220395341366,0,3,80
33.38,A-2,A,2,"[2016-10-06 23:00:00,2016-10-06 23:20:00)",2016-10-06 23:00:00,2016-10-06,23:00:00,3,70,1012,25.0,2.3,20.1,81.0,0.0,75.47,50.69,44.03,47.69,50.9,55.98,1,2,0,67.38220395341366,0,3,80
38.98,A-2,A,2,"[2016-10-06 23:20:00,2016-10-06 23:40:00)",2016-10-06 23:20:00,2016-10-06,23:20:00,3,71,1012,25.0,2.3,20.1,81.0,0.0,33.38,75.47,50.69,44.03,47.69,50.9,1,2,0,67.38220395341366,0,3,80
33.13,A-2,A,2,"[2016-10-06 23:40:00,2016-10-07 00:00:00)",2016-10-06 23:40:00,2016-10-06,23:40:00,3,72,1012,25.0,2.3,20.1,81.0,0.0,38.98,33.38,75.47,50.69,44.03,47.69,1,2,0,67.38220395341366,0,3,80
40.41,A-2,A,2,"[2016-10-07 00:00:00,2016-10-07 00:20:00)",2016-10-07 00:00:00,2016-10-07,00:00:00,4,1,1012,38.0,3.3,20.3,83.0,0.0,33.13,38.98,33.38,75.47,50.69,44.03,1,2,0,64.78564418947369,0,3,81
47.12,A-2,A,2,"[2016-10-07 00:20:00,2016-10-07 00:40:00)",2016-10-07 00:20:00,2016-10-07,00:20:00,4,2,1012,38.0,3.3,20.3,83.0,0.0,40.41,33.13,38.98,33.38,75.47,50.69,1,2,0,64.78564418947369,0,3,81
36.25,A-2,A,2,"[2016-10-07 00:40:00,2016-10-07 01:00:00)",2016-10-07 00:40:00,2016-10-07,00:40:00,4,3,1012,38.0,3.3,20.3,83.0,0.0,47.12,40.41,33.13,38.98,33.38,75.47,1,2,0,64.78564418947369,0,3,81
48.48,A-2,A,2,"[2016-10-07 01:00:00,2016-10-07 01:20:00)",2016-10-07 01:00:00,2016-10-07,01:00:00,4,4,1012,38.0,3.3,20.3,83.0,0.0,36.25,47.12,40.41,33.13,38.98,33.38,1,2,0,64.78564418947369,0,3,81
44.37,A-2,A,2,"[2016-10-07 01:20:00,2016-10-07 01:40:00)",2016-10-07 01:20:00,2016-10-07,01:20:00,4,5,1012,38.0,3.3,20.3,83.0,0.0,48.48,36.25,47.12,40.41,33.13,38.98,1,2,0,64.78564418947369,0,3,81
27.21,A-2,A,2,"[2016-10-07 01:40:00,2016-10-07 02:00:00)",2016-10-07 01:40:00,2016-10-07,01:40:00,4,6,1012,38.0,3.3,20.3,83.0,0.0,44.37,48.48,36.25,47.12,40.41,33.13,1,2,0,64.78564418947369,0,3,81
37.9,A-2,A,2,"[2016-10-07 02:00:00,2016-10-07 02:20:00)",2016-10-07 02:00:00,2016-10-07,02:00:00,4,7,1012,38.0,3.3,20.3,83.0,0.0,27.21,44.37,48.48,36.25,47.12,40.41,1,2,0,64.78564418947369,0,3,81
37.21,A-2,A,2,"[2016-10-07 02:20:00,2016-10-07 02:40:00)",2016-10-07 02:20:00,2016-10-07,02:20:00,4,8,1012,38.0,3.3,20.3,83.0,0.0,37.9,27.21,44.37,48.48,36.25,47.12,1,2,0,64.78564418947369,0,3,81
45.48,A-2,A,2,"[2016-10-07 05:20:00,2016-10-07 05:40:00)",2016-10-07 05:20:00,2016-10-07,05:20:00,4,17,1011,331.0,1.8,20.2,92.0,0.3,40.68,55.41,35.73,239.62,59.02,47.81,7,2,1,70.3816239483871,0,3,81
45.19,A-2,A,2,"[2016-10-07 05:40:00,2016-10-07 06:00:00)",2016-10-07 05:40:00,2016-10-07,05:40:00,4,18,1011,331.0,1.8,20.2,92.0,0.3,45.48,40.68,55.41,35.73,239.62,59.02,7,2,1,70.3816239483871,0,3,81
36.61,A-2,A,2,"[2016-10-07 06:00:00,2016-10-07 06:20:00)",2016-10-07 06:00:00,2016-10-07,06:00:00,4,19,1009,299.0,2.5,20.0,96.0,0.0,45.19,45.48,40.68,55.41,35.73,239.62,7,2,0,68.18688,0,3,81
54.74,A-2,A,2,"[2016-10-07 06:20:00,2016-10-07 06:40:00)",2016-10-07 06:20:00,2016-10-07,06:20:00,4,20,1009,299.0,2.5,20.0,96.0,0.0,36.61,45.19,45.48,40.68,55.41,35.73,7,2,0,68.18688,0,3,81
41.9,A-2,A,2,"[2016-10-07 06:40:00,2016-10-07 07:00:00)",2016-10-07 06:40:00,2016-10-07,06:40:00,4,21,1009,299.0,2.5,20.0,96.0,0.0,54.74,36.61,45.19,45.48,40.68,55.41,7,2,0,68.18688,0,3,81
43.99,A-2,A,2,"[2016-10-07 07:00:00,2016-10-07 07:20:00)",2016-10-07 07:00:00,2016-10-07,07:00:00,4,22,1009,299.0,2.5,20.0,96.0,0.0,41.9,54.74,36.61,45.19,45.48,40.68,7,2,0,68.18688,0,3,81
52.68,A-2,A,2,"[2016-10-07 07:20:00,2016-10-07 07:40:00)",2016-10-07 07:20:00,2016-10-07,07:20:00,4,23,1009,299.0,2.5,20.0,96.0,0.0,43.99,41.9,54.74,36.61,45.19,45.48,7,2,0,68.18688,0,3,81
46.83,A-2,A,2,"[2016-10-07 07:40:00,2016-10-07 08:00:00)",2016-10-07 07:40:00,2016-10-07,07:40:00,4,24,1009,299.0,2.5,20.0,96.0,0.0,52.68,43.99,41.9,54.74,36.61,45.19,7,2,0,68.18688,0,3,81
53.7,A-2,A,2,"[2016-10-07 08:00:00,2016-10-07 08:20:00)",2016-10-07 08:00:00,2016-10-07,08:00:00,4,25,1009,299.0,2.5,20.0,96.0,0.0,46.83,52.68,43.99,41.9,54.74,36.61,7,2,0,68.18688,0,3,81
51.68,A-2,A,2,"[2016-10-07 08:20:00,2016-10-07 08:40:00)",2016-10-07 08:20:00,2016-10-07,08:20:00,4,26,1009,299.0,2.5,20.0,96.0,0.0,53.7,46.83,52.68,43.99,41.9,54.74,7,2,0,68.18688,0,3,81
51.59,A-2,A,2,"[2016-10-07 08:40:00,2016-10-07 09:00:00)",2016-10-07 08:40:00,2016-10-07,08:40:00,4,27,1009,299.0,2.5,20.0,96.0,0.0,51.68,53.7,46.83,52.68,43.99,41.9,7,2,0,68.18688,0,3,81
44.28,A-2,A,2,"[2016-10-07 09:00:00,2016-10-07 09:20:00)",2016-10-07 09:00:00,2016-10-07,09:00:00,4,28,1009,310.0,1.5,20.4,97.0,0.0,51.59,51.68,53.7,46.83,52.68,43.99,7,1,0,72.28542808455285,1,3,81
54.48,A-2,A,2,"[2016-10-07 09:20:00,2016-10-07 09:40:00)",2016-10-07 09:20:00,2016-10-07,09:20:00,4,29,1009,310.0,1.5,20.4,97.0,0.0,44.28,51.59,51.68,53.7,46.83,52.68,7,1,0,72.28542808455285,1,3,81
59.64,A-2,A,2,"[2016-10-07 09:40:00,2016-10-07 10:00:00)",2016-10-07 09:40:00,2016-10-07,09:40:00,4,30,1009,310.0,1.5,20.4,97.0,0.0,54.48,44.28,51.59,51.68,53.7,46.83,7,1,0,72.28542808455285,1,3,81
48.31,A-2,A,2,"[2016-10-07 10:00:00,2016-10-07 10:20:00)",2016-10-07 10:00:00,2016-10-07,10:00:00,4,31,1009,310.0,1.5,20.4,97.0,0.0,59.64,54.48,44.28,51.59,51.68,53.7,7,1,0,72.28542808455285,1,3,81
39.23,A-2,A,2,"[2016-10-07 10:20:00,2016-10-07 10:40:00)",2016-10-07 10:20:00,2016-10-07,10:20:00,4,32,1009,310.0,1.5,20.4,97.0,0.0,48.31,59.64,54.48,44.28,51.59,51.68,7,1,0,72.28542808455285,1,3,81
52.5,A-2,A,2,"[2016-10-07 10:40:00,2016-10-07 11:00:00)",2016-10-07 10:40:00,2016-10-07,10:40:00,4,33,1009,310.0,1.5,20.4,97.0,0.0,39.23,48.31,59.64,54.48,44.28,51.59,7,1,0,72.28542808455285,1,3,81
59.74,A-2,A,2,"[2016-10-07 11:00:00,2016-10-07 11:20:00)",2016-10-07 11:00:00,2016-10-07,11:00:00,4,34,1009,310.0,1.5,20.4,97.0,0.0,52.5,39.23,48.31,59.64,54.48,44.28,7,1,0,72.28542808455285,1,3,81
54.56,A-2,A,2,"[2016-10-07 11:20:00,2016-10-07 11:40:00)",2016-10-07 11:20:00,2016-10-07,11:20:00,4,35,1009,310.0,1.5,20.4,97.0,0.0,59.74,52.5,39.23,48.31,59.64,54.48,7,1,0,72.28542808455285,1,3,81
44.42,A-2,A,2,"[2016-10-07 11:40:00,2016-10-07 12:00:00)",2016-10-07 11:40:00,2016-10-07,11:40:00,4,36,1009,310.0,1.5,20.4,97.0,0.0,54.56,59.74,52.5,39.23,48.31,59.64,7,1,0,72.28542808455285,1,3,81
64.08,A-2,A,2,"[2016-10-07 12:00:00,2016-10-07 12:20:00)",2016-10-07 12:00:00,2016-10-07,12:00:00,4,37,1009,319.0,1.8,20.7,98.0,0.6,44.42,54.56,59.74,52.5,39.23,48.31,7,2,1,72.02933702386832,1,3,81
69.53,A-2,A,2,"[2016-10-07 12:20:00,2016-10-07 12:40:00)",2016-10-07 12:20:00,2016-10-07,12:20:00,4,38,1009,319.0,1.8,20.7,98.0,0.6,64.08,44.42,54.56,59.74,52.5,39.23,7,2,1,72.02933702386832,1,3,81
52.87,A-2,A,2,"[2016-10-07 12:40:00,2016-10-07 13:00:00)",2016-10-07 12:40:00,2016-10-07,12:40:00,4,39,1009,319.0,1.8,20.7,98.0,0.6,69.53,64.08,44.42,54.56,59.74,52.5,7,2,1,72.02933702386832,1,3,81
45.19,A-2,A,2,"[2016-10-07 13:00:00,2016-10-07 13:20:00)",2016-10-07 13:00:00,2016-10-07,13:00:00,4,40,1009,319.0,1.8,20.7,98.0,0.6,52.87,69.53,64.08,44.42,54.56,59.74,7,2,1,72.02933702386832,1,3,81
52.81,A-2,A,2,"[2016-10-07 13:20:00,2016-10-07 13:40:00)",2016-10-07 13:20:00,2016-10-07,13:20:00,4,41,1009,319.0,1.8,20.7,98.0,0.6,45.19,52.87,69.53,64.08,44.42,54.56,7,2,1,72.02933702386832,1,3,81
68.03,A-2,A,2,"[2016-10-07 13:40:00,2016-10-07 14:00:00)",2016-10-07 13:40:00,2016-10-07,13:40:00,4,42,1009,319.0,1.8,20.7,98.0,0.6,52.81,45.19,52.87,69.53,64.08,44.42,7,2,1,72.02933702386832,1,3,81
56.21,A-2,A,2,"[2016-10-07 14:00:00,2016-10-07 14:20:00)",2016-10-07 14:00:00,2016-10-07,14:00:00,4,43,1009,319.0,1.8,20.7,98.0,0.6,68.03,52.81,45.19,52.87,69.53,64.08,7,2,1,72.02933702386832,1,3,81
49.21,A-2,A,2,"[2016-10-07 14:20:00,2016-10-07 14:40:00)",2016-10-07 14:20:00,2016-10-07,14:20:00,4,44,1009,319.0,1.8,20.7,98.0,0.6,56.21,68.03,52.81,45.19,52.87,69.53,7,2,1,72.02933702386832,1,3,81
69.95,A-2,A,2,"[2016-10-07 14:40:00,2016-10-07 15:00:00)",2016-10-07 14:40:00,2016-10-07,14:40:00,4,45,1009,319.0,1.8,20.7,98.0,0.6,49.21,56.21,68.03,52.81,45.19,52.87,7,2,1,72.02933702386832,1,3,81
54.75,A-2,A,2,"[2016-10-07 15:00:00,2016-10-07 15:20:00)",2016-10-07 15:00:00,2016-10-07,15:00:00,4,46,1009,353.0,2.5,20.9,98.0,2.5,69.95,49.21,56.21,68.03,52.81,45.19,8,2,1,70.18501028713693,0,3,81
72.12,A-2,A,2,"[2016-10-07 15:20:00,2016-10-07 15:40:00)",2016-10-07 15:20:00,2016-10-07,15:20:00,4,47,1009,353.0,2.5,20.9,98.0,2.5,54.75,69.95,49.21,56.21,68.03,52.81,8,2,1,70.18501028713693,0,3,81
60.16,A-2,A,2,"[2016-10-07 15:40:00,2016-10-07 16:00:00)",2016-10-07 15:40:00,2016-10-07,15:40:00,4,48,1009,353.0,2.5,20.9,98.0,2.5,72.12,54.75,69.95,49.21,56.21,68.03,8,2,1,70.18501028713693,0,3,81
48.61,A-2,A,2,"[2016-10-07 16:00:00,2016-10-07 16:20:00)",2016-10-07 16:00:00,2016-10-07,16:00:00,4,49,1009,353.0,2.5,20.9,98.0,2.5,60.16,72.12,54.75,69.95,49.21,56.21,8,2,1,70.18501028713693,0,3,81
58.63,A-2,A,2,"[2016-10-07 16:20:00,2016-10-07 16:40:00)",2016-10-07 16:20:00,2016-10-07,16:20:00,4,50,1009,353.0,2.5,20.9,98.0,2.5,48.61,60.16,72.12,54.75,69.95,49.21,8,2,1,70.18501028713693,0,3,81
56.98,A-2,A,2,"[2016-10-07 16:40:00,2016-10-07 17:00:00)",2016-10-07 16:40:00,2016-10-07,16:40:00,4,51,1009,353.0,2.5,20.9,98.0,2.5,58.63,48.61,60.16,72.12,54.75,69.95,8,2,1,70.18501028713693,0,3,81
53.62,A-2,A,2,"[2016-10-07 17:00:00,2016-10-07 17:20:00)",2016-10-07 17:00:00,2016-10-07,17:00:00,4,52,1009,353.0,2.5,20.9,98.0,2.5,56.98,58.63,48.61,60.16,72.12,54.75,8,2,1,70.18501028713693,0,3,81
56.2,A-2,A,2,"[2016-10-07 17:20:00,2016-10-07 17:40:00)",2016-10-07 17:20:00,2016-10-07,17:20:00,4,53,1009,353.0,2.5,20.9,98.0,2.5,53.62,56.98,58.63,48.61,60.16,72.12,8,2,1,70.18501028713693,0,3,81
54.06,A-2,A,2,"[2016-10-07 17:40:00,2016-10-07 18:00:00)",2016-10-07 17:40:00,2016-10-07,17:40:00,4,54,1009,353.0,2.5,20.9,98.0,2.5,56.2,53.62,56.98,58.63,48.61,60.16,8,2,1,70.18501028713693,0,3,81
61.83,A-2,A,2,"[2016-10-07 18:00:00,2016-10-07 18:20:00)",2016-10-07 18:00:00,2016-10-07,18:00:00,4,55,1008,342.0,4.1,20.4,97.0,2.0,54.06,56.2,53.62,56.98,58.63,48.61,8,3,1,63.965428084552855,0,3,81
55.61,A-2,A,2,"[2016-10-07 18:20:00,2016-10-07 18:40:00)",2016-10-07 18:20:00,2016-10-07,18:20:00,4,56,1008,342.0,4.1,20.4,97.0,2.0,61.83,54.06,56.2,53.62,56.98,58.63,8,3,1,63.965428084552855,0,3,81
56.88,A-2,A,2,"[2016-10-07 18:40:00,2016-10-07 19:00:00)",2016-10-07 18:40:00,2016-10-07,18:40:00,4,57,1008,342.0,4.1,20.4,97.0,2.0,55.61,61.83,54.06,56.2,53.62,56.98,8,3,1,63.965428084552855,0,3,81
76.45,A-2,A,2,"[2016-10-07 19:00:00,2016-10-07 19:20:00)",2016-10-07 19:00:00,2016-10-07,19:00:00,4,58,1008,342.0,4.1,20.4,97.0,2.0,56.88,55.61,61.83,54.06,56.2,53.62,8,3,1,63.965428084552855,0,3,81
64.15,A-2,A,2,"[2016-10-07 19:20:00,2016-10-07 19:40:00)",2016-10-07 19:20:00,2016-10-07,19:20:00,4,59,1008,342.0,4.1,20.4,97.0,2.0,76.45,56.88,55.61,61.83,54.06,56.2,8,3,1,63.965428084552855,0,3,81
67.36,A-2,A,2,"[2016-10-07 19:40:00,2016-10-07 20:00:00)",2016-10-07 19:40:00,2016-10-07,19:40:00,4,60,1008,342.0,4.1,20.4,97.0,2.0,64.15,76.45,56.88,55.61,61.83,54.06,8,3,1,63.965428084552855,0,3,81
89.91,A-2,A,2,"[2016-10-07 20:00:00,2016-10-07 20:20:00)",2016-10-07 20:00:00,2016-10-07,20:00:00,4,61,1008,342.0,4.1,20.4,97.0,2.0,67.36,64.15,76.45,56.88,55.61,61.83,8,3,1,63.965428084552855,0,3,81
69.48,A-2,A,2,"[2016-10-07 20:20:00,2016-10-07 20:40:00)",2016-10-07 20:20:00,2016-10-07,20:20:00,4,62,1008,342.0,4.1,20.4,97.0,2.0,89.91,67.36,64.15,76.45,56.88,55.61,8,3,1,63.965428084552855,0,3,81
67.85,A-2,A,2,"[2016-10-07 20:40:00,2016-10-07 21:00:00)",2016-10-07 20:40:00,2016-10-07,20:40:00,4,63,1008,342.0,4.1,20.4,97.0,2.0,69.48,89.91,67.36,64.15,76.45,56.88,8,3,1,63.965428084552855,0,3,81
61.48,A-2,A,2,"[2016-10-07 21:00:00,2016-10-07 21:20:00)",2016-10-07 21:00:00,2016-10-07,21:00:00,4,64,1008,355.0,4.8,20.0,97.0,1.9,67.85,69.48,89.91,67.36,64.15,76.45,8,3,1,60.93596000000001,0,3,81
51.34,A-2,A,2,"[2016-10-07 21:20:00,2016-10-07 21:40:00)",2016-10-07 21:20:00,2016-10-07,21:20:00,4,65,1008,355.0,4.8,20.0,97.0,1.9,61.48,67.85,69.48,89.91,67.36,64.15,8,3,1,60.93596000000001,0,3,81
56.63,A-2,A,2,"[2016-10-07 21:40:00,2016-10-07 22:00:00)",2016-10-07 21:40:00,2016-10-07,21:40:00,4,66,1008,355.0,4.8,20.0,97.0,1.9,51.34,61.48,67.85,69.48,89.91,67.36,8,3,1,60.93596000000001,0,3,81
55.5,A-2,A,2,"[2016-10-07 22:00:00,2016-10-07 22:20:00)",2016-10-07 22:00:00,2016-10-07,22:00:00,4,67,1008,355.0,4.8,20.0,97.0,1.9,56.63,51.34,61.48,67.85,69.48,89.91,8,3,1,60.93596000000001,0,3,81
68.55,A-2,A,2,"[2016-10-07 22:20:00,2016-10-07 22:40:00)",2016-10-07 22:20:00,2016-10-07,22:20:00,4,68,1008,355.0,4.8,20.0,97.0,1.9,55.5,56.63,51.34,61.48,67.85,69.48,8,3,1,60.93596000000001,0,3,81
56.75,A-2,A,2,"[2016-10-07 22:40:00,2016-10-07 23:00:00)",2016-10-07 22:40:00,2016-10-07,22:40:00,4,69,1008,355.0,4.8,20.0,97.0,1.9,68.55,55.5,56.63,51.34,61.48,67.85,8,3,1,60.93596000000001,0,3,81
62.97,A-2,A,2,"[2016-10-07 23:00:00,2016-10-07 23:20:00)",2016-10-07 23:00:00,2016-10-07,23:00:00,4,70,1008,355.0,4.8,20.0,97.0,1.9,56.75,68.55,55.5,56.63,51.34,61.48,8,3,1,60.93596000000001,0,3,81
60.87,A-2,A,2,"[2016-10-07 23:20:00,2016-10-07 23:40:00)",2016-10-07 23:20:00,2016-10-07,23:20:00,4,71,1008,355.0,4.8,20.0,97.0,1.9,62.97,56.75,68.55,55.5,56.63,51.34,8,3,1,60.93596000000001,0,3,81
65.07,A-2,A,2,"[2016-10-07 23:40:00,2016-10-08 00:00:00)",2016-10-07 23:40:00,2016-10-07,23:40:00,4,72,1008,355.0,4.8,20.0,97.0,1.9,60.87,62.97,56.75,68.55,55.5,56.63,8,3,1,60.93596000000001,0,3,81
75.01,A-2,A,2,"[2016-10-08 00:00:00,2016-10-08 00:20:00)",2016-10-08 00:00:00,2016-10-08,00:00:00,5,1,1011,2.0,4.2,19.4,94.0,1.0,65.07,60.87,62.97,56.75,68.55,55.5,8,3,1,61.351558100000005,0,2,82
