"tollgate_id","time_window","direction"
"3","[2016-09-25 23:20:00,2016-09-25 23:40:00)","0"
"3","[2016-09-25 23:20:00,2016-09-25 23:40:00)","1"
"1","[2016-09-25 23:40:00,2016-09-26 00:00:00)","0"
"1","[2016-09-25 23:40:00,2016-09-26 00:00:00)","1"
"2","[2016-09-25 23:40:00,2016-09-26 00:00:00)","0"
"3","[2016-09-25 23:40:00,2016-09-26 00:00:00)","0"
"3","[2016-09-25 23:40:00,2016-09-26 00:00:00)","1"
"1","[2016-09-26 00:00:00,2016-09-26 00:20:00)","0"
"1","[2016-09-26 00:00:00,2016-09-26 00:20:00)","1"
"2","[2016-09-26 00:00:00,2016-09-26 00:20:00)","0"
"3","[2016-09-26 00:00:00,2016-09-26 00:20:00)","0"
"3","[2016-09-26 00:00:00,2016-09-26 00:20:00)","1"
"1","[2016-09-26 00:20:00,2016-09-26 00:40:00)","0"
"1","[2016-09-26 00:20:00,2016-09-26 00:40:00)","1"
"2","[2016-09-26 00:20:00,2016-09-26 00:40:00)","0"
"3","[2016-09-26 00:20:00,2016-09-26 00:40:00)","0"
"3","[2016-09-26 00:20:00,2016-09-26 00:40:00)","1"
"1","[2016-09-26 00:40:00,2016-09-26 01:00:00)","0"
"1","[2016-09-26 00:40:00,2016-09-26 01:00:00)","1"
"2","[2016-09-26 00:40:00,2016-09-26 01:00:00)","0"
"3","[2016-09-26 00:40:00,2016-09-26 01:00:00)","0"
"3","[2016-09-26 00:40:00,2016-09-26 01:00:00)","1"
"1","[2016-09-26 01:00:00,2016-09-26 01:20:00)","0"
"1","[2016-09-26 01:00:00,2016-09-26 01:20:00)","1"
"2","[2016-09-26 01:00:00,2016-09-26 01:20:00)","0"
"3","[2016-09-26 01:00:00,2016-09-26 01:20:00)","0"
"3","[2016-09-26 01:00:00,2016-09-26 01:20:00)","1"
"1","[2016-09-26 01:20:00,2016-09-26 01:40:00)","0"
"1","[2016-09-26 01:20:00,2016-09-26 01:40:00)","1"
"2","[2016-09-26 01:20:00,2016-09-26 01:40:00)","0"
"3","[2016-09-26 01:20:00,2016-09-26 01:40:00)","0"
"3","[2016-09-26 01:20:00,2016-09-26 01:40:00)","1"
"1","[2016-09-26 01:40:00,2016-09-26 02:00:00)","0"
"1","[2016-09-26 01:40:00,2016-09-26 02:00:00)","1"
"2","[2016-09-26 01:40:00,2016-09-26 02:00:00)","0"
"3","[2016-09-26 01:40:00,2016-09-26 02:00:00)","0"
"3","[2016-09-26 01:40:00,2016-09-26 02:00:00)","1"
"1","[2016-09-26 02:00:00,2016-09-26 02:20:00)","0"
"1","[2016-09-26 02:00:00,2016-09-26 02:20:00)","1"
"2","[2016-09-26 02:00:00,2016-09-26 02:20:00)","0"
"3","[2016-09-26 02:00:00,2016-09-26 02:20:00)","0"
"3","[2016-09-26 02:00:00,2016-09-26 02:20:00)","1"
"1","[2016-09-26 02:20:00,2016-09-26 02:40:00)","0"
"1","[2016-09-26 02:20:00,2016-09-26 02:40:00)","1"
"2","[2016-09-26 02:20:00,2016-09-26 02:40:00)","0"
"3","[2016-09-26 02:20:00,2016-09-26 02:40:00)","0"
"3","[2016-09-26 02:20:00,2016-09-26 02:40:00)","1"
"1","[2016-09-26 02:40:00,2016-09-26 03:00:00)","0"
"1","[2016-09-26 02:40:00,2016-09-26 03:00:00)","1"
"2","[2016-09-26 02:40:00,2016-09-26 03:00:00)","0"
"3","[2016-09-26 02:40:00,2016-09-26 03:00:00)","0"
"3","[2016-09-26 02:40:00,2016-09-26 03:00:00)","1"
"1","[2016-09-26 03:00:00,2016-09-26 03:20:00)","0"
"1","[2016-09-26 03:00:00,2016-09-26 03:20:00)","1"
"2","[2016-09-26 03:00:00,2016-09-26 03:20:00)","0"
"3","[2016-09-26 03:00:00,2016-09-26 03:20:00)","0"
"3","[2016-09-26 03:00:00,2016-09-26 03:20:00)","1"
"1","[2016-09-26 03:20:00,2016-09-26 03:40:00)","0"
"1","[2016-09-26 03:20:00,2016-09-26 03:40:00)","1"
"2","[2016-09-26 03:20:00,2016-09-26 03:40:00)","0"
"3","[2016-09-26 03:20:00,2016-09-26 03:40:00)","0"
"3","[2016-09-26 03:20:00,2016-09-26 03:40:00)","1"
"1","[2016-09-26 03:40:00,2016-09-26 04:00:00)","0"
"1","[2016-09-26 03:40:00,2016-09-26 04:00:00)","1"
"2","[2016-09-26 03:40:00,2016-09-26 04:00:00)","0"
"3","[2016-09-26 03:40:00,2016-09-26 04:00:00)","0"
"3","[2016-09-26 03:40:00,2016-09-26 04:00:00)","1"
"1","[2016-09-26 04:00:00,2016-09-26 04:20:00)","0"
"1","[2016-09-26 04:00:00,2016-09-26 04:20:00)","1"
"2","[2016-09-26 04:00:00,2016-09-26 04:20:00)","0"
"3","[2016-09-26 04:00:00,2016-09-26 04:20:00)","0"
"3","[2016-09-26 04:00:00,2016-09-26 04:20:00)","1"
"1","[2016-09-26 04:20:00,2016-09-26 04:40:00)","0"
"1","[2016-09-26 04:20:00,2016-09-26 04:40:00)","1"
"2","[2016-09-26 04:20:00,2016-09-26 04:40:00)","0"
"3","[2016-09-26 04:20:00,2016-09-26 04:40:00)","0"
"3","[2016-09-26 04:20:00,2016-09-26 04:40:00)","1"
"1","[2016-09-26 04:40:00,2016-09-26 05:00:00)","0"
"1","[2016-09-26 04:40:00,2016-09-26 05:00:00)","1"
"2","[2016-09-26 04:40:00,2016-09-26 05:00:00)","0"
"3","[2016-09-26 04:40:00,2016-09-26 05:00:00)","0"
"3","[2016-09-26 04:40:00,2016-09-26 05:00:00)","1"
"1","[2016-09-26 05:00:00,2016-09-26 05:20:00)","0"
"1","[2016-09-26 05:00:00,2016-09-26 05:20:00)","1"
"2","[2016-09-26 05:00:00,2016-09-26 05:20:00)","0"
"3","[2016-09-26 05:00:00,2016-09-26 05:20:00)","0"
"3","[2016-09-26 05:00:00,2016-09-26 05:20:00)","1"
"1","[2016-09-26 05:20:00,2016-09-26 05:40:00)","0"
"1","[2016-09-26 05:20:00,2016-09-26 05:40:00)","1"
"2","[2016-09-26 05:20:00,2016-09-26 05:40:00)","0"
"3","[2016-09-26 05:20:00,2016-09-26 05:40:00)","0"
"3","[2016-09-26 05:20:00,2016-09-26 05:40:00)","1"
"1","[2016-09-26 05:40:00,2016-09-26 06:00:00)","0"
"1","[2016-09-26 05:40:00,2016-09-26 06:00:00)","1"
"2","[2016-09-26 05:40:00,2016-09-26 06:00:00)","0"
"3","[2016-09-26 05:40:00,2016-09-26 06:00:00)","0"
"3","[2016-09-26 05:40:00,2016-09-26 06:00:00)","1"
"1","[2016-09-26 06:00:00,2016-09-26 06:20:00)","0"
"1","[2016-09-26 06:00:00,2016-09-26 06:20:00)","1"
"2","[2016-09-26 06:00:00,2016-09-26 06:20:00)","0"
"3","[2016-09-26 06:00:00,2016-09-26 06:20:00)","0"
"3","[2016-09-26 06:00:00,2016-09-26 06:20:00)","1"
"1","[2016-09-26 06:20:00,2016-09-26 06:40:00)","0"
"1","[2016-09-26 06:20:00,2016-09-26 06:40:00)","1"
"2","[2016-09-26 06:20:00,2016-09-26 06:40:00)","0"
"3","[2016-09-26 06:20:00,2016-09-26 06:40:00)","0"
"3","[2016-09-26 06:20:00,2016-09-26 06:40:00)","1"
"1","[2016-09-26 06:40:00,2016-09-26 07:00:00)","0"
"1","[2016-09-26 06:40:00,2016-09-26 07:00:00)","1"
"2","[2016-09-26 06:40:00,2016-09-26 07:00:00)","0"
"3","[2016-09-26 06:40:00,2016-09-26 07:00:00)","0"
"3","[2016-09-26 06:40:00,2016-09-26 07:00:00)","1"
"1","[2016-09-26 07:00:00,2016-09-26 07:20:00)","0"
"1","[2016-09-26 07:00:00,2016-09-26 07:20:00)","1"
"2","[2016-09-26 07:00:00,2016-09-26 07:20:00)","0"
"3","[2016-09-26 07:00:00,2016-09-26 07:20:00)","0"
"3","[2016-09-26 07:00:00,2016-09-26 07:20:00)","1"
"1","[2016-09-26 07:20:00,2016-09-26 07:40:00)","0"
"1","[2016-09-26 07:20:00,2016-09-26 07:40:00)","1"
"2","[2016-09-26 07:20:00,2016-09-26 07:40:00)","0"
"3","[2016-09-26 07:20:00,2016-09-26 07:40:00)","0"
"3","[2016-09-26 07:20:00,2016-09-26 07:40:00)","1"
"1","[2016-09-26 07:40:00,2016-09-26 08:00:00)","0"
"1","[2016-09-26 07:40:00,2016-09-26 08:00:00)","1"
"2","[2016-09-26 07:40:00,2016-09-26 08:00:00)","0"
"3","[2016-09-26 07:40:00,2016-09-26 08:00:00)","0"
"3","[2016-09-26 07:40:00,2016-09-26 08:00:00)","1"
"1","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0"
"1","[2016-09-26 08:00:00,2016-09-26 08:20:00)","1"
"2","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0"
"3","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0"
"3","[2016-09-26 08:00:00,2016-09-26 08:20:00)","1"
"1","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0"
"1","[2016-09-26 08:20:00,2016-09-26 08:40:00)","1"
"2","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0"
"3","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0"
"3","[2016-09-26 08:20:00,2016-09-26 08:40:00)","1"
"1","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0"
"1","[2016-09-26 08:40:00,2016-09-26 09:00:00)","1"
"2","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0"
"3","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0"
"3","[2016-09-26 08:40:00,2016-09-26 09:00:00)","1"
"1","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0"
"1","[2016-09-26 09:00:00,2016-09-26 09:20:00)","1"
"2","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0"
"3","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0"
"3","[2016-09-26 09:00:00,2016-09-26 09:20:00)","1"
"1","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0"
"1","[2016-09-26 09:20:00,2016-09-26 09:40:00)","1"
"2","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0"
"3","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0"
"3","[2016-09-26 09:20:00,2016-09-26 09:40:00)","1"
"1","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0"
"1","[2016-09-26 09:40:00,2016-09-26 10:00:00)","1"
"2","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0"
"3","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0"
"3","[2016-09-26 09:40:00,2016-09-26 10:00:00)","1"
"1","[2016-09-26 10:00:00,2016-09-26 10:20:00)","0"
"1","[2016-09-26 10:00:00,2016-09-26 10:20:00)","1"
"2","[2016-09-26 10:00:00,2016-09-26 10:20:00)","0"
"3","[2016-09-26 10:00:00,2016-09-26 10:20:00)","0"
"3","[2016-09-26 10:00:00,2016-09-26 10:20:00)","1"
"1","[2016-09-26 10:20:00,2016-09-26 10:40:00)","0"
"1","[2016-09-26 10:20:00,2016-09-26 10:40:00)","1"
"2","[2016-09-26 10:20:00,2016-09-26 10:40:00)","0"
"3","[2016-09-26 10:20:00,2016-09-26 10:40:00)","0"
"3","[2016-09-26 10:20:00,2016-09-26 10:40:00)","1"
"1","[2016-09-26 10:40:00,2016-09-26 11:00:00)","0"
"1","[2016-09-26 10:40:00,2016-09-26 11:00:00)","1"
"2","[2016-09-26 10:40:00,2016-09-26 11:00:00)","0"
"3","[2016-09-26 10:40:00,2016-09-26 11:00:00)","0"
"3","[2016-09-26 10:40:00,2016-09-26 11:00:00)","1"
"1","[2016-09-26 11:00:00,2016-09-26 11:20:00)","0"
"1","[2016-09-26 11:00:00,2016-09-26 11:20:00)","1"
"2","[2016-09-26 11:00:00,2016-09-26 11:20:00)","0"
"3","[2016-09-26 11:00:00,2016-09-26 11:20:00)","0"
"3","[2016-09-26 11:00:00,2016-09-26 11:20:00)","1"
"1","[2016-09-26 11:20:00,2016-09-26 11:40:00)","0"
"1","[2016-09-26 11:20:00,2016-09-26 11:40:00)","1"
"2","[2016-09-26 11:20:00,2016-09-26 11:40:00)","0"
"3","[2016-09-26 11:20:00,2016-09-26 11:40:00)","0"
"3","[2016-09-26 11:20:00,2016-09-26 11:40:00)","1"
"1","[2016-09-26 11:40:00,2016-09-26 12:00:00)","0"
"1","[2016-09-26 11:40:00,2016-09-26 12:00:00)","1"
"2","[2016-09-26 11:40:00,2016-09-26 12:00:00)","0"
"3","[2016-09-26 11:40:00,2016-09-26 12:00:00)","0"
"3","[2016-09-26 11:40:00,2016-09-26 12:00:00)","1"
"1","[2016-09-26 12:00:00,2016-09-26 12:20:00)","0"
"1","[2016-09-26 12:00:00,2016-09-26 12:20:00)","1"
"2","[2016-09-26 12:00:00,2016-09-26 12:20:00)","0"
"3","[2016-09-26 12:00:00,2016-09-26 12:20:00)","0"
"3","[2016-09-26 12:00:00,2016-09-26 12:20:00)","1"
"1","[2016-09-26 12:20:00,2016-09-26 12:40:00)","0"
"1","[2016-09-26 12:20:00,2016-09-26 12:40:00)","1"
"2","[2016-09-26 12:20:00,2016-09-26 12:40:00)","0"
"3","[2016-09-26 12:20:00,2016-09-26 12:40:00)","0"
"3","[2016-09-26 12:20:00,2016-09-26 12:40:00)","1"
"1","[2016-09-26 12:40:00,2016-09-26 13:00:00)","0"
"1","[2016-09-26 12:40:00,2016-09-26 13:00:00)","1"
"2","[2016-09-26 12:40:00,2016-09-26 13:00:00)","0"
"3","[2016-09-26 12:40:00,2016-09-26 13:00:00)","0"
"3","[2016-09-26 12:40:00,2016-09-26 13:00:00)","1"
"1","[2016-09-26 13:00:00,2016-09-26 13:20:00)","0"
"1","[2016-09-26 13:00:00,2016-09-26 13:20:00)","1"
"2","[2016-09-26 13:00:00,2016-09-26 13:20:00)","0"
"3","[2016-09-26 13:00:00,2016-09-26 13:20:00)","0"
"3","[2016-09-26 13:00:00,2016-09-26 13:20:00)","1"
"1","[2016-09-26 13:20:00,2016-09-26 13:40:00)","0"
"1","[2016-09-26 13:20:00,2016-09-26 13:40:00)","1"
"2","[2016-09-26 13:20:00,2016-09-26 13:40:00)","0"
"3","[2016-09-26 13:20:00,2016-09-26 13:40:00)","0"
"3","[2016-09-26 13:20:00,2016-09-26 13:40:00)","1"
"1","[2016-09-26 13:40:00,2016-09-26 14:00:00)","0"
"1","[2016-09-26 13:40:00,2016-09-26 14:00:00)","1"
"2","[2016-09-26 13:40:00,2016-09-26 14:00:00)","0"
"3","[2016-09-26 13:40:00,2016-09-26 14:00:00)","0"
"3","[2016-09-26 13:40:00,2016-09-26 14:00:00)","1"
"1","[2016-09-26 14:00:00,2016-09-26 14:20:00)","0"
"1","[2016-09-26 14:00:00,2016-09-26 14:20:00)","1"
"2","[2016-09-26 14:00:00,2016-09-26 14:20:00)","0"
"3","[2016-09-26 14:00:00,2016-09-26 14:20:00)","0"
"3","[2016-09-26 14:00:00,2016-09-26 14:20:00)","1"
"1","[2016-09-26 14:20:00,2016-09-26 14:40:00)","0"
"1","[2016-09-26 14:20:00,2016-09-26 14:40:00)","1"
"2","[2016-09-26 14:20:00,2016-09-26 14:40:00)","0"
"3","[2016-09-26 14:20:00,2016-09-26 14:40:00)","0"
"3","[2016-09-26 14:20:00,2016-09-26 14:40:00)","1"
"1","[2016-09-26 14:40:00,2016-09-26 15:00:00)","0"
"1","[2016-09-26 14:40:00,2016-09-26 15:00:00)","1"
"2","[2016-09-26 14:40:00,2016-09-26 15:00:00)","0"
"3","[2016-09-26 14:40:00,2016-09-26 15:00:00)","0"
"3","[2016-09-26 14:40:00,2016-09-26 15:00:00)","1"
"1","[2016-09-26 15:00:00,2016-09-26 15:20:00)","0"
"1","[2016-09-26 15:00:00,2016-09-26 15:20:00)","1"
"2","[2016-09-26 15:00:00,2016-09-26 15:20:00)","0"
"3","[2016-09-26 15:00:00,2016-09-26 15:20:00)","0"
"3","[2016-09-26 15:00:00,2016-09-26 15:20:00)","1"
"1","[2016-09-26 15:20:00,2016-09-26 15:40:00)","0"
"1","[2016-09-26 15:20:00,2016-09-26 15:40:00)","1"
"2","[2016-09-26 15:20:00,2016-09-26 15:40:00)","0"
"3","[2016-09-26 15:20:00,2016-09-26 15:40:00)","0"
"3","[2016-09-26 15:20:00,2016-09-26 15:40:00)","1"
"1","[2016-09-26 15:40:00,2016-09-26 16:00:00)","0"
"1","[2016-09-26 15:40:00,2016-09-26 16:00:00)","1"
"2","[2016-09-26 15:40:00,2016-09-26 16:00:00)","0"
"3","[2016-09-26 15:40:00,2016-09-26 16:00:00)","0"
"3","[2016-09-26 15:40:00,2016-09-26 16:00:00)","1"
"1","[2016-09-26 16:00:00,2016-09-26 16:20:00)","0"
"1","[2016-09-26 16:00:00,2016-09-26 16:20:00)","1"
"2","[2016-09-26 16:00:00,2016-09-26 16:20:00)","0"
"3","[2016-09-26 16:00:00,2016-09-26 16:20:00)","0"
"3","[2016-09-26 16:00:00,2016-09-26 16:20:00)","1"
"1","[2016-09-26 16:20:00,2016-09-26 16:40:00)","0"
"1","[2016-09-26 16:20:00,2016-09-26 16:40:00)","1"
"2","[2016-09-26 16:20:00,2016-09-26 16:40:00)","0"
"3","[2016-09-26 16:20:00,2016-09-26 16:40:00)","0"
"3","[2016-09-26 16:20:00,2016-09-26 16:40:00)","1"
"1","[2016-09-26 16:40:00,2016-09-26 17:00:00)","0"
"1","[2016-09-26 16:40:00,2016-09-26 17:00:00)","1"
"2","[2016-09-26 16:40:00,2016-09-26 17:00:00)","0"
"3","[2016-09-26 16:40:00,2016-09-26 17:00:00)","0"
"3","[2016-09-26 16:40:00,2016-09-26 17:00:00)","1"
"1","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0"
"1","[2016-09-26 17:00:00,2016-09-26 17:20:00)","1"
"2","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0"
"3","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0"
"3","[2016-09-26 17:00:00,2016-09-26 17:20:00)","1"
"1","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0"
"1","[2016-09-26 17:20:00,2016-09-26 17:40:00)","1"
"2","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0"
"3","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0"
"3","[2016-09-26 17:20:00,2016-09-26 17:40:00)","1"
"1","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0"
"1","[2016-09-26 17:40:00,2016-09-26 18:00:00)","1"
"2","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0"
"3","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0"
"3","[2016-09-26 17:40:00,2016-09-26 18:00:00)","1"
"1","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0"
"1","[2016-09-26 18:00:00,2016-09-26 18:20:00)","1"
"2","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0"
"3","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0"
"3","[2016-09-26 18:00:00,2016-09-26 18:20:00)","1"
"1","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0"
"1","[2016-09-26 18:20:00,2016-09-26 18:40:00)","1"
"2","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0"
"3","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0"
"3","[2016-09-26 18:20:00,2016-09-26 18:40:00)","1"
"1","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0"
"1","[2016-09-26 18:40:00,2016-09-26 19:00:00)","1"
"2","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0"
"3","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0"
"3","[2016-09-26 18:40:00,2016-09-26 19:00:00)","1"
"1","[2016-09-26 19:00:00,2016-09-26 19:20:00)","0"
"1","[2016-09-26 19:00:00,2016-09-26 19:20:00)","1"
"2","[2016-09-26 19:00:00,2016-09-26 19:20:00)","0"
"3","[2016-09-26 19:00:00,2016-09-26 19:20:00)","0"
"3","[2016-09-26 19:00:00,2016-09-26 19:20:00)","1"
"1","[2016-09-26 19:20:00,2016-09-26 19:40:00)","0"
"1","[2016-09-26 19:20:00,2016-09-26 19:40:00)","1"
"2","[2016-09-26 19:20:00,2016-09-26 19:40:00)","0"
"3","[2016-09-26 19:20:00,2016-09-26 19:40:00)","0"
"3","[2016-09-26 19:20:00,2016-09-26 19:40:00)","1"
"1","[2016-09-26 19:40:00,2016-09-26 20:00:00)","0"
"1","[2016-09-26 19:40:00,2016-09-26 20:00:00)","1"
"2","[2016-09-26 19:40:00,2016-09-26 20:00:00)","0"
"3","[2016-09-26 19:40:00,2016-09-26 20:00:00)","0"
"3","[2016-09-26 19:40:00,2016-09-26 20:00:00)","1"
"1","[2016-09-26 20:00:00,2016-09-26 20:20:00)","0"
"1","[2016-09-26 20:00:00,2016-09-26 20:20:00)","1"
"2","[2016-09-26 20:00:00,2016-09-26 20:20:00)","0"
"3","[2016-09-26 20:00:00,2016-09-26 20:20:00)","0"
"3","[2016-09-26 20:00:00,2016-09-26 20:20:00)","1"
"1","[2016-09-26 20:20:00,2016-09-26 20:40:00)","0"
"1","[2016-09-26 20:20:00,2016-09-26 20:40:00)","1"
"2","[2016-09-26 20:20:00,2016-09-26 20:40:00)","0"
"3","[2016-09-26 20:20:00,2016-09-26 20:40:00)","0"
"3","[2016-09-26 20:20:00,2016-09-26 20:40:00)","1"
"1","[2016-09-26 20:40:00,2016-09-26 21:00:00)","0"
"1","[2016-09-26 20:40:00,2016-09-26 21:00:00)","1"
"2","[2016-09-26 20:40:00,2016-09-26 21:00:00)","0"
"3","[2016-09-26 20:40:00,2016-09-26 21:00:00)","0"
"3","[2016-09-26 20:40:00,2016-09-26 21:00:00)","1"
"1","[2016-09-26 21:00:00,2016-09-26 21:20:00)","0"
"1","[2016-09-26 21:00:00,2016-09-26 21:20:00)","1"
"2","[2016-09-26 21:00:00,2016-09-26 21:20:00)","0"
"3","[2016-09-26 21:00:00,2016-09-26 21:20:00)","0"
"3","[2016-09-26 21:00:00,2016-09-26 21:20:00)","1"
"1","[2016-09-26 21:20:00,2016-09-26 21:40:00)","0"
"1","[2016-09-26 21:20:00,2016-09-26 21:40:00)","1"
"2","[2016-09-26 21:20:00,2016-09-26 21:40:00)","0"
"3","[2016-09-26 21:20:00,2016-09-26 21:40:00)","0"
"3","[2016-09-26 21:20:00,2016-09-26 21:40:00)","1"
"1","[2016-09-26 21:40:00,2016-09-26 22:00:00)","0"
"1","[2016-09-26 21:40:00,2016-09-26 22:00:00)","1"
"2","[2016-09-26 21:40:00,2016-09-26 22:00:00)","0"
"3","[2016-09-26 21:40:00,2016-09-26 22:00:00)","0"
"3","[2016-09-26 21:40:00,2016-09-26 22:00:00)","1"
"1","[2016-09-26 22:00:00,2016-09-26 22:20:00)","0"
"1","[2016-09-26 22:00:00,2016-09-26 22:20:00)","1"
"2","[2016-09-26 22:00:00,2016-09-26 22:20:00)","0"
"3","[2016-09-26 22:00:00,2016-09-26 22:20:00)","0"
"3","[2016-09-26 22:00:00,2016-09-26 22:20:00)","1"
"1","[2016-09-26 22:20:00,2016-09-26 22:40:00)","0"
"1","[2016-09-26 22:20:00,2016-09-26 22:40:00)","1"
"2","[2016-09-26 22:20:00,2016-09-26 22:40:00)","0"
"3","[2016-09-26 22:20:00,2016-09-26 22:40:00)","0"
"3","[2016-09-26 22:20:00,2016-09-26 22:40:00)","1"
"1","[2016-09-26 22:40:00,2016-09-26 23:00:00)","0"
"1","[2016-09-26 22:40:00,2016-09-26 23:00:00)","1"
"2","[2016-09-26 22:40:00,2016-09-26 23:00:00)","0"
"3","[2016-09-26 22:40:00,2016-09-26 23:00:00)","0"
"3","[2016-09-26 22:40:00,2016-09-26 23:00:00)","1"
"1","[2016-09-26 23:00:00,2016-09-26 23:20:00)","0"
"1","[2016-09-26 23:00:00,2016-09-26 23:20:00)","1"
"2","[2016-09-26 23:00:00,2016-09-26 23:20:00)","0"
"3","[2016-09-26 23:00:00,2016-09-26 23:20:00)","0"
"3","[2016-09-26 23:00:00,2016-09-26 23:20:00)","1"
"1","[2016-09-26 23:20:00,2016-09-26 23:40:00)","0"
"1","[2016-09-26 23:20:00,2016-09-26 23:40:00)","1"
"2","[2016-09-26 23:20:00,2016-09-26 23:40:00)","0"
"3","[2016-09-26 23:20:00,2016-09-26 23:40:00)","0"
"3","[2016-09-26 23:20:00,2016-09-26 23:40:00)","1"
"1","[2016-09-26 23:40:00,2016-09-27 00:00:00)","0"
"1","[2016-09-26 23:40:00,2016-09-27 00:00:00)","1"
"2","[2016-09-26 23:40:00,2016-09-27 00:00:00)","0"
"3","[2016-09-26 23:40:00,2016-09-27 00:00:00)","0"
"3","[2016-09-26 23:40:00,2016-09-27 00:00:00)","1"
"1","[2016-09-27 00:00:00,2016-09-27 00:20:00)","0"
"1","[2016-09-27 00:00:00,2016-09-27 00:20:00)","1"
"2","[2016-09-27 00:00:00,2016-09-27 00:20:00)","0"
"3","[2016-09-27 00:00:00,2016-09-27 00:20:00)","0"
"3","[2016-09-27 00:00:00,2016-09-27 00:20:00)","1"
"1","[2016-09-27 00:20:00,2016-09-27 00:40:00)","0"
"1","[2016-09-27 00:20:00,2016-09-27 00:40:00)","1"
"2","[2016-09-27 00:20:00,2016-09-27 00:40:00)","0"
"3","[2016-09-27 00:20:00,2016-09-27 00:40:00)","0"
"3","[2016-09-27 00:20:00,2016-09-27 00:40:00)","1"
"1","[2016-09-27 00:40:00,2016-09-27 01:00:00)","0"
"1","[2016-09-27 00:40:00,2016-09-27 01:00:00)","1"
"2","[2016-09-27 00:40:00,2016-09-27 01:00:00)","0"
"3","[2016-09-27 00:40:00,2016-09-27 01:00:00)","0"
"3","[2016-09-27 00:40:00,2016-09-27 01:00:00)","1"
"1","[2016-09-27 01:00:00,2016-09-27 01:20:00)","0"
"1","[2016-09-27 01:00:00,2016-09-27 01:20:00)","1"
"2","[2016-09-27 01:00:00,2016-09-27 01:20:00)","0"
"3","[2016-09-27 01:00:00,2016-09-27 01:20:00)","0"
"3","[2016-09-27 01:00:00,2016-09-27 01:20:00)","1"
"1","[2016-09-27 01:20:00,2016-09-27 01:40:00)","0"
"1","[2016-09-27 01:20:00,2016-09-27 01:40:00)","1"
"2","[2016-09-27 01:20:00,2016-09-27 01:40:00)","0"
"3","[2016-09-27 01:20:00,2016-09-27 01:40:00)","0"
"3","[2016-09-27 01:20:00,2016-09-27 01:40:00)","1"
"1","[2016-09-27 01:40:00,2016-09-27 02:00:00)","0"
"1","[2016-09-27 01:40:00,2016-09-27 02:00:00)","1"
"2","[2016-09-27 01:40:00,2016-09-27 02:00:00)","0"
"3","[2016-09-27 01:40:00,2016-09-27 02:00:00)","0"
"3","[2016-09-27 01:40:00,2016-09-27 02:00:00)","1"
"1","[2016-09-27 02:00:00,2016-09-27 02:20:00)","0"
"1","[2016-09-27 02:00:00,2016-09-27 02:20:00)","1"
"2","[2016-09-27 02:00:00,2016-09-27 02:20:00)","0"
"3","[2016-09-27 02:00:00,2016-09-27 02:20:00)","0"
"3","[2016-09-27 02:00:00,2016-09-27 02:20:00)","1"
"1","[2016-09-27 02:20:00,2016-09-27 02:40:00)","0"
"1","[2016-09-27 02:20:00,2016-09-27 02:40:00)","1"
"2","[2016-09-27 02:20:00,2016-09-27 02:40:00)","0"
"3","[2016-09-27 02:20:00,2016-09-27 02:40:00)","0"
"3","[2016-09-27 02:20:00,2016-09-27 02:40:00)","1"
"1","[2016-09-27 02:40:00,2016-09-27 03:00:00)","0"
"1","[2016-09-27 02:40:00,2016-09-27 03:00:00)","1"
"2","[2016-09-27 02:40:00,2016-09-27 03:00:00)","0"
"3","[2016-09-27 02:40:00,2016-09-27 03:00:00)","0"
