intersection_id,tollgate_id,time_window,avg_travel_time,start_time,date,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,time,weekday,route,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,timemap,holiday
A,2,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",67.16,2016-09-19 04:00:00,2016-09-19,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,04:00:00,0,A-2,47.5,41.66,43.39,60.45,135.99,47.98,13,0
A,2,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",89.31,2016-09-19 04:20:00,2016-09-19,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,04:20:00,0,A-2,67.16,47.5,41.66,43.39,60.45,135.99,14,0
A,2,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",61.69,2016-09-19 07:00:00,2016-09-19,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,07:00:00,0,A-2,68.74,76.98,44.12,63.53,15.57,98.97,22,0
A,2,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",68.58,2016-09-19 07:20:00,2016-09-19,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,07:20:00,0,A-2,61.69,68.74,76.98,44.12,63.53,15.57,23,0
A,2,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",61.77,2016-09-19 07:40:00,2016-09-19,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,07:40:00,0,A-2,68.58,61.69,68.74,76.98,44.12,63.53,24,0
A,2,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",102.49,2016-09-19 08:00:00,2016-09-19,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,08:00:00,0,A-2,61.77,68.58,61.69,68.74,76.98,44.12,25,0
A,2,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",61.68,2016-09-19 08:20:00,2016-09-19,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,08:20:00,0,A-2,102.49,61.77,68.58,61.69,68.74,76.98,26,0
A,2,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",76.21,2016-09-19 08:40:00,2016-09-19,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,08:40:00,0,A-2,61.68,102.49,61.77,68.58,61.69,68.74,27,0
A,2,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",66.97,2016-09-19 09:00:00,2016-09-19,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,09:00:00,0,A-2,76.21,61.68,102.49,61.77,68.58,61.69,28,0
A,2,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",69.78,2016-09-19 09:20:00,2016-09-19,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,09:20:00,0,A-2,66.97,76.21,61.68,102.49,61.77,68.58,29,0
A,2,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",67.63,2016-09-19 10:40:00,2016-09-19,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,10:40:00,0,A-2,121.49,130.22,141.19,69.78,66.97,76.21,33,0
A,2,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",63.53,2016-09-19 11:00:00,2016-09-19,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,11:00:00,0,A-2,67.63,121.49,130.22,141.19,69.78,66.97,34,0
A,2,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",57.95,2016-09-19 11:20:00,2016-09-19,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,11:20:00,0,A-2,63.53,67.63,121.49,130.22,141.19,69.78,35,0
A,2,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",56.24,2016-09-19 11:40:00,2016-09-19,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,11:40:00,0,A-2,57.95,63.53,67.63,121.49,130.22,141.19,36,0
A,2,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",76.94,2016-09-19 12:00:00,2016-09-19,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,12:00:00,0,A-2,56.24,57.95,63.53,67.63,121.49,130.22,37,0
A,2,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",66.7,2016-09-19 12:20:00,2016-09-19,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,12:20:00,0,A-2,76.94,56.24,57.95,63.53,67.63,121.49,38,0
A,2,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",59.57,2016-09-19 12:40:00,2016-09-19,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,12:40:00,0,A-2,66.7,76.94,56.24,57.95,63.53,67.63,39,0
A,2,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",58.0,2016-09-19 13:00:00,2016-09-19,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,13:00:00,0,A-2,59.57,66.7,76.94,56.24,57.95,63.53,40,0
A,2,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",64.92,2016-09-19 13:20:00,2016-09-19,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,13:20:00,0,A-2,58.0,59.57,66.7,76.94,56.24,57.95,41,0
A,2,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",61.03,2016-09-19 13:40:00,2016-09-19,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,13:40:00,0,A-2,64.92,58.0,59.57,66.7,76.94,56.24,42,0
A,2,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",50.65,2016-09-19 14:00:00,2016-09-19,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,14:00:00,0,A-2,61.03,64.92,58.0,59.57,66.7,76.94,43,0
A,2,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",57.77,2016-09-19 14:20:00,2016-09-19,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,14:20:00,0,A-2,50.65,61.03,64.92,58.0,59.57,66.7,44,0
A,2,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",77.95,2016-09-19 14:40:00,2016-09-19,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,14:40:00,0,A-2,57.77,50.65,61.03,64.92,58.0,59.57,45,0
A,2,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",67.13,2016-09-19 15:00:00,2016-09-19,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,15:00:00,0,A-2,77.95,57.77,50.65,61.03,64.92,58.0,46,0
A,2,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",74.2,2016-09-19 15:20:00,2016-09-19,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,15:20:00,0,A-2,67.13,77.95,57.77,50.65,61.03,64.92,47,0
A,2,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",69.52,2016-09-19 15:40:00,2016-09-19,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,15:40:00,0,A-2,74.2,67.13,77.95,57.77,50.65,61.03,48,0
A,2,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",73.91,2016-09-19 16:00:00,2016-09-19,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,16:00:00,0,A-2,69.52,74.2,67.13,77.95,57.77,50.65,49,0
A,2,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",97.09,2016-09-19 16:20:00,2016-09-19,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,16:20:00,0,A-2,73.91,69.52,74.2,67.13,77.95,57.77,50,0
A,2,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",84.96,2016-09-19 16:40:00,2016-09-19,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,16:40:00,0,A-2,97.09,73.91,69.52,74.2,67.13,77.95,51,0
A,2,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",63.53,2016-09-19 17:00:00,2016-09-19,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,17:00:00,0,A-2,84.96,97.09,73.91,69.52,74.2,67.13,52,0
A,2,"[2016-09-19 17:20:00,2016-09-19 17:40:00)",63.54,2016-09-19 17:20:00,2016-09-19,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,17:20:00,0,A-2,63.53,84.96,97.09,73.91,69.52,74.2,53,0
A,2,"[2016-09-19 17:40:00,2016-09-19 18:00:00)",64.11,2016-09-19 17:40:00,2016-09-19,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,17:40:00,0,A-2,63.54,63.53,84.96,97.09,73.91,69.52,54,0
A,2,"[2016-09-19 18:00:00,2016-09-19 18:20:00)",58.54,2016-09-19 18:00:00,2016-09-19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,18:00:00,0,A-2,64.11,63.54,63.53,84.96,97.09,73.91,55,0
A,2,"[2016-09-19 18:20:00,2016-09-19 18:40:00)",54.96,2016-09-19 18:20:00,2016-09-19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,18:20:00,0,A-2,58.54,64.11,63.54,63.53,84.96,97.09,56,0
A,2,"[2016-09-19 18:40:00,2016-09-19 19:00:00)",78.85,2016-09-19 18:40:00,2016-09-19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,18:40:00,0,A-2,54.96,58.54,64.11,63.54,63.53,84.96,57,0
A,2,"[2016-09-19 19:00:00,2016-09-19 19:20:00)",49.81,2016-09-19 19:00:00,2016-09-19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,19:00:00,0,A-2,78.85,54.96,58.54,64.11,63.54,63.53,58,0
A,2,"[2016-09-19 19:20:00,2016-09-19 19:40:00)",61.51,2016-09-19 19:20:00,2016-09-19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,19:20:00,0,A-2,49.81,78.85,54.96,58.54,64.11,63.54,59,0
A,2,"[2016-09-19 19:40:00,2016-09-19 20:00:00)",67.09,2016-09-19 19:40:00,2016-09-19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,19:40:00,0,A-2,61.51,49.81,78.85,54.96,58.54,64.11,60,0
A,2,"[2016-09-19 20:00:00,2016-09-19 20:20:00)",68.22,2016-09-19 20:00:00,2016-09-19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,20:00:00,0,A-2,67.09,61.51,49.81,78.85,54.96,58.54,61,0
A,2,"[2016-09-19 20:20:00,2016-09-19 20:40:00)",53.81,2016-09-19 20:20:00,2016-09-19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,20:20:00,0,A-2,68.22,67.09,61.51,49.81,78.85,54.96,62,0
A,2,"[2016-09-19 20:40:00,2016-09-19 21:00:00)",55.04,2016-09-19 20:40:00,2016-09-19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,20:40:00,0,A-2,53.81,68.22,67.09,61.51,49.81,78.85,63,0
A,2,"[2016-09-19 21:00:00,2016-09-19 21:20:00)",49.42,2016-09-19 21:00:00,2016-09-19,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,21:00:00,0,A-2,55.04,53.81,68.22,67.09,61.51,49.81,64,0
A,2,"[2016-09-19 21:20:00,2016-09-19 21:40:00)",56.29,2016-09-19 21:20:00,2016-09-19,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,21:20:00,0,A-2,49.42,55.04,53.81,68.22,67.09,61.51,65,0
A,2,"[2016-09-19 21:40:00,2016-09-19 22:00:00)",44.63,2016-09-19 21:40:00,2016-09-19,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,21:40:00,0,A-2,56.29,49.42,55.04,53.81,68.22,67.09,66,0
A,2,"[2016-09-19 22:00:00,2016-09-19 22:20:00)",100.9,2016-09-19 22:00:00,2016-09-19,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,22:00:00,0,A-2,44.63,56.29,49.42,55.04,53.81,68.22,67,0
A,2,"[2016-09-19 22:20:00,2016-09-19 22:40:00)",71.01,2016-09-19 22:20:00,2016-09-19,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,22:20:00,0,A-2,100.9,44.63,56.29,49.42,55.04,53.81,68,0
A,2,"[2016-09-19 22:40:00,2016-09-19 23:00:00)",84.1,2016-09-19 22:40:00,2016-09-19,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,22:40:00,0,A-2,71.01,100.9,44.63,56.29,49.42,55.04,69,0
A,2,"[2016-09-19 23:00:00,2016-09-19 23:20:00)",50.42,2016-09-19 23:00:00,2016-09-19,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,23:00:00,0,A-2,84.1,71.01,100.9,44.63,56.29,49.42,70,0
A,2,"[2016-09-19 23:20:00,2016-09-19 23:40:00)",45.93,2016-09-19 23:20:00,2016-09-19,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,23:20:00,0,A-2,50.42,84.1,71.01,100.9,44.63,56.29,71,0
A,2,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",70.15,2016-09-20 08:20:00,2016-09-20,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,08:20:00,1,A-2,58.94,64.3,57.02,62.0,52.35,93.19,26,0
A,2,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",77.05,2016-09-20 08:40:00,2016-09-20,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,08:40:00,1,A-2,70.15,58.94,64.3,57.02,62.0,52.35,27,0
A,2,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",83.06,2016-09-20 09:00:00,2016-09-20,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,09:00:00,1,A-2,77.05,70.15,58.94,64.3,57.02,62.0,28,0
A,2,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",70.83,2016-09-20 09:20:00,2016-09-20,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,09:20:00,1,A-2,83.06,77.05,70.15,58.94,64.3,57.02,29,0
A,2,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",85.52,2016-09-20 09:40:00,2016-09-20,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,09:40:00,1,A-2,70.83,83.06,77.05,70.15,58.94,64.3,30,0
A,2,"[2016-09-20 10:00:00,2016-09-20 10:20:00)",67.88,2016-09-20 10:00:00,2016-09-20,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,10:00:00,1,A-2,85.52,70.83,83.06,77.05,70.15,58.94,31,0
A,2,"[2016-09-20 10:20:00,2016-09-20 10:40:00)",50.28,2016-09-20 10:20:00,2016-09-20,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,10:20:00,1,A-2,67.88,85.52,70.83,83.06,77.05,70.15,32,0
A,2,"[2016-09-20 10:40:00,2016-09-20 11:00:00)",83.3,2016-09-20 10:40:00,2016-09-20,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,10:40:00,1,A-2,50.28,67.88,85.52,70.83,83.06,77.05,33,0
A,2,"[2016-09-20 11:00:00,2016-09-20 11:20:00)",74.32,2016-09-20 11:00:00,2016-09-20,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,11:00:00,1,A-2,83.3,50.28,67.88,85.52,70.83,83.06,34,0
A,2,"[2016-09-20 11:20:00,2016-09-20 11:40:00)",78.34,2016-09-20 11:20:00,2016-09-20,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,11:20:00,1,A-2,74.32,83.3,50.28,67.88,85.52,70.83,35,0
A,2,"[2016-09-20 11:40:00,2016-09-20 12:00:00)",70.58,2016-09-20 11:40:00,2016-09-20,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,11:40:00,1,A-2,78.34,74.32,83.3,50.28,67.88,85.52,36,0
A,2,"[2016-09-20 12:00:00,2016-09-20 12:20:00)",70.95,2016-09-20 12:00:00,2016-09-20,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,12:00:00,1,A-2,70.58,78.34,74.32,83.3,50.28,67.88,37,0
A,2,"[2016-09-20 12:20:00,2016-09-20 12:40:00)",75.39,2016-09-20 12:20:00,2016-09-20,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,12:20:00,1,A-2,70.95,70.58,78.34,74.32,83.3,50.28,38,0
A,2,"[2016-09-20 12:40:00,2016-09-20 13:00:00)",67.45,2016-09-20 12:40:00,2016-09-20,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,12:40:00,1,A-2,75.39,70.95,70.58,78.34,74.32,83.3,39,0
A,2,"[2016-09-20 13:00:00,2016-09-20 13:20:00)",111.44,2016-09-20 13:00:00,2016-09-20,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,13:00:00,1,A-2,67.45,75.39,70.95,70.58,78.34,74.32,40,0
A,2,"[2016-09-20 13:20:00,2016-09-20 13:40:00)",82.26,2016-09-20 13:20:00,2016-09-20,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,13:20:00,1,A-2,111.44,67.45,75.39,70.95,70.58,78.34,41,0
A,2,"[2016-09-20 13:40:00,2016-09-20 14:00:00)",65.18,2016-09-20 13:40:00,2016-09-20,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,13:40:00,1,A-2,82.26,111.44,67.45,75.39,70.95,70.58,42,0
A,2,"[2016-09-20 14:00:00,2016-09-20 14:20:00)",60.19,2016-09-20 14:00:00,2016-09-20,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,14:00:00,1,A-2,65.18,82.26,111.44,67.45,75.39,70.95,43,0
A,2,"[2016-09-20 14:20:00,2016-09-20 14:40:00)",51.95,2016-09-20 14:20:00,2016-09-20,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,14:20:00,1,A-2,60.19,65.18,82.26,111.44,67.45,75.39,44,0
A,2,"[2016-09-20 14:40:00,2016-09-20 15:00:00)",87.83,2016-09-20 14:40:00,2016-09-20,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,14:40:00,1,A-2,51.95,60.19,65.18,82.26,111.44,67.45,45,0
A,2,"[2016-09-20 15:00:00,2016-09-20 15:20:00)",57.14,2016-09-20 15:00:00,2016-09-20,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,15:00:00,1,A-2,87.83,51.95,60.19,65.18,82.26,111.44,46,0
A,2,"[2016-09-20 15:20:00,2016-09-20 15:40:00)",72.09,2016-09-20 15:20:00,2016-09-20,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,15:20:00,1,A-2,57.14,87.83,51.95,60.19,65.18,82.26,47,0
A,2,"[2016-09-20 15:40:00,2016-09-20 16:00:00)",69.3,2016-09-20 15:40:00,2016-09-20,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,15:40:00,1,A-2,72.09,57.14,87.83,51.95,60.19,65.18,48,0
A,2,"[2016-09-20 16:00:00,2016-09-20 16:20:00)",74.42,2016-09-20 16:00:00,2016-09-20,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,16:00:00,1,A-2,69.3,72.09,57.14,87.83,51.95,60.19,49,0
A,2,"[2016-09-20 16:20:00,2016-09-20 16:40:00)",93.9,2016-09-20 16:20:00,2016-09-20,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,16:20:00,1,A-2,74.42,69.3,72.09,57.14,87.83,51.95,50,0
A,2,"[2016-09-20 16:40:00,2016-09-20 17:00:00)",70.52,2016-09-20 16:40:00,2016-09-20,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,16:40:00,1,A-2,93.9,74.42,69.3,72.09,57.14,87.83,51,0
A,2,"[2016-09-20 17:00:00,2016-09-20 17:20:00)",65.65,2016-09-20 17:00:00,2016-09-20,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,17:00:00,1,A-2,70.52,93.9,74.42,69.3,72.09,57.14,52,0
A,2,"[2016-09-20 17:20:00,2016-09-20 17:40:00)",59.27,2016-09-20 17:20:00,2016-09-20,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,17:20:00,1,A-2,65.65,70.52,93.9,74.42,69.3,72.09,53,0
A,2,"[2016-09-20 17:40:00,2016-09-20 18:00:00)",60.11,2016-09-20 17:40:00,2016-09-20,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,17:40:00,1,A-2,59.27,65.65,70.52,93.9,74.42,69.3,54,0
A,2,"[2016-09-20 18:00:00,2016-09-20 18:20:00)",77.01,2016-09-20 18:00:00,2016-09-20,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,18:00:00,1,A-2,60.11,59.27,65.65,70.52,93.9,74.42,55,0
A,2,"[2016-09-20 18:20:00,2016-09-20 18:40:00)",64.21,2016-09-20 18:20:00,2016-09-20,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,18:20:00,1,A-2,77.01,60.11,59.27,65.65,70.52,93.9,56,0
A,2,"[2016-09-20 18:40:00,2016-09-20 19:00:00)",62.39,2016-09-20 18:40:00,2016-09-20,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,18:40:00,1,A-2,64.21,77.01,60.11,59.27,65.65,70.52,57,0
A,2,"[2016-09-20 19:00:00,2016-09-20 19:20:00)",61.81,2016-09-20 19:00:00,2016-09-20,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,19:00:00,1,A-2,62.39,64.21,77.01,60.11,59.27,65.65,58,0
A,2,"[2016-09-20 19:20:00,2016-09-20 19:40:00)",41.63,2016-09-20 19:20:00,2016-09-20,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,19:20:00,1,A-2,61.81,62.39,64.21,77.01,60.11,59.27,59,0
A,2,"[2016-09-20 19:40:00,2016-09-20 20:00:00)",90.01,2016-09-20 19:40:00,2016-09-20,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,19:40:00,1,A-2,41.63,61.81,62.39,64.21,77.01,60.11,60,0
A,2,"[2016-09-20 20:00:00,2016-09-20 20:20:00)",54.54,2016-09-20 20:00:00,2016-09-20,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,20:00:00,1,A-2,90.01,41.63,61.81,62.39,64.21,77.01,61,0
A,2,"[2016-09-20 20:20:00,2016-09-20 20:40:00)",59.38,2016-09-20 20:20:00,2016-09-20,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,20:20:00,1,A-2,54.54,90.01,41.63,61.81,62.39,64.21,62,0
A,2,"[2016-09-20 20:40:00,2016-09-20 21:00:00)",52.5,2016-09-20 20:40:00,2016-09-20,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,20:40:00,1,A-2,59.38,54.54,90.01,41.63,61.81,62.39,63,0
A,2,"[2016-09-20 21:00:00,2016-09-20 21:20:00)",100.59,2016-09-20 21:00:00,2016-09-20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,21:00:00,1,A-2,52.5,59.38,54.54,90.01,41.63,61.81,64,0
A,2,"[2016-09-20 21:20:00,2016-09-20 21:40:00)",66.05,2016-09-20 21:20:00,2016-09-20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,21:20:00,1,A-2,100.59,52.5,59.38,54.54,90.01,41.63,65,0
A,2,"[2016-09-20 21:40:00,2016-09-20 22:00:00)",53.0,2016-09-20 21:40:00,2016-09-20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,21:40:00,1,A-2,66.05,100.59,52.5,59.38,54.54,90.01,66,0
A,2,"[2016-09-20 22:00:00,2016-09-20 22:20:00)",47.39,2016-09-20 22:00:00,2016-09-20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,22:00:00,1,A-2,53.0,66.05,100.59,52.5,59.38,54.54,67,0
A,2,"[2016-09-20 22:20:00,2016-09-20 22:40:00)",48.31,2016-09-20 22:20:00,2016-09-20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,22:20:00,1,A-2,47.39,53.0,66.05,100.59,52.5,59.38,68,0
A,2,"[2016-09-20 22:40:00,2016-09-20 23:00:00)",41.51,2016-09-20 22:40:00,2016-09-20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,22:40:00,1,A-2,48.31,47.39,53.0,66.05,100.59,52.5,69,0
A,2,"[2016-09-20 23:00:00,2016-09-20 23:20:00)",61.71,2016-09-20 23:00:00,2016-09-20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,23:00:00,1,A-2,41.51,48.31,47.39,53.0,66.05,100.59,70,0
A,2,"[2016-09-20 23:20:00,2016-09-20 23:40:00)",55.76,2016-09-20 23:20:00,2016-09-20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,23:20:00,1,A-2,61.71,41.51,48.31,47.39,53.0,66.05,71,0
A,2,"[2016-09-20 23:40:00,2016-09-21 00:00:00)",46.09,2016-09-20 23:40:00,2016-09-20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,23:40:00,1,A-2,55.76,61.71,41.51,48.31,47.39,53.0,72,0
A,2,"[2016-09-21 00:00:00,2016-09-21 00:20:00)",57.16,2016-09-21 00:00:00,2016-09-21,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,00:00:00,2,A-2,46.09,55.76,61.71,41.51,48.31,47.39,1,0
A,2,"[2016-09-21 00:20:00,2016-09-21 00:40:00)",38.55,2016-09-21 00:20:00,2016-09-21,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,00:20:00,2,A-2,57.16,46.09,55.76,61.71,41.51,48.31,2,0
A,2,"[2016-09-21 00:40:00,2016-09-21 01:00:00)",32.67,2016-09-21 00:40:00,2016-09-21,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,00:40:00,2,A-2,38.55,57.16,46.09,55.76,61.71,41.51,3,0
A,2,"[2016-09-21 01:00:00,2016-09-21 01:20:00)",102.17,2016-09-21 01:00:00,2016-09-21,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,01:00:00,2,A-2,32.67,38.55,57.16,46.09,55.76,61.71,4,0
A,2,"[2016-09-21 03:40:00,2016-09-21 04:00:00)",38.0,2016-09-21 03:40:00,2016-09-21,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,03:40:00,2,A-2,40.48,52.12,46.53,53.16,46.13,43.52,12,0
A,2,"[2016-09-21 04:00:00,2016-09-21 04:20:00)",67.05,2016-09-21 04:00:00,2016-09-21,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,04:00:00,2,A-2,38.0,40.48,52.12,46.53,53.16,46.13,13,0
A,2,"[2016-09-21 04:20:00,2016-09-21 04:40:00)",26.08,2016-09-21 04:20:00,2016-09-21,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,04:20:00,2,A-2,67.05,38.0,40.48,52.12,46.53,53.16,14,0
A,2,"[2016-09-21 04:40:00,2016-09-21 05:00:00)",50.27,2016-09-21 04:40:00,2016-09-21,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,04:40:00,2,A-2,26.08,67.05,38.0,40.48,52.12,46.53,15,0
A,2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",48.78,2016-09-21 05:00:00,2016-09-21,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,05:00:00,2,A-2,50.27,26.08,67.05,38.0,40.48,52.12,16,0
A,2,"[2016-09-21 05:20:00,2016-09-21 05:40:00)",74.12,2016-09-21 05:20:00,2016-09-21,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,05:20:00,2,A-2,48.78,50.27,26.08,67.05,38.0,40.48,17,0
A,2,"[2016-09-21 05:40:00,2016-09-21 06:00:00)",50.68,2016-09-21 05:40:00,2016-09-21,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,05:40:00,2,A-2,74.12,48.78,50.27,26.08,67.05,38.0,18,0
A,2,"[2016-09-21 06:00:00,2016-09-21 06:20:00)",59.69,2016-09-21 06:00:00,2016-09-21,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,06:00:00,2,A-2,50.68,74.12,48.78,50.27,26.08,67.05,19,0
A,2,"[2016-09-21 06:20:00,2016-09-21 06:40:00)",54.68,2016-09-21 06:20:00,2016-09-21,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,06:20:00,2,A-2,59.69,50.68,74.12,48.78,50.27,26.08,20,0
