volume,pair,tollgate_id,direction,time_window,start_time,date,month,day,weekday,holiday,time,hour,minute,timemap,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min
28.0,1-0,1,0,"[2016-10-10 12:20:00,2016-10-10 12:40:00)",2016-10-10 12:20:00,2016-10-10,10,10,0,0,12:20:00,12,20,38,1015.6,1020.7,78.5,4.75,20.200000000000006,64.0,0.0,41.0
36.0,1-0,1,0,"[2016-10-10 12:40:00,2016-10-10 13:00:00)",2016-10-10 12:40:00,2016-10-10,10,10,0,0,12:40:00,12,40,39,1015.6,1020.7,78.5,4.75,20.200000000000006,64.0,0.0,28.0
51.0,1-0,1,0,"[2016-10-10 13:00:00,2016-10-10 13:20:00)",2016-10-10 13:00:00,2016-10-10,10,10,0,0,13:00:00,13,0,40,1015.6,1020.7,78.5,4.75,20.200000000000006,64.0,0.0,36.0
42.0,1-0,1,0,"[2016-10-10 13:20:00,2016-10-10 13:40:00)",2016-10-10 13:20:00,2016-10-10,10,10,0,0,13:20:00,13,20,41,1015.6,1020.7,78.5,4.75,20.200000000000006,64.0,0.0,51.0
44.0,1-0,1,0,"[2016-10-10 13:40:00,2016-10-10 14:00:00)",2016-10-10 13:40:00,2016-10-10,10,10,0,0,13:40:00,13,40,42,1015.6,1020.7,78.5,4.75,20.200000000000006,64.0,0.0,42.0
33.0,1-0,1,0,"[2016-10-10 14:00:00,2016-10-10 14:20:00)",2016-10-10 14:00:00,2016-10-10,10,10,0,0,14:00:00,14,0,43,1015.6,1020.7,78.5,4.75,20.200000000000006,64.0,0.0,44.0
45.0,1-0,1,0,"[2016-10-10 14:20:00,2016-10-10 14:40:00)",2016-10-10 14:20:00,2016-10-10,10,10,0,0,14:20:00,14,20,44,1015.6,1020.7,78.5,4.75,20.200000000000006,64.0,0.0,33.0
51.0,1-0,1,0,"[2016-10-10 14:40:00,2016-10-10 15:00:00)",2016-10-10 14:40:00,2016-10-10,10,10,0,0,14:40:00,14,40,45,1015.6,1020.7,78.5,4.75,20.200000000000006,64.0,0.0,45.0
46.0,1-0,1,0,"[2016-10-10 15:00:00,2016-10-10 15:20:00)",2016-10-10 15:00:00,2016-10-10,10,10,0,0,15:00:00,15,0,46,1016.1,1021.15,51.0,3.6,18.700000000000006,63.0,0.0,51.0
36.0,1-0,1,0,"[2016-10-10 15:20:00,2016-10-10 15:40:00)",2016-10-10 15:20:00,2016-10-10,10,10,0,0,15:20:00,15,20,47,1016.1,1021.15,51.0,3.6,18.700000000000006,63.0,0.0,46.0
56.0,1-0,1,0,"[2016-10-10 15:40:00,2016-10-10 16:00:00)",2016-10-10 15:40:00,2016-10-10,10,10,0,0,15:40:00,15,40,48,1016.1,1021.15,51.0,3.6,18.700000000000006,63.0,0.0,36.0
42.0,1-0,1,0,"[2016-10-10 16:00:00,2016-10-10 16:20:00)",2016-10-10 16:00:00,2016-10-10,10,10,0,0,16:00:00,16,0,49,1016.1,1021.15,51.0,3.6,18.700000000000006,63.0,0.0,56.0
45.0,1-0,1,0,"[2016-10-10 16:20:00,2016-10-10 16:40:00)",2016-10-10 16:20:00,2016-10-10,10,10,0,0,16:20:00,16,20,50,1016.1,1021.15,51.0,3.6,18.700000000000006,63.0,0.0,42.0
28.0,1-0,1,0,"[2016-10-10 16:40:00,2016-10-10 17:00:00)",2016-10-10 16:40:00,2016-10-10,10,10,0,0,16:40:00,16,40,51,1016.1,1021.15,51.0,3.6,18.700000000000006,63.0,0.0,45.0
41.0,1-0,1,0,"[2016-10-10 17:00:00,2016-10-10 17:20:00)",2016-10-10 17:00:00,2016-10-10,10,10,0,0,17:00:00,17,0,52,1016.1,1021.15,51.0,3.6,18.700000000000006,63.0,0.0,28.0
22.0,1-0,1,0,"[2016-10-10 17:20:00,2016-10-10 17:40:00)",2016-10-10 17:20:00,2016-10-10,10,10,0,0,17:20:00,17,20,53,1016.1,1021.15,51.0,3.6,18.700000000000006,63.0,0.0,41.0
16.0,1-0,1,0,"[2016-10-10 17:40:00,2016-10-10 18:00:00)",2016-10-10 17:40:00,2016-10-10,10,10,0,0,17:40:00,17,40,54,1016.1,1021.15,51.0,3.6,18.700000000000006,63.0,0.0,22.0
20.0,1-0,1,0,"[2016-10-10 18:00:00,2016-10-10 18:20:00)",2016-10-10 18:00:00,2016-10-10,10,10,0,0,18:00:00,18,0,55,1015.55,1020.6,175.5,1.7999999999999998,17.1,70.0,0.0,16.0
28.0,1-0,1,0,"[2016-10-10 18:20:00,2016-10-10 18:40:00)",2016-10-10 18:20:00,2016-10-10,10,10,0,0,18:20:00,18,20,56,1015.55,1020.6,175.5,1.7999999999999998,17.1,70.0,0.0,20.0
23.0,1-0,1,0,"[2016-10-10 18:40:00,2016-10-10 19:00:00)",2016-10-10 18:40:00,2016-10-10,10,10,0,0,18:40:00,18,40,57,1015.55,1020.6,175.5,1.7999999999999998,17.1,70.0,0.0,28.0
14.0,1-0,1,0,"[2016-10-10 19:00:00,2016-10-10 19:20:00)",2016-10-10 19:00:00,2016-10-10,10,10,0,0,19:00:00,19,0,58,1015.55,1020.6,175.5,1.7999999999999998,17.1,70.0,0.0,23.0
21.0,1-0,1,0,"[2016-10-10 19:20:00,2016-10-10 19:40:00)",2016-10-10 19:20:00,2016-10-10,10,10,0,0,19:20:00,19,20,59,1015.55,1020.6,175.5,1.7999999999999998,17.1,70.0,0.0,14.0
19.0,1-0,1,0,"[2016-10-10 19:40:00,2016-10-10 20:00:00)",2016-10-10 19:40:00,2016-10-10,10,10,0,0,19:40:00,19,40,60,1015.55,1020.6,175.5,1.7999999999999998,17.1,70.0,0.0,21.0
15.0,1-0,1,0,"[2016-10-10 20:00:00,2016-10-10 20:20:00)",2016-10-10 20:00:00,2016-10-10,10,10,0,0,20:00:00,20,0,61,1015.55,1020.6,175.5,1.7999999999999998,17.1,70.0,0.0,19.0
20.0,1-0,1,0,"[2016-10-10 20:20:00,2016-10-10 20:40:00)",2016-10-10 20:20:00,2016-10-10,10,10,0,0,20:20:00,20,20,62,1015.55,1020.6,175.5,1.7999999999999998,17.1,70.0,0.0,15.0
17.0,1-0,1,0,"[2016-10-10 20:40:00,2016-10-10 21:00:00)",2016-10-10 20:40:00,2016-10-10,10,10,0,0,20:40:00,20,40,63,1015.55,1020.6,175.5,1.7999999999999998,17.1,70.0,0.0,20.0
22.0,1-0,1,0,"[2016-10-10 21:00:00,2016-10-10 21:20:00)",2016-10-10 21:00:00,2016-10-10,10,10,0,0,21:00:00,21,0,64,1015.6,1020.65,168.5,2.2,16.65,77.0,0.0,17.0
8.0,1-0,1,0,"[2016-10-10 21:20:00,2016-10-10 21:40:00)",2016-10-10 21:20:00,2016-10-10,10,10,0,0,21:20:00,21,20,65,1015.6,1020.65,168.5,2.2,16.65,77.0,0.0,22.0
16.0,1-0,1,0,"[2016-10-10 21:40:00,2016-10-10 22:00:00)",2016-10-10 21:40:00,2016-10-10,10,10,0,0,21:40:00,21,40,66,1015.6,1020.65,168.5,2.2,16.65,77.0,0.0,8.0
5.0,1-0,1,0,"[2016-10-10 22:00:00,2016-10-10 22:20:00)",2016-10-10 22:00:00,2016-10-10,10,10,0,0,22:00:00,22,0,67,1015.6,1020.65,168.5,2.2,16.65,77.0,0.0,16.0
11.0,1-0,1,0,"[2016-10-10 22:20:00,2016-10-10 22:40:00)",2016-10-10 22:20:00,2016-10-10,10,10,0,0,22:20:00,22,20,68,1015.6,1020.65,168.5,2.2,16.65,77.0,0.0,5.0
5.0,1-0,1,0,"[2016-10-10 22:40:00,2016-10-10 23:00:00)",2016-10-10 22:40:00,2016-10-10,10,10,0,0,22:40:00,22,40,69,1015.6,1020.65,168.5,2.2,16.65,77.0,0.0,11.0
9.0,1-0,1,0,"[2016-10-10 23:00:00,2016-10-10 23:20:00)",2016-10-10 23:00:00,2016-10-10,10,10,0,0,23:00:00,23,0,70,1015.6,1020.65,168.5,2.2,16.65,77.0,0.0,5.0
5.0,1-0,1,0,"[2016-10-10 23:20:00,2016-10-10 23:40:00)",2016-10-10 23:20:00,2016-10-10,10,10,0,0,23:20:00,23,20,71,1015.6,1020.65,168.5,2.2,16.65,77.0,0.0,9.0
4.0,1-0,1,0,"[2016-10-10 23:40:00,2016-10-11 00:00:00)",2016-10-10 23:40:00,2016-10-10,10,10,0,0,23:40:00,23,40,72,1015.6,1020.65,168.5,2.2,16.65,77.0,0.0,5.0
12.0,1-0,1,0,"[2016-10-11 00:00:00,2016-10-11 00:20:00)",2016-10-11 00:00:00,2016-10-11,10,11,1,0,00:00:00,0,0,1,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,4.0
14.0,1-0,1,0,"[2016-10-11 00:20:00,2016-10-11 00:40:00)",2016-10-11 00:20:00,2016-10-11,10,11,1,0,00:20:00,0,20,2,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,12.0
10.0,1-0,1,0,"[2016-10-11 00:40:00,2016-10-11 01:00:00)",2016-10-11 00:40:00,2016-10-11,10,11,1,0,00:40:00,0,40,3,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,14.0
6.0,1-0,1,0,"[2016-10-11 01:00:00,2016-10-11 01:20:00)",2016-10-11 01:00:00,2016-10-11,10,11,1,0,01:00:00,1,0,4,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,10.0
11.0,1-0,1,0,"[2016-10-11 01:20:00,2016-10-11 01:40:00)",2016-10-11 01:20:00,2016-10-11,10,11,1,0,01:20:00,1,20,5,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,6.0
4.0,1-0,1,0,"[2016-10-11 01:40:00,2016-10-11 02:00:00)",2016-10-11 01:40:00,2016-10-11,10,11,1,0,01:40:00,1,40,6,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,11.0
3.0,1-0,1,0,"[2016-10-11 02:00:00,2016-10-11 02:20:00)",2016-10-11 02:00:00,2016-10-11,10,11,1,0,02:00:00,2,0,7,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,4.0
12.0,1-0,1,0,"[2016-10-11 02:20:00,2016-10-11 02:40:00)",2016-10-11 02:20:00,2016-10-11,10,11,1,0,02:20:00,2,20,8,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,3.0
6.0,1-0,1,0,"[2016-10-11 02:40:00,2016-10-11 03:00:00)",2016-10-11 02:40:00,2016-10-11,10,11,1,0,02:40:00,2,40,9,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,12.0
6.0,1-0,1,0,"[2016-10-11 03:00:00,2016-10-11 03:20:00)",2016-10-11 03:00:00,2016-10-11,10,11,1,0,03:00:00,3,0,10,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,6.0
5.0,1-0,1,0,"[2016-10-11 03:20:00,2016-10-11 03:40:00)",2016-10-11 03:20:00,2016-10-11,10,11,1,0,03:20:00,3,20,11,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,6.0
3.0,1-0,1,0,"[2016-10-11 03:40:00,2016-10-11 04:00:00)",2016-10-11 03:40:00,2016-10-11,10,11,1,0,03:40:00,3,40,12,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,5.0
12.0,1-0,1,0,"[2016-10-11 04:00:00,2016-10-11 04:20:00)",2016-10-11 04:00:00,2016-10-11,10,11,1,0,04:00:00,4,0,13,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,3.0
15.0,1-0,1,0,"[2016-10-11 04:20:00,2016-10-11 04:40:00)",2016-10-11 04:20:00,2016-10-11,10,11,1,0,04:20:00,4,20,14,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,12.0
12.0,1-0,1,0,"[2016-10-11 04:40:00,2016-10-11 05:00:00)",2016-10-11 04:40:00,2016-10-11,10,11,1,0,04:40:00,4,40,15,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,15.0
6.0,1-0,1,0,"[2016-10-11 05:00:00,2016-10-11 05:20:00)",2016-10-11 05:00:00,2016-10-11,10,11,1,0,05:00:00,5,0,16,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,12.0
11.0,1-0,1,0,"[2016-10-11 05:20:00,2016-10-11 05:40:00)",2016-10-11 05:20:00,2016-10-11,10,11,1,0,05:20:00,5,20,17,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,6.0
6.0,1-0,1,0,"[2016-10-11 05:40:00,2016-10-11 06:00:00)",2016-10-11 05:40:00,2016-10-11,10,11,1,0,05:40:00,5,40,18,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,11.0
9.0,1-0,1,0,"[2016-10-11 06:00:00,2016-10-11 06:20:00)",2016-10-11 06:00:00,2016-10-11,10,11,1,0,06:00:00,6,0,19,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,6.0
26.0,1-0,1,0,"[2016-10-11 06:20:00,2016-10-11 06:40:00)",2016-10-11 06:20:00,2016-10-11,10,11,1,0,06:20:00,6,20,20,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,9.0
18.0,1-0,1,0,"[2016-10-11 06:40:00,2016-10-11 07:00:00)",2016-10-11 06:40:00,2016-10-11,10,11,1,0,06:40:00,6,40,21,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,26.0
30.0,1-0,1,0,"[2016-10-11 07:00:00,2016-10-11 07:20:00)",2016-10-11 07:00:00,2016-10-11,10,11,1,0,07:00:00,7,0,22,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,18.0
40.0,1-0,1,0,"[2016-10-11 07:20:00,2016-10-11 07:40:00)",2016-10-11 07:20:00,2016-10-11,10,11,1,0,07:20:00,7,20,23,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,30.0
52.0,1-0,1,0,"[2016-10-11 07:40:00,2016-10-11 08:00:00)",2016-10-11 07:40:00,2016-10-11,10,11,1,0,07:40:00,7,40,24,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,40.0
49.0,1-0,1,0,"[2016-10-11 08:00:00,2016-10-11 08:20:00)",2016-10-11 08:00:00,2016-10-11,10,11,1,0,08:00:00,8,0,25,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,52.0
49.0,1-0,1,0,"[2016-10-11 08:20:00,2016-10-11 08:40:00)",2016-10-11 08:20:00,2016-10-11,10,11,1,0,08:20:00,8,20,26,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,49.0
40.0,1-0,1,0,"[2016-10-11 08:40:00,2016-10-11 09:00:00)",2016-10-11 08:40:00,2016-10-11,10,11,1,0,08:40:00,8,40,27,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,49.0
45.0,1-0,1,0,"[2016-10-11 09:00:00,2016-10-11 09:20:00)",2016-10-11 09:00:00,2016-10-11,10,11,1,0,09:00:00,9,0,28,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,40.0
47.0,1-0,1,0,"[2016-10-11 09:20:00,2016-10-11 09:40:00)",2016-10-11 09:20:00,2016-10-11,10,11,1,0,09:20:00,9,20,29,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,45.0
44.0,1-0,1,0,"[2016-10-11 09:40:00,2016-10-11 10:00:00)",2016-10-11 09:40:00,2016-10-11,10,11,1,0,09:40:00,9,40,30,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,47.0
37.0,1-0,1,0,"[2016-10-11 10:00:00,2016-10-11 10:20:00)",2016-10-11 10:00:00,2016-10-11,10,11,1,0,10:00:00,10,0,31,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,44.0
47.0,1-0,1,0,"[2016-10-11 10:20:00,2016-10-11 10:40:00)",2016-10-11 10:20:00,2016-10-11,10,11,1,0,10:20:00,10,20,32,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,37.0
37.0,1-0,1,0,"[2016-10-11 10:40:00,2016-10-11 11:00:00)",2016-10-11 10:40:00,2016-10-11,10,11,1,0,10:40:00,10,40,33,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,47.0
37.0,1-0,1,0,"[2016-10-11 11:00:00,2016-10-11 11:20:00)",2016-10-11 11:00:00,2016-10-11,10,11,1,0,11:00:00,11,0,34,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,37.0
37.0,1-0,1,0,"[2016-10-11 11:20:00,2016-10-11 11:40:00)",2016-10-11 11:20:00,2016-10-11,10,11,1,0,11:20:00,11,20,35,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,37.0
47.0,1-0,1,0,"[2016-10-11 11:40:00,2016-10-11 12:00:00)",2016-10-11 11:40:00,2016-10-11,10,11,1,0,11:40:00,11,40,36,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,37.0
42.0,1-0,1,0,"[2016-10-11 12:00:00,2016-10-11 12:20:00)",2016-10-11 12:00:00,2016-10-11,10,11,1,0,12:00:00,12,0,37,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,47.0
42.0,1-0,1,0,"[2016-10-11 12:20:00,2016-10-11 12:40:00)",2016-10-11 12:20:00,2016-10-11,10,11,1,0,12:20:00,12,20,38,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,42.0
51.0,1-0,1,0,"[2016-10-11 12:40:00,2016-10-11 13:00:00)",2016-10-11 12:40:00,2016-10-11,10,11,1,0,12:40:00,12,40,39,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,42.0
35.0,1-0,1,0,"[2016-10-11 13:00:00,2016-10-11 13:20:00)",2016-10-11 13:00:00,2016-10-11,10,11,1,0,13:00:00,13,0,40,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,51.0
37.0,1-0,1,0,"[2016-10-11 13:20:00,2016-10-11 13:40:00)",2016-10-11 13:20:00,2016-10-11,10,11,1,0,13:20:00,13,20,41,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,35.0
36.0,1-0,1,0,"[2016-10-11 13:40:00,2016-10-11 14:00:00)",2016-10-11 13:40:00,2016-10-11,10,11,1,0,13:40:00,13,40,42,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,37.0
44.0,1-0,1,0,"[2016-10-11 14:00:00,2016-10-11 14:20:00)",2016-10-11 14:00:00,2016-10-11,10,11,1,0,14:00:00,14,0,43,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,36.0
43.0,1-0,1,0,"[2016-10-11 14:20:00,2016-10-11 14:40:00)",2016-10-11 14:20:00,2016-10-11,10,11,1,0,14:20:00,14,20,44,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,44.0
48.0,1-0,1,0,"[2016-10-11 14:40:00,2016-10-11 15:00:00)",2016-10-11 14:40:00,2016-10-11,10,11,1,0,14:40:00,14,40,45,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,43.0
43.0,1-0,1,0,"[2016-10-11 15:00:00,2016-10-11 15:20:00)",2016-10-11 15:00:00,2016-10-11,10,11,1,0,15:00:00,15,0,46,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,48.0
57.0,1-0,1,0,"[2016-10-11 15:20:00,2016-10-11 15:40:00)",2016-10-11 15:20:00,2016-10-11,10,11,1,0,15:20:00,15,20,47,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,43.0
39.0,1-0,1,0,"[2016-10-11 15:40:00,2016-10-11 16:00:00)",2016-10-11 15:40:00,2016-10-11,10,11,1,0,15:40:00,15,40,48,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,57.0
52.0,1-0,1,0,"[2016-10-11 16:00:00,2016-10-11 16:20:00)",2016-10-11 16:00:00,2016-10-11,10,11,1,0,16:00:00,16,0,49,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,39.0
45.0,1-0,1,0,"[2016-10-11 16:20:00,2016-10-11 16:40:00)",2016-10-11 16:20:00,2016-10-11,10,11,1,0,16:20:00,16,20,50,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,52.0
42.0,1-0,1,0,"[2016-10-11 16:40:00,2016-10-11 17:00:00)",2016-10-11 16:40:00,2016-10-11,10,11,1,0,16:40:00,16,40,51,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,45.0
39.0,1-0,1,0,"[2016-10-11 17:00:00,2016-10-11 17:20:00)",2016-10-11 17:00:00,2016-10-11,10,11,1,0,17:00:00,17,0,52,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,42.0
30.0,1-0,1,0,"[2016-10-11 17:20:00,2016-10-11 17:40:00)",2016-10-11 17:20:00,2016-10-11,10,11,1,0,17:20:00,17,20,53,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,39.0
24.0,1-0,1,0,"[2016-10-11 17:40:00,2016-10-11 18:00:00)",2016-10-11 17:40:00,2016-10-11,10,11,1,0,17:40:00,17,40,54,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,30.0
27.0,1-0,1,0,"[2016-10-11 18:00:00,2016-10-11 18:20:00)",2016-10-11 18:00:00,2016-10-11,10,11,1,0,18:00:00,18,0,55,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,24.0
33.0,1-0,1,0,"[2016-10-11 18:20:00,2016-10-11 18:40:00)",2016-10-11 18:20:00,2016-10-11,10,11,1,0,18:20:00,18,20,56,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,27.0
25.0,1-0,1,0,"[2016-10-11 18:40:00,2016-10-11 19:00:00)",2016-10-11 18:40:00,2016-10-11,10,11,1,0,18:40:00,18,40,57,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,33.0
24.0,1-0,1,0,"[2016-10-11 19:00:00,2016-10-11 19:20:00)",2016-10-11 19:00:00,2016-10-11,10,11,1,0,19:00:00,19,0,58,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,25.0
27.0,1-0,1,0,"[2016-10-11 19:20:00,2016-10-11 19:40:00)",2016-10-11 19:20:00,2016-10-11,10,11,1,0,19:20:00,19,20,59,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,24.0
18.0,1-0,1,0,"[2016-10-11 19:40:00,2016-10-11 20:00:00)",2016-10-11 19:40:00,2016-10-11,10,11,1,0,19:40:00,19,40,60,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,27.0
11.0,1-0,1,0,"[2016-10-11 20:00:00,2016-10-11 20:20:00)",2016-10-11 20:00:00,2016-10-11,10,11,1,0,20:00:00,20,0,61,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,18.0
19.0,1-0,1,0,"[2016-10-11 20:20:00,2016-10-11 20:40:00)",2016-10-11 20:20:00,2016-10-11,10,11,1,0,20:20:00,20,20,62,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,11.0
13.0,1-0,1,0,"[2016-10-11 20:40:00,2016-10-11 21:00:00)",2016-10-11 20:40:00,2016-10-11,10,11,1,0,20:40:00,20,40,63,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,19.0
20.0,1-0,1,0,"[2016-10-11 21:00:00,2016-10-11 21:20:00)",2016-10-11 21:00:00,2016-10-11,10,11,1,0,21:00:00,21,0,64,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,13.0
11.0,1-0,1,0,"[2016-10-11 21:20:00,2016-10-11 21:40:00)",2016-10-11 21:20:00,2016-10-11,10,11,1,0,21:20:00,21,20,65,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,20.0
9.0,1-0,1,0,"[2016-10-11 21:40:00,2016-10-11 22:00:00)",2016-10-11 21:40:00,2016-10-11,10,11,1,0,21:40:00,21,40,66,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,11.0
8.0,1-0,1,0,"[2016-10-11 22:00:00,2016-10-11 22:20:00)",2016-10-11 22:00:00,2016-10-11,10,11,1,0,22:00:00,22,0,67,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,9.0
5.0,1-0,1,0,"[2016-10-11 22:20:00,2016-10-11 22:40:00)",2016-10-11 22:20:00,2016-10-11,10,11,1,0,22:20:00,22,20,68,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,8.0
9.0,1-0,1,0,"[2016-10-11 22:40:00,2016-10-11 23:00:00)",2016-10-11 22:40:00,2016-10-11,10,11,1,0,22:40:00,22,40,69,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,5.0
11.0,1-0,1,0,"[2016-10-11 23:00:00,2016-10-11 23:20:00)",2016-10-11 23:00:00,2016-10-11,10,11,1,0,23:00:00,23,0,70,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,9.0
7.0,1-0,1,0,"[2016-10-11 23:20:00,2016-10-11 23:40:00)",2016-10-11 23:20:00,2016-10-11,10,11,1,0,23:20:00,23,20,71,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,11.0
7.0,1-0,1,0,"[2016-10-11 23:40:00,2016-10-12 00:00:00)",2016-10-11 23:40:00,2016-10-11,10,11,1,0,23:40:00,23,40,72,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,7.0
8.0,1-0,1,0,"[2016-10-12 00:00:00,2016-10-12 00:20:00)",2016-10-12 00:00:00,2016-10-12,10,12,2,0,00:00:00,0,0,1,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,7.0
7.0,1-0,1,0,"[2016-10-12 00:20:00,2016-10-12 00:40:00)",2016-10-12 00:20:00,2016-10-12,10,12,2,0,00:20:00,0,20,2,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,8.0
11.0,1-0,1,0,"[2016-10-12 00:40:00,2016-10-12 01:00:00)",2016-10-12 00:40:00,2016-10-12,10,12,2,0,00:40:00,0,40,3,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,7.0
8.0,1-0,1,0,"[2016-10-12 01:00:00,2016-10-12 01:20:00)",2016-10-12 01:00:00,2016-10-12,10,12,2,0,01:00:00,1,0,4,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,11.0
7.0,1-0,1,0,"[2016-10-12 01:20:00,2016-10-12 01:40:00)",2016-10-12 01:20:00,2016-10-12,10,12,2,0,01:20:00,1,20,5,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,8.0
5.0,1-0,1,0,"[2016-10-12 01:40:00,2016-10-12 02:00:00)",2016-10-12 01:40:00,2016-10-12,10,12,2,0,01:40:00,1,40,6,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,7.0
8.0,1-0,1,0,"[2016-10-12 02:00:00,2016-10-12 02:20:00)",2016-10-12 02:00:00,2016-10-12,10,12,2,0,02:00:00,2,0,7,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,5.0
6.0,1-0,1,0,"[2016-10-12 02:20:00,2016-10-12 02:40:00)",2016-10-12 02:20:00,2016-10-12,10,12,2,0,02:20:00,2,20,8,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,8.0
10.0,1-0,1,0,"[2016-10-12 02:40:00,2016-10-12 03:00:00)",2016-10-12 02:40:00,2016-10-12,10,12,2,0,02:40:00,2,40,9,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,6.0
9.0,1-0,1,0,"[2016-10-12 03:00:00,2016-10-12 03:20:00)",2016-10-12 03:00:00,2016-10-12,10,12,2,0,03:00:00,3,0,10,1018.3,1023.4,46.0,2.9,20.9,68.0,0.0,10.0
8.0,1-0,1,0,"[2016-10-12 03:20:00,2016-10-12 03:40:00)",2016-10-12 03:20:00,2016-10-12,10,12,2,0,03:20:00,3,20,11,1018.3,1023.4,46.0,2.9,20.9,68.0,0.0,9.0
11.0,1-0,1,0,"[2016-10-12 03:40:00,2016-10-12 04:00:00)",2016-10-12 03:40:00,2016-10-12,10,12,2,0,03:40:00,3,40,12,1018.3,1023.4,46.0,2.9,20.9,68.0,0.0,8.0
