tollgate_id,time_window,direction,volume,etc,start_time,pair,date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,weekday,time,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,timemap,holiday
2,"[2016-10-10 14:40:00,2016-10-10 15:00:00)",0,69,17,2016-10-10 14:40:00,2-0,,,,,,,,,,0,14:40:00,61.0,65.0,85.0,57.0,69.0,66.0,45,0
2,"[2016-10-10 15:00:00,2016-10-10 15:20:00)",0,66,15,2016-10-10 15:00:00,2-0,,,,,,,,,,0,15:00:00,69.0,61.0,65.0,85.0,57.0,69.0,46,0
2,"[2016-10-10 15:20:00,2016-10-10 15:40:00)",0,69,13,2016-10-10 15:20:00,2-0,,,,,,,,,,0,15:20:00,66.0,69.0,61.0,65.0,85.0,57.0,47,0
2,"[2016-10-10 15:40:00,2016-10-10 16:00:00)",0,70,17,2016-10-10 15:40:00,2-0,,,,,,,,,,0,15:40:00,69.0,66.0,69.0,61.0,65.0,85.0,48,0
2,"[2016-10-10 16:00:00,2016-10-10 16:20:00)",0,77,20,2016-10-10 16:00:00,2-0,,,,,,,,,,0,16:00:00,70.0,69.0,66.0,69.0,61.0,65.0,49,0
2,"[2016-10-10 16:20:00,2016-10-10 16:40:00)",0,67,17,2016-10-10 16:20:00,2-0,,,,,,,,,,0,16:20:00,77.0,70.0,69.0,66.0,69.0,61.0,50,0
2,"[2016-10-10 16:40:00,2016-10-10 17:00:00)",0,81,20,2016-10-10 16:40:00,2-0,,,,,,,,,,0,16:40:00,67.0,77.0,70.0,69.0,66.0,69.0,51,0
2,"[2016-10-10 17:00:00,2016-10-10 17:20:00)",0,85,25,2016-10-10 17:00:00,2-0,,,,,,,,,,0,17:00:00,81.0,67.0,77.0,70.0,69.0,66.0,52,0
2,"[2016-10-10 17:20:00,2016-10-10 17:40:00)",0,65,17,2016-10-10 17:20:00,2-0,,,,,,,,,,0,17:20:00,85.0,81.0,67.0,77.0,70.0,69.0,53,0
2,"[2016-10-10 17:40:00,2016-10-10 18:00:00)",0,55,16,2016-10-10 17:40:00,2-0,,,,,,,,,,0,17:40:00,65.0,85.0,81.0,67.0,77.0,70.0,54,0
2,"[2016-10-10 18:00:00,2016-10-10 18:20:00)",0,59,15,2016-10-10 18:00:00,2-0,,,,,,,,,,0,18:00:00,55.0,65.0,85.0,81.0,67.0,77.0,55,0
2,"[2016-10-10 18:20:00,2016-10-10 18:40:00)",0,53,17,2016-10-10 18:20:00,2-0,,,,,,,,,,0,18:20:00,59.0,55.0,65.0,85.0,81.0,67.0,56,0
2,"[2016-10-10 18:40:00,2016-10-10 19:00:00)",0,41,14,2016-10-10 18:40:00,2-0,,,,,,,,,,0,18:40:00,53.0,59.0,55.0,65.0,85.0,81.0,57,0
2,"[2016-10-10 19:00:00,2016-10-10 19:20:00)",0,30,8,2016-10-10 19:00:00,2-0,,,,,,,,,,0,19:00:00,41.0,53.0,59.0,55.0,65.0,85.0,58,0
2,"[2016-10-10 19:20:00,2016-10-10 19:40:00)",0,31,11,2016-10-10 19:20:00,2-0,,,,,,,,,,0,19:20:00,30.0,41.0,53.0,59.0,55.0,65.0,59,0
2,"[2016-10-10 19:40:00,2016-10-10 20:00:00)",0,31,8,2016-10-10 19:40:00,2-0,,,,,,,,,,0,19:40:00,31.0,30.0,41.0,53.0,59.0,55.0,60,0
2,"[2016-10-10 20:00:00,2016-10-10 20:20:00)",0,32,13,2016-10-10 20:00:00,2-0,,,,,,,,,,0,20:00:00,31.0,31.0,30.0,41.0,53.0,59.0,61,0
2,"[2016-10-10 20:20:00,2016-10-10 20:40:00)",0,41,11,2016-10-10 20:20:00,2-0,,,,,,,,,,0,20:20:00,32.0,31.0,31.0,30.0,41.0,53.0,62,0
2,"[2016-10-10 20:40:00,2016-10-10 21:00:00)",0,26,6,2016-10-10 20:40:00,2-0,,,,,,,,,,0,20:40:00,41.0,32.0,31.0,31.0,30.0,41.0,63,0
2,"[2016-10-10 21:00:00,2016-10-10 21:20:00)",0,25,7,2016-10-10 21:00:00,2-0,,,,,,,,,,0,21:00:00,26.0,41.0,32.0,31.0,31.0,30.0,64,0
2,"[2016-10-10 21:20:00,2016-10-10 21:40:00)",0,32,8,2016-10-10 21:20:00,2-0,,,,,,,,,,0,21:20:00,25.0,26.0,41.0,32.0,31.0,31.0,65,0
2,"[2016-10-10 21:40:00,2016-10-10 22:00:00)",0,16,8,2016-10-10 21:40:00,2-0,,,,,,,,,,0,21:40:00,32.0,25.0,26.0,41.0,32.0,31.0,66,0
2,"[2016-10-10 22:00:00,2016-10-10 22:20:00)",0,24,5,2016-10-10 22:00:00,2-0,,,,,,,,,,0,22:00:00,16.0,32.0,25.0,26.0,41.0,32.0,67,0
2,"[2016-10-10 22:20:00,2016-10-10 22:40:00)",0,17,4,2016-10-10 22:20:00,2-0,,,,,,,,,,0,22:20:00,24.0,16.0,32.0,25.0,26.0,41.0,68,0
2,"[2016-10-10 22:40:00,2016-10-10 23:00:00)",0,10,3,2016-10-10 22:40:00,2-0,,,,,,,,,,0,22:40:00,17.0,24.0,16.0,32.0,25.0,26.0,69,0
2,"[2016-10-10 23:20:00,2016-10-10 23:40:00)",0,9,1,2016-10-10 23:20:00,2-0,,,,,,,,,,0,23:20:00,,10.0,17.0,24.0,16.0,32.0,71,0
2,"[2016-10-10 23:40:00,2016-10-11 00:00:00)",0,12,4,2016-10-10 23:40:00,2-0,,,,,,,,,,0,23:40:00,9.0,,10.0,17.0,24.0,16.0,72,0
2,"[2016-10-11 00:00:00,2016-10-11 00:20:00)",0,4,4,2016-10-11 00:00:00,2-0,2016-10-11, 00:00:00,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,1,00:00:00,12.0,9.0,,10.0,17.0,24.0,1,0
2,"[2016-10-11 00:20:00,2016-10-11 00:40:00)",0,2,2,2016-10-11 00:20:00,2-0,2016-10-11, 00:00:00,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,1,00:20:00,4.0,12.0,9.0,,10.0,17.0,2,0
2,"[2016-10-11 00:40:00,2016-10-11 01:00:00)",0,2,2,2016-10-11 00:40:00,2-0,2016-10-11, 00:00:00,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,1,00:40:00,2.0,4.0,12.0,9.0,,10.0,3,0
2,"[2016-10-11 05:00:00,2016-10-11 05:20:00)",0,14,0,2016-10-11 05:00:00,2-0,2016-10-11, 03:00:00,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,1,05:00:00,,,,,,,16,0
2,"[2016-10-11 05:20:00,2016-10-11 05:40:00)",0,9,1,2016-10-11 05:20:00,2-0,2016-10-11, 03:00:00,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,1,05:20:00,14.0,,,,,,17,0
2,"[2016-10-11 05:40:00,2016-10-11 06:00:00)",0,22,6,2016-10-11 05:40:00,2-0,2016-10-11, 03:00:00,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,1,05:40:00,9.0,14.0,,,,,18,0
2,"[2016-10-11 06:00:00,2016-10-11 06:20:00)",0,25,5,2016-10-11 06:00:00,2-0,2016-10-11, 06:00:00,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,1,06:00:00,22.0,9.0,14.0,,,,19,0
2,"[2016-10-11 06:20:00,2016-10-11 06:40:00)",0,31,5,2016-10-11 06:20:00,2-0,2016-10-11, 06:00:00,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,1,06:20:00,25.0,22.0,9.0,14.0,,,20,0
2,"[2016-10-11 06:40:00,2016-10-11 07:00:00)",0,52,14,2016-10-11 06:40:00,2-0,2016-10-11, 06:00:00,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,1,06:40:00,31.0,25.0,22.0,9.0,14.0,,21,0
2,"[2016-10-11 07:00:00,2016-10-11 07:20:00)",0,94,40,2016-10-11 07:00:00,2-0,2016-10-11, 06:00:00,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,1,07:00:00,52.0,31.0,25.0,22.0,9.0,14.0,22,0
2,"[2016-10-11 07:20:00,2016-10-11 07:40:00)",0,109,41,2016-10-11 07:20:00,2-0,2016-10-11, 06:00:00,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,1,07:20:00,94.0,52.0,31.0,25.0,22.0,9.0,23,0
2,"[2016-10-11 07:40:00,2016-10-11 08:00:00)",0,103,42,2016-10-11 07:40:00,2-0,2016-10-11, 06:00:00,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,1,07:40:00,109.0,94.0,52.0,31.0,25.0,22.0,24,0
2,"[2016-10-11 08:00:00,2016-10-11 08:20:00)",0,122,45,2016-10-11 08:00:00,2-0,2016-10-11, 06:00:00,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,1,08:00:00,103.0,109.0,94.0,52.0,31.0,25.0,25,0
2,"[2016-10-11 08:20:00,2016-10-11 08:40:00)",0,106,35,2016-10-11 08:20:00,2-0,2016-10-11, 06:00:00,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,1,08:20:00,122.0,103.0,109.0,94.0,52.0,31.0,26,0
2,"[2016-10-11 08:40:00,2016-10-11 09:00:00)",0,123,42,2016-10-11 08:40:00,2-0,2016-10-11, 06:00:00,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,1,08:40:00,106.0,122.0,103.0,109.0,94.0,52.0,27,0
2,"[2016-10-11 09:00:00,2016-10-11 09:20:00)",0,106,30,2016-10-11 09:00:00,2-0,2016-10-11, 09:00:00,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,1,09:00:00,123.0,106.0,122.0,103.0,109.0,94.0,28,0
2,"[2016-10-11 09:20:00,2016-10-11 09:40:00)",0,92,21,2016-10-11 09:20:00,2-0,2016-10-11, 09:00:00,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,1,09:20:00,106.0,123.0,106.0,122.0,103.0,109.0,29,0
2,"[2016-10-11 09:40:00,2016-10-11 10:00:00)",0,71,10,2016-10-11 09:40:00,2-0,2016-10-11, 09:00:00,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,1,09:40:00,92.0,106.0,123.0,106.0,122.0,103.0,30,0
2,"[2016-10-11 10:00:00,2016-10-11 10:20:00)",0,69,10,2016-10-11 10:00:00,2-0,2016-10-11, 09:00:00,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,1,10:00:00,71.0,92.0,106.0,123.0,106.0,122.0,31,0
2,"[2016-10-11 10:20:00,2016-10-11 10:40:00)",0,55,9,2016-10-11 10:20:00,2-0,2016-10-11, 09:00:00,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,1,10:20:00,69.0,71.0,92.0,106.0,123.0,106.0,32,0
2,"[2016-10-11 10:40:00,2016-10-11 11:00:00)",0,71,10,2016-10-11 10:40:00,2-0,2016-10-11, 09:00:00,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,1,10:40:00,55.0,69.0,71.0,92.0,106.0,123.0,33,0
2,"[2016-10-11 11:00:00,2016-10-11 11:20:00)",0,66,9,2016-10-11 11:00:00,2-0,2016-10-11, 09:00:00,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,1,11:00:00,71.0,55.0,69.0,71.0,92.0,106.0,34,0
2,"[2016-10-11 11:20:00,2016-10-11 11:40:00)",0,71,14,2016-10-11 11:20:00,2-0,2016-10-11, 09:00:00,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,1,11:20:00,66.0,71.0,55.0,69.0,71.0,92.0,35,0
2,"[2016-10-11 11:40:00,2016-10-11 12:00:00)",0,61,14,2016-10-11 11:40:00,2-0,2016-10-11, 09:00:00,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,1,11:40:00,71.0,66.0,71.0,55.0,69.0,71.0,36,0
2,"[2016-10-11 12:00:00,2016-10-11 12:20:00)",0,69,15,2016-10-11 12:00:00,2-0,2016-10-11, 12:00:00,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,1,12:00:00,61.0,71.0,66.0,71.0,55.0,69.0,37,0
2,"[2016-10-11 12:20:00,2016-10-11 12:40:00)",0,63,15,2016-10-11 12:20:00,2-0,2016-10-11, 12:00:00,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,1,12:20:00,69.0,61.0,71.0,66.0,71.0,55.0,38,0
2,"[2016-10-11 12:40:00,2016-10-11 13:00:00)",0,72,13,2016-10-11 12:40:00,2-0,2016-10-11, 12:00:00,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,1,12:40:00,63.0,69.0,61.0,71.0,66.0,71.0,39,0
2,"[2016-10-11 13:00:00,2016-10-11 13:20:00)",0,58,6,2016-10-11 13:00:00,2-0,2016-10-11, 12:00:00,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,1,13:00:00,72.0,63.0,69.0,61.0,71.0,66.0,40,0
2,"[2016-10-11 13:20:00,2016-10-11 13:40:00)",0,52,14,2016-10-11 13:20:00,2-0,2016-10-11, 12:00:00,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,1,13:20:00,58.0,72.0,63.0,69.0,61.0,71.0,41,0
2,"[2016-10-11 13:40:00,2016-10-11 14:00:00)",0,64,7,2016-10-11 13:40:00,2-0,2016-10-11, 12:00:00,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,1,13:40:00,52.0,58.0,72.0,63.0,69.0,61.0,42,0
2,"[2016-10-11 14:00:00,2016-10-11 14:20:00)",0,69,11,2016-10-11 14:00:00,2-0,2016-10-11, 12:00:00,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,1,14:00:00,64.0,52.0,58.0,72.0,63.0,69.0,43,0
2,"[2016-10-11 14:20:00,2016-10-11 14:40:00)",0,76,8,2016-10-11 14:20:00,2-0,2016-10-11, 12:00:00,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,1,14:20:00,69.0,64.0,52.0,58.0,72.0,63.0,44,0
2,"[2016-10-11 14:40:00,2016-10-11 15:00:00)",0,70,7,2016-10-11 14:40:00,2-0,2016-10-11, 12:00:00,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,1,14:40:00,76.0,69.0,64.0,52.0,58.0,72.0,45,0
2,"[2016-10-11 15:00:00,2016-10-11 15:20:00)",0,79,15,2016-10-11 15:00:00,2-0,2016-10-11, 15:00:00,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,1,15:00:00,70.0,76.0,69.0,64.0,52.0,58.0,46,0
2,"[2016-10-11 15:20:00,2016-10-11 15:40:00)",0,87,21,2016-10-11 15:20:00,2-0,2016-10-11, 15:00:00,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,1,15:20:00,79.0,70.0,76.0,69.0,64.0,52.0,47,0
2,"[2016-10-11 15:40:00,2016-10-11 16:00:00)",0,79,16,2016-10-11 15:40:00,2-0,2016-10-11, 15:00:00,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,1,15:40:00,87.0,79.0,70.0,76.0,69.0,64.0,48,0
2,"[2016-10-11 16:00:00,2016-10-11 16:20:00)",0,63,16,2016-10-11 16:00:00,2-0,2016-10-11, 15:00:00,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,1,16:00:00,79.0,87.0,79.0,70.0,76.0,69.0,49,0
2,"[2016-10-11 16:20:00,2016-10-11 16:40:00)",0,79,14,2016-10-11 16:20:00,2-0,2016-10-11, 15:00:00,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,1,16:20:00,63.0,79.0,87.0,79.0,70.0,76.0,50,0
2,"[2016-10-11 16:40:00,2016-10-11 17:00:00)",0,74,16,2016-10-11 16:40:00,2-0,2016-10-11, 15:00:00,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,1,16:40:00,79.0,63.0,79.0,87.0,79.0,70.0,51,0
2,"[2016-10-11 17:00:00,2016-10-11 17:20:00)",0,95,26,2016-10-11 17:00:00,2-0,2016-10-11, 15:00:00,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,1,17:00:00,74.0,79.0,63.0,79.0,87.0,79.0,52,0
2,"[2016-10-11 17:20:00,2016-10-11 17:40:00)",0,66,19,2016-10-11 17:20:00,2-0,2016-10-11, 15:00:00,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,1,17:20:00,95.0,74.0,79.0,63.0,79.0,87.0,53,0
2,"[2016-10-11 17:40:00,2016-10-11 18:00:00)",0,76,14,2016-10-11 17:40:00,2-0,2016-10-11, 15:00:00,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,1,17:40:00,66.0,95.0,74.0,79.0,63.0,79.0,54,0
2,"[2016-10-11 18:00:00,2016-10-11 18:20:00)",0,54,19,2016-10-11 18:00:00,2-0,2016-10-11, 18:00:00,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,1,18:00:00,76.0,66.0,95.0,74.0,79.0,63.0,55,0
2,"[2016-10-11 18:20:00,2016-10-11 18:40:00)",0,56,17,2016-10-11 18:20:00,2-0,2016-10-11, 18:00:00,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,1,18:20:00,54.0,76.0,66.0,95.0,74.0,79.0,56,0
2,"[2016-10-11 18:40:00,2016-10-11 19:00:00)",0,50,17,2016-10-11 18:40:00,2-0,2016-10-11, 18:00:00,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,1,18:40:00,56.0,54.0,76.0,66.0,95.0,74.0,57,0
2,"[2016-10-11 19:00:00,2016-10-11 19:20:00)",0,44,9,2016-10-11 19:00:00,2-0,2016-10-11, 18:00:00,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,1,19:00:00,50.0,56.0,54.0,76.0,66.0,95.0,58,0
2,"[2016-10-11 19:20:00,2016-10-11 19:40:00)",0,28,9,2016-10-11 19:20:00,2-0,2016-10-11, 18:00:00,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,1,19:20:00,44.0,50.0,56.0,54.0,76.0,66.0,59,0
2,"[2016-10-11 19:40:00,2016-10-11 20:00:00)",0,30,7,2016-10-11 19:40:00,2-0,2016-10-11, 18:00:00,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,1,19:40:00,28.0,44.0,50.0,56.0,54.0,76.0,60,0
2,"[2016-10-11 20:00:00,2016-10-11 20:20:00)",0,40,8,2016-10-11 20:00:00,2-0,2016-10-11, 18:00:00,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,1,20:00:00,30.0,28.0,44.0,50.0,56.0,54.0,61,0
2,"[2016-10-11 20:20:00,2016-10-11 20:40:00)",0,24,3,2016-10-11 20:20:00,2-0,2016-10-11, 18:00:00,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,1,20:20:00,40.0,30.0,28.0,44.0,50.0,56.0,62,0
2,"[2016-10-11 20:40:00,2016-10-11 21:00:00)",0,37,15,2016-10-11 20:40:00,2-0,2016-10-11, 18:00:00,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,1,20:40:00,24.0,40.0,30.0,28.0,44.0,50.0,63,0
2,"[2016-10-11 21:00:00,2016-10-11 21:20:00)",0,33,12,2016-10-11 21:00:00,2-0,2016-10-11, 21:00:00,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,1,21:00:00,37.0,24.0,40.0,30.0,28.0,44.0,64,0
2,"[2016-10-11 21:20:00,2016-10-11 21:40:00)",0,28,4,2016-10-11 21:20:00,2-0,2016-10-11, 21:00:00,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,1,21:20:00,33.0,37.0,24.0,40.0,30.0,28.0,65,0
2,"[2016-10-11 21:40:00,2016-10-11 22:00:00)",0,26,2,2016-10-11 21:40:00,2-0,2016-10-11, 21:00:00,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,1,21:40:00,28.0,33.0,37.0,24.0,40.0,30.0,66,0
2,"[2016-10-11 22:00:00,2016-10-11 22:20:00)",0,22,6,2016-10-11 22:00:00,2-0,2016-10-11, 21:00:00,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,1,22:00:00,26.0,28.0,33.0,37.0,24.0,40.0,67,0
2,"[2016-10-11 22:20:00,2016-10-11 22:40:00)",0,19,7,2016-10-11 22:20:00,2-0,2016-10-11, 21:00:00,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,1,22:20:00,22.0,26.0,28.0,33.0,37.0,24.0,68,0
2,"[2016-10-11 22:40:00,2016-10-11 23:00:00)",0,16,1,2016-10-11 22:40:00,2-0,2016-10-11, 21:00:00,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,1,22:40:00,19.0,22.0,26.0,28.0,33.0,37.0,69,0
2,"[2016-10-11 23:00:00,2016-10-11 23:20:00)",0,23,1,2016-10-11 23:00:00,2-0,2016-10-11, 21:00:00,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,1,23:00:00,16.0,19.0,22.0,26.0,28.0,33.0,70,0
2,"[2016-10-11 23:20:00,2016-10-11 23:40:00)",0,8,1,2016-10-11 23:20:00,2-0,2016-10-11, 21:00:00,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,1,23:20:00,23.0,16.0,19.0,22.0,26.0,28.0,71,0
2,"[2016-10-11 23:40:00,2016-10-12 00:00:00)",0,9,2,2016-10-11 23:40:00,2-0,2016-10-11, 21:00:00,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,1,23:40:00,8.0,23.0,16.0,19.0,22.0,26.0,72,0
2,"[2016-10-12 00:00:00,2016-10-12 00:20:00)",0,2,2,2016-10-12 00:00:00,2-0,2016-10-12, 00:00:00,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,2,00:00:00,9.0,8.0,23.0,16.0,19.0,22.0,1,0
2,"[2016-10-12 00:20:00,2016-10-12 00:40:00)",0,2,2,2016-10-12 00:20:00,2-0,2016-10-12, 00:00:00,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,2,00:20:00,2.0,9.0,8.0,23.0,16.0,19.0,2,0
2,"[2016-10-12 00:40:00,2016-10-12 01:00:00)",0,1,1,2016-10-12 00:40:00,2-0,2016-10-12, 00:00:00,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,2,00:40:00,2.0,2.0,9.0,8.0,23.0,16.0,3,0
2,"[2016-10-12 05:00:00,2016-10-12 05:20:00)",0,14,0,2016-10-12 05:00:00,2-0,2016-10-12, 03:00:00,1018.3,1023.4,46.0,2.9,20.9,68.0,0.0,2,05:00:00,,,,,,,16,0
2,"[2016-10-12 05:20:00,2016-10-12 05:40:00)",0,14,1,2016-10-12 05:20:00,2-0,2016-10-12, 03:00:00,1018.3,1023.4,46.0,2.9,20.9,68.0,0.0,2,05:20:00,14.0,,,,,,17,0
2,"[2016-10-12 05:40:00,2016-10-12 06:00:00)",0,15,3,2016-10-12 05:40:00,2-0,2016-10-12, 03:00:00,1018.3,1023.4,46.0,2.9,20.9,68.0,0.0,2,05:40:00,14.0,14.0,,,,,18,0
2,"[2016-10-12 06:00:00,2016-10-12 06:20:00)",0,32,10,2016-10-12 06:00:00,2-0,2016-10-12, 06:00:00,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,2,06:00:00,15.0,14.0,14.0,,,,19,0
2,"[2016-10-12 06:20:00,2016-10-12 06:40:00)",0,27,5,2016-10-12 06:20:00,2-0,2016-10-12, 06:00:00,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,2,06:20:00,32.0,15.0,14.0,14.0,,,20,0
2,"[2016-10-12 06:40:00,2016-10-12 07:00:00)",0,45,13,2016-10-12 06:40:00,2-0,2016-10-12, 06:00:00,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,2,06:40:00,27.0,32.0,15.0,14.0,14.0,,21,0
2,"[2016-10-12 07:00:00,2016-10-12 07:20:00)",0,91,35,2016-10-12 07:00:00,2-0,2016-10-12, 06:00:00,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,2,07:00:00,45.0,27.0,32.0,15.0,14.0,14.0,22,0
2,"[2016-10-12 07:20:00,2016-10-12 07:40:00)",0,92,39,2016-10-12 07:20:00,2-0,2016-10-12, 06:00:00,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,2,07:20:00,91.0,45.0,27.0,32.0,15.0,14.0,23,0
2,"[2016-10-12 07:40:00,2016-10-12 08:00:00)",0,119,54,2016-10-12 07:40:00,2-0,2016-10-12, 06:00:00,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,2,07:40:00,92.0,91.0,45.0,27.0,32.0,15.0,24,0
2,"[2016-10-12 08:00:00,2016-10-12 08:20:00)",0,129,37,2016-10-12 08:00:00,2-0,2016-10-12, 06:00:00,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,2,08:00:00,119.0,92.0,91.0,45.0,27.0,32.0,25,0
2,"[2016-10-12 08:20:00,2016-10-12 08:40:00)",0,124,34,2016-10-12 08:20:00,2-0,2016-10-12, 06:00:00,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,2,08:20:00,129.0,119.0,92.0,91.0,45.0,27.0,26,0
2,"[2016-10-12 08:40:00,2016-10-12 09:00:00)",0,114,40,2016-10-12 08:40:00,2-0,2016-10-12, 06:00:00,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,2,08:40:00,124.0,129.0,119.0,92.0,91.0,45.0,27,0
2,"[2016-10-12 09:00:00,2016-10-12 09:20:00)",0,112,30,2016-10-12 09:00:00,2-0,2016-10-12, 09:00:00,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,2,09:00:00,114.0,124.0,129.0,119.0,92.0,91.0,28,0
2,"[2016-10-12 09:20:00,2016-10-12 09:40:00)",0,108,23,2016-10-12 09:20:00,2-0,2016-10-12, 09:00:00,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,2,09:20:00,112.0,114.0,124.0,129.0,119.0,92.0,29,0
2,"[2016-10-12 09:40:00,2016-10-12 10:00:00)",0,86,16,2016-10-12 09:40:00,2-0,2016-10-12, 09:00:00,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,2,09:40:00,108.0,112.0,114.0,124.0,129.0,119.0,30,0
2,"[2016-10-12 10:00:00,2016-10-12 10:20:00)",0,78,11,2016-10-12 10:00:00,2-0,2016-10-12, 09:00:00,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,2,10:00:00,86.0,108.0,112.0,114.0,124.0,129.0,31,0
2,"[2016-10-12 10:20:00,2016-10-12 10:40:00)",0,61,10,2016-10-12 10:20:00,2-0,2016-10-12, 09:00:00,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,2,10:20:00,78.0,86.0,108.0,112.0,114.0,124.0,32,0
2,"[2016-10-12 10:40:00,2016-10-12 11:00:00)",0,68,9,2016-10-12 10:40:00,2-0,2016-10-12, 09:00:00,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,2,10:40:00,61.0,78.0,86.0,108.0,112.0,114.0,33,0
2,"[2016-10-12 11:00:00,2016-10-12 11:20:00)",0,54,10,2016-10-12 11:00:00,2-0,2016-10-12, 09:00:00,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,2,11:00:00,68.0,61.0,78.0,86.0,108.0,112.0,34,0
2,"[2016-10-12 11:20:00,2016-10-12 11:40:00)",0,56,9,2016-10-12 11:20:00,2-0,2016-10-12, 09:00:00,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,2,11:20:00,54.0,68.0,61.0,78.0,86.0,108.0,35,0
2,"[2016-10-12 11:40:00,2016-10-12 12:00:00)",0,44,8,2016-10-12 11:40:00,2-0,2016-10-12, 09:00:00,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,2,11:40:00,56.0,54.0,68.0,61.0,78.0,86.0,36,0
