"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","3","[2016-10-20 15:40:00,2016-10-20 16:00:00)","106.63"
"A","3","[2016-10-20 16:00:00,2016-10-20 16:20:00)","111.47"
"A","3","[2016-10-20 16:20:00,2016-10-20 16:40:00)","115.52"
"A","3","[2016-10-20 16:40:00,2016-10-20 17:00:00)","123.11"
"A","3","[2016-10-21 06:00:00,2016-10-21 06:20:00)","103.02"
"A","3","[2016-10-21 06:20:00,2016-10-21 06:40:00)","111.98"
"A","3","[2016-10-21 06:40:00,2016-10-21 07:00:00)","121.67"
"A","3","[2016-10-21 07:00:00,2016-10-21 07:20:00)","125.36"
"A","3","[2016-10-21 07:20:00,2016-10-21 07:40:00)","150.55"
"A","3","[2016-10-21 07:40:00,2016-10-21 08:00:00)","136.08"
"A","3","[2016-10-21 15:00:00,2016-10-21 15:20:00)","118.91"
"A","3","[2016-10-21 15:20:00,2016-10-21 15:40:00)","116.95"
"A","3","[2016-10-21 15:40:00,2016-10-21 16:00:00)","120.79"
"A","3","[2016-10-21 16:00:00,2016-10-21 16:20:00)","118.47"
"A","3","[2016-10-21 16:20:00,2016-10-21 16:40:00)","123.12"
"A","3","[2016-10-21 16:40:00,2016-10-21 17:00:00)","128.85"
"A","3","[2016-10-22 06:00:00,2016-10-22 06:20:00)","92.28"
"A","3","[2016-10-22 06:20:00,2016-10-22 06:40:00)","96.84"
"A","3","[2016-10-22 06:40:00,2016-10-22 07:00:00)","121.5"
"A","3","[2016-10-22 07:00:00,2016-10-22 07:20:00)","121.21"
"A","3","[2016-10-22 07:20:00,2016-10-22 07:40:00)","107.84"
"A","3","[2016-10-22 07:40:00,2016-10-22 08:00:00)","123.96"
"A","3","[2016-10-22 15:00:00,2016-10-22 15:20:00)","142.91"
"A","3","[2016-10-22 15:20:00,2016-10-22 15:40:00)","144.73"
"A","3","[2016-10-22 15:40:00,2016-10-22 16:00:00)","128.25"
"A","3","[2016-10-22 16:00:00,2016-10-22 16:20:00)","130.57"
"A","3","[2016-10-22 16:20:00,2016-10-22 16:40:00)","152.2"
"A","3","[2016-10-22 16:40:00,2016-10-22 17:00:00)","149.64"
"A","3","[2016-10-23 06:00:00,2016-10-23 06:20:00)","102.48"
"A","3","[2016-10-23 06:20:00,2016-10-23 06:40:00)","101.5"
"A","3","[2016-10-23 06:40:00,2016-10-23 07:00:00)","108.32"
"A","3","[2016-10-23 07:00:00,2016-10-23 07:20:00)","103.84"
"A","3","[2016-10-23 07:20:00,2016-10-23 07:40:00)","107.89"
"A","3","[2016-10-23 07:40:00,2016-10-23 08:00:00)","114.83"
"A","3","[2016-10-23 15:00:00,2016-10-23 15:20:00)","123.29"
"A","3","[2016-10-23 15:20:00,2016-10-23 15:40:00)","110.35"
"A","3","[2016-10-23 15:40:00,2016-10-23 16:00:00)","109.24"
"A","3","[2016-10-23 16:00:00,2016-10-23 16:20:00)","135.91"
"A","3","[2016-10-23 16:20:00,2016-10-23 16:40:00)","123.86"
"A","3","[2016-10-23 16:40:00,2016-10-23 17:00:00)","133.77"
"A","3","[2016-10-24 06:00:00,2016-10-24 06:20:00)","103.06"
"A","3","[2016-10-24 06:20:00,2016-10-24 06:40:00)","105.64"
"A","3","[2016-10-24 06:40:00,2016-10-24 07:00:00)","136.94"
"A","3","[2016-10-24 07:00:00,2016-10-24 07:20:00)","138.07"
"A","3","[2016-10-24 07:20:00,2016-10-24 07:40:00)","147.07"
"A","3","[2016-10-24 07:40:00,2016-10-24 08:00:00)","167.57"
"A","3","[2016-10-24 15:00:00,2016-10-24 15:20:00)","103.73"
"A","3","[2016-10-24 15:20:00,2016-10-24 15:40:00)","109.63"
"A","3","[2016-10-24 15:40:00,2016-10-24 16:00:00)","107.49"
"A","3","[2016-10-24 16:00:00,2016-10-24 16:20:00)","107.58"
"A","3","[2016-10-24 16:20:00,2016-10-24 16:40:00)","109.19"
"A","3","[2016-10-24 16:40:00,2016-10-24 17:00:00)","113.06"
"C","1","[2016-10-18 06:00:00,2016-10-18 06:20:00)","146.29"
"C","1","[2016-10-18 06:20:00,2016-10-18 06:40:00)","153.41"
"C","1","[2016-10-18 06:40:00,2016-10-18 07:00:00)","177.34"
"C","1","[2016-10-18 07:00:00,2016-10-18 07:20:00)","185.36"
"C","1","[2016-10-18 07:20:00,2016-10-18 07:40:00)","160.07"
"C","1","[2016-10-18 07:40:00,2016-10-18 08:00:00)","186.89"
"C","1","[2016-10-18 15:00:00,2016-10-18 15:20:00)","153.11"
"C","1","[2016-10-18 15:20:00,2016-10-18 15:40:00)","174.49"
"C","1","[2016-10-18 15:40:00,2016-10-18 16:00:00)","174.98"
"C","1","[2016-10-18 16:00:00,2016-10-18 16:20:00)","167.75"
"C","1","[2016-10-18 16:20:00,2016-10-18 16:40:00)","173.44"
"C","1","[2016-10-18 16:40:00,2016-10-18 17:00:00)","185.21"
"C","1","[2016-10-19 06:00:00,2016-10-19 06:20:00)","152.53"
"C","1","[2016-10-19 06:20:00,2016-10-19 06:40:00)","203.84"
"C","1","[2016-10-19 06:40:00,2016-10-19 07:00:00)","147.3"
"C","1","[2016-10-19 07:00:00,2016-10-19 07:20:00)","172.2"
"C","1","[2016-10-19 07:20:00,2016-10-19 07:40:00)","198.18"
"C","1","[2016-10-19 07:40:00,2016-10-19 08:00:00)","159.34"
"C","1","[2016-10-19 15:00:00,2016-10-19 15:20:00)","185.3"
"C","1","[2016-10-19 15:20:00,2016-10-19 15:40:00)","202.51"
"C","1","[2016-10-19 15:40:00,2016-10-19 16:00:00)","177.38"
"C","1","[2016-10-19 16:00:00,2016-10-19 16:20:00)","165.39"
"C","1","[2016-10-19 16:20:00,2016-10-19 16:40:00)","176.01"
"C","1","[2016-10-19 16:40:00,2016-10-19 17:00:00)","174.04"
"C","1","[2016-10-20 06:00:00,2016-10-20 06:20:00)","168.58"
"C","1","[2016-10-20 06:20:00,2016-10-20 06:40:00)","154.76"
"C","1","[2016-10-20 06:40:00,2016-10-20 07:00:00)","163.8"
"C","1","[2016-10-20 07:00:00,2016-10-20 07:20:00)","168.63"
"C","1","[2016-10-20 07:20:00,2016-10-20 07:40:00)","168.18"
"C","1","[2016-10-20 07:40:00,2016-10-20 08:00:00)","198.24"
"C","1","[2016-10-20 15:00:00,2016-10-20 15:20:00)","161.44"
"C","1","[2016-10-20 15:20:00,2016-10-20 15:40:00)","187.5"
"C","1","[2016-10-20 15:40:00,2016-10-20 16:00:00)","183.38"
"C","1","[2016-10-20 16:00:00,2016-10-20 16:20:00)","193.93"
"C","1","[2016-10-20 16:20:00,2016-10-20 16:40:00)","178.44"
"C","1","[2016-10-20 16:40:00,2016-10-20 17:00:00)","180.92"
"C","1","[2016-10-21 06:00:00,2016-10-21 06:20:00)","182.76"
"C","1","[2016-10-21 06:20:00,2016-10-21 06:40:00)","148.58"
"C","1","[2016-10-21 06:40:00,2016-10-21 07:00:00)","154.13"
"C","1","[2016-10-21 07:00:00,2016-10-21 07:20:00)","174.26"
"C","1","[2016-10-21 07:20:00,2016-10-21 07:40:00)","183.0"
"C","1","[2016-10-21 07:40:00,2016-10-21 08:00:00)","174.93"
"C","1","[2016-10-21 15:00:00,2016-10-21 15:20:00)","226.61"
"C","1","[2016-10-21 15:20:00,2016-10-21 15:40:00)","210.04"
"C","1","[2016-10-21 15:40:00,2016-10-21 16:00:00)","202.32"
"C","1","[2016-10-21 16:00:00,2016-10-21 16:20:00)","192.96"
"C","1","[2016-10-21 16:20:00,2016-10-21 16:40:00)","236.05"
"C","1","[2016-10-21 16:40:00,2016-10-21 17:00:00)","222.1"
"C","1","[2016-10-22 06:00:00,2016-10-22 06:20:00)","171.62"
"C","1","[2016-10-22 06:20:00,2016-10-22 06:40:00)","147.53"
"C","1","[2016-10-22 06:40:00,2016-10-22 07:00:00)","150.95"
"C","1","[2016-10-22 07:00:00,2016-10-22 07:20:00)","175.88"
"C","1","[2016-10-22 07:20:00,2016-10-22 07:40:00)","161.54"
"C","1","[2016-10-22 07:40:00,2016-10-22 08:00:00)","197.15"
"C","1","[2016-10-22 15:00:00,2016-10-22 15:20:00)","220.48"
"C","1","[2016-10-22 15:20:00,2016-10-22 15:40:00)","231.62"
"C","1","[2016-10-22 15:40:00,2016-10-22 16:00:00)","199.48"
"C","1","[2016-10-22 16:00:00,2016-10-22 16:20:00)","192.19"
"C","1","[2016-10-22 16:20:00,2016-10-22 16:40:00)","206.01"
"C","1","[2016-10-22 16:40:00,2016-10-22 17:00:00)","201.59"
"C","1","[2016-10-23 06:00:00,2016-10-23 06:20:00)","139.62"
"C","1","[2016-10-23 06:20:00,2016-10-23 06:40:00)","154.02"
"C","1","[2016-10-23 06:40:00,2016-10-23 07:00:00)","161.39"
"C","1","[2016-10-23 07:00:00,2016-10-23 07:20:00)","151.63"
"C","1","[2016-10-23 07:20:00,2016-10-23 07:40:00)","160.81"
"C","1","[2016-10-23 07:40:00,2016-10-23 08:00:00)","179.42"
"C","1","[2016-10-23 15:00:00,2016-10-23 15:20:00)","184.04"
"C","1","[2016-10-23 15:20:00,2016-10-23 15:40:00)","204.03"
"C","1","[2016-10-23 15:40:00,2016-10-23 16:00:00)","197.77"
"C","1","[2016-10-23 16:00:00,2016-10-23 16:20:00)","218.05"
"C","1","[2016-10-23 16:20:00,2016-10-23 16:40:00)","205.06"
"C","1","[2016-10-23 16:40:00,2016-10-23 17:00:00)","194.02"
"C","1","[2016-10-24 06:00:00,2016-10-24 06:20:00)","138.44"
"C","1","[2016-10-24 06:20:00,2016-10-24 06:40:00)","126.17"
"C","1","[2016-10-24 06:40:00,2016-10-24 07:00:00)","159.14"
"C","1","[2016-10-24 07:00:00,2016-10-24 07:20:00)","167.07"
"C","1","[2016-10-24 07:20:00,2016-10-24 07:40:00)","173.85"
"C","1","[2016-10-24 07:40:00,2016-10-24 08:00:00)","152.08"
"C","1","[2016-10-24 15:00:00,2016-10-24 15:20:00)","161.14"
"C","1","[2016-10-24 15:20:00,2016-10-24 15:40:00)","173.14"
"C","1","[2016-10-24 15:40:00,2016-10-24 16:00:00)","208.93"
"C","1","[2016-10-24 16:00:00,2016-10-24 16:20:00)","184.6"
"C","1","[2016-10-24 16:20:00,2016-10-24 16:40:00)","170.63"
"C","1","[2016-10-24 16:40:00,2016-10-24 17:00:00)","168.43"
