volume,is_true,pair,tollgate_id,direction,time_window,start_time,date,month,day,weekday,holiday,time,hour,minute,timemap,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_20min_A2,last_20min_A3,last_20min_B1,last_20min_B3,last_20min_C1,last_20min_C3,last_20min_V10,last_20min_V11,last_20min_V20,last_20min_V30,last_20min_V31
52.0,True,1-1,1,1,"[2016-09-29 19:20:00,2016-09-29 19:40:00)",2016-09-29 19:20:00,2016-09-29,9,29,3,0,19:20:00,19,20,59,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,49.0,72.75,129.68,120.74908447265625,112.57,218.28,184.02210998535156,18.0,49.0,45.0,68.0,15.0
35.0,True,1-1,1,1,"[2016-09-29 19:40:00,2016-09-29 20:00:00)",2016-09-29 19:40:00,2016-09-29,9,29,3,0,19:40:00,19,40,60,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,52.0,63.19,120.43,158.71,68.27,195.75,184.02210998535156,27.0,52.0,44.0,54.0,37.0
46.0,True,1-1,1,1,"[2016-09-29 20:00:00,2016-09-29 20:20:00)",2016-09-29 20:00:00,2016-09-29,9,29,3,0,20:00:00,20,0,61,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,35.0,65.67,96.75,119.13,107.92,170.85,161.26,22.0,35.0,41.0,46.0,17.0
33.0,True,1-1,1,1,"[2016-09-29 20:20:00,2016-09-29 20:40:00)",2016-09-29 20:20:00,2016-09-29,9,29,3,0,20:20:00,20,20,62,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,46.0,61.92,123.22,136.13,136.46,199.12,355.05,30.0,46.0,25.0,49.0,19.0
37.0,True,1-1,1,1,"[2016-09-29 20:40:00,2016-09-29 21:00:00)",2016-09-29 20:40:00,2016-09-29,9,29,3,0,20:40:00,20,40,63,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,33.0,101.95,131.59,105.70568084716797,95.11,181.40367126464844,108.53,16.0,33.0,26.0,51.0,52.0
28.0,True,1-1,1,1,"[2016-09-29 21:00:00,2016-09-29 21:20:00)",2016-09-29 21:00:00,2016-09-29,9,29,3,0,21:00:00,21,0,64,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,37.0,56.38,121.17,104.41,123.84,181.40367126464844,157.21588134765625,21.0,37.0,40.0,53.0,22.0
32.0,True,1-1,1,1,"[2016-09-29 21:20:00,2016-09-29 21:40:00)",2016-09-29 21:20:00,2016-09-29,9,29,3,0,21:20:00,21,20,65,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,28.0,63.2,105.95,132.72,63.65,182.00521850585938,158.76309204101562,24.0,28.0,28.0,65.0,18.0
31.0,True,1-1,1,1,"[2016-09-29 21:40:00,2016-09-29 22:00:00)",2016-09-29 21:40:00,2016-09-29,9,29,3,0,21:40:00,21,40,66,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,32.0,62.54,108.43,129.59,82.33,182.00521850585938,163.9774169921875,16.0,32.0,43.0,43.0,29.0
21.0,True,1-1,1,1,"[2016-09-29 22:00:00,2016-09-29 22:20:00)",2016-09-29 22:00:00,2016-09-29,9,29,3,0,22:00:00,22,0,67,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,31.0,78.34,125.97,100.59,186.74,202.56,168.57,17.0,31.0,41.0,32.0,28.0
35.0,True,1-1,1,1,"[2016-09-29 22:20:00,2016-09-29 22:40:00)",2016-09-29 22:20:00,2016-09-29,9,29,3,0,22:20:00,22,20,68,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,21.0,81.48,84.78,103.26255798339844,72.56,175.47,163.9774169921875,15.0,21.0,26.0,26.0,19.0
25.0,True,1-1,1,1,"[2016-09-29 22:40:00,2016-09-29 23:00:00)",2016-09-29 22:40:00,2016-09-29,9,29,3,0,22:40:00,22,40,69,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,35.0,50.49,91.18,72.97,81.35991668701172,157.34,118.75,11.0,35.0,22.0,24.0,24.0
9.0,True,1-1,1,1,"[2016-09-29 23:00:00,2016-09-29 23:20:00)",2016-09-29 23:00:00,2016-09-29,9,29,3,0,23:00:00,23,0,70,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,25.0,50.63,91.56,103.26255798339844,124.5,171.5945281982422,143.5917205810547,7.0,25.0,12.0,21.0,20.0
11.0,True,1-1,1,1,"[2016-09-29 23:20:00,2016-09-29 23:40:00)",2016-09-29 23:20:00,2016-09-29,9,29,3,0,23:20:00,23,20,71,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,9.0,45.36,101.78628540039062,103.26255798339844,78.47245788574219,134.86,136.3,3.0,9.0,26.0,27.0,15.0
12.0,True,1-1,1,1,"[2016-09-29 23:40:00,2016-09-30 00:00:00)",2016-09-29 23:40:00,2016-09-29,9,29,3,0,23:40:00,23,40,72,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,11.0,43.51,102.2130126953125,102.10346221923828,78.47245788574219,171.5945281982422,142.46337890625,5.0,11.0,21.0,19.0,13.0
87.2137680053711,False,1-1,1,1,"[2016-09-30 00:00:00,2016-09-30 00:20:00)",2016-09-30 00:00:00,2016-09-30,9,30,4,0,00:00:00,0,0,1,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,12.0,74.62,94.81,100.55463409423828,78.47245788574219,268.59,142.46337890625,8.0,12.0,7.0,7.0,10.0
70.99425506591797,False,1-1,1,1,"[2016-09-30 00:20:00,2016-09-30 00:40:00)",2016-09-30 00:20:00,2016-09-30,9,30,4,0,00:20:00,0,20,2,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,87.2137680053711,46.18,177.06785583496094,82.46894073486328,88.41,176.91,171.95,18.0,87.2137680053711,7.0,31.0,101.21573638916016
45.68581771850586,False,1-1,1,1,"[2016-09-30 00:40:00,2016-09-30 01:00:00)",2016-09-30 00:40:00,2016-09-30,9,30,4,0,00:40:00,0,40,3,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,70.99425506591797,40.56,263.87,82.46894073486328,72.08,155.10562133789062,152.4978485107422,16.0,70.99425506591797,2.0,18.0,61.100345611572266
10.0,True,1-1,1,1,"[2016-09-30 01:00:00,2016-09-30 01:20:00)",2016-09-30 01:00:00,2016-09-30,9,30,4,0,01:00:00,1,0,4,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,45.68581771850586,63.99,88.38644409179688,86.51213836669922,67.88904571533203,155.10562133789062,153.6564178466797,8.0,45.68581771850586,2.0,14.0,67.79341125488281
6.0,True,1-1,1,1,"[2016-09-30 01:20:00,2016-09-30 01:40:00)",2016-09-30 01:20:00,2016-09-30,9,30,4,0,01:20:00,1,20,5,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,10.0,66.13,88.38644409179688,83.84027099609375,96.82,131.87,153.6564178466797,12.0,10.0,1.0,21.0,6.0
6.0,True,1-1,1,1,"[2016-09-30 01:40:00,2016-09-30 02:00:00)",2016-09-30 01:40:00,2016-09-30,9,30,4,0,01:40:00,1,40,6,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,6.0,43.82,75.26,84.59388732910156,68.51871490478516,155.10562133789062,153.6564178466797,9.0,6.0,2.0,19.0,9.0
9.0,True,1-1,1,1,"[2016-09-30 02:00:00,2016-09-30 02:20:00)",2016-09-30 02:00:00,2016-09-30,9,30,4,0,02:00:00,2,0,7,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,6.0,58.13,84.721435546875,84.59388732910156,68.51871490478516,155.10562133789062,153.6564178466797,10.0,6.0,2.2393648624420166,16.0,6.0
9.0,True,1-1,1,1,"[2016-09-30 02:20:00,2016-09-30 02:40:00)",2016-09-30 02:20:00,2016-09-30,9,30,4,0,02:20:00,2,20,8,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,9.0,100.75,85.32,84.59388732910156,68.03168487548828,155.10562133789062,153.6564178466797,5.0,9.0,2.2393648624420166,10.0,4.0
4.0,True,1-1,1,1,"[2016-09-30 02:40:00,2016-09-30 03:00:00)",2016-09-30 02:40:00,2016-09-30,9,30,4,0,02:40:00,2,40,9,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,9.0,52.65,91.88924407958984,84.59388732910156,73.62191009521484,155.10562133789062,153.6564178466797,4.0,9.0,2.2393648624420166,13.0,11.0
15.0,True,1-1,1,1,"[2016-09-30 03:00:00,2016-09-30 03:20:00)",2016-09-30 03:00:00,2016-09-30,9,30,4,0,03:00:00,3,0,10,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,4.0,49.08,57.15,84.59388732910156,73.62191009521484,155.10562133789062,153.6564178466797,7.0,4.0,2.2393648624420166,13.0,8.0
20.0,True,1-1,1,1,"[2016-09-30 03:20:00,2016-09-30 03:40:00)",2016-09-30 03:20:00,2016-09-30,9,30,4,0,03:20:00,3,20,11,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,15.0,44.12,105.73,79.62006378173828,66.66655731201172,156.73675537109375,146.96705627441406,10.0,15.0,2.5092451572418213,12.0,3.0
20.0,True,1-1,1,1,"[2016-09-30 03:40:00,2016-09-30 04:00:00)",2016-09-30 03:40:00,2016-09-30,9,30,4,0,03:40:00,3,40,12,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,20.0,61.31,103.6664810180664,79.62006378173828,66.66655731201172,156.73675537109375,146.96705627441406,8.0,20.0,2.5092451572418213,8.0,7.0
15.0,True,1-1,1,1,"[2016-09-30 04:00:00,2016-09-30 04:20:00)",2016-09-30 04:00:00,2016-09-30,9,30,4,0,04:00:00,4,0,13,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,20.0,40.15,103.6664810180664,79.62006378173828,62.78,157.16854858398438,146.96705627441406,16.0,20.0,2.5092451572418213,11.0,4.0
17.0,True,1-1,1,1,"[2016-09-30 04:20:00,2016-09-30 04:40:00)",2016-09-30 04:20:00,2016-09-30,9,30,4,0,04:20:00,4,20,14,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,15.0,55.89,76.2,79.07865905761719,62.192970275878906,157.16854858398438,146.96705627441406,19.0,15.0,2.5092451572418213,10.0,8.0
17.0,True,1-1,1,1,"[2016-09-30 04:40:00,2016-09-30 05:00:00)",2016-09-30 04:40:00,2016-09-30,9,30,4,0,04:40:00,4,40,15,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,17.0,44.18,227.74,81.02,103.37,157.16854858398438,146.96705627441406,9.0,17.0,2.5092451572418213,19.0,8.0
29.0,True,1-1,1,1,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",2016-09-30 05:00:00,2016-09-30,9,30,4,0,05:00:00,5,0,16,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,17.0,47.72,93.44,91.21,13.33,157.16854858398438,109.75,21.0,17.0,3.219951629638672,16.0,6.0
36.0,True,1-1,1,1,"[2016-09-30 05:20:00,2016-09-30 05:40:00)",2016-09-30 05:20:00,2016-09-30,9,30,4,0,05:20:00,5,20,17,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,29.0,75.15,79.2,83.2906723022461,60.07640075683594,157.16854858398438,146.96705627441406,7.0,29.0,11.0,9.0,11.0
29.0,True,1-1,1,1,"[2016-09-30 05:40:00,2016-09-30 06:00:00)",2016-09-30 05:40:00,2016-09-30,9,30,4,0,05:40:00,5,40,18,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,36.0,41.13,102.24046325683594,86.09156036376953,60.07640075683594,122.62,148.39520263671875,3.0,36.0,19.0,18.0,9.0
45.0,True,1-1,1,1,"[2016-09-30 06:00:00,2016-09-30 06:20:00)",2016-09-30 06:00:00,2016-09-30,9,30,4,0,06:00:00,6,0,19,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,29.0,47.88,102.24046325683594,122.05,73.28,166.07,148.39520263671875,9.0,29.0,16.0,22.0,13.0
50.0,True,1-1,1,1,"[2016-09-30 06:20:00,2016-09-30 06:40:00)",2016-09-30 06:20:00,2016-09-30,9,30,4,0,06:20:00,6,20,20,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,45.0,47.53,77.73,116.04,51.6,139.0467987060547,154.6,10.0,45.0,35.0,23.0,21.0
60.0,True,1-1,1,1,"[2016-09-30 06:40:00,2016-09-30 07:00:00)",2016-09-30 06:40:00,2016-09-30,9,30,4,0,06:40:00,6,40,21,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,50.0,34.38,97.77,168.5,79.34,139.0467987060547,149.91891479492188,17.0,50.0,37.0,58.0,44.0
67.0,True,1-1,1,1,"[2016-09-30 07:00:00,2016-09-30 07:20:00)",2016-09-30 07:00:00,2016-09-30,9,30,4,0,07:00:00,7,0,22,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,60.0,55.16,79.44,136.11,90.9,119.46,135.8728485107422,24.0,60.0,52.0,83.0,44.0
104.0,True,1-1,1,1,"[2016-09-30 07:20:00,2016-09-30 07:40:00)",2016-09-30 07:20:00,2016-09-30,9,30,4,0,07:20:00,7,20,23,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,67.0,59.17,159.56,125.96,109.03,148.42269897460938,104.37,29.0,67.0,77.0,118.0,68.0
95.0,True,1-1,1,1,"[2016-09-30 07:40:00,2016-09-30 08:00:00)",2016-09-30 07:40:00,2016-09-30,9,30,4,0,07:40:00,7,40,24,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,104.0,70.2,177.93,301.38,61.54,148.42269897460938,134.46,31.0,104.0,86.0,116.0,70.0
126.0,True,1-1,1,1,"[2016-09-30 08:00:00,2016-09-30 08:20:00)",2016-09-30 08:00:00,2016-09-30,9,30,4,0,08:00:00,8,0,25,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,95.0,54.63,212.1,118.11,104.37,150.80406188964844,143.1171112060547,44.0,95.0,104.0,134.0,84.0
112.0,True,1-1,1,1,"[2016-09-30 08:20:00,2016-09-30 08:40:00)",2016-09-30 08:20:00,2016-09-30,9,30,4,0,08:20:00,8,20,26,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,126.0,70.9,233.79,137.96,103.32,150.80406188964844,170.22,46.0,126.0,114.0,148.0,113.0
111.4742431640625,False,1-1,1,1,"[2016-09-30 08:40:00,2016-09-30 09:00:00)",2016-09-30 08:40:00,2016-09-30,9,30,4,0,08:40:00,8,40,27,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,112.0,101.35,199.18,136.92,89.59,169.33,98.3,48.0,112.0,104.0,128.99281311035156,121.0
132.0,True,1-1,1,1,"[2016-09-30 09:00:00,2016-09-30 09:20:00)",2016-09-30 09:00:00,2016-09-30,9,30,4,0,09:00:00,9,0,28,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,111.4742431640625,85.54,248.47,136.4,121.16,133.33,157.82,47.0,111.4742431640625,107.0,119.0,147.0
134.0,True,1-1,1,1,"[2016-09-30 09:20:00,2016-09-30 09:40:00)",2016-09-30 09:20:00,2016-09-30,9,30,4,0,09:20:00,9,20,29,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,132.0,66.62,157.7,129.36,77.68,166.91,151.10287475585938,60.0,132.0,91.0,147.29574584960938,116.0
97.0,True,1-1,1,1,"[2016-09-30 09:40:00,2016-09-30 10:00:00)",2016-09-30 09:40:00,2016-09-30,9,30,4,0,09:40:00,9,40,30,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,134.0,62.27,142.89,111.08,97.85,173.6,156.8114013671875,61.0,134.0,92.0,144.0,131.0
106.0,True,1-1,1,1,"[2016-09-30 10:00:00,2016-09-30 10:20:00)",2016-09-30 10:00:00,2016-09-30,9,30,4,0,10:00:00,10,0,31,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,97.0,88.5,115.32,117.02,90.24,153.69,130.02,63.0,97.0,75.0,105.0,120.0
133.0,True,1-1,1,1,"[2016-09-30 10:20:00,2016-09-30 10:40:00)",2016-09-30 10:20:00,2016-09-30,9,30,4,0,10:20:00,10,20,32,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,106.0,71.5,129.16,156.42,120.98,151.29,272.61,80.0,106.0,80.0,147.0,102.0
137.0,True,1-1,1,1,"[2016-09-30 10:40:00,2016-09-30 11:00:00)",2016-09-30 10:40:00,2016-09-30,9,30,4,0,10:40:00,10,40,33,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,133.0,94.81,129.36,121.61,101.48,145.28,138.6,82.0,133.0,73.0,119.0,103.0
99.0,True,1-1,1,1,"[2016-09-30 11:00:00,2016-09-30 11:20:00)",2016-09-30 11:00:00,2016-09-30,9,30,4,0,11:00:00,11,0,34,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,137.0,59.35,119.17,139.43,105.7,165.55,101.31,71.0,137.0,77.0,130.0,105.0
107.0,True,1-1,1,1,"[2016-09-30 11:20:00,2016-09-30 11:40:00)",2016-09-30 11:20:00,2016-09-30,9,30,4,0,11:20:00,11,20,35,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,99.0,58.97,107.42,109.16,85.22,164.24,139.94,55.0,99.0,84.0,117.0,108.0
121.0,True,1-1,1,1,"[2016-09-30 11:40:00,2016-09-30 12:00:00)",2016-09-30 11:40:00,2016-09-30,9,30,4,0,11:40:00,11,40,36,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,107.0,45.85,109.35,117.8,96.02,192.94,148.81040954589844,48.0,107.0,58.0,108.0,97.0
99.98042297363281,False,1-1,1,1,"[2016-09-30 12:00:00,2016-09-30 12:20:00)",2016-09-30 12:00:00,2016-09-30,9,30,4,0,12:00:00,12,0,37,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,121.0,45.84,81.71,124.09,80.18,168.88,148.81040954589844,55.0,121.0,70.0,113.0,95.0
99.98042297363281,False,1-1,1,1,"[2016-09-30 12:20:00,2016-09-30 12:40:00)",2016-09-30 12:20:00,2016-09-30,9,30,4,0,12:20:00,12,20,38,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,99.98042297363281,90.18,102.43,125.04,91.3,167.36,146.01,74.0,99.98042297363281,69.0,121.0,107.0
127.0,True,1-1,1,1,"[2016-09-30 12:40:00,2016-09-30 13:00:00)",2016-09-30 12:40:00,2016-09-30,9,30,4,0,12:40:00,12,40,39,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,99.98042297363281,133.25,120.87,116.73,115.43,182.81,156.69810485839844,86.0,99.98042297363281,100.0,145.0,119.0
102.67174530029297,False,1-1,1,1,"[2016-09-30 13:00:00,2016-09-30 13:20:00)",2016-09-30 13:00:00,2016-09-30,9,30,4,0,13:00:00,13,0,40,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,127.0,90.94,200.99,131.63,107.7,168.36,140.75,99.0,127.0,117.0,152.0,112.0
124.0,True,1-1,1,1,"[2016-09-30 13:20:00,2016-09-30 13:40:00)",2016-09-30 13:20:00,2016-09-30,9,30,4,0,13:20:00,13,20,41,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,102.67174530029297,66.56,125.59,152.44,124.47,182.17,220.71,108.0,102.67174530029297,109.0,155.0,100.18521881103516
102.91302490234375,False,1-1,1,1,"[2016-09-30 13:40:00,2016-09-30 14:00:00)",2016-09-30 13:40:00,2016-09-30,9,30,4,0,13:40:00,13,40,42,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,124.0,81.34,128.84,141.8,110.55,151.92,112.92,98.0,124.0,106.0,153.0,108.0
123.0,True,1-1,1,1,"[2016-09-30 14:00:00,2016-09-30 14:20:00)",2016-09-30 14:00:00,2016-09-30,9,30,4,0,14:00:00,14,0,43,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,102.91302490234375,82.42,96.98,132.97,114.25,219.49,223.29,95.0,102.91302490234375,123.0,146.0,130.0
116.0,True,1-1,1,1,"[2016-09-30 14:20:00,2016-09-30 14:40:00)",2016-09-30 14:20:00,2016-09-30,9,30,4,0,14:20:00,14,20,44,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,123.0,142.48,107.31,145.89,78.09,156.22,208.1,88.0,123.0,109.0,162.0,134.0
122.0,True,1-1,1,1,"[2016-09-30 14:40:00,2016-09-30 15:00:00)",2016-09-30 14:40:00,2016-09-30,9,30,4,0,14:40:00,14,40,45,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,116.0,129.28,140.39,143.76,114.96,142.32,234.04,71.0,116.0,111.0,166.0,131.0
114.0,True,1-1,1,1,"[2016-09-30 15:00:00,2016-09-30 15:20:00)",2016-09-30 15:00:00,2016-09-30,9,30,4,0,15:00:00,15,0,46,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,122.0,80.79,118.2,123.41,109.29,235.05,185.08399963378906,84.0,122.0,69.0,125.0,138.0
96.0,True,1-1,1,1,"[2016-09-30 15:20:00,2016-09-30 15:40:00)",2016-09-30 15:20:00,2016-09-30,9,30,4,0,15:20:00,15,20,47,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,114.0,77.92,197.04,191.17,95.95,224.71,168.96,75.0,114.0,72.65126037597656,143.0,91.0
77.0,True,1-1,1,1,"[2016-09-30 15:40:00,2016-09-30 16:00:00)",2016-09-30 15:40:00,2016-09-30,9,30,4,0,15:40:00,15,40,48,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,96.0,89.11,132.78,144.77,97.0,182.95,226.99,80.0,96.0,75.4293212890625,169.0,119.0
63.0,True,1-1,1,1,"[2016-09-30 16:00:00,2016-09-30 16:20:00)",2016-09-30 16:00:00,2016-09-30,9,30,4,0,16:00:00,16,0,49,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,77.0,77.3,124.42,173.94,113.08,222.46,265.19,124.0,77.0,72.57534790039062,150.15419006347656,114.0
110.0,True,1-1,1,1,"[2016-09-30 16:20:00,2016-09-30 16:40:00)",2016-09-30 16:20:00,2016-09-30,9,30,4,0,16:20:00,16,20,50,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,63.0,84.52,127.58,154.25,123.63,236.44,182.66,130.0,63.0,72.20695495605469,152.40847778320312,88.0
102.0,True,1-1,1,1,"[2016-09-30 16:40:00,2016-09-30 17:00:00)",2016-09-30 16:40:00,2016-09-30,9,30,4,0,16:40:00,16,40,51,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,110.0,150.35,114.63,272.31,140.73,194.67454528808594,160.11,132.0,110.0,74.27997589111328,150.3132781982422,110.0
67.0,True,1-1,1,1,"[2016-09-30 17:00:00,2016-09-30 17:20:00)",2016-09-30 17:00:00,2016-09-30,9,30,4,0,17:00:00,17,0,52,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,102.0,115.09,150.49,241.73,160.98,264.4,325.46,117.0,102.0,74.29349517822266,157.9420623779297,106.0
86.0,True,1-1,1,1,"[2016-09-30 17:20:00,2016-09-30 17:40:00)",2016-09-30 17:20:00,2016-09-30,9,30,4,0,17:20:00,17,20,53,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,67.0,165.96,135.67,212.95,126.7,233.27,206.88,87.0,67.0,75.6204833984375,150.44952392578125,73.0
93.0,True,1-1,1,1,"[2016-09-30 17:40:00,2016-09-30 18:00:00)",2016-09-30 17:40:00,2016-09-30,9,30,4,0,17:40:00,17,40,54,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,86.0,99.21,136.96,256.62,132.16,253.95,212.48,98.0,86.0,62.122013092041016,143.30880737304688,111.0
17.0,True,1-1,1,1,"[2016-09-30 18:00:00,2016-09-30 18:20:00)",2016-09-30 18:00:00,2016-09-30,9,30,4,0,18:00:00,18,0,55,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,93.0,69.75,109.65,152.54,99.94,240.22,149.62,133.0,93.0,52.0,141.0,116.0
19.0,True,1-1,1,1,"[2016-09-30 18:20:00,2016-09-30 18:40:00)",2016-09-30 18:20:00,2016-09-30,9,30,4,0,18:20:00,18,20,56,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,17.0,90.67,115.75,132.0,112.73,118.38,199.57,137.0,17.0,25.0,152.0,32.0
39.0,True,1-1,1,1,"[2016-09-30 18:40:00,2016-09-30 19:00:00)",2016-09-30 18:40:00,2016-09-30,9,30,4,0,18:40:00,18,40,57,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,19.0,70.7,117.05,142.95,107.01,360.48,298.06,172.0,19.0,32.0,140.0,45.0
19.0,True,1-1,1,1,"[2016-09-30 19:00:00,2016-09-30 19:20:00)",2016-09-30 19:00:00,2016-09-30,9,30,4,0,19:00:00,19,0,58,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,39.0,106.97,133.5,113.81,112.29,257.57,244.39,156.0,39.0,27.0,116.0,26.0
16.0,True,1-1,1,1,"[2016-09-30 19:20:00,2016-09-30 19:40:00)",2016-09-30 19:20:00,2016-09-30,9,30,4,0,19:20:00,19,20,59,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,19.0,66.97,129.23,178.87,105.82,287.68,119.07,156.0,19.0,20.0,91.0,24.0
23.0,True,1-1,1,1,"[2016-09-30 19:40:00,2016-09-30 20:00:00)",2016-09-30 19:40:00,2016-09-30,9,30,4,0,19:40:00,19,40,60,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,16.0,76.24,135.59,126.45,119.48,223.98,128.39,154.0,16.0,23.0,89.0,20.0
12.0,True,1-1,1,1,"[2016-09-30 20:00:00,2016-09-30 20:20:00)",2016-09-30 20:00:00,2016-09-30,9,30,4,0,20:00:00,20,0,61,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,23.0,75.13,130.15,156.14,139.65,236.13,351.69,166.0,23.0,21.0,69.0,26.0
12.0,True,1-1,1,1,"[2016-09-30 20:20:00,2016-09-30 20:40:00)",2016-09-30 20:20:00,2016-09-30,9,30,4,0,20:20:00,20,20,62,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,12.0,69.99,116.51,136.2,78.02,304.96,190.28224182128906,159.0,12.0,17.0,81.0,14.0
21.0,True,1-1,1,1,"[2016-09-30 20:40:00,2016-09-30 21:00:00)",2016-09-30 20:40:00,2016-09-30,9,30,4,0,20:40:00,20,40,63,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,12.0,62.74,120.14,149.91,108.05,219.8,158.78,149.0,12.0,15.0,72.0,14.0
7.0,True,1-1,1,1,"[2016-09-30 21:00:00,2016-09-30 21:20:00)",2016-09-30 21:00:00,2016-09-30,9,30,4,0,21:00:00,21,0,64,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,21.0,80.3,113.97,145.42,98.17,226.14,119.97,182.0,21.0,16.0,80.0,22.0
6.0,True,1-1,1,1,"[2016-09-30 21:20:00,2016-09-30 21:40:00)",2016-09-30 21:20:00,2016-09-30,9,30,4,0,21:20:00,21,20,65,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,7.0,55.64,118.57,149.78,149.57,214.0,184.4940643310547,151.0,7.0,14.0,95.0,9.0
2.0,True,1-1,1,1,"[2016-09-30 21:40:00,2016-09-30 22:00:00)",2016-09-30 21:40:00,2016-09-30,9,30,4,0,21:40:00,21,40,66,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,6.0,73.6,106.44,154.39,86.78,248.87,184.4940643310547,162.0,6.0,13.0,63.0,13.0
3.0,True,1-1,1,1,"[2016-09-30 22:00:00,2016-09-30 22:20:00)",2016-09-30 22:00:00,2016-09-30,9,30,4,0,22:00:00,22,0,67,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,2.0,79.04,135.82,150.45,98.88,233.15,239.88,137.0,2.0,11.0,56.0,15.0
