"intersection_id","tollgate_id","weekday","time_window(%H:%M:%S)","date","aveTravelTime of six green window(weather:travel_time)"
"A","2","6","[15:00:00 17:00:00)","2016-10-15","999017.0000 0.0000 19.8000 97.0000 0.0000:77.57;999017.0000 0.0000 19.8000 97.0000 0.0000:79.78;999017.0000 0.0000 19.8000 97.0000 0.0000:64.57;999017.0000 0.0000 19.8000 97.0000 0.0000:62.82;999017.0000 0.0000 19.8000 97.0000 0.0000:55.51;999017.0000 0.0000 19.8000 97.0000 0.0000:78.04"
"A","2","7","[06:00:00 08:00:00)","2016-07-24","285.0000 1.7000 38.8000 40.0000 0.0000:36.17;285.0000 1.7000 38.8000 40.0000 0.0000:63.18;285.0000 1.7000 38.8000 40.0000 0.0000:60.76;285.0000 1.7000 38.8000 40.0000 0.0000:106.39;285.0000 1.7000 38.8000 40.0000 0.0000:70.0;285.0000 1.7000 38.8000 40.0000 0.0000:63.8"
"A","2","7","[06:00:00 08:00:00)","2016-07-31","39.0000 3.4000 35.8000 49.0000 0.0000:35.76;39.0000 3.4000 35.8000 49.0000 0.0000:52.23;39.0000 3.4000 35.8000 49.0000 0.0000:51.54;39.0000 3.4000 35.8000 49.0000 0.0000:34.9;39.0000 3.4000 35.8000 49.0000 0.0000:71.22;39.0000 3.4000 35.8000 49.0000 0.0000:68.74"
"A","2","7","[06:00:00 08:00:00)","2016-08-07","92.0000 3.9000 34.9000 53.0000 0.0000:57.84;92.0000 3.9000 34.9000 53.0000 0.0000:51.54;92.0000 3.9000 34.9000 53.0000 0.0000:43.46;92.0000 3.9000 34.9000 53.0000 0.0000:49.38;92.0000 3.9000 34.9000 53.0000 0.0000:54.84;92.0000 3.9000 34.9000 53.0000 0.0000:46.93"
"A","2","7","[06:00:00 08:00:00)","2016-08-14","52.0000 3.4000 35.2000 51.0000 0.0000:38.3;52.0000 3.4000 35.2000 51.0000 0.0000:63.56;52.0000 3.4000 35.2000 51.0000 0.0000:45.9;52.0000 3.4000 35.2000 51.0000 0.0000:62.69;52.0000 3.4000 35.2000 51.0000 0.0000:40.31;52.0000 3.4000 35.2000 51.0000 0.0000:46.18"
"A","2","7","[06:00:00 08:00:00)","2016-08-21","320.0000 2.0000 34.5000 61.0000 0.0000:34.68;320.0000 2.0000 34.5000 61.0000 0.0000:37.7;320.0000 2.0000 34.5000 61.0000 0.0000:45.71;320.0000 2.0000 34.5000 61.0000 0.0000:61.24;320.0000 2.0000 34.5000 61.0000 0.0000:59.92;320.0000 2.0000 34.5000 61.0000 0.0000:71.88"
"A","2","7","[06:00:00 08:00:00)","2016-08-28","4.0000 5.9000 31.0000 29.0000 0.0000:18.7;4.0000 5.9000 31.0000 29.0000 0.0000:47.46;4.0000 5.9000 31.0000 29.0000 0.0000:74.76;4.0000 5.9000 31.0000 29.0000 0.0000:55.5;4.0000 5.9000 31.0000 29.0000 0.0000:53.8"
"A","2","7","[06:00:00 08:00:00)","2016-09-04","86.0000 2.9000 31.4000 52.0000 0.0000:68.12;86.0000 2.9000 31.4000 52.0000 0.0000:72.63;86.0000 2.9000 31.4000 52.0000 0.0000:53.37;86.0000 2.9000 31.4000 52.0000 0.0000:56.04;86.0000 2.9000 31.4000 52.0000 0.0000:33.34"
"A","2","7","[06:00:00 08:00:00)","2016-09-11","174.0000 2.8000 22.2000 73.0000 0.0000:63.36;174.0000 2.8000 22.2000 73.0000 0.0000:46.71;174.0000 2.8000 22.2000 73.0000 0.0000:81.42;174.0000 2.8000 22.2000 73.0000 0.0000:69.37;174.0000 2.8000 22.2000 73.0000 0.0000:109.68"
"A","2","7","[06:00:00 08:00:00)","2016-09-18","7.0000 4.4000 27.9000 57.0000 0.0000:60.3;7.0000 4.4000 27.9000 57.0000 0.0000:91.28;7.0000 4.4000 27.9000 57.0000 0.0000:50.3;7.0000 4.4000 27.9000 57.0000 0.0000:67.65;7.0000 4.4000 27.9000 57.0000 0.0000:51.47;7.0000 4.4000 27.9000 57.0000 0.0000:79.54"
"A","2","7","[06:00:00 08:00:00)","2016-09-25","85.0000 2.9000 29.9000 58.0000 0.0000:35.74;85.0000 2.9000 29.9000 58.0000 0.0000:37.7;85.0000 2.9000 29.9000 58.0000 0.0000:162.79;85.0000 2.9000 29.9000 58.0000 0.0000:47.48;85.0000 2.9000 29.9000 58.0000 0.0000:65.89;85.0000 2.9000 29.9000 58.0000 0.0000:56.16"
"A","2","7","[06:00:00 08:00:00)","2016-10-02","208.0000 2.3000 32.8000 52.0000 0.0000:39.04;208.0000 2.3000 32.8000 52.0000 0.0000:125.86;208.0000 2.3000 32.8000 52.0000 0.0000:52.99;208.0000 2.3000 32.8000 52.0000 0.0000:42.41;208.0000 2.3000 32.8000 52.0000 0.0000:49.28;208.0000 2.3000 32.8000 52.0000 0.0000:55.47"
"A","2","7","[06:00:00 08:00:00)","2016-10-09","54.0000 3.5000 21.7000 49.0000 0.0000:62.44;54.0000 3.5000 21.7000 49.0000 0.0000:47.68;54.0000 3.5000 21.7000 49.0000 0.0000:61.75;54.0000 3.5000 21.7000 49.0000 0.0000:45.26;54.0000 3.5000 21.7000 49.0000 0.0000:49.58;54.0000 3.5000 21.7000 49.0000 0.0000:67.8"
"A","2","7","[06:00:00 08:00:00)","2016-10-16","301.0000 1.8000 26.8000 67.0000 0.0000:44.35;301.0000 1.8000 26.8000 67.0000 0.0000:43.37;301.0000 1.8000 26.8000 67.0000 0.0000:39.0;301.0000 1.8000 26.8000 67.0000 0.0000:73.32;301.0000 1.8000 26.8000 67.0000 0.0000:60.51;301.0000 1.8000 26.8000 67.0000 0.0000:49.07"
"A","2","7","[15:00:00 17:00:00)","2016-07-24","190.0000 1.4000 33.3000 65.0000 0.0000:63.76;190.0000 1.4000 33.3000 65.0000 0.0000:52.02;190.0000 1.4000 33.3000 65.0000 0.0000:84.81;190.0000 1.4000 33.3000 65.0000 0.0000:79.69;190.0000 1.4000 33.3000 65.0000 0.0000:67.72;190.0000 1.4000 33.3000 65.0000 0.0000:69.6"
"A","2","7","[15:00:00 17:00:00)","2016-07-31","126.0000 1.9000 30.4000 65.0000 0.0000:88.13;126.0000 1.9000 30.4000 65.0000 0.0000:80.34;126.0000 1.9000 30.4000 65.0000 0.0000:49.59;126.0000 1.9000 30.4000 65.0000 0.0000:74.21;126.0000 1.9000 30.4000 65.0000 0.0000:44.94;126.0000 1.9000 30.4000 65.0000 0.0000:70.65"
"A","2","7","[15:00:00 17:00:00)","2016-08-07","95.0000 4.0000 29.5000 66.0000 0.0000:51.96;95.0000 4.0000 29.5000 66.0000 0.0000:41.88;95.0000 4.0000 29.5000 66.0000 0.0000:45.56;95.0000 4.0000 29.5000 66.0000 0.0000:66.48;95.0000 4.0000 29.5000 66.0000 0.0000:48.88;95.0000 4.0000 29.5000 66.0000 0.0000:53.23"
"A","2","7","[15:00:00 17:00:00)","2016-08-14","50.0000 1.7000 30.7000 75.0000 0.0000:58.52;50.0000 1.7000 30.7000 75.0000 0.0000:59.91;50.0000 1.7000 30.7000 75.0000 0.0000:50.66;50.0000 1.7000 30.7000 75.0000 0.0000:43.89"
"A","2","7","[15:00:00 17:00:00)","2016-08-21","321.0000 2.1000 27.3000 93.0000 0.0000:67.01;321.0000 2.1000 27.3000 93.0000 0.0000:39.85;321.0000 2.1000 27.3000 93.0000 0.0000:32.9;321.0000 2.1000 27.3000 93.0000 0.0000:51.92;321.0000 2.1000 27.3000 93.0000 0.0000:57.47;321.0000 2.1000 27.3000 93.0000 0.0000:53.74"
"A","2","7","[15:00:00 17:00:00)","2016-08-28","324.0000 3.0000 23.9000 55.0000 0.0000:48.16;324.0000 3.0000 23.9000 55.0000 0.0000:79.97;324.0000 3.0000 23.9000 55.0000 0.0000:51.47;324.0000 3.0000 23.9000 55.0000 0.0000:51.12;324.0000 3.0000 23.9000 55.0000 0.0000:115.42;324.0000 3.0000 23.9000 55.0000 0.0000:61.24"
"A","2","7","[15:00:00 17:00:00)","2016-09-04","146.0000 1.8000 26.5000 77.0000 0.0000:59.86;146.0000 1.8000 26.5000 77.0000 0.0000:51.56;146.0000 1.8000 26.5000 77.0000 0.0000:92.27;146.0000 1.8000 26.5000 77.0000 0.0000:35.5;146.0000 1.8000 26.5000 77.0000 0.0000:53.52;146.0000 1.8000 26.5000 77.0000 0.0000:21.97"
"A","2","7","[15:00:00 17:00:00)","2016-09-11","295.0000 1.8000 20.0000 94.0000 0.0000:104.69;295.0000 1.8000 20.0000 94.0000 0.0000:94.48;295.0000 1.8000 20.0000 94.0000 0.0000:63.86;295.0000 1.8000 20.0000 94.0000 0.0000:89.81;295.0000 1.8000 20.0000 94.0000 0.0000:79.61;295.0000 1.8000 20.0000 94.0000 0.0000:100.09"
"A","2","7","[15:00:00 17:00:00)","2016-09-18","12.0000 5.5000 23.3000 68.0000 0.0000:68.49;12.0000 5.5000 23.3000 68.0000 0.0000:68.64;12.0000 5.5000 23.3000 68.0000 0.0000:118.74;12.0000 5.5000 23.3000 68.0000 0.0000:68.73;12.0000 5.5000 23.3000 68.0000 0.0000:81.24;12.0000 5.5000 23.3000 68.0000 0.0000:70.27"
"A","2","7","[15:00:00 17:00:00)","2016-09-25","53.0000 1.4000 24.4000 85.0000 0.0000:87.49;53.0000 1.4000 24.4000 85.0000 0.0000:73.13;53.0000 1.4000 24.4000 85.0000 0.0000:62.86;53.0000 1.4000 24.4000 85.0000 0.0000:65.82;53.0000 1.4000 24.4000 85.0000 0.0000:65.4;53.0000 1.4000 24.4000 85.0000 0.0000:59.51"
"A","2","7","[15:00:00 17:00:00)","2016-10-02","358.0000 2.3000 23.2000 93.0000 0.0000:56.62;358.0000 2.3000 23.2000 93.0000 0.0000:54.48;358.0000 2.3000 23.2000 93.0000 0.0000:54.8;358.0000 2.3000 23.2000 93.0000 0.0000:65.48;358.0000 2.3000 23.2000 93.0000 0.0000:44.82;358.0000 2.3000 23.2000 93.0000 0.0000:45.26"
"A","2","7","[15:00:00 17:00:00)","2016-10-09","57.0000 4.4000 17.1000 60.0000 0.0000:105.47;57.0000 4.4000 17.1000 60.0000 0.0000:87.18;57.0000 4.4000 17.1000 60.0000 0.0000:60.42;57.0000 4.4000 17.1000 60.0000 0.0000:67.42;57.0000 4.4000 17.1000 60.0000 0.0000:64.52;57.0000 4.4000 17.1000 60.0000 0.0000:78.48"
"A","2","7","[15:00:00 17:00:00)","2016-10-16","7.0000 2.1000 21.9000 80.0000 0.0000:86.43;7.0000 2.1000 21.9000 80.0000 0.0000:71.19;7.0000 2.1000 21.9000 80.0000 0.0000:66.86;7.0000 2.1000 21.9000 80.0000 0.0000:72.75;7.0000 2.1000 21.9000 80.0000 0.0000:71.52;7.0000 2.1000 21.9000 80.0000 0.0000:72.03"
"A","3","1","[06:00:00 08:00:00)","2016-07-25","198.0000 2.0000 38.8000 43.0000 0.0000:60.44;198.0000 2.0000 38.8000 43.0000 0.0000:130.06;198.0000 2.0000 38.8000 43.0000 0.0000:89.09;198.0000 2.0000 38.8000 43.0000 0.0000:117.39;198.0000 2.0000 38.8000 43.0000 0.0000:192.8"
"A","3","1","[06:00:00 08:00:00)","2016-08-01","65.0000 2.5000 34.4000 56.0000 0.0000:91.5;65.0000 2.5000 34.4000 56.0000 0.0000:136.3;65.0000 2.5000 34.4000 56.0000 0.0000:91.45;65.0000 2.5000 34.4000 56.0000 0.0000:159.07;65.0000 2.5000 34.4000 56.0000 0.0000:130.8;65.0000 2.5000 34.4000 56.0000 0.0000:150.77"
"A","3","1","[06:00:00 08:00:00)","2016-08-08","86.0000 4.1000 34.7000 50.0000 0.0000:173.99;86.0000 4.1000 34.7000 50.0000 0.0000:146.7;86.0000 4.1000 34.7000 50.0000 0.0000:112.63;86.0000 4.1000 34.7000 50.0000 0.0000:173.66;86.0000 4.1000 34.7000 50.0000 0.0000:168.58;86.0000 4.1000 34.7000 50.0000 0.0000:189.99"
"A","3","1","[06:00:00 08:00:00)","2016-08-15","94.0000 1.5000 36.0000 52.0000 0.0000:88.1;94.0000 1.5000 36.0000 52.0000 0.0000:113.97;94.0000 1.5000 36.0000 52.0000 0.0000:156.61;94.0000 1.5000 36.0000 52.0000 0.0000:133.14;94.0000 1.5000 36.0000 52.0000 0.0000:133.81;94.0000 1.5000 36.0000 52.0000 0.0000:368.96"
"A","3","1","[06:00:00 08:00:00)","2016-08-22","97.0000 4.8000 34.2000 60.0000 0.0000:115.0;97.0000 4.8000 34.2000 60.0000 0.0000:107.98;97.0000 4.8000 34.2000 60.0000 0.0000:195.94;97.0000 4.8000 34.2000 60.0000 0.0000:85.27;97.0000 4.8000 34.2000 60.0000 0.0000:416.45"
"A","3","1","[06:00:00 08:00:00)","2016-08-29","333.0000 2.0000 30.1000 35.0000 0.0000:91.92;333.0000 2.0000 30.1000 35.0000 0.0000:74.98;333.0000 2.0000 30.1000 35.0000 0.0000:211.23;333.0000 2.0000 30.1000 35.0000 0.0000:134.56"
"A","3","1","[06:00:00 08:00:00)","2016-09-05","98.0000 3.2000 30.4000 57.0000 0.0000:102.73;98.0000 3.2000 30.4000 57.0000 0.0000:67.7;98.0000 3.2000 30.4000 57.0000 0.0000:83.41;98.0000 3.2000 30.4000 57.0000 0.0000:97.77;98.0000 3.2000 30.4000 57.0000 0.0000:76.03"
"A","3","1","[06:00:00 08:00:00)","2016-09-12","325.0000 1.0000 28.0000 56.0000 0.0000:114.39;325.0000 1.0000 28.0000 56.0000 0.0000:91.68;325.0000 1.0000 28.0000 56.0000 0.0000:99.09;325.0000 1.0000 28.0000 56.0000 0.0000:99.32;325.0000 1.0000 28.0000 56.0000 0.0000:107.96;325.0000 1.0000 28.0000 56.0000 0.0000:107.98"
"A","3","1","[06:00:00 08:00:00)","2016-09-19","12.0000 6.2000 26.8000 56.0000 0.0000:102.13;12.0000 6.2000 26.8000 56.0000 0.0000:79.3;12.0000 6.2000 26.8000 56.0000 0.0000:109.62;12.0000 6.2000 26.8000 56.0000 0.0000:126.01;12.0000 6.2000 26.8000 56.0000 0.0000:106.12;12.0000 6.2000 26.8000 56.0000 0.0000:112.85"
"A","3","1","[06:00:00 08:00:00)","2016-09-26","37.0000 4.1000 30.3000 56.0000 0.0000:128.31;37.0000 4.1000 30.3000 56.0000 0.0000:95.12;37.0000 4.1000 30.3000 56.0000 0.0000:288.98;37.0000 4.1000 30.3000 56.0000 0.0000:202.41;37.0000 4.1000 30.3000 56.0000 0.0000:267.14;37.0000 4.1000 30.3000 56.0000 0.0000:180.44"
"A","3","1","[06:00:00 08:00:00)","2016-10-03","35.0000 2.6000 25.4000 72.0000 0.0000:83.6;35.0000 2.6000 25.4000 72.0000 0.0000:98.05;35.0000 2.6000 25.4000 72.0000 0.0000:86.26;35.0000 2.6000 25.4000 72.0000 0.0000:87.97;35.0000 2.6000 25.4000 72.0000 0.0000:83.29;35.0000 2.6000 25.4000 72.0000 0.0000:94.0"
"A","3","1","[06:00:00 08:00:00)","2016-10-10",""
"A","3","1","[06:00:00 08:00:00)","2016-10-17","81.0000 1.2000 21.3000 79.0000 0.0000:68.25;81.0000 1.2000 21.3000 79.0000 0.0000:140.63;81.0000 1.2000 21.3000 79.0000 0.0000:189.84;81.0000 1.2000 21.3000 79.0000 0.0000:211.71;81.0000 1.2000 21.3000 79.0000 0.0000:152.62;81.0000 1.2000 21.3000 79.0000 0.0000:171.1"
"A","3","1","[15:00:00 17:00:00)","2016-07-25","271.0000 0.6000 32.9000 69.0000 0.0000:129.05;271.0000 0.6000 32.9000 69.0000 0.0000:153.14;271.0000 0.6000 32.9000 69.0000 0.0000:102.44;271.0000 0.6000 32.9000 69.0000 0.0000:157.75;271.0000 0.6000 32.9000 69.0000 0.0000:125.86;271.0000 0.6000 32.9000 69.0000 0.0000:144.25"
"A","3","1","[15:00:00 17:00:00)","2016-08-01","125.0000 1.4000 30.9000 76.0000 0.0000:115.71;125.0000 1.4000 30.9000 76.0000 0.0000:109.09;125.0000 1.4000 30.9000 76.0000 0.0000:108.1;125.0000 1.4000 30.9000 76.0000 0.0000:126.59;125.0000 1.4000 30.9000 76.0000 0.0000:113.38;125.0000 1.4000 30.9000 76.0000 0.0000:138.46"
"A","3","1","[15:00:00 17:00:00)","2016-08-08","98.0000 4.1000 28.9000 75.0000 0.0000:112.84;98.0000 4.1000 28.9000 75.0000 0.0000:112.41;98.0000 4.1000 28.9000 75.0000 0.0000:117.5;98.0000 4.1000 28.9000 75.0000 0.0000:130.81"
"A","3","1","[15:00:00 17:00:00)","2016-08-15","60.0000 1.7000 30.8000 77.0000 0.0000:94.9;60.0000 1.7000 30.8000 77.0000 0.0000:101.7;60.0000 1.7000 30.8000 77.0000 0.0000:95.29;60.0000 1.7000 30.8000 77.0000 0.0000:104.09;60.0000 1.7000 30.8000 77.0000 0.0000:139.4"
"A","3","1","[15:00:00 17:00:00)","2016-08-22","90.0000 0.8000 29.8000 70.0000 0.0000:101.44;90.0000 0.8000 29.8000 70.0000 0.0000:103.64;90.0000 0.8000 29.8000 70.0000 0.0000:105.58;90.0000 0.8000 29.8000 70.0000 0.0000:102.92;90.0000 0.8000 29.8000 70.0000 0.0000:94.91;90.0000 0.8000 29.8000 70.0000 0.0000:78.64"
"A","3","1","[15:00:00 17:00:00)","2016-08-29","319.0000 2.3000 24.4000 57.0000 0.0000:91.66;319.0000 2.3000 24.4000 57.0000 0.0000:77.14;319.0000 2.3000 24.4000 57.0000 0.0000:145.91;319.0000 2.3000 24.4000 57.0000 0.0000:86.57;319.0000 2.3000 24.4000 57.0000 0.0000:103.03;319.0000 2.3000 24.4000 57.0000 0.0000:130.6"
"A","3","1","[15:00:00 17:00:00)","2016-09-05","94.0000 0.9000 27.0000 77.0000 0.0000:87.11;94.0000 0.9000 27.0000 77.0000 0.0000:75.12;94.0000 0.9000 27.0000 77.0000 0.0000:90.01;94.0000 0.9000 27.0000 77.0000 0.0000:110.39;94.0000 0.9000 27.0000 77.0000 0.0000:76.92;94.0000 0.9000 27.0000 77.0000 0.0000:96.26"
"A","3","1","[15:00:00 17:00:00)","2016-09-12","96.0000 0.4000 23.4000 81.0000 0.0000:98.19;96.0000 0.4000 23.4000 81.0000 0.0000:112.09;96.0000 0.4000 23.4000 81.0000 0.0000:115.15;96.0000 0.4000 23.4000 81.0000 0.0000:97.59;96.0000 0.4000 23.4000 81.0000 0.0000:81.18;96.0000 0.4000 23.4000 81.0000 0.0000:117.46"
"A","3","1","[15:00:00 17:00:00)","2016-09-19","18.0000 2.6000 21.4000 80.0000 0.0000:95.13;18.0000 2.6000 21.4000 80.0000 0.0000:113.89;18.0000 2.6000 21.4000 80.0000 0.0000:142.42;18.0000 2.6000 21.4000 80.0000 0.0000:112.25;18.0000 2.6000 21.4000 80.0000 0.0000:105.44;18.0000 2.6000 21.4000 80.0000 0.0000:103.36"
"A","3","1","[15:00:00 17:00:00)","2016-09-26","315.0000 0.8000 25.4000 86.0000 0.0000:94.27;315.0000 0.8000 25.4000 86.0000 0.0000:100.93;315.0000 0.8000 25.4000 86.0000 0.0000:81.52;315.0000 0.8000 25.4000 86.0000 0.0000:102.13;315.0000 0.8000 25.4000 86.0000 0.0000:111.68;315.0000 0.8000 25.4000 86.0000 0.0000:106.35"
"A","3","1","[15:00:00 17:00:00)","2016-10-03","62.0000 3.1000 23.1000 76.0000 0.0000:109.3;62.0000 3.1000 23.1000 76.0000 0.0000:100.88;62.0000 3.1000 23.1000 76.0000 0.0000:51.97;62.0000 3.1000 23.1000 76.0000 0.0000:86.61;62.0000 3.1000 23.1000 76.0000 0.0000:122.33;62.0000 3.1000 23.1000 76.0000 0.0000:100.57"
"A","3","1","[15:00:00 17:00:00)","2016-10-10",""
"A","3","1","[15:00:00 17:00:00)","2016-10-17","222.0000 0.9000 18.9000 92.0000 0.0000:107.57;222.0000 0.9000 18.9000 92.0000 0.0000:117.88;222.0000 0.9000 18.9000 92.0000 0.0000:131.03;222.0000 0.9000 18.9000 92.0000 0.0000:109.92;222.0000 0.9000 18.9000 92.0000 0.0000:111.73;222.0000 0.9000 18.9000 92.0000 0.0000:118.2"
"A","3","2","[06:00:00 08:00:00)","2016-07-19","239.0000 1.9000 31.8000 64.0000 0.0000:124.66;239.0000 1.9000 31.8000 64.0000 0.0000:89.85;239.0000 1.9000 31.8000 64.0000 0.0000:180.02;239.0000 1.9000 31.8000 64.0000 0.0000:101.39;239.0000 1.9000 31.8000 64.0000 0.0000:124.29;239.0000 1.9000 31.8000 64.0000 0.0000:155.49"
"A","3","2","[06:00:00 08:00:00)","2016-07-26","254.0000 2.2000 38.4000 43.0000 0.0000:98.94;254.0000 2.2000 38.4000 43.0000 0.0000:178.86;254.0000 2.2000 38.4000 43.0000 0.0000:135.74;254.0000 2.2000 38.4000 43.0000 0.0000:88.94;254.0000 2.2000 38.4000 43.0000 0.0000:213.15"
"A","3","2","[06:00:00 08:00:00)","2016-08-02","216.0000 2.8000 37.3000 44.0000 0.0000:78.75;216.0000 2.8000 37.3000 44.0000 0.0000:97.76;216.0000 2.8000 37.3000 44.0000 0.0000:159.66;216.0000 2.8000 37.3000 44.0000 0.0000:130.2;216.0000 2.8000 37.3000 44.0000 0.0000:152.82;216.0000 2.8000 37.3000 44.0000 0.0000:121.2"
"A","3","2","[06:00:00 08:00:00)","2016-08-09","59.0000 2.0000 31.7000 70.0000 0.0000:106.9;59.0000 2.0000 31.7000 70.0000 0.0000:145.56;59.0000 2.0000 31.7000 70.0000 0.0000:235.7;59.0000 2.0000 31.7000 70.0000 0.0000:164.09;59.0000 2.0000 31.7000 70.0000 0.0000:129.9"
"A","3","2","[06:00:00 08:00:00)","2016-08-16","71.0000 3.0000 35.8000 47.0000 0.0000:94.08;71.0000 3.0000 35.8000 47.0000 0.0000:141.03;71.0000 3.0000 35.8000 47.0000 0.0000:122.42;71.0000 3.0000 35.8000 47.0000 0.0000:165.78;71.0000 3.0000 35.8000 47.0000 0.0000:107.96"
"A","3","2","[06:00:00 08:00:00)","2016-08-23","289.0000 1.7000 32.9000 66.0000 0.0000:95.87;289.0000 1.7000 32.9000 66.0000 0.0000:102.35;289.0000 1.7000 32.9000 66.0000 0.0000:108.03;289.0000 1.7000 32.9000 66.0000 0.0000:106.49;289.0000 1.7000 32.9000 66.0000 0.0000:113.7;289.0000 1.7000 32.9000 66.0000 0.0000:138.48"
"A","3","2","[06:00:00 08:00:00)","2016-08-30","341.0000 3.9000 30.9000 34.0000 0.0000:104.93;341.0000 3.9000 30.9000 34.0000 0.0000:127.15;341.0000 3.9000 30.9000 34.0000 0.0000:121.61;341.0000 3.9000 30.9000 34.0000 0.0000:322.89;341.0000 3.9000 30.9000 34.0000 0.0000:290.29"
"A","3","2","[06:00:00 08:00:00)","2016-09-06","9.0000 4.2000 25.0000 70.0000 0.0000:85.76;9.0000 4.2000 25.0000 70.0000 0.0000:82.52;9.0000 4.2000 25.0000 70.0000 0.0000:96.04;9.0000 4.2000 25.0000 70.0000 0.0000:81.15;9.0000 4.2000 25.0000 70.0000 0.0000:88.67"
"A","3","2","[06:00:00 08:00:00)","2016-09-13","66.0000 2.4000 25.8000 68.0000 0.0000:97.39;66.0000 2.4000 25.8000 68.0000 0.0000:109.75;66.0000 2.4000 25.8000 68.0000 0.0000:136.85;66.0000 2.4000 25.8000 68.0000 0.0000:140.44;66.0000 2.4000 25.8000 68.0000 0.0000:158.81;66.0000 2.4000 25.8000 68.0000 0.0000:100.2"
"A","3","2","[06:00:00 08:00:00)","2016-09-20","7.0000 4.6000 26.9000 43.0000 0.0000:97.82;7.0000 4.6000 26.9000 43.0000 0.0000:122.85;7.0000 4.6000 26.9000 43.0000 0.0000:109.83;7.0000 4.6000 26.9000 43.0000 0.0000:113.62;7.0000 4.6000 26.9000 43.0000 0.0000:136.34;7.0000 4.6000 26.9000 43.0000 0.0000:102.66"
"A","3","2","[06:00:00 08:00:00)","2016-09-27","96.0000 3.6000 31.1000 63.0000 0.0000:91.58;96.0000 3.6000 31.1000 63.0000 0.0000:109.63;96.0000 3.6000 31.1000 63.0000 0.0000:114.37;96.0000 3.6000 31.1000 63.0000 0.0000:179.16;96.0000 3.6000 31.1000 63.0000 0.0000:178.87;96.0000 3.6000 31.1000 63.0000 0.0000:161.99"
"A","3","2","[06:00:00 08:00:00)","2016-10-04","329.0000 1.3000 24.5000 71.0000 0.0000:71.88;329.0000 1.3000 24.5000 71.0000 0.0000:87.61;329.0000 1.3000 24.5000 71.0000 0.0000:81.32;329.0000 1.3000 24.5000 71.0000 0.0000:100.21;329.0000 1.3000 24.5000 71.0000 0.0000:102.95;329.0000 1.3000 24.5000 71.0000 0.0000:82.3"
"A","3","2","[06:00:00 08:00:00)","2016-10-11","64.0000 3.0000 23.8000 50.0000 0.0000:97.47;64.0000 3.0000 23.8000 50.0000 0.0000:127.9;64.0000 3.0000 23.8000 50.0000 0.0000:93.58;64.0000 3.0000 23.8000 50.0000 0.0000:136.09;64.0000 3.0000 23.8000 50.0000 0.0000:122.1;64.0000 3.0000 23.8000 50.0000 0.0000:137.73"
"A","3","2","[15:00:00 17:00:00)","2016-07-19","202.0000 1.5000 29.0000 80.0000 0.0000:106.76;202.0000 1.5000 29.0000 80.0000 0.0000:102.51;202.0000 1.5000 29.0000 80.0000 0.0000:112.32;202.0000 1.5000 29.0000 80.0000 0.0000:126.61;202.0000 1.5000 29.0000 80.0000 0.0000:95.45;202.0000 1.5000 29.0000 80.0000 0.0000:116.14"
"A","3","2","[15:00:00 17:00:00)","2016-07-26","352.0000 0.7000 31.5000 61.0000 0.0000:76.72;352.0000 0.7000 31.5000 61.0000 0.0000:132.44;352.0000 0.7000 31.5000 61.0000 0.0000:114.39;352.0000 0.7000 31.5000 61.0000 0.0000:113.94;352.0000 0.7000 31.5000 61.0000 0.0000:121.55;352.0000 0.7000 31.5000 61.0000 0.0000:117.94"
"A","3","2","[15:00:00 17:00:00)","2016-08-02","310.0000 3.1000 24.5000 94.0000 4.8000:100.85;310.0000 3.1000 24.5000 94.0000 4.8000:114.36;310.0000 3.1000 24.5000 94.0000 4.8000:102.6;310.0000 3.1000 24.5000 94.0000 4.8000:95.88;310.0000 3.1000 24.5000 94.0000 4.8000:107.28;310.0000 3.1000 24.5000 94.0000 4.8000:177.2"
"A","3","2","[15:00:00 17:00:00)","2016-08-09","93.0000 2.1000 28.2000 89.0000 0.0000:118.16;93.0000 2.1000 28.2000 89.0000 0.0000:113.83;93.0000 2.1000 28.2000 89.0000 0.0000:175.19;93.0000 2.1000 28.2000 89.0000 0.0000:116.9;93.0000 2.1000 28.2000 89.0000 0.0000:122.61;93.0000 2.1000 28.2000 89.0000 0.0000:139.76"
"A","3","2","[15:00:00 17:00:00)","2016-08-16","88.0000 2.2000 30.2000 79.0000 0.0000:87.43;88.0000 2.2000 30.2000 79.0000 0.0000:93.59;88.0000 2.2000 30.2000 79.0000 0.0000:103.3;88.0000 2.2000 30.2000 79.0000 0.0000:86.38;88.0000 2.2000 30.2000 79.0000 0.0000:114.57;88.0000 2.2000 30.2000 79.0000 0.0000:97.25"
"A","3","2","[15:00:00 17:00:00)","2016-08-23","94.0000 3.2000 29.7000 71.0000 0.0000:95.15;94.0000 3.2000 29.7000 71.0000 0.0000:88.47;94.0000 3.2000 29.7000 71.0000 0.0000:104.8;94.0000 3.2000 29.7000 71.0000 0.0000:78.37;94.0000 3.2000 29.7000 71.0000 0.0000:84.01;94.0000 3.2000 29.7000 71.0000 0.0000:91.61"
