intersection_id,tollgate_id,time_window,avg_travel_time,start_time,date,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,time,weekday,route,last_20min,timemap,avg_all_route_speed,avg_last_link_speed
A,2,"[2016-10-14 09:00:00,2016-10-14 09:20:00)",70.43,2016-10-14 09:00:00,2016-10-14,1015.5,1020.6,349.0,2.0,18.2,81.0,0.0,09:00:00,4,A-2,68.47,28,6.12,5.22
A,2,"[2016-10-14 09:20:00,2016-10-14 09:40:00)",78.67,2016-10-14 09:20:00,2016-10-14,1015.5,1020.6,349.0,2.0,18.2,81.0,0.0,09:20:00,4,A-2,70.43,29,5.17,3.35
A,2,"[2016-10-14 09:40:00,2016-10-14 10:00:00)",72.97,2016-10-14 09:40:00,2016-10-14,1015.5,1020.6,349.0,2.0,18.2,81.0,0.0,09:40:00,4,A-2,78.67,30,6.68,5.89
A,2,"[2016-10-14 10:00:00,2016-10-14 10:20:00)",94.59,2016-10-14 10:00:00,2016-10-14,1015.5,1020.6,349.0,2.0,18.2,81.0,0.0,10:00:00,4,A-2,72.97,31,4.99,3.8
A,2,"[2016-10-14 10:20:00,2016-10-14 10:40:00)",65.2,2016-10-14 10:20:00,2016-10-14,1015.5,1020.6,349.0,2.0,18.2,81.0,0.0,10:20:00,4,A-2,94.59,32,6.54,5.06
A,2,"[2016-10-14 10:40:00,2016-10-14 11:00:00)",62.04,2016-10-14 10:40:00,2016-10-14,1015.5,1020.6,349.0,2.0,18.2,81.0,0.0,10:40:00,4,A-2,65.2,33,8.19,6.94
A,2,"[2016-10-14 11:00:00,2016-10-14 11:20:00)",61.79,2016-10-14 11:00:00,2016-10-14,1015.5,1020.6,349.0,2.0,18.2,81.0,0.0,11:00:00,4,A-2,62.04,34,6.84,7.44
A,2,"[2016-10-14 11:20:00,2016-10-14 11:40:00)",59.85,2016-10-14 11:20:00,2016-10-14,1015.5,1020.6,349.0,2.0,18.2,81.0,0.0,11:20:00,4,A-2,61.79,35,7.16,5.39
A,2,"[2016-10-14 11:40:00,2016-10-14 12:00:00)",51.92,2016-10-14 11:40:00,2016-10-14,1015.5,1020.6,349.0,2.0,18.2,81.0,0.0,11:40:00,4,A-2,59.85,36,10.11,9.78
A,2,"[2016-10-14 12:00:00,2016-10-14 12:20:00)",61.46,2016-10-14 12:00:00,2016-10-14,1016.5,1021.6,1.0,1.4,18.3,83.0,0.0,12:00:00,4,A-2,51.92,37,7.51,6.12
A,2,"[2016-10-14 12:20:00,2016-10-14 12:40:00)",45.76,2016-10-14 12:20:00,2016-10-14,1016.5,1021.6,1.0,1.4,18.3,83.0,0.0,12:20:00,4,A-2,61.46,38,8.86,7.28
A,2,"[2016-10-14 12:40:00,2016-10-14 13:00:00)",67.36,2016-10-14 12:40:00,2016-10-14,1016.5,1021.6,1.0,1.4,18.3,83.0,0.0,12:40:00,4,A-2,45.76,39,6.83,5.71
A,2,"[2016-10-14 13:00:00,2016-10-14 13:20:00)",56.46,2016-10-14 13:00:00,2016-10-14,1016.5,1021.6,1.0,1.4,18.3,83.0,0.0,13:00:00,4,A-2,67.36,40,8.23,7.34
A,2,"[2016-10-14 13:20:00,2016-10-14 13:40:00)",59.24,2016-10-14 13:20:00,2016-10-14,1016.5,1021.6,1.0,1.4,18.3,83.0,0.0,13:20:00,4,A-2,56.46,41,7.11,6.34
A,2,"[2016-10-14 13:40:00,2016-10-14 14:00:00)",112.06,2016-10-14 13:40:00,2016-10-14,1016.5,1021.6,1.0,1.4,18.3,83.0,0.0,13:40:00,4,A-2,59.24,42,3.88,2.57
A,2,"[2016-10-14 14:00:00,2016-10-14 14:20:00)",85.85,2016-10-14 14:00:00,2016-10-14,1016.5,1021.6,1.0,1.4,18.3,83.0,0.0,14:00:00,4,A-2,112.06,43,4.86,3.61
A,2,"[2016-10-14 15:40:00,2016-10-14 16:00:00)",85.1,2016-10-14 15:40:00,2016-10-14,1015.9,1021.0,354.0,1.8,18.2,87.0,0.0,15:40:00,4,A-2,112.06,48,4.92,3.78
A,2,"[2016-10-14 16:00:00,2016-10-14 16:20:00)",79.44,2016-10-14 16:00:00,2016-10-14,1015.9,1021.0,354.0,1.8,18.2,87.0,0.0,16:00:00,4,A-2,85.1,49,6.0,5.05
A,2,"[2016-10-14 16:20:00,2016-10-14 16:40:00)",88.86,2016-10-14 16:20:00,2016-10-14,1015.9,1021.0,354.0,1.8,18.2,87.0,0.0,16:20:00,4,A-2,79.44,50,5.76,4.65
A,2,"[2016-10-14 16:40:00,2016-10-14 17:00:00)",58.31,2016-10-14 16:40:00,2016-10-14,1015.9,1021.0,354.0,1.8,18.2,87.0,0.0,16:40:00,4,A-2,88.86,51,7.03,5.99
A,2,"[2016-10-14 17:00:00,2016-10-14 17:20:00)",61.89,2016-10-14 17:00:00,2016-10-14,1015.9,1021.0,354.0,1.8,18.2,87.0,0.0,17:00:00,4,A-2,58.31,52,7.28,6.36
A,2,"[2016-10-14 17:20:00,2016-10-14 17:40:00)",78.26,2016-10-14 17:20:00,2016-10-14,1015.9,1021.0,354.0,1.8,18.2,87.0,0.0,17:20:00,4,A-2,61.89,53,6.88,5.83
A,2,"[2016-10-14 17:40:00,2016-10-14 18:00:00)",67.66,2016-10-14 17:40:00,2016-10-14,1015.9,1021.0,354.0,1.8,18.2,87.0,0.0,17:40:00,4,A-2,78.26,54,6.42,5.95
A,2,"[2016-10-14 18:00:00,2016-10-14 18:20:00)",59.14,2016-10-14 18:00:00,2016-10-14,1015.4,1020.5,202.0,1.1,18.4,89.0,0.0,18:00:00,4,A-2,67.66,55,7.16,6.15
A,2,"[2016-10-14 18:20:00,2016-10-14 18:40:00)",79.01,2016-10-14 18:20:00,2016-10-14,1015.4,1020.5,202.0,1.1,18.4,89.0,0.0,18:20:00,4,A-2,59.14,56,5.22,4.34
A,2,"[2016-10-14 18:40:00,2016-10-14 19:00:00)",65.32,2016-10-14 18:40:00,2016-10-14,1015.4,1020.5,202.0,1.1,18.4,89.0,0.0,18:40:00,4,A-2,79.01,57,6.24,5.07
A,2,"[2016-10-14 19:00:00,2016-10-14 19:20:00)",95.04,2016-10-14 19:00:00,2016-10-14,1015.4,1020.5,202.0,1.1,18.4,89.0,0.0,19:00:00,4,A-2,65.32,58,4.43,2.73
A,2,"[2016-10-14 19:20:00,2016-10-14 19:40:00)",65.36,2016-10-14 19:20:00,2016-10-14,1015.4,1020.5,202.0,1.1,18.4,89.0,0.0,19:20:00,4,A-2,95.04,59,7.67,10.7
A,2,"[2016-10-14 19:40:00,2016-10-14 20:00:00)",56.62,2016-10-14 19:40:00,2016-10-14,1015.4,1020.5,202.0,1.1,18.4,89.0,0.0,19:40:00,4,A-2,65.36,60,8.03,6.82
A,2,"[2016-10-14 20:00:00,2016-10-14 20:20:00)",100.75,2016-10-14 20:00:00,2016-10-14,1015.4,1020.5,202.0,1.1,18.4,89.0,0.0,20:00:00,4,A-2,56.62,61,5.58,4.45
A,2,"[2016-10-14 20:20:00,2016-10-14 20:40:00)",36.23,2016-10-14 20:20:00,2016-10-14,1015.4,1020.5,202.0,1.1,18.4,89.0,0.0,20:20:00,4,A-2,100.75,62,11.91,10.97
A,2,"[2016-10-14 20:40:00,2016-10-14 21:00:00)",50.83,2016-10-14 20:40:00,2016-10-14,1015.4,1020.5,202.0,1.1,18.4,89.0,0.0,20:40:00,4,A-2,36.23,63,7.7,6.45
A,2,"[2016-10-14 21:00:00,2016-10-14 21:20:00)",75.51,2016-10-14 21:00:00,2016-10-14,1015.2,1020.3,360.0,2.3,18.5,90.0,0.0,21:00:00,4,A-2,50.83,64,5.65,3.8
A,2,"[2016-10-14 21:20:00,2016-10-14 21:40:00)",66.36,2016-10-14 21:20:00,2016-10-14,1015.2,1020.3,360.0,2.3,18.5,90.0,0.0,21:20:00,4,A-2,75.51,65,6.03,5.77
A,2,"[2016-10-14 21:40:00,2016-10-14 22:00:00)",94.54,2016-10-14 21:40:00,2016-10-14,1015.2,1020.3,360.0,2.3,18.5,90.0,0.0,21:40:00,4,A-2,66.36,66,6.09,6.61
A,2,"[2016-10-14 22:00:00,2016-10-14 22:20:00)",53.72,2016-10-14 22:00:00,2016-10-14,1015.2,1020.3,360.0,2.3,18.5,90.0,0.0,22:00:00,4,A-2,94.54,67,7.33,6.71
A,2,"[2016-10-14 22:20:00,2016-10-14 22:40:00)",58.77,2016-10-14 22:20:00,2016-10-14,1015.2,1020.3,360.0,2.3,18.5,90.0,0.0,22:20:00,4,A-2,53.72,68,7.24,5.64
A,2,"[2016-10-14 22:40:00,2016-10-14 23:00:00)",46.53,2016-10-14 22:40:00,2016-10-14,1015.2,1020.3,360.0,2.3,18.5,90.0,0.0,22:40:00,4,A-2,58.77,69,8.44,6.21
A,2,"[2016-10-14 23:00:00,2016-10-14 23:20:00)",74.15,2016-10-14 23:00:00,2016-10-14,1015.2,1020.3,360.0,2.3,18.5,90.0,0.0,23:00:00,4,A-2,46.53,70,5.33,4.46
A,2,"[2016-10-14 23:20:00,2016-10-14 23:40:00)",59.2,2016-10-14 23:20:00,2016-10-14,1015.2,1020.3,360.0,2.3,18.5,90.0,0.0,23:20:00,4,A-2,74.15,71,6.49,6.13
A,2,"[2016-10-14 23:40:00,2016-10-15 00:00:00)",37.8,2016-10-14 23:40:00,2016-10-14,1015.2,1020.3,360.0,2.3,18.5,90.0,0.0,23:40:00,4,A-2,59.2,72,10.16,7.64
A,2,"[2016-10-15 00:00:00,2016-10-15 00:20:00)",59.6,2016-10-15 00:00:00,2016-10-15,1016.5,1021.6,35.0,2.0,19.0,95.0,0.0,00:00:00,5,A-2,37.8,1,6.44,6.94
A,2,"[2016-10-15 00:20:00,2016-10-15 00:40:00)",46.68,2016-10-15 00:20:00,2016-10-15,1016.5,1021.6,35.0,2.0,19.0,95.0,0.0,00:20:00,5,A-2,59.6,2,8.47,7.22
A,2,"[2016-10-15 00:40:00,2016-10-15 01:00:00)",42.41,2016-10-15 00:40:00,2016-10-15,1016.5,1021.6,35.0,2.0,19.0,95.0,0.0,00:40:00,5,A-2,46.68,3,9.56,10.59
A,2,"[2016-10-15 01:20:00,2016-10-15 01:40:00)",59.6,2016-10-15 01:20:00,2016-10-15,1016.5,1021.6,35.0,2.0,19.0,95.0,0.0,01:20:00,5,A-2,46.68,5,6.44,4.76
A,2,"[2016-10-15 01:40:00,2016-10-15 02:00:00)",44.69,2016-10-15 01:40:00,2016-10-15,1016.5,1021.6,35.0,2.0,19.0,95.0,0.0,01:40:00,5,A-2,59.6,6,8.98,7.61
A,2,"[2016-10-15 02:00:00,2016-10-15 02:20:00)",37.83,2016-10-15 02:00:00,2016-10-15,1016.5,1021.6,35.0,2.0,19.0,95.0,0.0,02:00:00,5,A-2,44.69,7,17.03,17.45
A,2,"[2016-10-15 02:20:00,2016-10-15 02:40:00)",78.5,2016-10-15 02:20:00,2016-10-15,1016.5,1021.6,35.0,2.0,19.0,95.0,0.0,02:20:00,5,A-2,37.83,8,4.89,6.04
A,2,"[2016-10-15 02:40:00,2016-10-15 03:00:00)",43.71,2016-10-15 02:40:00,2016-10-15,1016.5,1021.6,35.0,2.0,19.0,95.0,0.0,02:40:00,5,A-2,78.5,9,8.79,6.57
A,2,"[2016-10-15 03:00:00,2016-10-15 03:20:00)",39.78,2016-10-15 03:00:00,2016-10-15,1015.8,1020.9,357.0,1.1,19.8,94.0,0.6,03:00:00,5,A-2,43.71,10,9.65,9.87
A,2,"[2016-10-15 03:40:00,2016-10-15 04:00:00)",74.69,2016-10-15 03:40:00,2016-10-15,1015.8,1020.9,357.0,1.1,19.8,94.0,0.6,03:40:00,5,A-2,43.71,12,5.17,3.56
A,2,"[2016-10-15 04:00:00,2016-10-15 04:20:00)",39.52,2016-10-15 04:00:00,2016-10-15,1015.8,1020.9,357.0,1.1,19.8,94.0,0.6,04:00:00,5,A-2,74.69,13,9.72,7.85
A,2,"[2016-10-15 04:20:00,2016-10-15 04:40:00)",94.53,2016-10-15 04:20:00,2016-10-15,1015.8,1020.9,357.0,1.1,19.8,94.0,0.6,04:20:00,5,A-2,39.52,14,6.8,4.95
A,2,"[2016-10-15 04:40:00,2016-10-15 05:00:00)",57.81,2016-10-15 04:40:00,2016-10-15,1015.8,1020.9,357.0,1.1,19.8,94.0,0.6,04:40:00,5,A-2,94.53,15,7.16,5.01
A,2,"[2016-10-15 05:00:00,2016-10-15 05:20:00)",59.76,2016-10-15 05:00:00,2016-10-15,1015.8,1020.9,357.0,1.1,19.8,94.0,0.6,05:00:00,5,A-2,57.81,16,9.04,8.23
A,2,"[2016-10-15 05:20:00,2016-10-15 05:40:00)",57.86,2016-10-15 05:20:00,2016-10-15,1015.8,1020.9,357.0,1.1,19.8,94.0,0.6,05:20:00,5,A-2,59.76,17,8.44,5.81
A,2,"[2016-10-15 05:40:00,2016-10-15 06:00:00)",72.06,2016-10-15 05:40:00,2016-10-15,1015.8,1020.9,357.0,1.1,19.8,94.0,0.6,05:40:00,5,A-2,57.86,18,5.39,3.42
A,2,"[2016-10-15 06:00:00,2016-10-15 06:20:00)",57.38,2016-10-15 06:00:00,2016-10-15,1013.7,1018.8,334.0,1.5,20.3,96.0,0.1,06:00:00,5,A-2,72.06,19,6.96,7.08
A,2,"[2016-10-15 06:20:00,2016-10-15 06:40:00)",14.97,2016-10-15 06:20:00,2016-10-15,1013.7,1018.8,334.0,1.5,20.3,96.0,0.1,06:20:00,5,A-2,57.38,20,29.64,28.66
A,2,"[2016-10-15 07:00:00,2016-10-15 07:20:00)",19.88,2016-10-15 07:00:00,2016-10-15,1013.7,1018.8,334.0,1.5,20.3,96.0,0.1,07:00:00,5,A-2,57.38,22,19.32,19.77
A,2,"[2016-10-15 07:20:00,2016-10-15 07:40:00)",68.57,2016-10-15 07:20:00,2016-10-15,1013.7,1018.8,334.0,1.5,20.3,96.0,0.1,07:20:00,5,A-2,19.88,23,6.63,5.33
A,2,"[2016-10-15 07:40:00,2016-10-15 08:00:00)",65.34,2016-10-15 07:40:00,2016-10-15,1013.7,1018.8,334.0,1.5,20.3,96.0,0.1,07:40:00,5,A-2,68.57,24,6.6,5.62
A,2,"[2016-10-15 08:00:00,2016-10-15 08:20:00)",109.27,2016-10-15 08:00:00,2016-10-15,1013.7,1018.8,334.0,1.5,20.3,96.0,0.1,08:00:00,5,A-2,65.34,25,5.61,4.64
A,2,"[2016-10-15 08:20:00,2016-10-15 08:40:00)",78.04,2016-10-15 08:20:00,2016-10-15,1013.7,1018.8,334.0,1.5,20.3,96.0,0.1,08:20:00,5,A-2,109.27,26,5.7,4.83
A,2,"[2016-10-15 08:40:00,2016-10-15 09:00:00)",141.31,2016-10-15 08:40:00,2016-10-15,1013.7,1018.8,334.0,1.5,20.3,96.0,0.1,08:40:00,5,A-2,78.04,27,3.07,3.02
A,2,"[2016-10-15 09:00:00,2016-10-15 09:20:00)",140.5,2016-10-15 09:00:00,2016-10-15,1013.7,1018.8,333.0,2.2,20.3,96.0,0.0,09:00:00,5,A-2,141.31,28,3.65,3.22
A,2,"[2016-10-15 09:20:00,2016-10-15 09:40:00)",147.66,2016-10-15 09:20:00,2016-10-15,1013.7,1018.8,333.0,2.2,20.3,96.0,0.0,09:20:00,5,A-2,140.5,29,4.79,4.4
A,2,"[2016-10-15 09:40:00,2016-10-15 10:00:00)",152.49,2016-10-15 09:40:00,2016-10-15,1013.7,1018.8,333.0,2.2,20.3,96.0,0.0,09:40:00,5,A-2,147.66,30,3.33,4.95
A,2,"[2016-10-15 10:00:00,2016-10-15 10:20:00)",141.55,2016-10-15 10:00:00,2016-10-15,1013.7,1018.8,333.0,2.2,20.3,96.0,0.0,10:00:00,5,A-2,152.49,31,3.12,4.99
A,2,"[2016-10-15 10:20:00,2016-10-15 10:40:00)",142.34,2016-10-15 10:20:00,2016-10-15,1013.7,1018.8,333.0,2.2,20.3,96.0,0.0,10:20:00,5,A-2,141.55,32,3.14,2.92
A,2,"[2016-10-15 10:40:00,2016-10-15 11:00:00)",76.27,2016-10-15 10:40:00,2016-10-15,1013.7,1018.8,333.0,2.2,20.3,96.0,0.0,10:40:00,5,A-2,142.34,33,5.96,5.31
A,2,"[2016-10-15 11:00:00,2016-10-15 11:20:00)",71.36,2016-10-15 11:00:00,2016-10-15,1013.7,1018.8,333.0,2.2,20.3,96.0,0.0,11:00:00,5,A-2,76.27,34,6.39,4.55
A,2,"[2016-10-15 11:20:00,2016-10-15 11:40:00)",60.2,2016-10-15 11:20:00,2016-10-15,1013.7,1018.8,333.0,2.2,20.3,96.0,0.0,11:20:00,5,A-2,71.36,35,6.93,4.78
A,2,"[2016-10-15 11:40:00,2016-10-15 12:00:00)",51.78,2016-10-15 11:40:00,2016-10-15,1013.7,1018.8,333.0,2.2,20.3,96.0,0.0,11:40:00,5,A-2,60.2,36,8.19,7.23
A,2,"[2016-10-15 12:00:00,2016-10-15 12:20:00)",55.49,2016-10-15 12:00:00,2016-10-15,1014.5,1019.6,344.0,0.9,20.0,97.0,0.0,12:00:00,5,A-2,51.78,37,7.17,5.57
A,2,"[2016-10-15 12:20:00,2016-10-15 12:40:00)",75.1,2016-10-15 12:20:00,2016-10-15,1014.5,1019.6,344.0,0.9,20.0,97.0,0.0,12:20:00,5,A-2,55.49,38,7.05,5.48
A,2,"[2016-10-15 12:40:00,2016-10-15 13:00:00)",63.02,2016-10-15 12:40:00,2016-10-15,1014.5,1019.6,344.0,0.9,20.0,97.0,0.0,12:40:00,5,A-2,75.1,39,7.89,6.48
A,2,"[2016-10-15 13:00:00,2016-10-15 13:20:00)",76.71,2016-10-15 13:00:00,2016-10-15,1014.5,1019.6,344.0,0.9,20.0,97.0,0.0,13:00:00,5,A-2,63.02,40,5.97,4.77
A,2,"[2016-10-15 13:20:00,2016-10-15 13:40:00)",81.01,2016-10-15 13:20:00,2016-10-15,1014.5,1019.6,344.0,0.9,20.0,97.0,0.0,13:20:00,5,A-2,76.71,41,5.82,4.87
A,2,"[2016-10-15 13:40:00,2016-10-15 14:00:00)",76.85,2016-10-15 13:40:00,2016-10-15,1014.5,1019.6,344.0,0.9,20.0,97.0,0.0,13:40:00,5,A-2,81.01,42,6.45,5.27
A,2,"[2016-10-15 14:00:00,2016-10-15 14:20:00)",70.85,2016-10-15 14:00:00,2016-10-15,1014.5,1019.6,344.0,0.9,20.0,97.0,0.0,14:00:00,5,A-2,76.85,43,6.07,5.06
A,2,"[2016-10-15 14:20:00,2016-10-15 14:40:00)",68.73,2016-10-15 14:20:00,2016-10-15,1014.5,1019.6,344.0,0.9,20.0,97.0,0.0,14:20:00,5,A-2,70.85,44,6.33,5.56
A,2,"[2016-10-15 14:40:00,2016-10-15 15:00:00)",93.31,2016-10-15 14:40:00,2016-10-15,1014.5,1019.6,344.0,0.9,20.0,97.0,0.0,14:40:00,5,A-2,68.73,45,5.08,3.38
A,2,"[2016-10-15 15:00:00,2016-10-15 15:20:00)",77.57,2016-10-15 15:00:00,2016-10-15,1013.9,1019.0,344.0,0.0,19.8,97.0,0.0,15:00:00,5,A-2,93.31,46,6.98,7.38
A,2,"[2016-10-15 15:20:00,2016-10-15 15:40:00)",79.78,2016-10-15 15:20:00,2016-10-15,1013.9,1019.0,344.0,0.0,19.8,97.0,0.0,15:20:00,5,A-2,77.57,47,6.56,5.56
A,2,"[2016-10-15 15:40:00,2016-10-15 16:00:00)",64.57,2016-10-15 15:40:00,2016-10-15,1013.9,1019.0,344.0,0.0,19.8,97.0,0.0,15:40:00,5,A-2,79.78,48,6.44,5.07
A,2,"[2016-10-15 16:00:00,2016-10-15 16:20:00)",62.82,2016-10-15 16:00:00,2016-10-15,1013.9,1019.0,344.0,0.0,19.8,97.0,0.0,16:00:00,5,A-2,64.57,49,6.64,5.35
A,2,"[2016-10-15 16:20:00,2016-10-15 16:40:00)",55.51,2016-10-15 16:20:00,2016-10-15,1013.9,1019.0,344.0,0.0,19.8,97.0,0.0,16:20:00,5,A-2,62.82,50,8.05,6.75
A,2,"[2016-10-15 16:40:00,2016-10-15 17:00:00)",78.04,2016-10-15 16:40:00,2016-10-15,1013.9,1019.0,344.0,0.0,19.8,97.0,0.0,16:40:00,5,A-2,55.51,51,5.42,4.81
A,2,"[2016-10-15 17:00:00,2016-10-15 17:20:00)",74.43,2016-10-15 17:00:00,2016-10-15,1013.9,1019.0,344.0,0.0,19.8,97.0,0.0,17:00:00,5,A-2,78.04,52,7.27,6.78
A,2,"[2016-10-15 17:20:00,2016-10-15 17:40:00)",90.19,2016-10-15 17:20:00,2016-10-15,1013.9,1019.0,344.0,0.0,19.8,97.0,0.0,17:20:00,5,A-2,74.43,53,5.05,3.88
A,2,"[2016-10-15 17:40:00,2016-10-15 18:00:00)",56.2,2016-10-15 17:40:00,2016-10-15,1013.9,1019.0,344.0,0.0,19.8,97.0,0.0,17:40:00,5,A-2,90.19,54,7.36,6.23
A,2,"[2016-10-15 18:00:00,2016-10-15 18:20:00)",69.84,2016-10-15 18:00:00,2016-10-15,1012.9,1017.9,215.0,1.7,19.7,97.0,0.0,18:00:00,5,A-2,56.2,55,6.68,6.19
A,2,"[2016-10-15 18:20:00,2016-10-15 18:40:00)",61.47,2016-10-15 18:20:00,2016-10-15,1012.9,1017.9,215.0,1.7,19.7,97.0,0.0,18:20:00,5,A-2,69.84,56,7.6,6.03
A,2,"[2016-10-15 18:40:00,2016-10-15 19:00:00)",78.21,2016-10-15 18:40:00,2016-10-15,1012.9,1017.9,215.0,1.7,19.7,97.0,0.0,18:40:00,5,A-2,61.47,57,6.35,5.76
A,2,"[2016-10-15 19:00:00,2016-10-15 19:20:00)",71.9,2016-10-15 19:00:00,2016-10-15,1012.9,1017.9,215.0,1.7,19.7,97.0,0.0,19:00:00,5,A-2,78.21,58,6.03,4.56
A,2,"[2016-10-15 19:20:00,2016-10-15 19:40:00)",70.49,2016-10-15 19:20:00,2016-10-15,1012.9,1017.9,215.0,1.7,19.7,97.0,0.0,19:20:00,5,A-2,71.9,59,7.34,6.27
A,2,"[2016-10-15 19:40:00,2016-10-15 20:00:00)",54.73,2016-10-15 19:40:00,2016-10-15,1012.9,1017.9,215.0,1.7,19.7,97.0,0.0,19:40:00,5,A-2,70.49,60,7.12,5.68
A,2,"[2016-10-15 20:00:00,2016-10-15 20:20:00)",49.56,2016-10-15 20:00:00,2016-10-15,1012.9,1017.9,215.0,1.7,19.7,97.0,0.0,20:00:00,5,A-2,54.73,61,8.58,7.28
A,2,"[2016-10-15 20:20:00,2016-10-15 20:40:00)",71.34,2016-10-15 20:20:00,2016-10-15,1012.9,1017.9,215.0,1.7,19.7,97.0,0.0,20:20:00,5,A-2,49.56,62,5.88,4.66
A,2,"[2016-10-15 20:40:00,2016-10-15 21:00:00)",65.48,2016-10-15 20:40:00,2016-10-15,1012.9,1017.9,215.0,1.7,19.7,97.0,0.0,20:40:00,5,A-2,71.34,63,6.11,7.73
A,2,"[2016-10-15 21:00:00,2016-10-15 21:20:00)",67.27,2016-10-15 21:00:00,2016-10-15,1012.8,1017.8,216.0,3.2,19.6,97.0,0.0,21:00:00,5,A-2,65.48,64,7.23,6.33
A,2,"[2016-10-15 21:20:00,2016-10-15 21:40:00)",79.27,2016-10-15 21:20:00,2016-10-15,1012.8,1017.8,216.0,3.2,19.6,97.0,0.0,21:20:00,5,A-2,67.27,65,5.54,4.14
A,2,"[2016-10-15 22:00:00,2016-10-15 22:20:00)",56.07,2016-10-15 22:00:00,2016-10-15,1012.8,1017.8,216.0,3.2,19.6,97.0,0.0,22:00:00,5,A-2,67.27,67,8.35,6.32
A,2,"[2016-10-15 22:20:00,2016-10-15 22:40:00)",32.25,2016-10-15 22:20:00,2016-10-15,1012.8,1017.8,216.0,3.2,19.6,97.0,0.0,22:20:00,5,A-2,56.07,68,13.21,11.42
A,2,"[2016-10-15 22:40:00,2016-10-15 23:00:00)",84.0,2016-10-15 22:40:00,2016-10-15,1012.8,1017.8,216.0,3.2,19.6,97.0,0.0,22:40:00,5,A-2,32.25,69,7.19,7.28
A,2,"[2016-10-15 23:40:00,2016-10-16 00:00:00)",59.24,2016-10-15 23:40:00,2016-10-15,1012.8,1017.8,216.0,3.2,19.6,97.0,0.0,23:40:00,5,A-2,32.25,72,8.08,6.98
A,2,"[2016-10-16 00:00:00,2016-10-16 00:20:00)",59.43,2016-10-16 00:00:00,2016-10-16,1013.9,1018.9,327.0,0.6,20.4,95.0,0.0,00:00:00,6,A-2,59.24,1,6.46,7.0
A,2,"[2016-10-16 00:20:00,2016-10-16 00:40:00)",45.7,2016-10-16 00:20:00,2016-10-16,1013.9,1018.9,327.0,0.6,20.4,95.0,0.0,00:20:00,6,A-2,59.43,2,8.63,5.48
A,2,"[2016-10-16 00:40:00,2016-10-16 01:00:00)",45.34,2016-10-16 00:40:00,2016-10-16,1013.9,1018.9,327.0,0.6,20.4,95.0,0.0,00:40:00,6,A-2,45.7,3,8.47,10.19
A,2,"[2016-10-16 01:00:00,2016-10-16 01:20:00)",121.16,2016-10-16 01:00:00,2016-10-16,1013.9,1018.9,327.0,0.6,20.4,95.0,0.0,01:00:00,6,A-2,45.34,4,3.24,4.65
A,2,"[2016-10-16 01:20:00,2016-10-16 01:40:00)",54.47,2016-10-16 01:20:00,2016-10-16,1013.9,1018.9,327.0,0.6,20.4,95.0,0.0,01:20:00,6,A-2,121.16,5,7.95,5.49
A,2,"[2016-10-16 02:00:00,2016-10-16 02:20:00)",91.74,2016-10-16 02:00:00,2016-10-16,1013.9,1018.9,327.0,0.6,20.4,95.0,0.0,02:00:00,6,A-2,121.16,7,4.19,2.76
A,2,"[2016-10-16 03:00:00,2016-10-16 03:20:00)",44.93,2016-10-16 03:00:00,2016-10-16,1013.9,1018.9,342.0,2.2,24.6,76.0,0.0,03:00:00,6,A-2,121.16,10,8.55,5.93
A,2,"[2016-10-16 03:20:00,2016-10-16 03:40:00)",11.0,2016-10-16 03:20:00,2016-10-16,1013.9,1018.9,342.0,2.2,24.6,76.0,0.0,03:20:00,6,A-2,44.93,11,34.91,34.0
A,2,"[2016-10-16 03:40:00,2016-10-16 04:00:00)",54.07,2016-10-16 03:40:00,2016-10-16,1013.9,1018.9,342.0,2.2,24.6,76.0,0.0,03:40:00,6,A-2,11.0,12,7.59,5.87
A,2,"[2016-10-16 04:00:00,2016-10-16 04:20:00)",45.65,2016-10-16 04:00:00,2016-10-16,1013.9,1018.9,342.0,2.2,24.6,76.0,0.0,04:00:00,6,A-2,54.07,13,8.41,4.75
A,2,"[2016-10-16 04:20:00,2016-10-16 04:40:00)",42.17,2016-10-16 04:20:00,2016-10-16,1013.9,1018.9,342.0,2.2,24.6,76.0,0.0,04:20:00,6,A-2,45.65,14,9.11,6.42
A,2,"[2016-10-16 04:40:00,2016-10-16 05:00:00)",93.5,2016-10-16 04:40:00,2016-10-16,1013.9,1018.9,342.0,2.2,24.6,76.0,0.0,04:40:00,6,A-2,42.17,15,4.27,2.18
A,2,"[2016-10-16 05:00:00,2016-10-16 05:20:00)",54.33,2016-10-16 05:00:00,2016-10-16,1013.9,1018.9,342.0,2.2,24.6,76.0,0.0,05:00:00,6,A-2,93.5,16,7.59,5.31
A,2,"[2016-10-16 05:20:00,2016-10-16 05:40:00)",51.96,2016-10-16 05:20:00,2016-10-16,1013.9,1018.9,342.0,2.2,24.6,76.0,0.0,05:20:00,6,A-2,54.33,17,7.86,5.87
A,2,"[2016-10-16 05:40:00,2016-10-16 06:00:00)",44.47,2016-10-16 05:40:00,2016-10-16,1013.9,1018.9,342.0,2.2,24.6,76.0,0.0,05:40:00,6,A-2,51.96,18,9.21,7.5
