"intersection_id","tollgate_id","time_window","avg_travel_time","mid_time"
"B","1","[2016-09-12 18:00:00,2016-09-12 18:20:00)","106.97","106.97"
"B","1","[2016-09-12 18:20:00,2016-09-12 18:40:00)","148.02","148.02499999999998"
"B","1","[2016-09-12 18:40:00,2016-09-12 19:00:00)","194.77","194.76999999999998"
"B","1","[2016-09-12 19:00:00,2016-09-12 19:20:00)","216.41","216.41"
"B","1","[2016-09-12 19:20:00,2016-09-12 19:40:00)","176.15","176.15"
"B","1","[2016-09-12 20:00:00,2016-09-12 20:20:00)","108.23","108.22999999999999"
"B","1","[2016-09-12 21:00:00,2016-09-12 21:20:00)","110.34","104.99"
"B","1","[2016-09-12 21:20:00,2016-09-12 21:40:00)","124.5","124.5"
"B","1","[2016-09-12 21:40:00,2016-09-12 22:00:00)","99.17","99.17"
"B","1","[2016-09-12 22:00:00,2016-09-12 22:20:00)","145.49","145.49"
"B","1","[2016-09-13 00:00:00,2016-09-13 00:20:00)","79.1","79.1"
"B","1","[2016-09-13 02:00:00,2016-09-13 02:20:00)","170.72","170.72"
"B","1","[2016-09-13 03:40:00,2016-09-13 04:00:00)","74.03","74.03"
"B","1","[2016-09-13 04:20:00,2016-09-13 04:40:00)","91.53","91.53"
"B","1","[2016-09-13 06:00:00,2016-09-13 06:20:00)","118.2","118.2"
"B","1","[2016-09-13 06:20:00,2016-09-13 06:40:00)","108.75","108.745"
"B","1","[2016-09-13 06:40:00,2016-09-13 07:00:00)","92.49","86.68"
"B","1","[2016-09-13 07:00:00,2016-09-13 07:20:00)","128.83","128.82999999999998"
"B","1","[2016-09-13 07:20:00,2016-09-13 07:40:00)","137.31","137.315"
"B","1","[2016-09-13 07:40:00,2016-09-13 08:00:00)","111.42","111.42"
"B","1","[2016-09-13 08:00:00,2016-09-13 08:20:00)","133.83","133.82999999999998"
"B","1","[2016-09-13 08:20:00,2016-09-13 08:40:00)","105.39","105.39"
"B","1","[2016-09-13 08:40:00,2016-09-13 09:00:00)","118.01","118.00500000000001"
"B","1","[2016-09-13 09:00:00,2016-09-13 09:20:00)","122.95","123.065"
"B","1","[2016-09-13 09:20:00,2016-09-13 09:40:00)","104.15","104.15"
"B","1","[2016-09-13 09:40:00,2016-09-13 10:00:00)","98.89","98.885"
"B","1","[2016-09-13 10:00:00,2016-09-13 10:20:00)","101.07","101.07"
"B","1","[2016-09-13 10:40:00,2016-09-13 11:00:00)","114.98","114.985"
"B","1","[2016-09-13 11:00:00,2016-09-13 11:20:00)","54.48","54.480000000000004"
"B","1","[2016-09-13 11:40:00,2016-09-13 12:00:00)","101.74","96.99"
"B","1","[2016-09-13 12:00:00,2016-09-13 12:20:00)","130.9","130.895"
"B","1","[2016-09-13 12:20:00,2016-09-13 12:40:00)","88.77","106.09"
"B","1","[2016-09-13 12:40:00,2016-09-13 13:00:00)","110.81","109.20500000000001"
"B","1","[2016-09-13 13:00:00,2016-09-13 13:20:00)","174.99","147.57"
"B","1","[2016-09-13 13:20:00,2016-09-13 13:40:00)","89.94","84.95"
"B","1","[2016-09-13 13:40:00,2016-09-13 14:00:00)","172.88","209.98"
"B","1","[2016-09-13 14:00:00,2016-09-13 14:20:00)","144.47","128.07999999999998"
"B","1","[2016-09-13 14:20:00,2016-09-13 14:40:00)","91.48","91.48"
"B","1","[2016-09-13 14:40:00,2016-09-13 15:00:00)","112.2","117.14"
"B","1","[2016-09-13 15:00:00,2016-09-13 15:20:00)","154.35","154.35"
"B","1","[2016-09-13 15:20:00,2016-09-13 15:40:00)","121.06","121.055"
"B","1","[2016-09-13 15:40:00,2016-09-13 16:00:00)","140.09","140.095"
"B","1","[2016-09-13 16:00:00,2016-09-13 16:20:00)","77.56","77.56"
"B","1","[2016-09-13 16:20:00,2016-09-13 16:40:00)","110.81","110.81"
"B","1","[2016-09-13 16:40:00,2016-09-13 17:00:00)","122.7","110.12"
"B","1","[2016-09-13 17:00:00,2016-09-13 17:20:00)","135.93","135.93"
"B","1","[2016-09-13 17:20:00,2016-09-13 17:40:00)","140.98","139.175"
"B","1","[2016-09-13 17:40:00,2016-09-13 18:00:00)","208.88","208.88"
"B","1","[2016-09-13 18:00:00,2016-09-13 18:20:00)","222.12","240.87"
"B","1","[2016-09-13 18:20:00,2016-09-13 18:40:00)","333.35","254.42000000000002"
"B","1","[2016-09-13 19:20:00,2016-09-13 19:40:00)","159.47","159.47"
"B","1","[2016-09-13 19:40:00,2016-09-13 20:00:00)","126.23","126.23"
"B","1","[2016-09-13 20:00:00,2016-09-13 20:20:00)","94.17","94.17"
"B","1","[2016-09-13 21:20:00,2016-09-13 21:40:00)","119.7","119.7"
"B","1","[2016-09-13 21:40:00,2016-09-13 22:00:00)","118.92","118.92"
"B","1","[2016-09-13 23:20:00,2016-09-13 23:40:00)","113.0","113.0"
"B","1","[2016-09-14 03:20:00,2016-09-14 03:40:00)","81.8","81.8"
"B","1","[2016-09-14 05:20:00,2016-09-14 05:40:00)","85.88","85.88"
"B","1","[2016-09-14 06:20:00,2016-09-14 06:40:00)","862.74","862.74"
"B","1","[2016-09-14 06:40:00,2016-09-14 07:00:00)","127.34","123.155"
"B","1","[2016-09-14 07:00:00,2016-09-14 07:20:00)","100.94","100.945"
"B","1","[2016-09-14 07:40:00,2016-09-14 08:00:00)","161.69","161.69"
"B","1","[2016-09-14 08:00:00,2016-09-14 08:20:00)","115.85","115.85"
"B","1","[2016-09-14 08:20:00,2016-09-14 08:40:00)","129.47","129.465"
"B","1","[2016-09-14 08:40:00,2016-09-14 09:00:00)","163.87","120.37"
"B","1","[2016-09-14 09:00:00,2016-09-14 09:20:00)","92.58","103.955"
"B","1","[2016-09-14 09:20:00,2016-09-14 09:40:00)","161.0","161.0"
"B","1","[2016-09-14 09:40:00,2016-09-14 10:00:00)","110.98","110.97999999999999"
"B","1","[2016-09-14 10:00:00,2016-09-14 10:20:00)","167.88","167.885"
"B","1","[2016-09-14 10:20:00,2016-09-14 10:40:00)","125.8","125.79500000000002"
"B","1","[2016-09-14 10:40:00,2016-09-14 11:00:00)","82.78","82.78"
"B","1","[2016-09-14 11:00:00,2016-09-14 11:20:00)","146.66","146.66"
"B","1","[2016-09-14 11:20:00,2016-09-14 11:40:00)","126.23","134.04"
"B","1","[2016-09-14 11:40:00,2016-09-14 12:00:00)","114.03","114.03"
"B","1","[2016-09-14 12:00:00,2016-09-14 12:20:00)","140.74","146.72"
"B","1","[2016-09-14 12:20:00,2016-09-14 12:40:00)","129.67","117.03"
"B","1","[2016-09-14 12:40:00,2016-09-14 13:00:00)","118.23","118.22500000000001"
"B","1","[2016-09-14 13:00:00,2016-09-14 13:20:00)","126.62","126.0"
"B","1","[2016-09-14 13:20:00,2016-09-14 13:40:00)","104.28","104.28"
"B","1","[2016-09-14 13:40:00,2016-09-14 14:00:00)","125.45","118.485"
"B","1","[2016-09-14 14:00:00,2016-09-14 14:20:00)","139.75","135.19"
"B","1","[2016-09-14 14:20:00,2016-09-14 14:40:00)","93.97","93.97"
"B","1","[2016-09-14 14:40:00,2016-09-14 15:00:00)","228.82","228.82"
"B","1","[2016-09-14 15:00:00,2016-09-14 15:20:00)","145.55","126.60999999999999"
"B","1","[2016-09-14 15:20:00,2016-09-14 15:40:00)","172.1","172.07999999999998"
"B","1","[2016-09-14 15:40:00,2016-09-14 16:00:00)","114.28","112.89"
"B","1","[2016-09-14 16:00:00,2016-09-14 16:20:00)","145.13","160.98000000000002"
"B","1","[2016-09-14 16:20:00,2016-09-14 16:40:00)","140.22","131.17000000000002"
"B","1","[2016-09-14 16:40:00,2016-09-14 17:00:00)","157.98","151.99"
"B","1","[2016-09-14 17:00:00,2016-09-14 17:20:00)","160.63","157.57"
"B","1","[2016-09-14 17:20:00,2016-09-14 17:40:00)","203.22","175.03"
"B","1","[2016-09-14 17:40:00,2016-09-14 18:00:00)","300.42","300.42499999999995"
"B","1","[2016-09-14 18:00:00,2016-09-14 18:20:00)","266.7","310.62"
"B","1","[2016-09-14 18:20:00,2016-09-14 18:40:00)","282.34","282.33500000000004"
"B","1","[2016-09-14 18:40:00,2016-09-14 19:00:00)","306.87","301.535"
"B","1","[2016-09-14 19:00:00,2016-09-14 19:20:00)","233.36","233.35999999999999"
"B","1","[2016-09-14 19:20:00,2016-09-14 19:40:00)","202.24","202.24"
"B","1","[2016-09-14 19:40:00,2016-09-14 20:00:00)","238.67","231.35"
"B","1","[2016-09-14 20:00:00,2016-09-14 20:20:00)","182.62","182.62"
"B","1","[2016-09-14 20:20:00,2016-09-14 20:40:00)","166.25","179.06"
"B","1","[2016-09-14 20:40:00,2016-09-14 21:00:00)","114.38","101.42"
"B","1","[2016-09-14 21:00:00,2016-09-14 21:20:00)","112.03","112.03"
"B","1","[2016-09-14 21:40:00,2016-09-14 22:00:00)","97.41","97.41"
"B","1","[2016-09-14 22:00:00,2016-09-14 22:20:00)","139.42","139.42000000000002"
"B","1","[2016-09-14 23:00:00,2016-09-14 23:20:00)","131.72","131.72"
"B","1","[2016-09-15 00:00:00,2016-09-15 00:20:00)","100.85","100.85"
"B","1","[2016-09-15 00:40:00,2016-09-15 01:00:00)","117.05","117.05"
"B","1","[2016-09-15 02:00:00,2016-09-15 02:20:00)","143.05","143.05"
"B","1","[2016-09-15 02:40:00,2016-09-15 03:00:00)","93.7","93.7"
"B","1","[2016-09-15 05:20:00,2016-09-15 05:40:00)","116.05","116.05"
"B","1","[2016-09-15 05:40:00,2016-09-15 06:00:00)","96.79","96.78999999999999"
"B","1","[2016-09-15 06:00:00,2016-09-15 06:20:00)","96.87","96.08"
"B","1","[2016-09-15 06:40:00,2016-09-15 07:00:00)","82.68","82.67500000000001"
"B","1","[2016-09-15 07:00:00,2016-09-15 07:20:00)","115.75","115.75"
"B","1","[2016-09-15 07:20:00,2016-09-15 07:40:00)","104.77","108.68"
"B","1","[2016-09-15 08:00:00,2016-09-15 08:20:00)","142.75","154.82"
"B","1","[2016-09-15 08:20:00,2016-09-15 08:40:00)","133.16","126.67"
"B","1","[2016-09-15 08:40:00,2016-09-15 09:00:00)","130.53","126.20500000000001"
"B","1","[2016-09-15 09:00:00,2016-09-15 09:20:00)","168.19","174.07"
"B","1","[2016-09-15 09:20:00,2016-09-15 09:40:00)","103.07","110.95"
"B","1","[2016-09-15 09:40:00,2016-09-15 10:00:00)","140.79","136.24"
"B","1","[2016-09-15 10:00:00,2016-09-15 10:20:00)","146.48","135.47"
"B","1","[2016-09-15 10:20:00,2016-09-15 10:40:00)","127.7","123.48"
"B","1","[2016-09-15 10:40:00,2016-09-15 11:00:00)","201.88","178.47"
"B","1","[2016-09-15 11:00:00,2016-09-15 11:20:00)","311.91","304.865"
"B","1","[2016-09-15 11:20:00,2016-09-15 11:40:00)","168.54","147.18"
"B","1","[2016-09-15 11:40:00,2016-09-15 12:00:00)","125.13","115.95"
"B","1","[2016-09-15 12:00:00,2016-09-15 12:20:00)","106.42","106.415"
"B","1","[2016-09-15 12:20:00,2016-09-15 12:40:00)","99.36","98.62"
"B","1","[2016-09-15 12:40:00,2016-09-15 13:00:00)","124.25","116.14"
"B","1","[2016-09-15 13:00:00,2016-09-15 13:20:00)","110.85","110.85"
"B","1","[2016-09-15 13:20:00,2016-09-15 13:40:00)","117.83","122.07"
"B","1","[2016-09-15 13:40:00,2016-09-15 14:00:00)","118.78","112.735"
"B","1","[2016-09-15 14:00:00,2016-09-15 14:20:00)","99.37","99.37"
"B","1","[2016-09-15 14:20:00,2016-09-15 14:40:00)","148.95","148.95499999999998"
"B","1","[2016-09-15 14:40:00,2016-09-15 15:00:00)","141.7","135.45"
"B","1","[2016-09-15 15:00:00,2016-09-15 15:20:00)","181.94","181.94"
"B","1","[2016-09-15 15:20:00,2016-09-15 15:40:00)","159.83","164.78"
"B","1","[2016-09-15 16:00:00,2016-09-15 16:20:00)","235.28","243.06"
"B","1","[2016-09-15 16:20:00,2016-09-15 16:40:00)","162.56","162.56"
"B","1","[2016-09-15 17:00:00,2016-09-15 17:20:00)","239.06","239.055"
"B","1","[2016-09-15 17:20:00,2016-09-15 17:40:00)","153.34","153.34"
"B","1","[2016-09-15 18:00:00,2016-09-15 18:20:00)","122.75","122.75"
"B","1","[2016-09-15 18:40:00,2016-09-15 19:00:00)","260.9","260.905"
"B","1","[2016-09-15 19:00:00,2016-09-15 19:20:00)","140.1","140.1"
"B","1","[2016-09-15 22:20:00,2016-09-15 22:40:00)","148.65","148.65"
"B","1","[2016-09-15 22:40:00,2016-09-15 23:00:00)","140.17","140.17000000000002"
"B","1","[2016-09-16 05:40:00,2016-09-16 06:00:00)","102.85","102.85"
"B","1","[2016-09-16 06:00:00,2016-09-16 06:20:00)","123.28","123.28"
"B","1","[2016-09-16 06:40:00,2016-09-16 07:00:00)","165.14","151.35"
"B","1","[2016-09-16 07:00:00,2016-09-16 07:20:00)","79.59","79.59"
"B","1","[2016-09-16 07:40:00,2016-09-16 08:00:00)","135.02","135.02"
"B","1","[2016-09-16 08:00:00,2016-09-16 08:20:00)","141.13","141.135"
"B","1","[2016-09-16 08:20:00,2016-09-16 08:40:00)","134.0","134.005"
"B","1","[2016-09-16 08:40:00,2016-09-16 09:00:00)","108.18","111.53999999999999"
"B","1","[2016-09-16 09:00:00,2016-09-16 09:20:00)","127.17","127.17"
"B","1","[2016-09-16 09:40:00,2016-09-16 10:00:00)","134.04","131.82"
"B","1","[2016-09-16 10:00:00,2016-09-16 10:20:00)","118.4","118.4"
"B","1","[2016-09-16 10:20:00,2016-09-16 10:40:00)","162.0","162.005"
"B","1","[2016-09-16 10:40:00,2016-09-16 11:00:00)","127.55","130.67000000000002"
"B","1","[2016-09-16 11:00:00,2016-09-16 11:20:00)","122.24","122.24000000000001"
"B","1","[2016-09-16 11:20:00,2016-09-16 11:40:00)","101.85","108.05"
"B","1","[2016-09-16 11:40:00,2016-09-16 12:00:00)","123.88","123.88"
"B","1","[2016-09-16 12:00:00,2016-09-16 12:20:00)","89.46","89.46000000000001"
"B","1","[2016-09-16 12:20:00,2016-09-16 12:40:00)","152.47","152.47"
"B","1","[2016-09-16 12:40:00,2016-09-16 13:00:00)","79.81","79.815"
"B","1","[2016-09-16 13:00:00,2016-09-16 13:20:00)","113.88","113.88"
"B","1","[2016-09-16 13:20:00,2016-09-16 13:40:00)","118.03","121.97"
"B","1","[2016-09-16 13:40:00,2016-09-16 14:00:00)","119.09","121.88"
"B","1","[2016-09-16 14:00:00,2016-09-16 14:20:00)","117.08","130.45999999999998"
"B","1","[2016-09-16 14:20:00,2016-09-16 14:40:00)","140.04","139.16"
"B","1","[2016-09-16 14:40:00,2016-09-16 15:00:00)","152.73","131.97"
"B","1","[2016-09-16 15:00:00,2016-09-16 15:20:00)","154.27","181.25"
"B","1","[2016-09-16 15:20:00,2016-09-16 15:40:00)","140.26","140.26"
"B","1","[2016-09-16 15:40:00,2016-09-16 16:00:00)","123.78","123.785"
"B","1","[2016-09-16 16:20:00,2016-09-16 16:40:00)","121.08","122.815"
"B","1","[2016-09-16 17:00:00,2016-09-16 17:20:00)","122.76","122.75999999999999"
"B","1","[2016-09-16 17:40:00,2016-09-16 18:00:00)","108.5","108.505"
"B","1","[2016-09-16 18:00:00,2016-09-16 18:20:00)","122.8","122.8"
"B","1","[2016-09-16 18:20:00,2016-09-16 18:40:00)","118.28","118.28"
"B","1","[2016-09-16 19:20:00,2016-09-16 19:40:00)","166.27","166.26500000000001"
"B","1","[2016-09-16 19:40:00,2016-09-16 20:00:00)","105.56","105.56"
"B","1","[2016-09-16 20:00:00,2016-09-16 20:20:00)","143.1","143.1"
"B","1","[2016-09-16 20:20:00,2016-09-16 20:40:00)","142.19","142.19"
"B","1","[2016-09-16 21:00:00,2016-09-16 21:20:00)","120.92","124.01"
"B","1","[2016-09-16 21:40:00,2016-09-16 22:00:00)","101.45","101.45"
"B","1","[2016-09-16 22:00:00,2016-09-16 22:20:00)","101.06","101.06"
"B","1","[2016-09-16 22:20:00,2016-09-16 22:40:00)","123.63","123.63"
"B","1","[2016-09-16 23:00:00,2016-09-16 23:20:00)","124.14","123.48"
"B","1","[2016-09-16 23:20:00,2016-09-16 23:40:00)","104.86","104.86"
"B","1","[2016-09-17 06:20:00,2016-09-17 06:40:00)","89.29","89.29499999999999"
"B","1","[2016-09-17 06:40:00,2016-09-17 07:00:00)","154.28","154.275"
"B","1","[2016-09-17 07:00:00,2016-09-17 07:20:00)","116.02","116.015"
"B","1","[2016-09-17 07:20:00,2016-09-17 07:40:00)","125.81","125.81"
"B","1","[2016-09-17 07:40:00,2016-09-17 08:00:00)","74.34","74.33500000000001"
"B","1","[2016-09-17 08:00:00,2016-09-17 08:20:00)","129.31","128.24"
"B","1","[2016-09-17 08:20:00,2016-09-17 08:40:00)","126.9","119.43"
"B","1","[2016-09-17 08:40:00,2016-09-17 09:00:00)","125.87","125.87"
"B","1","[2016-09-17 09:00:00,2016-09-17 09:20:00)","138.22","138.22"
"B","1","[2016-09-17 09:20:00,2016-09-17 09:40:00)","114.86","115.505"
"B","1","[2016-09-17 09:40:00,2016-09-17 10:00:00)","121.82","121.82"
"B","1","[2016-09-17 10:00:00,2016-09-17 10:20:00)","118.4","115.74000000000001"
"B","1","[2016-09-17 10:20:00,2016-09-17 10:40:00)","142.28","154.645"
"B","1","[2016-09-17 10:40:00,2016-09-17 11:00:00)","100.25","97.24000000000001"
"B","1","[2016-09-17 11:00:00,2016-09-17 11:20:00)","111.25","113.33"
"B","1","[2016-09-17 11:20:00,2016-09-17 11:40:00)","97.2","96.25"
"B","1","[2016-09-17 11:40:00,2016-09-17 12:00:00)","127.27","125.37"
"B","1","[2016-09-17 12:00:00,2016-09-17 12:20:00)","108.56","97.93"
"B","1","[2016-09-17 12:20:00,2016-09-17 12:40:00)","140.3","135.26"
"B","1","[2016-09-17 12:40:00,2016-09-17 13:00:00)","146.21","150.36"
"B","1","[2016-09-17 13:00:00,2016-09-17 13:20:00)","145.94","142.435"
"B","1","[2016-09-17 13:20:00,2016-09-17 13:40:00)","151.91","134.2"
"B","1","[2016-09-17 13:40:00,2016-09-17 14:00:00)","168.86","163.13"
"B","1","[2016-09-17 14:00:00,2016-09-17 14:20:00)","173.37","166.01"
"B","1","[2016-09-17 14:20:00,2016-09-17 14:40:00)","182.37","172.525"
"B","1","[2016-09-17 14:40:00,2016-09-17 15:00:00)","158.56","174.16"
"B","1","[2016-09-17 15:00:00,2016-09-17 15:20:00)","208.17","156.48"
"B","1","[2016-09-17 15:20:00,2016-09-17 15:40:00)","170.08","148.27"
"B","1","[2016-09-17 15:40:00,2016-09-17 16:00:00)","155.85","153.215"
"B","1","[2016-09-17 16:00:00,2016-09-17 16:20:00)","117.86","111.22"
"B","1","[2016-09-17 16:20:00,2016-09-17 16:40:00)","108.32","104.59"
"B","1","[2016-09-17 16:40:00,2016-09-17 17:00:00)","118.95","111.78999999999999"
"B","1","[2016-09-17 17:00:00,2016-09-17 17:20:00)","168.14","168.14"
"B","1","[2016-09-17 17:20:00,2016-09-17 17:40:00)","130.59","126.0"
"B","1","[2016-09-17 17:40:00,2016-09-17 18:00:00)","127.69","128.34"
"B","1","[2016-09-17 18:00:00,2016-09-17 18:20:00)","112.69","117.78"
"B","1","[2016-09-17 18:20:00,2016-09-17 18:40:00)","117.95","117.955"
"B","1","[2016-09-17 18:40:00,2016-09-17 19:00:00)","156.86","185.67000000000002"
"B","1","[2016-09-17 19:00:00,2016-09-17 19:20:00)","144.05","107.6"
"B","1","[2016-09-17 19:20:00,2016-09-17 19:40:00)","107.64","107.64"
"B","1","[2016-09-17 19:40:00,2016-09-17 20:00:00)","132.89","132.89"
"B","1","[2016-09-17 20:40:00,2016-09-17 21:00:00)","105.62","105.62"
"B","1","[2016-09-17 21:00:00,2016-09-17 21:20:00)","102.69","102.69"
"B","1","[2016-09-17 21:20:00,2016-09-17 21:40:00)","128.0","128.0"
"B","1","[2016-09-17 22:00:00,2016-09-17 22:20:00)","83.81","83.805"
"B","1","[2016-09-17 23:20:00,2016-09-17 23:40:00)","84.33","84.335"
"B","1","[2016-09-18 00:00:00,2016-09-18 00:20:00)","86.87","86.87"
"B","1","[2016-09-18 02:20:00,2016-09-18 02:40:00)","74.7","74.7"
"B","1","[2016-09-18 05:40:00,2016-09-18 06:00:00)","103.84","103.845"
"B","1","[2016-09-18 06:00:00,2016-09-18 06:20:00)","69.31","69.31"
"B","1","[2016-09-18 06:20:00,2016-09-18 06:40:00)","84.42","84.42"
"B","1","[2016-09-18 06:40:00,2016-09-18 07:00:00)","208.28","224.81"
"B","1","[2016-09-18 07:00:00,2016-09-18 07:20:00)","86.72","86.725"
"B","1","[2016-09-18 07:20:00,2016-09-18 07:40:00)","109.15","109.14500000000001"
"B","1","[2016-09-18 08:00:00,2016-09-18 08:20:00)","113.7","113.7"
"B","1","[2016-09-18 08:20:00,2016-09-18 08:40:00)","113.53","113.53"
"B","1","[2016-09-18 08:40:00,2016-09-18 09:00:00)","137.17","126.77000000000001"
"B","1","[2016-09-18 09:00:00,2016-09-18 09:20:00)","111.39","111.315"
"B","1","[2016-09-18 09:20:00,2016-09-18 09:40:00)","123.66","124.415"
"B","1","[2016-09-18 09:40:00,2016-09-18 10:00:00)","77.4","77.4"
"B","1","[2016-09-18 10:40:00,2016-09-18 11:00:00)","97.75","97.75"
"B","1","[2016-09-18 11:00:00,2016-09-18 11:20:00)","98.39","98.39"
"B","1","[2016-09-18 11:20:00,2016-09-18 11:40:00)","113.27","113.27000000000001"
"B","1","[2016-09-18 11:40:00,2016-09-18 12:00:00)","84.54","84.54"
"B","1","[2016-09-18 12:00:00,2016-09-18 12:20:00)","100.17","100.17"
"B","1","[2016-09-18 12:20:00,2016-09-18 12:40:00)","123.03","132.03"
"B","1","[2016-09-18 12:40:00,2016-09-18 13:00:00)","120.85","123.25"
"B","1","[2016-09-18 13:00:00,2016-09-18 13:20:00)","96.15","96.15"
"B","1","[2016-09-18 13:20:00,2016-09-18 13:40:00)","111.53","113.49"
"B","1","[2016-09-18 13:40:00,2016-09-18 14:00:00)","136.17","136.185"
"B","1","[2016-09-18 14:00:00,2016-09-18 14:20:00)","114.82","110.12"
"B","1","[2016-09-18 14:20:00,2016-09-18 14:40:00)","112.12","108.35499999999999"
"B","1","[2016-09-18 14:40:00,2016-09-18 15:00:00)","168.82","175.4"
"B","1","[2016-09-18 15:00:00,2016-09-18 15:20:00)","99.07","94.18"
"B","1","[2016-09-18 15:20:00,2016-09-18 15:40:00)","137.03","139.69"
"B","1","[2016-09-18 15:40:00,2016-09-18 16:00:00)","106.28","100.49"
"B","1","[2016-09-18 16:00:00,2016-09-18 16:20:00)","101.96","103.93"
"B","1","[2016-09-18 16:20:00,2016-09-18 16:40:00)","105.73","105.73"
"B","1","[2016-09-18 16:40:00,2016-09-18 17:00:00)","132.61","132.61"
"B","1","[2016-09-18 17:00:00,2016-09-18 17:20:00)","120.11","128.785"
"B","1","[2016-09-18 17:20:00,2016-09-18 17:40:00)","155.85","155.855"
"B","1","[2016-09-18 17:40:00,2016-09-18 18:00:00)","122.41","131.595"
"B","1","[2016-09-18 18:00:00,2016-09-18 18:20:00)","129.22","129.215"
"B","1","[2016-09-18 18:20:00,2016-09-18 18:40:00)","109.1","109.10499999999999"
"B","1","[2016-09-18 18:40:00,2016-09-18 19:00:00)","124.15","122.44"
"B","1","[2016-09-18 19:00:00,2016-09-18 19:20:00)","114.92","114.92"
"B","1","[2016-09-18 19:40:00,2016-09-18 20:00:00)","118.33","110.42"
"B","1","[2016-09-18 20:00:00,2016-09-18 20:20:00)","125.44","125.44"
"B","1","[2016-09-18 20:40:00,2016-09-18 21:00:00)","148.5","148.5"
"B","1","[2016-09-18 21:00:00,2016-09-18 21:20:00)","101.89","101.88999999999999"
"B","1","[2016-09-18 21:20:00,2016-09-18 21:40:00)","135.74","135.74"
"B","1","[2016-09-18 21:40:00,2016-09-18 22:00:00)","91.46","91.46000000000001"
"B","1","[2016-09-18 22:20:00,2016-09-18 22:40:00)","163.22","163.22"
"B","1","[2016-09-18 23:20:00,2016-09-18 23:40:00)","127.85","127.85"
"B","1","[2016-09-18 23:40:00,2016-09-19 00:00:00)","94.57","94.57"
"B","1","[2016-09-19 01:00:00,2016-09-19 01:20:00)","97.8","97.8"
"B","1","[2016-09-19 01:20:00,2016-09-19 01:40:00)","73.6","73.6"
"B","1","[2016-09-19 04:00:00,2016-09-19 04:20:00)","118.81","118.81"
"B","1","[2016-09-19 04:40:00,2016-09-19 05:00:00)","121.53","121.53"
"B","1","[2016-09-19 05:40:00,2016-09-19 06:00:00)","118.87","118.87"
"B","1","[2016-09-19 06:00:00,2016-09-19 06:20:00)","99.62","99.62"
"B","1","[2016-09-19 06:40:00,2016-09-19 07:00:00)","115.16","115.16"
"B","1","[2016-09-19 07:00:00,2016-09-19 07:20:00)","85.53","85.53"
"B","1","[2016-09-19 07:20:00,2016-09-19 07:40:00)","95.5","90.34"
"B","1","[2016-09-19 07:40:00,2016-09-19 08:00:00)","110.87","110.87"
"B","1","[2016-09-19 08:00:00,2016-09-19 08:20:00)","123.73","123.73"
"B","1","[2016-09-19 08:20:00,2016-09-19 08:40:00)","146.15","146.15"
"B","1","[2016-09-19 08:40:00,2016-09-19 09:00:00)","128.91","128.91"
"B","1","[2016-09-19 09:00:00,2016-09-19 09:20:00)","125.58","122.26"
"B","1","[2016-09-19 09:40:00,2016-09-19 10:00:00)","125.12","129.26"
"B","1","[2016-09-19 10:00:00,2016-09-19 10:20:00)","114.69","104.81"
"B","1","[2016-09-19 10:20:00,2016-09-19 10:40:00)","145.63","148.03"
"B","1","[2016-09-19 10:40:00,2016-09-19 11:00:00)","100.15","112.97"
"B","1","[2016-09-19 11:20:00,2016-09-19 11:40:00)","95.97","95.965"
"B","1","[2016-09-19 11:40:00,2016-09-19 12:00:00)","101.75","106.25"
"B","1","[2016-09-19 12:00:00,2016-09-19 12:20:00)","103.9","97.51"
"B","1","[2016-09-19 12:20:00,2016-09-19 12:40:00)","106.06","119.53999999999999"
"B","1","[2016-09-19 12:40:00,2016-09-19 13:00:00)","139.7","139.07999999999998"
"B","1","[2016-09-19 13:20:00,2016-09-19 13:40:00)","124.98","108.69"
"B","1","[2016-09-19 13:40:00,2016-09-19 14:00:00)","127.77","127.765"
"B","1","[2016-09-19 14:00:00,2016-09-19 14:20:00)","128.83","119.38499999999999"
"B","1","[2016-09-19 14:20:00,2016-09-19 14:40:00)","141.98","130.22"
"B","1","[2016-09-19 14:40:00,2016-09-19 15:00:00)","178.95","178.95"
"B","1","[2016-09-19 15:00:00,2016-09-19 15:20:00)","121.44","111.53999999999999"
"B","1","[2016-09-19 15:20:00,2016-09-19 15:40:00)","117.98","117.98"
"B","1","[2016-09-19 15:40:00,2016-09-19 16:00:00)","150.63","148.59"
"B","1","[2016-09-19 16:00:00,2016-09-19 16:20:00)","94.86","94.86"
"B","1","[2016-09-19 16:40:00,2016-09-19 17:00:00)","102.5","106.32"
"B","1","[2016-09-19 17:00:00,2016-09-19 17:20:00)","96.88","96.88"
"B","1","[2016-09-19 17:40:00,2016-09-19 18:00:00)","162.07","162.07"
"B","1","[2016-09-19 18:20:00,2016-09-19 18:40:00)","236.77","236.77"
"B","1","[2016-09-19 18:40:00,2016-09-19 19:00:00)","171.17","171.17000000000002"
"B","1","[2016-09-19 19:00:00,2016-09-19 19:20:00)","135.97","135.97"
"B","1","[2016-09-19 19:40:00,2016-09-19 20:00:00)","112.66","112.66"
"B","1","[2016-09-19 20:20:00,2016-09-19 20:40:00)","90.91","86.51"
"B","1","[2016-09-19 20:40:00,2016-09-19 21:00:00)","118.27","118.27"
"B","1","[2016-09-19 21:00:00,2016-09-19 21:20:00)","121.12","121.12"
