"tollgate_id","time_window","direction","volume","etc","model_1","model_2","model_3","model_4","model_5","model_6","model_7","type_0","type_1"
"1","[2016-09-23 18:20:00,2016-09-23 18:40:00)","0","45","14","44","1","0","0","0","0","0","0","0"
"1","[2016-09-23 18:40:00,2016-09-23 19:00:00)","0","32","5","29","3","0","0","0","0","0","0","0"
"1","[2016-09-23 19:00:00,2016-09-23 19:20:00)","0","29","5","28","1","0","0","0","0","0","0","0"
"1","[2016-09-23 19:20:00,2016-09-23 19:40:00)","0","23","7","20","2","1","0","0","0","0","0","0"
"1","[2016-09-23 19:40:00,2016-09-23 20:00:00)","0","32","8","31","1","0","0","0","0","0","0","0"
"1","[2016-09-23 20:00:00,2016-09-23 20:20:00)","0","27","9","27","0","0","0","0","0","0","0","0"
"1","[2016-09-23 20:20:00,2016-09-23 20:40:00)","0","25","10","25","0","0","0","0","0","0","0","0"
"1","[2016-09-23 20:40:00,2016-09-23 21:00:00)","0","28","5","26","2","0","0","0","0","0","0","0"
"1","[2016-09-23 21:00:00,2016-09-23 21:20:00)","0","15","5","14","1","0","0","0","0","0","0","0"
"1","[2016-09-23 21:20:00,2016-09-23 21:40:00)","0","25","4","21","4","0","0","0","0","0","0","0"
"1","[2016-09-23 21:40:00,2016-09-23 22:00:00)","0","21","3","19","2","0","0","0","0","0","0","0"
"1","[2016-09-23 22:00:00,2016-09-23 22:20:00)","0","21","4","21","0","0","0","0","0","0","0","0"
"1","[2016-09-23 22:20:00,2016-09-23 22:40:00)","0","9","3","8","1","0","0","0","0","0","0","0"
"1","[2016-09-23 22:40:00,2016-09-23 23:00:00)","0","12","3","11","1","0","0","0","0","0","0","0"
"1","[2016-09-23 23:00:00,2016-09-23 23:20:00)","0","4","1","3","1","0","0","0","0","0","0","0"
"1","[2016-09-23 23:20:00,2016-09-23 23:40:00)","0","1","0","1","0","0","0","0","0","0","0","0"
"1","[2016-09-23 23:40:00,2016-09-24 00:00:00)","0","6","2","5","1","0","0","0","0","0","0","0"
"1","[2016-09-24 00:00:00,2016-09-24 00:20:00)","0","9","1","7","1","1","0","0","0","0","0","0"
"1","[2016-09-24 00:20:00,2016-09-24 00:40:00)","0","12","1","9","1","1","0","1","0","0","0","0"
"1","[2016-09-24 00:40:00,2016-09-24 01:00:00)","0","6","1","5","0","1","0","0","0","0","0","0"
"1","[2016-09-24 01:00:00,2016-09-24 01:20:00)","0","14","1","12","0","1","0","1","0","0","0","0"
"1","[2016-09-24 01:20:00,2016-09-24 01:40:00)","0","6","1","3","1","1","0","1","0","0","0","0"
"1","[2016-09-24 01:40:00,2016-09-24 02:00:00)","0","10","0","5","3","1","0","1","0","0","0","0"
"1","[2016-09-24 02:00:00,2016-09-24 02:20:00)","0","10","2","4","4","1","0","1","0","0","0","0"
"1","[2016-09-24 02:20:00,2016-09-24 02:40:00)","0","4","1","2","1","1","0","0","0","0","0","0"
"1","[2016-09-24 02:40:00,2016-09-24 03:00:00)","0","8","1","5","1","1","0","1","0","0","0","0"
"1","[2016-09-24 03:00:00,2016-09-24 03:20:00)","0","11","3","7","1","2","0","1","0","0","0","0"
"1","[2016-09-24 03:20:00,2016-09-24 03:40:00)","0","10","1","9","1","0","0","0","0","0","0","0"
"1","[2016-09-24 03:40:00,2016-09-24 04:00:00)","0","14","3","10","2","1","0","1","0","0","0","0"
"1","[2016-09-24 04:00:00,2016-09-24 04:20:00)","0","6","0","2","2","1","0","1","0","0","0","0"
"1","[2016-09-24 04:20:00,2016-09-24 04:40:00)","0","11","0","5","4","1","1","0","0","0","0","0"
"1","[2016-09-24 04:40:00,2016-09-24 05:00:00)","0","20","1","12","3","1","0","4","0","0","0","0"
"1","[2016-09-24 05:00:00,2016-09-24 05:20:00)","0","4","0","3","1","0","0","0","0","0","0","0"
"1","[2016-09-24 05:20:00,2016-09-24 05:40:00)","0","5","0","3","2","0","0","0","0","0","0","0"
"1","[2016-09-24 05:40:00,2016-09-24 06:00:00)","0","9","0","5","4","0","0","0","0","0","0","0"
"1","[2016-09-24 06:00:00,2016-09-24 06:20:00)","0","8","1","6","2","0","0","0","0","0","0","0"
"1","[2016-09-24 06:20:00,2016-09-24 06:40:00)","0","19","6","16","2","1","0","0","0","0","0","0"
"1","[2016-09-24 06:40:00,2016-09-24 07:00:00)","0","24","7","16","7","1","0","0","0","0","0","0"
"1","[2016-09-24 07:00:00,2016-09-24 07:20:00)","0","28","7","24","3","1","0","0","0","0","0","0"
"1","[2016-09-24 07:20:00,2016-09-24 07:40:00)","0","33","9","31","2","0","0","0","0","0","0","0"
"1","[2016-09-24 07:40:00,2016-09-24 08:00:00)","0","35","5","30","5","0","0","0","0","0","0","0"
"1","[2016-09-24 08:00:00,2016-09-24 08:20:00)","0","43","12","37","5","1","0","0","0","0","0","0"
"1","[2016-09-24 08:20:00,2016-09-24 08:40:00)","0","64","17","54","6","3","1","0","0","0","0","0"
"1","[2016-09-24 08:40:00,2016-09-24 09:00:00)","0","71","21","65","5","1","0","0","0","0","0","0"
"1","[2016-09-24 09:00:00,2016-09-24 09:20:00)","0","52","13","46","5","1","0","0","0","0","0","0"
"1","[2016-09-24 09:20:00,2016-09-24 09:40:00)","0","68","21","63","4","1","0","0","0","0","0","0"
"1","[2016-09-24 09:40:00,2016-09-24 10:00:00)","0","66","21","63","2","1","0","0","0","0","0","0"
"1","[2016-09-24 10:00:00,2016-09-24 10:20:00)","0","56","10","52","4","0","0","0","0","0","0","0"
"1","[2016-09-24 10:20:00,2016-09-24 10:40:00)","0","70","10","66","3","1","0","0","0","0","0","0"
"1","[2016-09-24 10:40:00,2016-09-24 11:00:00)","0","54","12","49","5","0","0","0","0","0","0","0"
"1","[2016-09-24 11:00:00,2016-09-24 11:20:00)","0","54","13","52","1","0","1","0","0","0","0","0"
"1","[2016-09-24 11:20:00,2016-09-24 11:40:00)","0","58","10","53","4","1","0","0","0","0","0","0"
"1","[2016-09-24 11:40:00,2016-09-24 12:00:00)","0","47","6","37","8","0","2","0","0","0","0","0"
"1","[2016-09-24 12:00:00,2016-09-24 12:20:00)","0","49","12","46","3","0","0","0","0","0","0","0"
"1","[2016-09-24 12:20:00,2016-09-24 12:40:00)","0","31","8","24","5","2","0","0","0","0","0","0"
"1","[2016-09-24 12:40:00,2016-09-24 13:00:00)","0","55","13","49","4","1","1","0","0","0","0","0"
"1","[2016-09-24 13:00:00,2016-09-24 13:20:00)","0","41","10","38","3","0","0","0","0","0","0","0"
"1","[2016-09-24 13:20:00,2016-09-24 13:40:00)","0","42","10","39","2","1","0","0","0","0","0","0"
"1","[2016-09-24 13:40:00,2016-09-24 14:00:00)","0","64","28","60","0","1","3","0","0","0","0","0"
"1","[2016-09-24 14:00:00,2016-09-24 14:20:00)","0","56","21","51","2","2","1","0","0","0","0","0"
"1","[2016-09-24 14:20:00,2016-09-24 14:40:00)","0","55","15","48","6","0","1","0","0","0","0","0"
"1","[2016-09-24 14:40:00,2016-09-24 15:00:00)","0","78","19","70","6","0","2","0","0","0","0","0"
"1","[2016-09-24 15:00:00,2016-09-24 15:20:00)","0","55","12","52","2","1","0","0","0","0","0","0"
"1","[2016-09-24 15:20:00,2016-09-24 15:40:00)","0","63","15","56","7","0","0","0","0","0","0","0"
"1","[2016-09-24 15:40:00,2016-09-24 16:00:00)","0","66","20","61","4","1","0","0","0","0","0","0"
"1","[2016-09-24 16:00:00,2016-09-24 16:20:00)","0","81","14","78","1","1","1","0","0","0","0","0"
"1","[2016-09-24 16:20:00,2016-09-24 16:40:00)","0","59","14","57","2","0","0","0","0","0","0","0"
"1","[2016-09-24 16:40:00,2016-09-24 17:00:00)","0","48","19","45","2","1","0","0","0","0","0","0"
"1","[2016-09-24 17:00:00,2016-09-24 17:20:00)","0","73","23","69","3","0","1","0","0","0","0","0"
"1","[2016-09-24 17:20:00,2016-09-24 17:40:00)","0","55","16","52","2","0","1","0","0","0","0","0"
"1","[2016-09-24 17:40:00,2016-09-24 18:00:00)","0","32","8","30","2","0","0","0","0","0","0","0"
"1","[2016-09-24 18:00:00,2016-09-24 18:20:00)","0","42","7","42","0","0","0","0","0","0","0","0"
"1","[2016-09-24 18:20:00,2016-09-24 18:40:00)","0","35","3","32","3","0","0","0","0","0","0","0"
"1","[2016-09-24 18:40:00,2016-09-24 19:00:00)","0","54","7","50","3","0","1","0","0","0","0","0"
"1","[2016-09-24 19:00:00,2016-09-24 19:20:00)","0","32","12","29","2","1","0","0","0","0","0","0"
"1","[2016-09-24 19:20:00,2016-09-24 19:40:00)","0","47","5","44","3","0","0","0","0","0","0","0"
"1","[2016-09-24 19:40:00,2016-09-24 20:00:00)","0","21","3","20","1","0","0","0","0","0","0","0"
"1","[2016-09-24 20:00:00,2016-09-24 20:20:00)","0","23","7","22","1","0","0","0","0","0","0","0"
"1","[2016-09-24 20:20:00,2016-09-24 20:40:00)","0","28","5","25","3","0","0","0","0","0","0","0"
"1","[2016-09-24 20:40:00,2016-09-24 21:00:00)","0","30","10","28","2","0","0","0","0","0","0","0"
"1","[2016-09-24 21:00:00,2016-09-24 21:20:00)","0","23","9","20","3","0","0","0","0","0","0","0"
"1","[2016-09-24 21:20:00,2016-09-24 21:40:00)","0","23","4","21","2","0","0","0","0","0","0","0"
"1","[2016-09-24 21:40:00,2016-09-24 22:00:00)","0","16","3","15","1","0","0","0","0","0","0","0"
"1","[2016-09-24 22:00:00,2016-09-24 22:20:00)","0","16","2","16","0","0","0","0","0","0","0","0"
"1","[2016-09-24 22:20:00,2016-09-24 22:40:00)","0","13","3","11","2","0","0","0","0","0","0","0"
"1","[2016-09-24 22:40:00,2016-09-24 23:00:00)","0","15","1","13","2","0","0","0","0","0","0","0"
"1","[2016-09-24 23:00:00,2016-09-24 23:20:00)","0","6","1","5","1","0","0","0","0","0","0","0"
"1","[2016-09-24 23:20:00,2016-09-24 23:40:00)","0","10","2","7","3","0","0","0","0","0","0","0"
"1","[2016-09-24 23:40:00,2016-09-25 00:00:00)","0","4","2","2","1","0","1","0","0","0","0","0"
"1","[2016-09-25 00:00:00,2016-09-25 00:20:00)","0","14","0","10","0","1","0","3","0","0","0","0"
"1","[2016-09-25 00:20:00,2016-09-25 00:40:00)","0","8","1","5","1","1","0","1","0","0","0","0"
"1","[2016-09-25 00:40:00,2016-09-25 01:00:00)","0","7","1","4","0","1","1","1","0","0","0","0"
"1","[2016-09-25 01:00:00,2016-09-25 01:20:00)","0","8","0","6","0","0","1","1","0","0","0","0"
"1","[2016-09-25 01:20:00,2016-09-25 01:40:00)","0","6","0","2","0","3","0","1","0","0","0","0"
"1","[2016-09-25 01:40:00,2016-09-25 02:00:00)","0","2","0","1","0","1","0","0","0","0","0","0"
"1","[2016-09-25 02:00:00,2016-09-25 02:20:00)","0","5","1","5","0","0","0","0","0","0","0","0"
"1","[2016-09-25 02:20:00,2016-09-25 02:40:00)","0","10","2","7","1","0","0","2","0","0","0","0"
"1","[2016-09-25 02:40:00,2016-09-25 03:00:00)","0","8","0","1","1","1","0","5","0","0","0","0"
"1","[2016-09-25 03:00:00,2016-09-25 03:20:00)","0","5","0","3","1","0","0","1","0","0","0","0"
"1","[2016-09-25 03:20:00,2016-09-25 03:40:00)","0","6","0","3","0","3","0","0","0","0","0","0"
"1","[2016-09-25 03:40:00,2016-09-25 04:00:00)","0","11","2","9","1","1","0","0","0","0","0","0"
"1","[2016-09-25 04:00:00,2016-09-25 04:20:00)","0","7","0","2","1","3","0","1","0","0","0","0"
"1","[2016-09-25 04:20:00,2016-09-25 04:40:00)","0","7","1","6","1","0","0","0","0","0","0","0"
"1","[2016-09-25 04:40:00,2016-09-25 05:00:00)","0","13","0","7","3","0","0","3","0","0","0","0"
"1","[2016-09-25 05:00:00,2016-09-25 05:20:00)","0","9","2","8","1","0","0","0","0","0","0","0"
"1","[2016-09-25 05:20:00,2016-09-25 05:40:00)","0","6","1","5","1","0","0","0","0","0","0","0"
"1","[2016-09-25 05:40:00,2016-09-25 06:00:00)","0","8","3","6","2","0","0","0","0","0","0","0"
"1","[2016-09-25 06:00:00,2016-09-25 06:20:00)","0","10","1","8","2","0","0","0","0","0","0","0"
"1","[2016-09-25 06:20:00,2016-09-25 06:40:00)","0","12","3","8","4","0","0","0","0","0","0","0"
"1","[2016-09-25 06:40:00,2016-09-25 07:00:00)","0","26","5","16","8","2","0","0","0","0","0","0"
"1","[2016-09-25 07:00:00,2016-09-25 07:20:00)","0","20","4","14","5","1","0","0","0","0","0","0"
"1","[2016-09-25 07:20:00,2016-09-25 07:40:00)","0","22","4","19","3","0","0","0","0","0","0","0"
"1","[2016-09-25 07:40:00,2016-09-25 08:00:00)","0","33","8","28","2","0","3","0","0","0","0","0"
"1","[2016-09-25 08:00:00,2016-09-25 08:20:00)","0","35","7","30","3","0","2","0","0","0","0","0"
"1","[2016-09-25 08:20:00,2016-09-25 08:40:00)","0","40","10","34","4","1","1","0","0","0","0","0"
"1","[2016-09-25 08:40:00,2016-09-25 09:00:00)","0","50","15","46","4","0","0","0","0","0","0","0"
"1","[2016-09-25 09:00:00,2016-09-25 09:20:00)","0","41","9","35","5","1","0","0","0","0","0","0"
"1","[2016-09-25 09:20:00,2016-09-25 09:40:00)","0","42","8","38","3","0","1","0","0","0","0","0"
"1","[2016-09-25 09:40:00,2016-09-25 10:00:00)","0","49","9","45","3","1","0","0","0","0","0","0"
"1","[2016-09-25 10:00:00,2016-09-25 10:20:00)","0","50","12","46","3","1","0","0","0","0","0","0"
"1","[2016-09-25 10:20:00,2016-09-25 10:40:00)","0","47","14","44","2","1","0","0","0","0","0","0"
"1","[2016-09-25 10:40:00,2016-09-25 11:00:00)","0","55","10","50","5","0","0","0","0","0","0","0"
"1","[2016-09-25 11:00:00,2016-09-25 11:20:00)","0","55","14","53","2","0","0","0","0","0","0","0"
"1","[2016-09-25 11:20:00,2016-09-25 11:40:00)","0","54","11","49","2","3","0","0","0","0","0","0"
"1","[2016-09-25 11:40:00,2016-09-25 12:00:00)","0","29","13","28","1","0","0","0","0","0","0","0"
"1","[2016-09-25 12:00:00,2016-09-25 12:20:00)","0","47","12","43","3","0","1","0","0","0","0","0"
"1","[2016-09-25 12:20:00,2016-09-25 12:40:00)","0","58","18","51","3","1","3","0","0","0","0","0"
"1","[2016-09-25 12:40:00,2016-09-25 13:00:00)","0","46","14","43","2","1","0","0","0","0","0","0"
"1","[2016-09-25 13:00:00,2016-09-25 13:20:00)","0","57","18","49","0","3","5","0","0","0","0","0"
"1","[2016-09-25 13:20:00,2016-09-25 13:40:00)","0","56","16","51","4","0","1","0","0","0","0","0"
"1","[2016-09-25 13:40:00,2016-09-25 14:00:00)","0","60","18","56","3","1","0","0","0","0","0","0"
"1","[2016-09-25 14:00:00,2016-09-25 14:20:00)","0","72","21","64","6","2","0","0","0","0","0","0"
"1","[2016-09-25 14:20:00,2016-09-25 14:40:00)","0","59","20","51","5","1","2","0","0","0","0","0"
"1","[2016-09-25 14:40:00,2016-09-25 15:00:00)","0","85","24","80","3","1","1","0","0","0","0","0"
"1","[2016-09-25 15:00:00,2016-09-25 15:20:00)","0","65","15","63","2","0","0","0","0","0","0","0"
"1","[2016-09-25 15:20:00,2016-09-25 15:40:00)","0","61","16","54","5","1","1","0","0","0","0","0"
"1","[2016-09-25 15:40:00,2016-09-25 16:00:00)","0","52","11","49","3","0","0","0","0","0","0","0"
"1","[2016-09-25 16:00:00,2016-09-25 16:20:00)","0","70","19","63","5","0","2","0","0","0","0","0"
"1","[2016-09-25 16:20:00,2016-09-25 16:40:00)","0","63","23","60","1","2","0","0","0","0","0","0"
"1","[2016-09-25 16:40:00,2016-09-25 17:00:00)","0","73","18","70","2","0","1","0","0","0","0","0"
"1","[2016-09-25 17:00:00,2016-09-25 17:20:00)","0","63","20","61","1","1","0","0","0","0","0","0"
"1","[2016-09-25 17:20:00,2016-09-25 17:40:00)","0","49","12","48","1","0","0","0","0","0","0","0"
"1","[2016-09-25 17:40:00,2016-09-25 18:00:00)","0","42","8","42","0","0","0","0","0","0","0","0"
"1","[2016-09-25 18:00:00,2016-09-25 18:20:00)","0","56","15","56","0","0","0","0","0","0","0","0"
"1","[2016-09-25 18:20:00,2016-09-25 18:40:00)","0","38","16","35","2","1","0","0","0","0","0","0"
"1","[2016-09-25 18:40:00,2016-09-25 19:00:00)","0","31","6","28","3","0","0","0","0","0","0","0"
"1","[2016-09-25 19:00:00,2016-09-25 19:20:00)","0","37","18","33","1","1","1","0","0","0","0","0"
"1","[2016-09-25 19:20:00,2016-09-25 19:40:00)","0","42","18","40","2","0","0","0","0","0","0","0"
"1","[2016-09-25 19:40:00,2016-09-25 20:00:00)","0","28","7","26","2","0","0","0","0","0","0","0"
"1","[2016-09-25 20:00:00,2016-09-25 20:20:00)","0","35","12","32","3","0","0","0","0","0","0","0"
"1","[2016-09-25 20:20:00,2016-09-25 20:40:00)","0","28","8","27","1","0","0","0","0","0","0","0"
"1","[2016-09-25 20:40:00,2016-09-25 21:00:00)","0","22","6","19","3","0","0","0","0","0","0","0"
"1","[2016-09-25 21:00:00,2016-09-25 21:20:00)","0","23","7","21","2","0","0","0","0","0","0","0"
"1","[2016-09-25 21:20:00,2016-09-25 21:40:00)","0","19","5","16","3","0","0","0","0","0","0","0"
"1","[2016-09-25 21:40:00,2016-09-25 22:00:00)","0","18","5","18","0","0","0","0","0","0","0","0"
"1","[2016-09-25 22:00:00,2016-09-25 22:20:00)","0","16","4","15","1","0","0","0","0","0","0","0"
"1","[2016-09-25 22:20:00,2016-09-25 22:40:00)","0","17","2","16","1","0","0","0","0","0","0","0"
"1","[2016-09-25 22:40:00,2016-09-25 23:00:00)","0","13","2","10","3","0","0","0","0","0","0","0"
"1","[2016-09-25 23:00:00,2016-09-25 23:20:00)","0","10","1","9","1","0","0","0","0","0","0","0"
"1","[2016-09-25 23:20:00,2016-09-25 23:40:00)","0","13","1","12","1","0","0","0","0","0","0","0"
"1","[2016-09-25 23:40:00,2016-09-26 00:00:00)","0","9","3","8","1","0","0","0","0","0","0","0"
"1","[2016-09-26 00:00:00,2016-09-26 00:20:00)","0","9","2","8","0","0","0","1","0","0","0","0"
"1","[2016-09-26 00:20:00,2016-09-26 00:40:00)","0","6","1","5","0","0","0","1","0","0","0","0"
"1","[2016-09-26 00:40:00,2016-09-26 01:00:00)","0","11","0","6","1","1","0","3","0","0","0","0"
"1","[2016-09-26 01:00:00,2016-09-26 01:20:00)","0","2","0","2","0","0","0","0","0","0","0","0"
"1","[2016-09-26 01:20:00,2016-09-26 01:40:00)","0","2","1","1","0","0","0","1","0","0","0","0"
"1","[2016-09-26 01:40:00,2016-09-26 02:00:00)","0","7","0","4","0","1","0","2","0","0","0","0"
"1","[2016-09-26 02:00:00,2016-09-26 02:20:00)","0","8","1","4","0","1","0","3","0","0","0","0"
"1","[2016-09-26 02:20:00,2016-09-26 02:40:00)","0","9","1","3","2","1","0","3","0","0","0","0"
"1","[2016-09-26 02:40:00,2016-09-26 03:00:00)","0","5","0","1","0","0","0","4","0","0","0","0"
"1","[2016-09-26 03:00:00,2016-09-26 03:20:00)","0","9","2","4","1","0","2","2","0","0","0","0"
"1","[2016-09-26 03:20:00,2016-09-26 03:40:00)","0","6","1","2","1","1","0","2","0","0","0","0"
"1","[2016-09-26 03:40:00,2016-09-26 04:00:00)","0","8","0","5","0","0","0","3","0","0","0","0"
"1","[2016-09-26 04:00:00,2016-09-26 04:20:00)","0","7","0","5","2","0","0","0","0","0","0","0"
"1","[2016-09-26 04:20:00,2016-09-26 04:40:00)","0","13","0","7","5","0","0","1","0","0","0","0"
"1","[2016-09-26 04:40:00,2016-09-26 05:00:00)","0","13","1","7","3","1","0","2","0","0","0","0"
"1","[2016-09-26 05:00:00,2016-09-26 05:20:00)","0","6","0","4","2","0","0","0","0","0","0","0"
"1","[2016-09-26 05:20:00,2016-09-26 05:40:00)","0","4","1","3","1","0","0","0","0","0","0","0"
"1","[2016-09-26 05:40:00,2016-09-26 06:00:00)","0","10","0","7","3","0","0","0","0","0","0","0"
"1","[2016-09-26 06:00:00,2016-09-26 06:20:00)","0","13","2","11","2","0","0","0","0","0","0","0"
"1","[2016-09-26 06:20:00,2016-09-26 06:40:00)","0","23","7","23","0","0","0","0","0","0","0","0"
"1","[2016-09-26 06:40:00,2016-09-26 07:00:00)","0","39","14","32","5","1","1","0","0","0","0","0"
"1","[2016-09-26 07:00:00,2016-09-26 07:20:00)","0","44","12","36","7","0","1","0","0","0","0","0"
"1","[2016-09-26 07:20:00,2016-09-26 07:40:00)","0","39","10","37","2","0","0","0","0","0","0","0"
"1","[2016-09-26 07:40:00,2016-09-26 08:00:00)","0","46","19","44","2","0","0","0","0","0","0","0"
"1","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0","49","15","42","5","2","0","0","0","0","0","0"
"1","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0","52","15","49","3","0","0","0","0","0","0","0"
"1","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0","45","15","43","1","1","0","0","0","0","0","0"
"1","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0","48","14","43","5","0","0","0","0","0","0","0"
"1","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0","52","14","48","3","1","0","0","0","0","0","0"
"1","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0","51","7","42","8","1","0","0","0","0","0","0"
"1","[2016-09-26 10:00:00,2016-09-26 10:20:00)","0","47","13","44","2","1","0","0","0","0","0","0"
"1","[2016-09-26 10:20:00,2016-09-26 10:40:00)","0","52","15","48","4","0","0","0","0","0","0","0"
"1","[2016-09-26 10:40:00,2016-09-26 11:00:00)","0","36","5","32","3","0","1","0","0","0","0","0"
"1","[2016-09-26 11:00:00,2016-09-26 11:20:00)","0","36","13","30","3","1","2","0","0","0","0","0"
"1","[2016-09-26 11:20:00,2016-09-26 11:40:00)","0","35","4","30","3","2","0","0","0","0","0","0"
"1","[2016-09-26 11:40:00,2016-09-26 12:00:00)","0","52","14","41","10","0","1","0","0","0","0","0"
"1","[2016-09-26 12:00:00,2016-09-26 12:20:00)","0","48","8","45","3","0","0","0","0","0","0","0"
"1","[2016-09-26 12:20:00,2016-09-26 12:40:00)","0","37","8","35","0","2","0","0","0","0","0","0"
"1","[2016-09-26 12:40:00,2016-09-26 13:00:00)","0","48","17","42","6","0","0","0","0","0","0","0"
"1","[2016-09-26 13:00:00,2016-09-26 13:20:00)","0","54","15","49","2","2","1","0","0","0","0","0"
"1","[2016-09-26 13:20:00,2016-09-26 13:40:00)","0","49","13","46","2","1","0","0","0","0","0","0"
"1","[2016-09-26 13:40:00,2016-09-26 14:00:00)","0","49","17","44","5","0","0","0","0","0","0","0"
"1","[2016-09-26 14:00:00,2016-09-26 14:20:00)","0","44","11","42","1","1","0","0","0","0","0","0"
"1","[2016-09-26 14:20:00,2016-09-26 14:40:00)","0","29","11","25","3","1","0","0","0","0","0","0"
"1","[2016-09-26 14:40:00,2016-09-26 15:00:00)","0","63","19","56","7","0","0","0","0","0","0","0"
"1","[2016-09-26 15:00:00,2016-09-26 15:20:00)","0","33","7","29","3","0","1","0","0","0","0","0"
"1","[2016-09-26 15:20:00,2016-09-26 15:40:00)","0","51","11","47","2","2","0","0","0","0","0","0"
"1","[2016-09-26 15:40:00,2016-09-26 16:00:00)","0","43","8","37","6","0","0","0","0","0","0","0"
"1","[2016-09-26 16:00:00,2016-09-26 16:20:00)","0","44","14","38","5","0","1","0","0","0","0","0"
"1","[2016-09-26 16:20:00,2016-09-26 16:40:00)","0","56","16","53","2","0","1","0","0","0","0","0"
"1","[2016-09-26 16:40:00,2016-09-26 17:00:00)","0","46","13","43","3","0","0","0","0","0","0","0"
"1","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0","47","12","43","3","1","0","0","0","0","0","0"
"1","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0","42","10","41","0","0","1","0","0","0","0","0"
"1","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0","30","11","30","0","0","0","0","0","0","0","0"
"1","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0","33","17","24","1","1","7","0","0","0","0","0"
"1","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0","22","4","22","0","0","0","0","0","0","0","0"
"1","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0","29","8","27","2","0","0","0","0","0","0","0"
"1","[2016-09-26 19:00:00,2016-09-26 19:20:00)","0","31","9","29","1","1","0","0","0","0","0","0"
"1","[2016-09-26 19:20:00,2016-09-26 19:40:00)","0","15","1","12","3","0","0","0","0","0","0","0"
"1","[2016-09-26 19:40:00,2016-09-26 20:00:00)","0","22","4","21","1","0","0","0","0","0","0","0"
"1","[2016-09-26 20:00:00,2016-09-26 20:20:00)","0","19","2","18","1","0","0","0","0","0","0","0"
"1","[2016-09-26 20:20:00,2016-09-26 20:40:00)","0","19","6","18","1","0","0","0","0","0","0","0"
"1","[2016-09-26 20:40:00,2016-09-26 21:00:00)","0","24","9","23","1","0","0","0","0","0","0","0"
"1","[2016-09-26 21:00:00,2016-09-26 21:20:00)","0","14","2","13","1","0","0","0","0","0","0","0"
"1","[2016-09-26 21:20:00,2016-09-26 21:40:00)","0","19","3","16","3","0","0","0","0","0","0","0"
"1","[2016-09-26 21:40:00,2016-09-26 22:00:00)","0","10","6","10","0","0","0","0","0","0","0","0"
"1","[2016-09-26 22:00:00,2016-09-26 22:20:00)","0","10","2","8","2","0","0","0","0","0","0","0"
"1","[2016-09-26 22:20:00,2016-09-26 22:40:00)","0","12","4","12","0","0","0","0","0","0","0","0"
"1","[2016-09-26 22:40:00,2016-09-26 23:00:00)","0","5","1","3","2","0","0","0","0","0","0","0"
"1","[2016-09-26 23:00:00,2016-09-26 23:20:00)","0","3","2","3","0","0","0","0","0","0","0","0"
"1","[2016-09-26 23:20:00,2016-09-26 23:40:00)","0","6","3","4","1","0","1","0","0","0","0","0"
"1","[2016-09-26 23:40:00,2016-09-27 00:00:00)","0","4","0","4","0","0","0","0","0","0","0","0"
"1","[2016-09-27 00:00:00,2016-09-27 00:20:00)","0","12","1","6","4","0","2","0","0","0","0","0"
"1","[2016-09-27 00:20:00,2016-09-27 00:40:00)","0","20","1","11","2","3","3","1","0","0","0","0"
"1","[2016-09-27 00:40:00,2016-09-27 01:00:00)","0","8","0","5","2","0","0","1","0","0","0","0"
"1","[2016-09-27 01:00:00,2016-09-27 01:20:00)","0","5","0","3","0","1","1","0","0","0","0","0"
"1","[2016-09-27 01:20:00,2016-09-27 01:40:00)","0","8","1","2","1","1","2","2","0","0","0","0"
"1","[2016-09-27 01:40:00,2016-09-27 02:00:00)","0","6","1","5","1","0","0","0","0","0","0","0"
"1","[2016-09-27 02:00:00,2016-09-27 02:20:00)","0","7","1","1","6","0","0","0","0","0","0","0"
"1","[2016-09-27 02:20:00,2016-09-27 02:40:00)","0","5","1","1","2","1","0","1","0","0","0","0"
"1","[2016-09-27 02:40:00,2016-09-27 03:00:00)","0","8","0","4","0","0","1","3","0","0","0","0"
"1","[2016-09-27 03:00:00,2016-09-27 03:20:00)","0","9","1","6","2","0","0","1","0","0","0","0"
"1","[2016-09-27 03:20:00,2016-09-27 03:40:00)","0","7","0","4","0","1","0","2","0","0","0","0"
"1","[2016-09-27 03:40:00,2016-09-27 04:00:00)","0","6","0","3","2","0","0","1","0","0","0","0"
"1","[2016-09-27 04:00:00,2016-09-27 04:20:00)","0","16","0","6","2","6","0","2","0","0","0","0"
"1","[2016-09-27 04:20:00,2016-09-27 04:40:00)","0","11","1","4","2","1","1","3","0","0","0","0"
"1","[2016-09-27 04:40:00,2016-09-27 05:00:00)","0","16","1","8","1","1","0","6","0","0","0","0"
