volume,pair,tollgate_id,direction,time_window,start_time,date,time,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,wind_direction2,wind_speed2,precipitation2,SSD,SSD_level,is_workday,datemap,1-0,1-1,2-0,3-0,3-1,hour__0,hour__1,hour__2,hour__3,hour__4,hour__5,hour__6,hour__7,hour__8,hour__9,hour__10,hour__11,hour__12,hour__13,hour__14,hour__15,hour__16,hour__17,hour__18,hour__19,hour__20,hour__21,hour__22,hour__23,minute__0,minute__20,minute__40,weekday__0,weekday__1,weekday__2,weekday__3,weekday__4,weekday__5,weekday__6,workday__1,workday__2,workday__3
7,1-0,1,0,"[2016-10-08 21:20:00,2016-10-08 21:40:00)",2016-10-08 21:20:00,2016-10-08,21:20:00,21,20,5,65,1015.2,354.0,3.3,16.5,64.0,0.0,14.0,15.0,12.0,17.0,15.0,22.0,8,2,0,55.65855635087719,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
16,1-0,1,0,"[2016-10-08 21:40:00,2016-10-08 22:00:00)",2016-10-08 21:40:00,2016-10-08,21:40:00,21,40,5,66,1015.2,354.0,3.3,16.5,64.0,0.0,7.0,14.0,15.0,12.0,17.0,15.0,8,2,0,55.65855635087719,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
11,1-0,1,0,"[2016-10-08 22:00:00,2016-10-08 22:20:00)",2016-10-08 22:00:00,2016-10-08,22:00:00,22,0,5,67,1015.2,354.0,3.3,16.5,64.0,0.0,16.0,7.0,14.0,15.0,12.0,17.0,8,2,0,55.65855635087719,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10,1-0,1,0,"[2016-10-08 22:20:00,2016-10-08 22:40:00)",2016-10-08 22:20:00,2016-10-08,22:20:00,22,20,5,68,1015.2,354.0,3.3,16.5,64.0,0.0,11.0,16.0,7.0,14.0,15.0,12.0,8,2,0,55.65855635087719,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
10,1-0,1,0,"[2016-10-08 22:40:00,2016-10-08 23:00:00)",2016-10-08 22:40:00,2016-10-08,22:40:00,22,40,5,69,1015.2,354.0,3.3,16.5,64.0,0.0,10.0,11.0,16.0,7.0,14.0,15.0,8,2,0,55.65855635087719,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
8,1-0,1,0,"[2016-10-08 23:00:00,2016-10-08 23:20:00)",2016-10-08 23:00:00,2016-10-08,23:00:00,23,0,5,70,1015.2,354.0,3.3,16.5,64.0,0.0,10.0,10.0,11.0,16.0,7.0,14.0,8,2,0,55.65855635087719,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1-0,1,0,"[2016-10-08 23:20:00,2016-10-08 23:40:00)",2016-10-08 23:20:00,2016-10-08,23:20:00,23,20,5,71,1015.2,354.0,3.3,16.5,64.0,0.0,8.0,10.0,10.0,11.0,16.0,7.0,8,2,0,55.65855635087719,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
7,1-0,1,0,"[2016-10-09 00:00:00,2016-10-09 00:20:00)",2016-10-09 00:00:00,2016-10-09,00:00:00,0,0,6,1,1016.4,1.0,4.0,17.5,66.0,0.0,8.0,1.0,8.0,10.0,10.0,11.0,8,3,0,55.46766727272728,-1,2,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
7,1-0,1,0,"[2016-10-09 00:20:00,2016-10-09 00:40:00)",2016-10-09 00:20:00,2016-10-09,00:20:00,0,20,6,2,1016.4,1.0,4.0,17.5,66.0,0.0,7.0,1.0,1.0,8.0,10.0,10.0,8,3,0,55.46766727272728,-1,2,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
8,1-0,1,0,"[2016-10-09 00:40:00,2016-10-09 01:00:00)",2016-10-09 00:40:00,2016-10-09,00:40:00,0,40,6,3,1016.4,1.0,4.0,17.5,66.0,0.0,7.0,7.0,1.0,1.0,8.0,10.0,8,3,0,55.46766727272728,-1,2,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6,1-0,1,0,"[2016-10-09 01:00:00,2016-10-09 01:20:00)",2016-10-09 01:00:00,2016-10-09,01:00:00,1,0,6,4,1016.4,1.0,4.0,17.5,66.0,0.0,8.0,7.0,7.0,1.0,1.0,8.0,8,3,0,55.46766727272728,-1,2,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
9,1-0,1,0,"[2016-10-09 01:20:00,2016-10-09 01:40:00)",2016-10-09 01:20:00,2016-10-09,01:20:00,1,20,6,5,1016.4,1.0,4.0,17.5,66.0,0.0,6.0,8.0,7.0,7.0,1.0,1.0,8,3,0,55.46766727272728,-1,2,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3,1-0,1,0,"[2016-10-09 01:40:00,2016-10-09 02:00:00)",2016-10-09 01:40:00,2016-10-09,01:40:00,1,40,6,6,1016.4,1.0,4.0,17.5,66.0,0.0,9.0,6.0,8.0,7.0,7.0,1.0,8,3,0,55.46766727272728,-1,2,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,1-0,1,0,"[2016-10-09 02:00:00,2016-10-09 02:20:00)",2016-10-09 02:00:00,2016-10-09,02:00:00,2,0,6,7,1016.4,1.0,4.0,17.5,66.0,0.0,3.0,9.0,6.0,8.0,7.0,7.0,8,3,0,55.46766727272728,-1,2,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
9,1-0,1,0,"[2016-10-09 02:20:00,2016-10-09 02:40:00)",2016-10-09 02:20:00,2016-10-09,02:20:00,2,20,6,8,1016.4,1.0,4.0,17.5,66.0,0.0,1.0,3.0,9.0,6.0,8.0,7.0,8,3,0,55.46766727272728,-1,2,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
7,1-0,1,0,"[2016-10-09 02:40:00,2016-10-09 03:00:00)",2016-10-09 02:40:00,2016-10-09,02:40:00,2,40,6,9,1016.4,1.0,4.0,17.5,66.0,0.0,9.0,1.0,3.0,9.0,6.0,8.0,8,3,0,55.46766727272728,-1,2,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4,1-0,1,0,"[2016-10-09 03:00:00,2016-10-09 03:20:00)",2016-10-09 03:00:00,2016-10-09,03:00:00,3,0,6,10,1016.1,66.0,2.5,21.4,56.0,0.0,7.0,9.0,1.0,3.0,9.0,6.0,1,2,0,66.37936585762712,0,2,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6,1-0,1,0,"[2016-10-09 03:20:00,2016-10-09 03:40:00)",2016-10-09 03:20:00,2016-10-09,03:20:00,3,20,6,11,1016.1,66.0,2.5,21.4,56.0,0.0,4.0,7.0,9.0,1.0,3.0,9.0,1,2,0,66.37936585762712,0,2,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
5,1-0,1,0,"[2016-10-09 03:40:00,2016-10-09 04:00:00)",2016-10-09 03:40:00,2016-10-09,03:40:00,3,40,6,12,1016.1,66.0,2.5,21.4,56.0,0.0,6.0,4.0,7.0,9.0,1.0,3.0,1,2,0,66.37936585762712,0,2,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
13,1-0,1,0,"[2016-10-09 04:00:00,2016-10-09 04:20:00)",2016-10-09 04:00:00,2016-10-09,04:00:00,4,0,6,13,1016.1,66.0,2.5,21.4,56.0,0.0,5.0,6.0,4.0,7.0,9.0,1.0,1,2,0,66.37936585762712,0,2,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
8,1-0,1,0,"[2016-10-09 04:20:00,2016-10-09 04:40:00)",2016-10-09 04:20:00,2016-10-09,04:20:00,4,20,6,14,1016.1,66.0,2.5,21.4,56.0,0.0,13.0,5.0,6.0,4.0,7.0,9.0,1,2,0,66.37936585762712,0,2,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
10,1-0,1,0,"[2016-10-09 04:40:00,2016-10-09 05:00:00)",2016-10-09 04:40:00,2016-10-09,04:40:00,4,40,6,15,1016.1,66.0,2.5,21.4,56.0,0.0,8.0,13.0,5.0,6.0,4.0,7.0,1,2,0,66.37936585762712,0,2,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4,1-0,1,0,"[2016-10-09 05:00:00,2016-10-09 05:20:00)",2016-10-09 05:00:00,2016-10-09,05:00:00,5,0,6,16,1016.1,66.0,2.5,21.4,56.0,0.0,10.0,8.0,13.0,5.0,6.0,4.0,1,2,0,66.37936585762712,0,2,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
7,1-0,1,0,"[2016-10-09 05:20:00,2016-10-09 05:40:00)",2016-10-09 05:20:00,2016-10-09,05:20:00,5,20,6,17,1016.1,66.0,2.5,21.4,56.0,0.0,4.0,10.0,8.0,13.0,5.0,6.0,1,2,0,66.37936585762712,0,2,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
10,1-0,1,0,"[2016-10-09 05:40:00,2016-10-09 06:00:00)",2016-10-09 05:40:00,2016-10-09,05:40:00,5,40,6,18,1016.1,66.0,2.5,21.4,56.0,0.0,7.0,4.0,10.0,8.0,13.0,5.0,1,2,0,66.37936585762712,0,2,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
8,1-0,1,0,"[2016-10-09 06:00:00,2016-10-09 06:20:00)",2016-10-09 06:00:00,2016-10-09,06:00:00,6,0,6,19,1014.0,54.0,3.5,21.7,49.0,0.0,10.0,7.0,4.0,10.0,8.0,13.0,1,3,0,62.92066671416309,0,2,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
9,1-0,1,0,"[2016-10-09 06:20:00,2016-10-09 06:40:00)",2016-10-09 06:20:00,2016-10-09,06:20:00,6,20,6,20,1014.0,54.0,3.5,21.7,49.0,0.0,8.0,10.0,7.0,4.0,10.0,8.0,1,3,0,62.92066671416309,0,2,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
17,1-0,1,0,"[2016-10-09 06:40:00,2016-10-09 07:00:00)",2016-10-09 06:40:00,2016-10-09,06:40:00,6,40,6,21,1014.0,54.0,3.5,21.7,49.0,0.0,9.0,8.0,10.0,7.0,4.0,10.0,1,3,0,62.92066671416309,0,2,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
26,1-0,1,0,"[2016-10-09 07:00:00,2016-10-09 07:20:00)",2016-10-09 07:00:00,2016-10-09,07:00:00,7,0,6,22,1014.0,54.0,3.5,21.7,49.0,0.0,17.0,9.0,8.0,10.0,7.0,4.0,1,3,0,62.92066671416309,0,2,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
25,1-0,1,0,"[2016-10-09 07:20:00,2016-10-09 07:40:00)",2016-10-09 07:20:00,2016-10-09,07:20:00,7,20,6,23,1014.0,54.0,3.5,21.7,49.0,0.0,26.0,17.0,9.0,8.0,10.0,7.0,1,3,0,62.92066671416309,0,2,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
33,1-0,1,0,"[2016-10-09 07:40:00,2016-10-09 08:00:00)",2016-10-09 07:40:00,2016-10-09,07:40:00,7,40,6,24,1014.0,54.0,3.5,21.7,49.0,0.0,25.0,26.0,17.0,9.0,8.0,10.0,1,3,0,62.92066671416309,0,2,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
46,1-0,1,0,"[2016-10-09 08:00:00,2016-10-09 08:20:00)",2016-10-09 08:00:00,2016-10-09,08:00:00,8,0,6,25,1014.0,54.0,3.5,21.7,49.0,0.0,33.0,25.0,26.0,17.0,9.0,8.0,1,3,0,62.92066671416309,0,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
39,1-0,1,0,"[2016-10-09 08:20:00,2016-10-09 08:40:00)",2016-10-09 08:20:00,2016-10-09,08:20:00,8,20,6,26,1014.0,54.0,3.5,21.7,49.0,0.0,46.0,33.0,25.0,26.0,17.0,9.0,1,3,0,62.92066671416309,0,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
35,1-0,1,0,"[2016-10-09 08:40:00,2016-10-09 09:00:00)",2016-10-09 08:40:00,2016-10-09,08:40:00,8,40,6,27,1014.0,54.0,3.5,21.7,49.0,0.0,39.0,46.0,33.0,25.0,26.0,17.0,1,3,0,62.92066671416309,0,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
45,1-0,1,0,"[2016-10-09 09:00:00,2016-10-09 09:20:00)",2016-10-09 09:00:00,2016-10-09,09:00:00,9,0,6,28,1014.3,28.0,5.6,20.4,55.0,0.0,35.0,39.0,46.0,33.0,25.0,26.0,1,4,0,54.52298328455285,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
41,1-0,1,0,"[2016-10-09 09:20:00,2016-10-09 09:40:00)",2016-10-09 09:20:00,2016-10-09,09:20:00,9,20,6,29,1014.3,28.0,5.6,20.4,55.0,0.0,45.0,35.0,39.0,46.0,33.0,25.0,1,4,0,54.52298328455285,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
41,1-0,1,0,"[2016-10-09 09:40:00,2016-10-09 10:00:00)",2016-10-09 09:40:00,2016-10-09,09:40:00,9,40,6,30,1014.3,28.0,5.6,20.4,55.0,0.0,41.0,45.0,35.0,39.0,46.0,33.0,1,4,0,54.52298328455285,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
28,1-0,1,0,"[2016-10-09 10:00:00,2016-10-09 10:20:00)",2016-10-09 10:00:00,2016-10-09,10:00:00,10,0,6,31,1014.3,28.0,5.6,20.4,55.0,0.0,41.0,41.0,45.0,35.0,39.0,46.0,1,4,0,54.52298328455285,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
40,1-0,1,0,"[2016-10-09 10:20:00,2016-10-09 10:40:00)",2016-10-09 10:20:00,2016-10-09,10:20:00,10,20,6,32,1014.3,28.0,5.6,20.4,55.0,0.0,28.0,41.0,41.0,45.0,35.0,39.0,1,4,0,54.52298328455285,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
39,1-0,1,0,"[2016-10-09 10:40:00,2016-10-09 11:00:00)",2016-10-09 10:40:00,2016-10-09,10:40:00,10,40,6,33,1014.3,28.0,5.6,20.4,55.0,0.0,40.0,28.0,41.0,41.0,45.0,35.0,1,4,0,54.52298328455285,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
38,1-0,1,0,"[2016-10-09 11:00:00,2016-10-09 11:20:00)",2016-10-09 11:00:00,2016-10-09,11:00:00,11,0,6,34,1014.3,28.0,5.6,20.4,55.0,0.0,39.0,40.0,28.0,41.0,41.0,45.0,1,4,0,54.52298328455285,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
28,1-0,1,0,"[2016-10-09 11:20:00,2016-10-09 11:40:00)",2016-10-09 11:20:00,2016-10-09,11:20:00,11,20,6,35,1014.3,28.0,5.6,20.4,55.0,0.0,38.0,39.0,40.0,28.0,41.0,41.0,1,4,0,54.52298328455285,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
26,1-0,1,0,"[2016-10-09 11:40:00,2016-10-09 12:00:00)",2016-10-09 11:40:00,2016-10-09,11:40:00,11,40,6,36,1014.3,28.0,5.6,20.4,55.0,0.0,28.0,38.0,39.0,40.0,28.0,41.0,1,4,0,54.52298328455285,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
39,1-0,1,0,"[2016-10-09 12:00:00,2016-10-09 12:20:00)",2016-10-09 12:00:00,2016-10-09,12:00:00,12,0,6,37,1016.1,52.0,6.0,18.8,58.0,0.0,26.0,28.0,38.0,39.0,40.0,28.0,1,4,0,50.64514960610687,-2,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33,1-0,1,0,"[2016-10-09 12:20:00,2016-10-09 12:40:00)",2016-10-09 12:20:00,2016-10-09,12:20:00,12,20,6,38,1016.1,52.0,6.0,18.8,58.0,0.0,39.0,26.0,28.0,38.0,39.0,40.0,1,4,0,50.64514960610687,-2,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
43,1-0,1,0,"[2016-10-09 12:40:00,2016-10-09 13:00:00)",2016-10-09 12:40:00,2016-10-09,12:40:00,12,40,6,39,1016.1,52.0,6.0,18.8,58.0,0.0,33.0,39.0,26.0,28.0,38.0,39.0,1,4,0,50.64514960610687,-2,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
39,1-0,1,0,"[2016-10-09 13:00:00,2016-10-09 13:20:00)",2016-10-09 13:00:00,2016-10-09,13:00:00,13,0,6,40,1016.1,52.0,6.0,18.8,58.0,0.0,43.0,33.0,39.0,26.0,28.0,38.0,1,4,0,50.64514960610687,-2,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
46,1-0,1,0,"[2016-10-09 13:20:00,2016-10-09 13:40:00)",2016-10-09 13:20:00,2016-10-09,13:20:00,13,20,6,41,1016.1,52.0,6.0,18.8,58.0,0.0,39.0,43.0,33.0,39.0,26.0,28.0,1,4,0,50.64514960610687,-2,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
32,1-0,1,0,"[2016-10-09 13:40:00,2016-10-09 14:00:00)",2016-10-09 13:40:00,2016-10-09,13:40:00,13,40,6,42,1016.1,52.0,6.0,18.8,58.0,0.0,46.0,39.0,43.0,33.0,39.0,26.0,1,4,0,50.64514960610687,-2,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
48,1-0,1,0,"[2016-10-09 14:00:00,2016-10-09 14:20:00)",2016-10-09 14:00:00,2016-10-09,14:00:00,14,0,6,43,1016.1,52.0,6.0,18.8,58.0,0.0,32.0,46.0,39.0,43.0,33.0,39.0,1,4,0,50.64514960610687,-2,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
36,1-0,1,0,"[2016-10-09 14:20:00,2016-10-09 14:40:00)",2016-10-09 14:20:00,2016-10-09,14:20:00,14,20,6,44,1016.1,52.0,6.0,18.8,58.0,0.0,48.0,32.0,46.0,39.0,43.0,33.0,1,4,0,50.64514960610687,-2,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
54,1-0,1,0,"[2016-10-09 14:40:00,2016-10-09 15:00:00)",2016-10-09 14:40:00,2016-10-09,14:40:00,14,40,6,45,1016.1,52.0,6.0,18.8,58.0,0.0,36.0,48.0,32.0,46.0,39.0,43.0,1,4,0,50.64514960610687,-2,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
49,1-0,1,0,"[2016-10-09 15:00:00,2016-10-09 15:20:00)",2016-10-09 15:00:00,2016-10-09,15:00:00,15,0,6,46,1016.3,57.0,4.4,17.1,60.0,0.0,54.0,36.0,48.0,32.0,46.0,39.0,1,3,0,52.853749820788536,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
40,1-0,1,0,"[2016-10-09 15:20:00,2016-10-09 15:40:00)",2016-10-09 15:20:00,2016-10-09,15:20:00,15,20,6,47,1016.3,57.0,4.4,17.1,60.0,0.0,49.0,54.0,36.0,48.0,32.0,46.0,1,3,0,52.853749820788536,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
48,1-0,1,0,"[2016-10-09 15:40:00,2016-10-09 16:00:00)",2016-10-09 15:40:00,2016-10-09,15:40:00,15,40,6,48,1016.3,57.0,4.4,17.1,60.0,0.0,40.0,49.0,54.0,36.0,48.0,32.0,1,3,0,52.853749820788536,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
35,1-0,1,0,"[2016-10-09 16:00:00,2016-10-09 16:20:00)",2016-10-09 16:00:00,2016-10-09,16:00:00,16,0,6,49,1016.3,57.0,4.4,17.1,60.0,0.0,48.0,40.0,49.0,54.0,36.0,48.0,1,3,0,52.853749820788536,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
42,1-0,1,0,"[2016-10-09 16:20:00,2016-10-09 16:40:00)",2016-10-09 16:20:00,2016-10-09,16:20:00,16,20,6,50,1016.3,57.0,4.4,17.1,60.0,0.0,35.0,48.0,40.0,49.0,54.0,36.0,1,3,0,52.853749820788536,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
38,1-0,1,0,"[2016-10-09 16:40:00,2016-10-09 17:00:00)",2016-10-09 16:40:00,2016-10-09,16:40:00,16,40,6,51,1016.3,57.0,4.4,17.1,60.0,0.0,42.0,35.0,48.0,40.0,49.0,54.0,1,3,0,52.853749820788536,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
33,1-0,1,0,"[2016-10-09 17:00:00,2016-10-09 17:20:00)",2016-10-09 17:00:00,2016-10-09,17:00:00,17,0,6,52,1016.3,57.0,4.4,17.1,60.0,0.0,38.0,42.0,35.0,48.0,40.0,49.0,1,3,0,52.853749820788536,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
28,1-0,1,0,"[2016-10-09 17:20:00,2016-10-09 17:40:00)",2016-10-09 17:20:00,2016-10-09,17:20:00,17,20,6,53,1016.3,57.0,4.4,17.1,60.0,0.0,33.0,38.0,42.0,35.0,48.0,40.0,1,3,0,52.853749820788536,-1,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
