intersection_id,tollgate_id,time_window,avg_travel_time
C,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",245.61
C,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",233.02
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",159.65
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",186.79
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",153.82
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",211.64
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",153.05
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",447.96
C,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",227.86
C,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",229.92
C,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",221.27
C,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",200.4
C,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",224.13
C,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",122.38
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",159.83
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",156.72
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",157.63
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",136.74
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",205.9
C,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",190.15
C,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",154.65
C,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",160.04
C,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",271.2
C,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",260.35
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",233.55
C,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",155.31
C,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",216.72
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",178.4
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",144.3
C,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",189.83
C,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",84.47
C,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",204.89
C,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",188.63
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",175.91
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",202.04
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",209.15
C,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",143.38
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",168.16
C,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",108.94
C,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",185.13
C,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",273.95
C,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",123.48
C,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",170.41
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",141.54
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",194.8
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",148.35
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",209.36
C,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",143.44
C,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",138.56
C,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",173.81
C,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",211.71
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",124.56
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",214.37
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",106.63
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",155.75
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",131.44
C,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",193.78
C,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",254.98
C,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",273.59
C,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",216.57
C,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",242.64
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",196.43
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",134.16
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",174.1
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",135.19
C,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",199.61
C,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",167.41
C,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",245.12
C,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",167.08
C,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",224.5
C,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",241.57
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",93.53
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",211.69
C,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",198.63
C,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",200.92
C,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",218.88
C,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",138.99
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",141.63
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",142.25
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",169.27
C,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",161.79
C,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",165.87
C,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",111.53
C,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",109.12
