"intersection_id","tollgate_id","time_window","avg_travel_time","seq"
"C","1","[2016-10-21 12:00:00,2016-10-21 12:20:00)","178.24","161.8 & 167.3 & 205.6"
"C","1","[2016-10-21 12:20:00,2016-10-21 12:40:00)","150.06","163.5 & 136.7"
"C","1","[2016-10-21 12:40:00,2016-10-21 13:00:00)","190.48","195.0 & 190.1 & 186.4"
"C","1","[2016-10-21 13:00:00,2016-10-21 13:20:00)","205.75","168.9 & 230.2 & 162.2 & 261.7"
"C","1","[2016-10-21 13:20:00,2016-10-21 13:40:00)","210.53","194.6 & 190.3 & 314.6 & 181.6 & 171.6"
"C","1","[2016-10-21 13:40:00,2016-10-21 14:00:00)","214.27","286.9 & 174.2 & 125.0 & 288.4 & 223.7 & 187.5"
"C","1","[2016-10-21 14:00:00,2016-10-21 14:20:00)","199.95","235.3 & 123.8 & 250.6 & 190.0"
"C","1","[2016-10-21 14:20:00,2016-10-21 14:40:00)","243.05","242.1 & 268.9 & 295.8 & 332.9 & 155.2 & 163.4"
"C","1","[2016-10-21 14:40:00,2016-10-21 15:00:00)","245.87","245.9"
"C","1","[2016-10-21 15:00:00,2016-10-21 15:20:00)","290.94","309.2 & 272.6"
"C","1","[2016-10-21 15:20:00,2016-10-21 15:40:00)","212.3","209.9 & 233.6 & 215.3 & 190.3"
"C","1","[2016-10-21 15:40:00,2016-10-21 16:00:00)","186.11","186.1"
"C","1","[2016-10-21 16:00:00,2016-10-21 16:20:00)","190.09","215.4 & 117.3 & 175.8 & 251.8"
"C","1","[2016-10-21 16:20:00,2016-10-21 16:40:00)","207.06","277.7 & 236.0 & 263.1 & 141.9 & 116.6"
"C","1","[2016-10-21 16:40:00,2016-10-21 17:00:00)","261.18","261.4 & 240.1 & 264.5 & 278.7"
"C","1","[2016-10-21 17:00:00,2016-10-21 17:20:00)","265.45","272.0 & 258.9"
"C","1","[2016-10-21 17:20:00,2016-10-21 17:40:00)","465.17","666.0 & 264.3"
"C","1","[2016-10-21 17:40:00,2016-10-21 18:00:00)","482.11","482.1"
"C","1","[2016-10-21 18:00:00,2016-10-21 18:20:00)","487.41","487.4"
"C","1","[2016-10-21 18:20:00,2016-10-21 18:40:00)","490.26","531.8 & 506.6 & 458.4 & 464.2"
"C","1","[2016-10-21 18:40:00,2016-10-21 19:00:00)","317.67","317.7"
"C","1","[2016-10-21 19:00:00,2016-10-21 19:20:00)","236.09","194.7 & 201.0 & 216.4 & 332.3"
"C","1","[2016-10-21 19:20:00,2016-10-21 19:40:00)","244.14","237.6 & 250.6"
"C","1","[2016-10-21 20:00:00,2016-10-21 20:20:00)","219.41","249.4 & 190.4 & 218.5"
"C","1","[2016-10-21 20:20:00,2016-10-21 20:40:00)","185.14","223.6 & 164.3 & 202.9 & 149.8"
"C","1","[2016-10-21 21:20:00,2016-10-21 21:40:00)","232.72","232.7"
"C","1","[2016-10-21 21:40:00,2016-10-21 22:00:00)","208.83","263.8 & 153.9"
"C","1","[2016-10-21 22:40:00,2016-10-21 23:00:00)","151.3","117.0 & 148.7 & 162.1 & 130.2 & 162.3 & 187.6"
"C","1","[2016-10-21 23:00:00,2016-10-21 23:20:00)","179.34","179.3"
"C","1","[2016-10-21 23:20:00,2016-10-21 23:40:00)","179.3","179.3"
"C","1","[2016-10-22 04:00:00,2016-10-22 04:20:00)","177.7","177.7"
"C","1","[2016-10-22 06:20:00,2016-10-22 06:40:00)","96.81","96.8"
"C","1","[2016-10-22 06:40:00,2016-10-22 07:00:00)","165.57","177.0 & 154.2"
"C","1","[2016-10-22 07:20:00,2016-10-22 07:40:00)","131.62","131.6"
"C","1","[2016-10-22 07:40:00,2016-10-22 08:00:00)","187.74","187.7"
"C","1","[2016-10-22 08:20:00,2016-10-22 08:40:00)","169.57","180.9 & 171.2 & 164.5 & 152.7 & 201.2 & 146.9"
"C","1","[2016-10-22 08:40:00,2016-10-22 09:00:00)","173.51","205.8 & 141.2"
"C","1","[2016-10-22 09:00:00,2016-10-22 09:20:00)","187.36","173.5 & 171.8 & 140.0 & 258.1 & 203.0 & 120.4 & 152.4 & 253.9 & 213.1"
"C","1","[2016-10-22 09:20:00,2016-10-22 09:40:00)","187.97","106.1 & 288.7 & 206.8 & 173.2 & 165.0"
"C","1","[2016-10-22 10:00:00,2016-10-22 10:20:00)","188.58","218.7 & 194.7 & 198.6 & 142.3"
"C","1","[2016-10-22 10:20:00,2016-10-22 10:40:00)","179.0","154.9 & 219.2 & 200.2 & 141.7"
"C","1","[2016-10-22 10:40:00,2016-10-22 11:00:00)","184.88","148.5 & 150.3 & 147.3 & 219.4 & 258.9"
"C","1","[2016-10-22 11:00:00,2016-10-22 11:20:00)","191.5","216.5 & 213.2 & 144.7"
"C","1","[2016-10-22 11:20:00,2016-10-22 11:40:00)","179.65","151.9 & 222.9 & 164.2"
"C","1","[2016-10-22 11:40:00,2016-10-22 12:00:00)","236.56","289.3 & 187.1 & 235.4 & 257.0 & 214.0"
"C","1","[2016-10-22 12:00:00,2016-10-22 12:20:00)","254.44","251.0 & 183.6 & 212.2 & 371.1"
"C","1","[2016-10-22 12:20:00,2016-10-22 12:40:00)","168.82","164.1 & 160.3 & 182.1"
"C","1","[2016-10-22 12:40:00,2016-10-22 13:00:00)","210.95","210.9"
"C","1","[2016-10-22 13:00:00,2016-10-22 13:20:00)","187.89","133.6 & 295.8 & 167.0 & 155.2"
"C","1","[2016-10-22 13:20:00,2016-10-22 13:40:00)","187.57","160.7 & 164.2 & 207.0 & 218.4"
"C","1","[2016-10-22 13:40:00,2016-10-22 14:00:00)","228.82","230.4 & 278.5 & 177.6"
"C","1","[2016-10-22 14:00:00,2016-10-22 14:20:00)","239.07","275.0 & 169.4 & 269.2 & 242.8"
"C","1","[2016-10-22 14:20:00,2016-10-22 14:40:00)","222.62","207.6 & 237.6"
"C","1","[2016-10-22 14:40:00,2016-10-22 15:00:00)","251.84","254.9 & 248.8"
"C","1","[2016-10-22 15:20:00,2016-10-22 15:40:00)","184.88","164.8 & 176.9 & 196.8 & 207.4 & 178.6"
"C","1","[2016-10-22 15:40:00,2016-10-22 16:00:00)","245.56","245.6"
"C","1","[2016-10-22 16:00:00,2016-10-22 16:20:00)","222.29","220.2 & 298.9 & 223.0 & 258.8 & 176.8 & 229.6 & 148.7"
"C","1","[2016-10-22 16:20:00,2016-10-22 16:40:00)","178.02","161.7 & 128.3 & 156.8 & 231.3 & 269.4 & 131.3 & 174.6 & 128.0 & 220.8"
"C","1","[2016-10-22 16:40:00,2016-10-22 17:00:00)","242.56","330.0 & 283.4 & 148.7 & 254.4 & 196.2"
"C","1","[2016-10-22 17:00:00,2016-10-22 17:20:00)","331.19","239.9 & 234.1 & 240.4 & 338.9 & 304.1 & 384.9 & 576.0"
"C","1","[2016-10-22 17:20:00,2016-10-22 17:40:00)","240.21","240.2"
"C","1","[2016-10-22 17:40:00,2016-10-22 18:00:00)","229.13","260.7 & 197.6"
"C","1","[2016-10-22 18:00:00,2016-10-22 18:20:00)","271.24","264.0 & 278.5"
"C","1","[2016-10-22 18:20:00,2016-10-22 18:40:00)","245.61","218.7 & 272.5"
"C","1","[2016-10-22 18:40:00,2016-10-22 19:00:00)","233.02","233.0"
"C","1","[2016-10-22 19:00:00,2016-10-22 19:20:00)","262.54","279.5 & 245.6"
"C","1","[2016-10-22 19:40:00,2016-10-22 20:00:00)","168.21","168.2"
"C","1","[2016-10-22 20:00:00,2016-10-22 20:20:00)","217.36","216.2 & 218.5"
"C","1","[2016-10-22 20:20:00,2016-10-22 20:40:00)","166.23","169.2 & 130.5 & 198.9"
"C","1","[2016-10-22 21:00:00,2016-10-22 21:20:00)","150.84","150.8"
"C","1","[2016-10-22 21:20:00,2016-10-22 21:40:00)","246.97","312.3 & 209.5 & 219.1"
"C","1","[2016-10-22 21:40:00,2016-10-22 22:00:00)","159.16","159.2"
"C","1","[2016-10-22 22:20:00,2016-10-22 22:40:00)","226.54","226.5"
"C","1","[2016-10-23 01:40:00,2016-10-23 02:00:00)","139.31","139.3"
"C","1","[2016-10-23 02:20:00,2016-10-23 02:40:00)","124.9","124.9"
"C","1","[2016-10-23 05:20:00,2016-10-23 05:40:00)","102.06","102.1"
"C","1","[2016-10-23 05:40:00,2016-10-23 06:00:00)","119.89","119.9"
"C","1","[2016-10-23 06:00:00,2016-10-23 06:20:00)","207.94","207.9"
"C","1","[2016-10-23 06:40:00,2016-10-23 07:00:00)","219.97","220.0"
"C","1","[2016-10-23 07:00:00,2016-10-23 07:20:00)","124.0","133.8 & 114.2"
"C","1","[2016-10-23 07:20:00,2016-10-23 07:40:00)","127.91","127.9"
"C","1","[2016-10-23 07:40:00,2016-10-23 08:00:00)","148.54","135.6 & 139.0 & 171.1"
"C","1","[2016-10-23 08:00:00,2016-10-23 08:20:00)","159.65","180.8 & 99.8 & 231.5 & 126.5"
"C","1","[2016-10-23 08:20:00,2016-10-23 08:40:00)","186.79","186.8 & 99.4 & 172.3 & 288.7"
"C","1","[2016-10-23 08:40:00,2016-10-23 09:00:00)","153.82","139.7 & 148.7 & 173.0"
"C","1","[2016-10-23 09:00:00,2016-10-23 09:20:00)","211.64","239.9 & 183.4"
"C","1","[2016-10-23 09:20:00,2016-10-23 09:40:00)","153.05","155.7 & 150.4"
"C","1","[2016-10-23 09:40:00,2016-10-23 10:00:00)","447.96","448.0"
"C","1","[2016-10-23 10:00:00,2016-10-23 10:20:00)","184.73","166.4 & 190.4 & 156.9 & 155.7 & 254.4"
"C","1","[2016-10-23 10:20:00,2016-10-23 10:40:00)","119.92","119.9"
"C","1","[2016-10-23 10:40:00,2016-10-23 11:00:00)","140.62","139.4 & 141.9"
"C","1","[2016-10-23 11:00:00,2016-10-23 11:20:00)","165.44","137.5 & 126.9 & 112.4 & 180.7 & 269.7"
"C","1","[2016-10-23 11:20:00,2016-10-23 11:40:00)","180.94","188.8 & 151.8 & 199.7 & 183.4"
"C","1","[2016-10-23 11:40:00,2016-10-23 12:00:00)","198.59","229.3 & 215.1 & 198.7 & 178.2 & 171.7"
"C","1","[2016-10-23 12:00:00,2016-10-23 12:20:00)","140.67","140.7"
"C","1","[2016-10-23 12:20:00,2016-10-23 12:40:00)","180.26","180.3"
"C","1","[2016-10-23 12:40:00,2016-10-23 13:00:00)","175.23","175.2"
"C","1","[2016-10-23 13:20:00,2016-10-23 13:40:00)","183.58","177.8 & 128.7 & 190.9 & 236.9"
"C","1","[2016-10-23 13:40:00,2016-10-23 14:00:00)","202.3","182.9 & 170.5 & 235.2 & 218.7 & 204.2"
"C","1","[2016-10-23 14:00:00,2016-10-23 14:20:00)","185.2","239.7 & 194.9 & 160.7 & 145.4"
"C","1","[2016-10-23 14:20:00,2016-10-23 14:40:00)","191.22","265.7 & 156.7 & 151.2"
"C","1","[2016-10-23 14:40:00,2016-10-23 15:00:00)","444.83","261.8 & 237.9 & 1042.9 & 236.7"
"C","1","[2016-10-23 15:00:00,2016-10-23 15:20:00)","160.53","129.6 & 186.2 & 146.3 & 180.1"
"C","1","[2016-10-23 15:20:00,2016-10-23 15:40:00)","206.22","264.6 & 241.7 & 162.5 & 241.1 & 248.6 & 173.4 & 160.6 & 157.3"
"C","1","[2016-10-23 15:40:00,2016-10-23 16:00:00)","195.08","221.5 & 117.3 & 246.4"
"C","1","[2016-10-23 16:00:00,2016-10-23 16:20:00)","176.23","195.4 & 158.8 & 174.4"
"C","1","[2016-10-23 16:20:00,2016-10-23 16:40:00)","196.48","203.5 & 155.9 & 204.7 & 148.5 & 269.9"
"C","1","[2016-10-23 16:40:00,2016-10-23 17:00:00)","352.44","240.2 & 278.7 & 522.9 & 368.0"
"C","1","[2016-10-23 17:00:00,2016-10-23 17:20:00)","227.86","279.7 & 176.1"
"C","1","[2016-10-23 17:20:00,2016-10-23 17:40:00)","229.92","218.6 & 241.3"
"C","1","[2016-10-23 17:40:00,2016-10-23 18:00:00)","221.27","282.2 & 230.4 & 151.2"
"C","1","[2016-10-23 18:00:00,2016-10-23 18:20:00)","200.4","200.4"
"C","1","[2016-10-23 18:20:00,2016-10-23 18:40:00)","224.13","224.1"
"C","1","[2016-10-23 18:40:00,2016-10-23 19:00:00)","122.38","122.4"
"C","1","[2016-10-23 19:00:00,2016-10-23 19:20:00)","165.58","185.0 & 146.1"
"C","1","[2016-10-23 20:00:00,2016-10-23 20:20:00)","246.83","246.8"
"C","1","[2016-10-23 20:20:00,2016-10-23 20:40:00)","212.16","212.2"
"C","1","[2016-10-23 21:20:00,2016-10-23 21:40:00)","206.07","206.1"
"C","1","[2016-10-23 21:40:00,2016-10-23 22:00:00)","196.53","149.4 & 243.7"
"C","1","[2016-10-23 22:00:00,2016-10-23 22:20:00)","164.81","200.3 & 129.3"
"C","1","[2016-10-23 22:40:00,2016-10-23 23:00:00)","119.61","112.8 & 126.4"
"C","1","[2016-10-24 02:00:00,2016-10-24 02:20:00)","103.2","103.2"
"C","1","[2016-10-24 02:20:00,2016-10-24 02:40:00)","332.76","332.8"
"C","1","[2016-10-24 05:00:00,2016-10-24 05:20:00)","164.65","164.7"
"C","1","[2016-10-24 05:40:00,2016-10-24 06:00:00)","133.19","133.2"
"C","1","[2016-10-24 06:00:00,2016-10-24 06:20:00)","171.65","170.4 & 158.1 & 151.3 & 206.8"
"C","1","[2016-10-24 06:40:00,2016-10-24 07:00:00)","138.84","138.8"
"C","1","[2016-10-24 07:00:00,2016-10-24 07:20:00)","176.69","116.2 & 174.4 & 221.7 & 194.5"
"C","1","[2016-10-24 07:20:00,2016-10-24 07:40:00)","235.8","265.1 & 288.0 & 154.3"
"C","1","[2016-10-24 07:40:00,2016-10-24 08:00:00)","272.82","305.7 & 240.0"
"C","1","[2016-10-24 08:00:00,2016-10-24 08:20:00)","159.83","160.1 & 178.6 & 140.8"
"C","1","[2016-10-24 08:20:00,2016-10-24 08:40:00)","156.72","234.5 & 96.8 & 138.9"
"C","1","[2016-10-24 08:40:00,2016-10-24 09:00:00)","157.63","191.2 & 124.1"
"C","1","[2016-10-24 09:20:00,2016-10-24 09:40:00)","136.74","126.6 & 139.2 & 144.4"
"C","1","[2016-10-24 09:40:00,2016-10-24 10:00:00)","205.9","183.7 & 120.9 & 375.2 & 143.9"
"C","1","[2016-10-24 10:00:00,2016-10-24 10:20:00)","131.45","137.5 & 111.5 & 145.4"
"C","1","[2016-10-24 10:20:00,2016-10-24 10:40:00)","189.94","226.2 & 153.7"
"C","1","[2016-10-24 10:40:00,2016-10-24 11:00:00)","140.88","140.9"
"C","1","[2016-10-24 11:00:00,2016-10-24 11:20:00)","161.65","170.9 & 164.5 & 149.8 & 161.4"
"C","1","[2016-10-24 11:20:00,2016-10-24 11:40:00)","158.37","191.2 & 125.6"
"C","1","[2016-10-24 11:40:00,2016-10-24 12:00:00)","193.82","130.8 & 256.9"
"C","1","[2016-10-24 12:00:00,2016-10-24 12:20:00)","172.15","171.1 & 150.2 & 178.1 & 186.3 & 164.7 & 182.6"
"C","1","[2016-10-24 12:20:00,2016-10-24 12:40:00)","158.66","215.6 & 131.2 & 141.2 & 146.6"
"C","1","[2016-10-24 12:40:00,2016-10-24 13:00:00)","167.22","146.8 & 164.8 & 116.8 & 240.5"
"C","1","[2016-10-24 13:00:00,2016-10-24 13:20:00)","158.07","158.1"
"C","1","[2016-10-24 13:20:00,2016-10-24 13:40:00)","201.41","179.3 & 226.6 & 198.3"
"C","1","[2016-10-24 14:00:00,2016-10-24 14:20:00)","232.22","192.6 & 255.7 & 248.4"
"C","1","[2016-10-24 14:40:00,2016-10-24 15:00:00)","171.23","195.4 & 142.2 & 226.3 & 170.8 & 121.4"
"C","1","[2016-10-24 15:00:00,2016-10-24 15:20:00)","168.85","177.3 & 146.1 & 196.0 & 156.1"
"C","1","[2016-10-24 15:20:00,2016-10-24 15:40:00)","202.64","208.3 & 249.0 & 150.6"
"C","1","[2016-10-24 15:40:00,2016-10-24 16:00:00)","175.87","235.0 & 116.7"
"C","1","[2016-10-24 16:00:00,2016-10-24 16:20:00)","181.69","168.1 & 197.7 & 179.3"
"C","1","[2016-10-24 16:20:00,2016-10-24 16:40:00)","188.64","186.0 & 160.1 & 219.8"
"C","1","[2016-10-24 16:40:00,2016-10-24 17:00:00)","159.58","172.1 & 154.2 & 152.4"
"C","1","[2016-10-24 17:00:00,2016-10-24 17:20:00)","190.15","190.2"
"C","1","[2016-10-24 17:20:00,2016-10-24 17:40:00)","154.65","146.1 & 163.2"
"C","1","[2016-10-24 17:40:00,2016-10-24 18:00:00)","160.04","189.8 & 130.2"
"C","1","[2016-10-24 18:00:00,2016-10-24 18:20:00)","271.2","271.2"
"C","1","[2016-10-24 18:20:00,2016-10-24 18:40:00)","260.35","175.6 & 345.1"
"C","1","[2016-10-24 19:00:00,2016-10-24 19:20:00)","206.34","212.9 & 199.7"
"C","1","[2016-10-24 19:20:00,2016-10-24 19:40:00)","215.99","216.0"
"C","1","[2016-10-24 20:00:00,2016-10-24 20:20:00)","148.62","142.0 & 155.3"
"C","1","[2016-10-24 21:00:00,2016-10-24 21:20:00)","115.5","122.3 & 108.7"
"C","1","[2016-10-24 21:20:00,2016-10-24 21:40:00)","133.45","133.4"
"C","1","[2016-10-24 22:20:00,2016-10-24 22:40:00)","153.95","152.4 & 155.5"
"C","1","[2016-10-24 22:40:00,2016-10-24 23:00:00)","236.09","236.1"
"A","2","[2016-10-18 00:00:00,2016-10-18 00:20:00)","87.33","32.7 & 135.1 & 94.2"
"A","2","[2016-10-18 00:20:00,2016-10-18 00:40:00)","38.13","38.1"
"A","2","[2016-10-18 01:00:00,2016-10-18 01:20:00)","54.63","56.9 & 52.4"
"A","2","[2016-10-18 01:20:00,2016-10-18 01:40:00)","57.12","31.2 & 92.7 & 62.2 & 42.3"
"A","2","[2016-10-18 01:40:00,2016-10-18 02:00:00)","73.22","78.4 & 68.1"
"A","2","[2016-10-18 02:00:00,2016-10-18 02:20:00)","50.29","50.3"
"A","2","[2016-10-18 02:20:00,2016-10-18 02:40:00)","54.99","69.8 & 40.2"
"A","2","[2016-10-18 03:00:00,2016-10-18 03:20:00)","73.02","60.6 & 85.4"
"A","2","[2016-10-18 03:20:00,2016-10-18 03:40:00)","46.13","48.4 & 43.9"
"A","2","[2016-10-18 03:40:00,2016-10-18 04:00:00)","36.22","51.9 & 20.6"
"A","2","[2016-10-18 04:00:00,2016-10-18 04:20:00)","56.84","61.5 & 52.1"
"A","2","[2016-10-18 04:20:00,2016-10-18 04:40:00)","55.64","44.7 & 47.8 & 55.1 & 74.9"
"A","2","[2016-10-18 04:40:00,2016-10-18 05:00:00)","97.4","52.5 & 199.1 & 40.6"
"A","2","[2016-10-18 05:00:00,2016-10-18 05:20:00)","65.88","57.0 & 45.3 & 67.9 & 48.1 & 100.6 & 106.2 & 36.0"
"A","2","[2016-10-18 05:20:00,2016-10-18 05:40:00)","52.59","44.5 & 44.9 & 66.1 & 55.7 & 55.3 & 49.0"
"A","2","[2016-10-18 05:40:00,2016-10-18 06:00:00)","46.03","34.8 & 58.5 & 53.9 & 48.7 & 34.3"
"A","2","[2016-10-18 06:00:00,2016-10-18 06:20:00)","41.1","27.5 & 26.0 & 71.0 & 20.3 & 60.4 & 42.2 & 40.2"
"A","2","[2016-10-18 06:20:00,2016-10-18 06:40:00)","43.68","49.7 & 36.7 & 34.2 & 37.0 & 39.7 & 64.8"
"A","2","[2016-10-18 06:40:00,2016-10-18 07:00:00)","68.02","57.4 & 121.1 & 55.7 & 97.7 & 47.1 & 57.6 & 39.5"
"A","2","[2016-10-18 07:00:00,2016-10-18 07:20:00)","52.61","59.2 & 49.3 & 71.3 & 28.2 & 36.1 & 71.5"
"A","2","[2016-10-18 07:20:00,2016-10-18 07:40:00)","56.17","33.9 & 64.5 & 39.1 & 53.3 & 59.8 & 86.1 & 55.9 & 72.7 & 40.2"
"A","2","[2016-10-18 07:40:00,2016-10-18 08:00:00)","63.6","59.1 & 65.2 & 81.8 & 41.4 & 61.7 & 59.0 & 77.0"
"A","2","[2016-10-18 08:00:00,2016-10-18 08:20:00)","77.77","210.8 & 68.5 & 83.5 & 45.1 & 85.4 & 41.8 & 50.9 & 71.7 & 75.4 & 60.7 & 61.7"
"A","2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","70.3","73.9 & 73.9 & 21.8 & 109.8 & 142.6 & 90.2 & 65.9 & 54.1 & 82.7 & 68.8 & 97.3 & 190.8 & 31.7 & 109.0 & 12.4 & 44.1 & 58.0 & 46.6 & 60.1 & 50.8 & 77.0 & 56.5 & 90.8 & 91.4 & 87.7 & 19.0 & 11.0 & 50.6"
"A","2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","77.68","67.8 & 70.1 & 60.4 & 104.9 & 70.5 & 39.4 & 83.3 & 70.6 & 90.3 & 101.1 & 98.4 & 148.6 & 100.2 & 60.6 & 49.4 & 52.7 & 53.9 & 76.0"
"A","2","[2016-10-18 09:00:00,2016-10-18 09:20:00)","79.28","71.1 & 80.4 & 98.1 & 102.6 & 101.9 & 84.7 & 68.0 & 69.8 & 62.2 & 122.5 & 88.2 & 78.8 & 89.1 & 51.7 & 73.7 & 39.0 & 65.6"
"A","2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","83.27","68.1 & 49.2 & 124.1 & 50.5 & 131.4 & 61.2 & 67.5 & 63.5 & 138.2 & 79.0"
"A","2","[2016-10-18 09:40:00,2016-10-18 10:00:00)","77.67","50.9 & 70.3 & 68.7 & 43.2 & 118.4 & 49.9 & 59.7 & 124.9 & 50.7 & 82.0 & 155.9 & 86.0 & 49.0"
"A","2","[2016-10-18 10:00:00,2016-10-18 10:20:00)","101.39","120.5 & 115.5 & 126.8 & 96.1 & 36.0 & 42.1 & 78.1 & 41.5 & 60.0 & 72.9 & 77.2 & 156.1 & 130.9 & 161.5 & 205.7"
"A","2","[2016-10-18 10:20:00,2016-10-18 10:40:00)","62.82","66.4 & 58.7 & 52.8 & 39.0 & 58.7 & 54.1 & 80.4 & 159.1 & 68.4 & 45.1 & 38.2 & 43.4 & 55.8 & 58.8 & 63.4"
"A","2","[2016-10-18 10:40:00,2016-10-18 11:00:00)","67.85","90.0 & 59.9 & 92.5 & 44.5 & 64.9 & 92.9 & 66.8 & 58.6 & 56.9 & 78.4 & 54.1 & 67.3 & 51.7 & 92.2 & 74.5 & 73.4 & 34.8"
"A","2","[2016-10-18 11:00:00,2016-10-18 11:20:00)","46.77","81.9 & 21.9 & 71.9 & 20.5 & 37.7"
"A","2","[2016-10-18 11:20:00,2016-10-18 11:40:00)","56.06","10.6 & 62.8 & 39.9 & 44.4 & 65.6 & 84.8 & 64.0 & 51.3 & 81.1"
"A","2","[2016-10-18 11:40:00,2016-10-18 12:00:00)","76.07","164.4 & 60.8 & 103.8 & 177.2 & 43.1 & 69.4 & 70.1 & 53.6 & 70.0 & 71.3 & 78.2 & 53.6 & 48.8 & 52.2 & 68.6 & 94.3 & 51.2 & 38.8"
"A","2","[2016-10-18 12:00:00,2016-10-18 12:20:00)","78.32","57.7 & 69.5 & 84.6 & 40.3 & 62.5 & 49.5 & 50.6 & 319.1 & 56.3 & 62.1 & 67.7 & 84.5 & 44.7 & 47.4"
"A","2","[2016-10-18 12:20:00,2016-10-18 12:40:00)","51.44","58.4 & 45.3 & 77.6 & 48.6 & 40.7 & 41.2 & 37.2 & 65.4 & 67.9 & 36.5 & 51.0 & 28.0 & 34.9 & 37.0 & 47.9 & 83.6 & 73.3"
"A","2","[2016-10-18 12:40:00,2016-10-18 13:00:00)","68.47","58.5 & 61.6 & 33.5 & 85.0 & 76.6 & 93.8 & 53.1 & 77.3 & 90.5 & 84.1 & 51.2 & 54.5 & 79.2 & 59.7"
"A","2","[2016-10-18 13:00:00,2016-10-18 13:20:00)","59.92","71.9 & 112.3 & 56.7 & 47.1 & 63.5 & 58.2 & 107.3 & 50.7 & 53.5 & 16.6 & 49.2 & 25.0 & 84.9 & 53.1 & 42.9 & 65.7"
"A","2","[2016-10-18 13:20:00,2016-10-18 13:40:00)","59.41","63.9 & 20.8 & 30.9 & 64.8 & 109.0 & 36.9 & 57.4 & 74.8 & 59.4 & 77.1 & 52.0 & 65.8"
"A","2","[2016-10-18 13:40:00,2016-10-18 14:00:00)","56.35","70.9 & 18.7 & 47.7 & 93.0 & 47.1 & 76.9 & 43.7 & 56.2 & 53.0"
"A","2","[2016-10-18 14:00:00,2016-10-18 14:20:00)","67.95","151.7 & 70.5 & 43.6 & 79.4 & 65.7 & 10.6 & 52.7 & 168.5 & 20.3 & 51.0 & 42.0 & 59.5"
"A","2","[2016-10-18 14:20:00,2016-10-18 14:40:00)","75.83","54.5 & 52.2 & 38.4 & 59.5 & 107.5 & 54.8 & 55.6 & 56.1 & 78.1 & 76.0 & 68.3 & 64.7 & 44.4 & 133.3 & 138.0 & 131.7"
"A","2","[2016-10-18 14:40:00,2016-10-18 15:00:00)","86.26","74.9 & 77.6 & 168.6 & 111.4 & 52.0 & 93.2 & 88.9 & 23.5"
"A","2","[2016-10-18 15:00:00,2016-10-18 15:20:00)","99.96","103.4 & 58.5 & 48.8 & 57.7 & 203.9 & 135.4 & 125.2 & 108.0 & 230.4 & 84.5 & 103.2 & 111.4 & 24.6 & 49.0 & 55.6"
"A","2","[2016-10-18 15:20:00,2016-10-18 15:40:00)","88.36","61.3 & 95.3 & 117.8 & 96.5 & 110.2 & 94.9 & 52.5 & 112.0 & 101.6 & 110.3 & 86.1 & 103.1 & 103.8 & 45.7 & 53.8 & 85.6 & 106.0 & 54.1"
"A","2","[2016-10-18 15:40:00,2016-10-18 16:00:00)","74.89","19.9 & 77.4 & 106.5 & 129.0 & 79.6 & 101.6 & 64.7 & 21.0 & 78.0 & 71.0"
"A","2","[2016-10-18 16:00:00,2016-10-18 16:20:00)","63.3","18.5 & 69.5 & 42.2 & 54.5 & 50.0 & 90.1 & 37.8 & 30.4 & 107.1 & 95.3 & 101.0"
"A","2","[2016-10-18 16:20:00,2016-10-18 16:40:00)","71.36","110.6 & 107.0 & 26.1 & 106.0 & 88.9 & 65.2 & 57.0 & 72.6 & 46.2 & 34.0"
"A","2","[2016-10-18 16:40:00,2016-10-18 17:00:00)","99.26","37.8 & 75.3 & 53.3 & 166.5 & 290.7 & 24.7 & 151.6 & 82.7 & 61.1 & 45.4 & 102.8"
"A","2","[2016-10-18 17:00:00,2016-10-18 17:20:00)","75.0","85.3 & 45.9 & 44.8 & 44.7 & 81.2 & 75.5 & 94.5 & 84.4 & 96.1 & 136.8 & 49.3 & 61.5"
"A","2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","63.3","128.8 & 21.5 & 89.5 & 54.2 & 78.7 & 61.5 & 46.8 & 55.4 & 54.6 & 54.6 & 50.5"
"A","2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","68.39","29.5 & 106.4 & 75.0 & 47.1 & 84.0"
"A","2","[2016-10-18 18:00:00,2016-10-18 18:20:00)","88.83","87.9 & 98.1 & 123.7 & 90.4 & 44.1"
"A","2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","59.33","36.1 & 70.8 & 59.9 & 70.5"
"A","2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","52.23","49.8 & 47.9 & 60.4 & 59.4 & 43.6"
"A","2","[2016-10-18 19:00:00,2016-10-18 19:20:00)","59.61","108.2 & 51.0 & 41.7 & 37.5"
"A","2","[2016-10-18 19:20:00,2016-10-18 19:40:00)","41.75","53.8 & 40.4 & 41.3 & 61.6 & 40.1 & 23.1 & 32.0"
"A","2","[2016-10-18 19:40:00,2016-10-18 20:00:00)","56.44","34.4 & 66.5 & 58.1 & 66.7"
