"intersection_id","tollgate_id","avg_all_route_speed","avg_last_link_speed"
A,2,2016-09-24 22:20:00,8.26,6.29
A,2,2016-09-24 22:40:00,9.02,6.77
A,2,2016-09-24 23:00:00,7.27,6.45
A,2,2016-09-24 23:20:00,8.35,6.45
A,2,2016-09-24 23:40:00,8.68,7.59
A,2,2016-09-25 00:00:00,5.92,4.24
A,2,2016-09-25 00:20:00,11.88,12.15
A,2,2016-09-25 00:40:00,6.63,4.71
A,2,2016-09-25 01:00:00,7.61,4.99
A,2,2016-09-25 01:20:00,7.91,5.93
A,2,2016-09-25 01:40:00,7.88,4.43
A,2,2016-09-25 02:00:00,5.86,3.62
A,2,2016-09-25 02:20:00,7.86,8.58
A,2,2016-09-25 02:40:00,7.47,5.4
A,2,2016-09-25 03:40:00,4.67,2.05
A,2,2016-09-25 04:00:00,8.51,5.63
A,2,2016-09-25 04:40:00,5.22,4.39
A,2,2016-09-25 05:00:00,8.38,6.77
A,2,2016-09-25 05:20:00,7.39,5.61
A,2,2016-09-25 06:00:00,11.89,9.9
A,2,2016-09-25 06:20:00,11.37,10.97
A,2,2016-09-25 06:40:00,5.88,4.08
A,2,2016-09-25 07:00:00,8.37,8.12
A,2,2016-09-25 07:20:00,7.91,6.85
A,2,2016-09-25 07:40:00,8.33,7.11
A,2,2016-09-25 08:00:00,7.99,7.86
A,2,2016-09-25 08:20:00,6.29,4.85
A,2,2016-09-25 08:40:00,6.61,6.0
A,2,2016-09-25 09:00:00,6.75,6.35
A,2,2016-09-25 09:20:00,4.94,4.55
A,2,2016-09-25 09:40:00,5.12,4.71
A,2,2016-09-25 10:00:00,5.09,3.95
A,2,2016-09-25 10:20:00,5.74,4.64
A,2,2016-09-25 10:40:00,5.83,4.69
A,2,2016-09-25 11:00:00,6.53,4.64
A,2,2016-09-25 11:20:00,3.95,2.94
A,2,2016-09-25 11:40:00,7.18,6.86
A,2,2016-09-25 12:00:00,7.77,6.77
A,2,2016-09-25 12:20:00,6.02,5.25
A,2,2016-09-25 12:40:00,7.13,6.03
A,2,2016-09-25 13:00:00,7.6,8.34
A,2,2016-09-25 13:20:00,5.36,4.52
A,2,2016-09-25 13:40:00,6.12,5.2
A,2,2016-09-25 14:00:00,6.09,4.99
A,2,2016-09-25 14:20:00,5.4,4.49
A,2,2016-09-25 14:40:00,5.62,4.0
A,2,2016-09-25 15:00:00,5.08,4.63
A,2,2016-09-25 15:20:00,7.12,6.25
A,2,2016-09-25 15:40:00,7.05,6.56
A,2,2016-09-25 16:00:00,6.21,4.56
A,2,2016-09-25 16:20:00,8.51,7.25
A,2,2016-09-25 16:40:00,6.94,5.7
A,2,2016-09-25 17:00:00,5.17,5.05
A,2,2016-09-25 17:20:00,6.35,5.73
A,2,2016-09-25 17:40:00,9.53,8.79
A,2,2016-09-25 18:00:00,5.64,4.08
A,2,2016-09-25 18:20:00,6.86,5.28
A,2,2016-09-25 18:40:00,6.31,5.04
A,2,2016-09-25 19:00:00,8.71,9.3
A,2,2016-09-25 19:20:00,5.98,4.37
A,2,2016-09-25 19:40:00,6.44,4.7
A,2,2016-09-25 20:00:00,7.51,6.51
A,2,2016-09-25 20:20:00,7.27,5.93
A,2,2016-09-25 20:40:00,9.19,7.88
A,2,2016-09-25 21:00:00,6.93,14.88
A,2,2016-09-25 21:20:00,7.39,7.2
A,2,2016-09-25 21:40:00,6.19,4.58
A,2,2016-09-25 22:00:00,7.93,6.59
A,2,2016-09-25 22:20:00,8.59,7.04
A,2,2016-09-25 22:40:00,8.91,8.0
A,2,2016-09-25 23:00:00,6.67,4.11
A,2,2016-09-26 00:00:00,4.09,3.91
A,2,2016-09-26 00:20:00,3.64,6.61
A,2,2016-09-26 00:40:00,7.16,6.01
A,2,2016-09-26 01:40:00,11.54,7.44
A,2,2016-09-26 02:00:00,7.96,5.85
A,2,2016-09-26 02:20:00,8.84,6.06
A,2,2016-09-26 02:40:00,8.85,6.21
A,2,2016-09-26 03:00:00,7.13,4.87
A,2,2016-09-26 03:20:00,8.69,6.37
A,2,2016-09-26 03:40:00,9.24,7.75
A,2,2016-09-26 04:00:00,9.47,6.32
A,2,2016-09-26 04:20:00,7.36,4.1
A,2,2016-09-26 04:40:00,5.37,2.92
A,2,2016-09-26 05:00:00,8.36,5.7
A,2,2016-09-26 05:20:00,7.65,6.24
A,2,2016-09-26 05:40:00,6.42,5.4
A,2,2016-09-26 06:00:00,8.05,6.78
A,2,2016-09-26 06:20:00,7.65,5.97
A,2,2016-09-26 06:40:00,5.79,4.66
A,2,2016-09-26 07:00:00,7.2,7.18
A,2,2016-09-26 07:20:00,6.68,6.2
A,2,2016-09-26 07:40:00,7.41,5.94
A,2,2016-09-26 08:00:00,4.31,4.54
A,2,2016-09-26 08:20:00,3.91,5.06
A,2,2016-09-26 08:40:00,4.57,4.77
A,2,2016-09-26 09:00:00,3.92,4.24
A,2,2016-09-26 09:20:00,3.69,2.91
A,2,2016-09-26 09:40:00,7.01,6.67
A,2,2016-09-26 10:00:00,5.31,4.49
A,2,2016-09-26 10:20:00,5.91,4.67
A,2,2016-09-26 10:40:00,9.59,9.64
A,2,2016-09-26 11:00:00,7.47,7.07
A,2,2016-09-26 11:20:00,7.66,7.02
A,2,2016-09-26 11:40:00,7.46,6.68
A,2,2016-09-26 12:00:00,5.98,4.75
A,2,2016-09-26 12:20:00,7.23,5.65
A,2,2016-09-26 12:40:00,8.75,8.08
A,2,2016-09-26 13:00:00,8.87,9.56
A,2,2016-09-26 13:20:00,6.15,6.33
A,2,2016-09-26 13:40:00,6.98,6.04
A,2,2016-09-26 14:00:00,8.03,7.22
A,2,2016-09-26 14:20:00,6.49,5.2
A,2,2016-09-26 14:40:00,5.88,5.21
A,2,2016-09-26 15:00:00,11.35,9.8
A,2,2016-09-26 15:20:00,7.68,6.61
A,2,2016-09-26 15:40:00,9.22,8.97
A,2,2016-09-26 16:00:00,10.08,9.07
A,2,2016-09-26 16:20:00,6.73,6.18
A,2,2016-09-26 16:40:00,6.36,5.37
A,2,2016-09-26 17:00:00,7.14,5.62
A,2,2016-09-26 17:20:00,7.99,6.81
A,2,2016-09-26 17:40:00,8.22,8.59
A,2,2016-09-26 18:00:00,6.19,5.59
A,2,2016-09-26 18:20:00,5.98,4.67
A,2,2016-09-26 18:40:00,2.91,8.62
A,2,2016-09-26 19:00:00,5.71,4.38
A,2,2016-09-26 19:20:00,4.21,2.84
A,2,2016-09-26 19:40:00,5.08,3.67
A,2,2016-09-26 20:00:00,8.42,7.38
A,2,2016-09-26 20:20:00,7.93,6.35
A,2,2016-09-26 20:40:00,5.81,4.48
A,2,2016-09-26 21:00:00,6.38,5.13
A,2,2016-09-26 21:20:00,8.81,7.75
A,2,2016-09-26 21:40:00,8.24,6.65
A,2,2016-09-26 22:00:00,6.55,4.66
A,2,2016-09-26 22:20:00,7.08,5.53
A,2,2016-09-26 22:40:00,9.57,7.2
A,2,2016-09-26 23:00:00,7.85,8.04
A,2,2016-09-26 23:20:00,6.94,6.16
A,2,2016-09-27 00:20:00,9.02,7.44
A,2,2016-09-27 00:40:00,7.97,7.9
A,2,2016-09-27 01:00:00,6.44,3.94
A,2,2016-09-27 01:20:00,8.25,5.5
A,2,2016-09-27 01:40:00,8.74,7.58
A,2,2016-09-27 02:20:00,11.79,10.42
A,2,2016-09-27 03:00:00,9.98,8.31
A,2,2016-09-27 03:20:00,17.83,18.04
A,2,2016-09-27 04:00:00,9.9,8.51
A,2,2016-09-27 04:20:00,5.88,3.82
A,2,2016-09-27 04:40:00,5.12,3.01
A,2,2016-09-27 05:00:00,8.65,7.31
A,2,2016-09-27 05:20:00,7.62,5.43
A,2,2016-09-27 06:00:00,8.84,7.88
A,2,2016-09-27 06:40:00,7.36,6.54
A,2,2016-09-27 07:00:00,6.94,5.42
A,2,2016-09-27 07:20:00,6.55,6.34
A,2,2016-09-27 07:40:00,6.79,5.84
A,2,2016-09-27 08:00:00,5.22,4.19
A,2,2016-09-27 08:20:00,5.01,4.26
A,2,2016-09-27 08:40:00,5.53,4.55
A,2,2016-09-27 09:00:00,5.83,4.52
A,2,2016-09-27 09:20:00,6.0,4.37
A,2,2016-09-27 09:40:00,5.72,4.06
A,2,2016-09-27 10:00:00,6.46,4.94
A,2,2016-09-27 10:20:00,7.74,7.31
A,2,2016-09-27 10:40:00,5.98,4.37
A,2,2016-09-27 11:00:00,6.91,5.47
A,2,2016-09-27 11:20:00,8.05,7.3
A,2,2016-09-27 11:40:00,4.11,2.69
A,2,2016-09-27 12:00:00,7.56,6.47
A,2,2016-09-27 12:20:00,8.63,7.17
A,2,2016-09-27 12:40:00,7.76,6.27
A,2,2016-09-27 13:00:00,5.18,4.21
A,2,2016-09-27 13:20:00,6.38,4.86
A,2,2016-09-27 13:40:00,6.32,4.96
A,2,2016-09-27 14:00:00,6.67,5.21
A,2,2016-09-27 14:20:00,12.02,10.6
A,2,2016-09-27 14:40:00,8.8,6.97
A,2,2016-09-27 15:00:00,7.06,5.86
A,2,2016-09-27 15:20:00,8.09,8.51
A,2,2016-09-27 15:40:00,7.34,6.7
A,2,2016-09-27 16:00:00,5.2,14.37
A,2,2016-09-27 16:20:00,5.3,4.27
A,2,2016-09-27 16:40:00,3.46,2.4
A,2,2016-09-27 17:00:00,6.24,4.97
A,2,2016-09-27 17:20:00,7.86,6.62
A,2,2016-09-27 17:40:00,7.18,6.45
A,2,2016-09-27 18:00:00,7.11,6.56
A,2,2016-09-27 18:20:00,5.44,4.75
A,2,2016-09-27 18:40:00,6.13,4.92
A,2,2016-09-27 19:00:00,8.01,6.22
A,2,2016-09-27 19:20:00,5.82,4.39
A,2,2016-09-27 19:40:00,6.67,5.8
A,2,2016-09-27 20:00:00,6.73,5.58
A,2,2016-09-27 20:20:00,7.45,6.81
A,2,2016-09-27 20:40:00,7.04,5.36
A,2,2016-09-27 21:00:00,6.36,5.91
A,2,2016-09-27 21:20:00,7.04,5.44
A,2,2016-09-27 21:40:00,6.16,4.84
A,2,2016-09-27 22:00:00,8.83,6.02
A,2,2016-09-27 22:20:00,6.8,5.6
A,2,2016-09-27 22:40:00,7.12,5.49
A,2,2016-09-27 23:00:00,9.42,6.96
A,2,2016-09-27 23:40:00,9.07,6.25
A,2,2016-09-28 00:40:00,5.19,3.65
A,2,2016-09-28 01:00:00,4.61,2.17
A,2,2016-09-28 01:20:00,9.17,7.59
A,2,2016-09-28 02:20:00,11.12,10.06
A,2,2016-09-28 02:40:00,7.5,5.74
A,2,2016-09-28 03:00:00,8.62,6.46
A,2,2016-09-28 03:20:00,7.62,5.86
A,2,2016-09-28 03:40:00,4.72,3.19
A,2,2016-09-28 04:00:00,8.45,5.79
A,2,2016-09-28 04:20:00,7.25,5.76
A,2,2016-09-28 04:40:00,6.12,4.18
A,2,2016-09-28 05:00:00,12.01,11.9
A,2,2016-09-28 05:20:00,7.54,5.45
A,2,2016-09-28 05:40:00,7.4,7.72
A,2,2016-09-28 06:00:00,8.57,7.21
A,2,2016-09-28 06:20:00,7.55,5.5
A,2,2016-09-28 06:40:00,9.21,8.36
A,2,2016-09-28 07:00:00,10.6,9.42
A,2,2016-09-28 07:20:00,5.15,3.92
A,2,2016-09-28 07:40:00,6.32,4.72
A,2,2016-09-28 08:00:00,6.58,6.42
A,2,2016-09-28 08:20:00,5.75,4.36
A,2,2016-09-28 08:40:00,6.87,6.42
A,2,2016-09-28 09:00:00,8.28,8.38
A,2,2016-09-28 09:20:00,6.81,6.63
A,2,2016-09-28 09:40:00,5.89,4.69
A,2,2016-09-28 10:00:00,7.32,5.91
A,2,2016-09-28 10:20:00,6.01,4.75
A,2,2016-09-28 10:40:00,8.14,7.07
A,2,2016-09-28 11:00:00,7.32,6.08
A,2,2016-09-28 11:20:00,6.82,5.35
A,2,2016-09-28 11:40:00,7.56,6.25
A,2,2016-09-28 12:00:00,6.98,6.48
A,2,2016-09-28 12:20:00,11.21,10.18
A,2,2016-09-28 12:40:00,7.67,6.97
A,2,2016-09-28 13:00:00,7.08,5.92
A,2,2016-09-28 13:20:00,5.52,4.25
A,2,2016-09-28 13:40:00,7.09,6.1
A,2,2016-09-28 14:00:00,7.3,6.24
A,2,2016-09-28 14:20:00,6.92,5.86
A,2,2016-09-28 14:40:00,7.78,6.04
A,2,2016-09-28 15:00:00,8.37,7.21
A,2,2016-09-28 15:20:00,6.12,4.71
A,2,2016-09-28 15:40:00,7.87,6.74
A,2,2016-09-28 16:00:00,6.03,4.57
A,2,2016-09-28 16:20:00,6.25,5.03
A,2,2016-09-28 16:40:00,5.3,4.81
A,2,2016-09-28 17:00:00,6.26,6.71
A,2,2016-09-28 17:20:00,4.7,3.65
A,2,2016-09-28 17:40:00,5.14,4.41
A,2,2016-09-28 18:00:00,3.24,2.49
A,2,2016-09-28 18:20:00,6.54,5.83
A,2,2016-09-28 18:40:00,5.18,4.1
A,2,2016-09-28 19:00:00,6.65,5.13
A,2,2016-09-28 19:20:00,4.36,3.84
A,2,2016-09-28 19:40:00,4.23,3.38
A,2,2016-09-28 20:00:00,6.19,5.04
A,2,2016-09-28 20:20:00,4.87,4.08
A,2,2016-09-28 20:40:00,9.33,8.22
A,2,2016-09-28 21:00:00,8.16,7.0
A,2,2016-09-28 21:20:00,5.94,5.79
A,2,2016-09-28 21:40:00,6.45,5.88
A,2,2016-09-28 22:00:00,7.8,6.64
A,2,2016-09-28 22:20:00,8.39,4.57
A,2,2016-09-28 22:40:00,9.71,6.97
A,2,2016-09-28 23:00:00,15.25,13.6
A,2,2016-09-28 23:20:00,8.29,6.6
A,2,2016-09-29 00:20:00,6.66,4.29
A,2,2016-09-29 00:40:00,8.73,6.36
A,2,2016-09-29 01:00:00,3.46,2.14
A,2,2016-09-29 01:20:00,5.1,2.86
A,2,2016-09-29 01:40:00,7.21,5.48
A,2,2016-09-29 02:00:00,4.15,3.35
A,2,2016-09-29 03:00:00,9.37,7.56
A,2,2016-09-29 03:20:00,8.33,6.31
A,2,2016-09-29 03:40:00,10.83,8.28
A,2,2016-09-29 04:00:00,6.5,6.32
A,2,2016-09-29 04:20:00,9.34,7.14
A,2,2016-09-29 04:40:00,6.67,7.88
A,2,2016-09-29 05:00:00,7.81,5.79
A,2,2016-09-29 05:20:00,8.01,5.69
A,2,2016-09-29 05:40:00,7.44,5.75
A,2,2016-09-29 06:00:00,6.42,5.3
A,2,2016-09-29 06:20:00,11.68,12.6
A,2,2016-09-29 06:40:00,6.84,5.83
A,2,2016-09-29 07:00:00,11.39,15.62
A,2,2016-09-29 07:20:00,7.3,6.23
A,2,2016-09-29 07:40:00,6.66,7.04
A,2,2016-09-29 08:00:00,6.15,6.18
A,2,2016-09-29 08:20:00,3.43,4.18
A,2,2016-09-29 08:40:00,5.29,4.63
A,2,2016-09-29 09:00:00,4.58,4.04
A,2,2016-09-29 09:20:00,6.62,5.72
A,2,2016-09-29 09:40:00,6.01,5.11
A,2,2016-09-29 10:00:00,7.99,6.96
A,2,2016-09-29 10:20:00,7.52,6.82
A,2,2016-09-29 10:40:00,6.93,5.33
A,2,2016-09-29 11:00:00,7.27,5.98
A,2,2016-09-29 11:20:00,6.6,4.97
A,2,2016-09-29 11:40:00,8.39,7.61
A,2,2016-09-29 12:00:00,6.9,5.11
A,2,2016-09-29 12:20:00,6.37,6.05
A,2,2016-09-29 12:40:00,7.17,5.9
A,2,2016-09-29 13:00:00,5.18,4.69
A,2,2016-09-29 13:20:00,7.93,7.27
A,2,2016-09-29 13:40:00,7.3,5.57
A,2,2016-09-29 14:00:00,5.23,3.71
A,2,2016-09-29 14:20:00,6.32,4.77
A,2,2016-09-29 14:40:00,7.1,6.35
A,2,2016-09-29 15:00:00,6.31,5.19
A,2,2016-09-29 15:20:00,5.55,5.66
A,2,2016-09-29 15:40:00,7.33,8.35
A,2,2016-09-29 16:00:00,7.35,6.65
A,2,2016-09-29 16:20:00,11.95,11.12
A,2,2016-09-29 16:40:00,6.65,5.42
A,2,2016-09-29 17:00:00,6.31,5.01
A,2,2016-09-29 17:20:00,7.92,6.9
A,2,2016-09-29 17:40:00,6.5,5.49
A,2,2016-09-29 18:00:00,6.55,5.48
A,2,2016-09-29 18:20:00,9.39,10.43
A,2,2016-09-29 18:40:00,6.46,5.65
A,2,2016-09-29 19:00:00,5.62,4.79
A,2,2016-09-29 19:20:00,7.31,6.43
A,2,2016-09-29 19:40:00,6.91,6.42
A,2,2016-09-29 20:00:00,7.15,6.15
A,2,2016-09-29 20:20:00,5.07,3.22
A,2,2016-09-29 20:40:00,7.06,5.89
A,2,2016-09-29 21:00:00,6.1,4.08
A,2,2016-09-29 21:20:00,6.47,4.98
A,2,2016-09-29 21:40:00,7.45,6.21
A,2,2016-09-29 22:00:00,5.03,3.51
A,2,2016-09-29 22:20:00,8.35,7.04
A,2,2016-09-29 22:40:00,7.71,6.1
A,2,2016-09-29 23:00:00,9.12,8.87
A,2,2016-09-29 23:20:00,8.91,6.85
A,2,2016-09-29 23:40:00,5.49,4.52
A,2,2016-09-30 00:00:00,8.49,6.51
A,2,2016-09-30 00:20:00,9.56,7.58
A,2,2016-09-30 00:40:00,6.65,4.26
A,2,2016-09-30 01:00:00,6.45,3.92
A,2,2016-09-30 01:20:00,7.77,5.76
A,2,2016-09-30 01:40:00,6.83,4.43
A,2,2016-09-30 02:00:00,5.2,3.67
A,2,2016-09-30 02:20:00,7.29,6.53
A,2,2016-09-30 02:40:00,7.87,5.53
A,2,2016-09-30 03:00:00,8.7,7.51
A,2,2016-09-30 03:20:00,6.4,4.34
A,2,2016-09-30 03:40:00,8.67,6.12
A,2,2016-09-30 04:00:00,6.91,4.05
A,2,2016-09-30 04:20:00,8.69,7.31
A,2,2016-09-30 04:40:00,8.48,6.07
A,2,2016-09-30 05:00:00,10.09,10.33
A,2,2016-09-30 05:20:00,9.34,6.45
A,2,2016-09-30 05:40:00,8.46,9.57
A,2,2016-09-30 06:00:00,8.19,6.26
A,2,2016-09-30 06:20:00,11.32,9.62
A,2,2016-09-30 06:40:00,9.69,8.03
A,2,2016-09-30 07:00:00,7.1,5.78
A,2,2016-09-30 07:20:00,6.57,5.45
A,2,2016-09-30 07:40:00,7.58,9.03
A,2,2016-09-30 08:00:00,6.35,6.27
A,2,2016-09-30 08:20:00,4.27,3.8
A,2,2016-09-30 08:40:00,5.13,3.71
A,2,2016-09-30 09:00:00,6.93,5.94
A,2,2016-09-30 09:20:00,7.12,6.46
A,2,2016-09-30 09:40:00,5.85,4.6
A,2,2016-09-30 10:00:00,6.81,5.51
A,2,2016-09-30 10:20:00,4.49,4.68
A,2,2016-09-30 10:40:00,7.71,6.57
A,2,2016-09-30 11:00:00,7.27,5.51
A,2,2016-09-30 11:20:00,11.67,10.53
A,2,2016-09-30 11:40:00,8.93,8.18
A,2,2016-09-30 12:00:00,5.99,4.61
A,2,2016-09-30 12:20:00,5.03,3.87
A,2,2016-09-30 12:40:00,5.77,4.56
A,2,2016-09-30 13:00:00,6.75,7.29
A,2,2016-09-30 13:20:00,5.84,4.61
A,2,2016-09-30 13:40:00,8.41,7.74
A,2,2016-09-30 14:00:00,3.51,2.45
A,2,2016-09-30 14:20:00,4.17,3.25
A,2,2016-09-30 14:40:00,5.67,5.09
A,2,2016-09-30 15:00:00,5.6,4.36
A,2,2016-09-30 15:20:00,5.0,3.23
A,2,2016-09-30 15:40:00,6.09,5.66
A,2,2016-09-30 16:00:00,6.08,4.66
A,2,2016-09-30 16:20:00,2.98,1.79
A,2,2016-09-30 16:40:00,4.18,4.35
A,2,2016-09-30 17:00:00,2.74,1.71
A,2,2016-09-30 17:20:00,4.29,2.93
A,2,2016-09-30 17:40:00,7.3,6.19
A,2,2016-09-30 18:00:00,6.37,5.93
A,2,2016-09-30 18:20:00,5.67,4.15
A,2,2016-09-30 18:40:00,5.51,4.74
A,2,2016-09-30 19:00:00,7.46,6.59
A,2,2016-09-30 19:20:00,5.66,4.3
A,2,2016-09-30 19:40:00,5.91,4.92
A,2,2016-09-30 20:00:00,6.09,5.08
A,2,2016-09-30 20:20:00,6.56,5.07
A,2,2016-09-30 20:40:00,6.08,5.77
A,2,2016-09-30 21:00:00,8.66,7.63
A,2,2016-09-30 21:20:00,6.11,5.16
A,2,2016-09-30 21:40:00,5.34,3.89
A,2,2016-09-30 22:00:00,7.1,5.43
A,2,2016-09-30 22:20:00,5.47,4.59
A,2,2016-09-30 22:40:00,6.51,5.3
A,2,2016-09-30 23:00:00,7.06,5.23
A,2,2016-09-30 23:20:00,9.27,7.96
A,2,2016-09-30 23:40:00,5.28,3.52
A,2,2016-10-01 00:00:00,8.72,7.78
A,2,2016-10-01 00:20:00,6.9,6.19
A,2,2016-10-01 00:40:00,6.14,5.8
A,2,2016-10-01 01:00:00,9.73,8.13
A,2,2016-10-01 01:20:00,6.57,6.72
A,2,2016-10-01 01:40:00,7.5,7.5
A,2,2016-10-01 02:00:00,7.3,7.29
A,2,2016-10-01 02:20:00,8.37,7.65
A,2,2016-10-01 02:40:00,7.04,6.6
A,2,2016-10-01 03:00:00,7.67,6.22
A,2,2016-10-01 03:20:00,7.56,6.29
A,2,2016-10-01 03:40:00,7.21,6.59
A,2,2016-10-01 04:00:00,10.13,8.5
A,2,2016-10-01 04:20:00,8.67,7.41
A,2,2016-10-01 04:40:00,9.43,8.31
A,2,2016-10-01 05:00:00,8.04,6.81
A,2,2016-10-01 05:20:00,6.94,6.5
A,2,2016-10-01 05:40:00,7.43,6.22
A,2,2016-10-01 06:00:00,7.45,6.58
A,2,2016-10-01 06:20:00,7.27,6.62
A,2,2016-10-01 06:40:00,7.79,7.12
A,2,2016-10-01 07:00:00,5.97,5.26
A,2,2016-10-01 07:20:00,7.15,6.42
A,2,2016-10-01 07:40:00,7.5,7.7
A,2,2016-10-01 08:00:00,7.52,6.78
A,2,2016-10-01 08:20:00,7.43,7.14
A,2,2016-10-01 08:40:00,7.35,6.33
A,2,2016-10-01 09:00:00,6.31,6.21
A,2,2016-10-01 09:20:00,6.44,6.44
A,2,2016-10-01 09:40:00,6.97,7.24
A,2,2016-10-01 10:00:00,7.34,6.64
A,2,2016-10-01 10:20:00,7.35,7.04
A,2,2016-10-01 10:40:00,6.91,6.96
A,2,2016-10-01 11:00:00,6.83,6.74
A,2,2016-10-01 11:20:00,8.12,8.51
A,2,2016-10-01 11:40:00,7.45,7.03
A,2,2016-10-01 12:00:00,8.2,6.96
A,2,2016-10-01 12:20:00,8.01,7.61
A,2,2016-10-01 12:40:00,7.62,6.67
A,2,2016-10-01 13:00:00,8.76,8.39
A,2,2016-10-01 13:20:00,6.89,6.36
A,2,2016-10-01 13:40:00,8.67,9.15
A,2,2016-10-01 14:00:00,6.83,6.71
A,2,2016-10-01 14:20:00,7.53,7.13
A,2,2016-10-01 14:40:00,8.99,9.23
A,2,2016-10-01 15:00:00,7.49,8.78
A,2,2016-10-01 15:20:00,7.8,7.3
A,2,2016-10-01 15:40:00,6.26,6.04
A,2,2016-10-01 16:00:00,7.93,7.58
A,2,2016-10-01 16:20:00,7.74,7.03
A,2,2016-10-01 16:40:00,8.64,9.64
A,2,2016-10-01 17:00:00,9.81,9.63
A,2,2016-10-01 17:20:00,7.81,7.95
A,2,2016-10-01 17:40:00,6.57,5.59
A,2,2016-10-01 18:00:00,6.82,6.64
A,2,2016-10-01 18:20:00,7.35,6.8
A,2,2016-10-01 18:40:00,8.92,7.9
A,2,2016-10-01 19:00:00,8.89,8.26
A,2,2016-10-01 19:20:00,6.51,5.65
A,2,2016-10-01 19:40:00,8.74,8.84
A,2,2016-10-01 20:00:00,9.33,8.54
A,2,2016-10-01 20:20:00,11.03,9.22
A,2,2016-10-01 20:40:00,7.94,7.43
A,2,2016-10-01 21:00:00,6.44,5.45
A,2,2016-10-01 21:20:00,10.4,10.55
A,2,2016-10-01 21:40:00,8.22,8.34
A,2,2016-10-01 22:00:00,9.04,7.29
A,2,2016-10-01 22:20:00,8.63,7.99
A,2,2016-10-01 22:40:00,9.77,9.07
A,2,2016-10-01 23:00:00,10.58,9.22
A,2,2016-10-01 23:20:00,8.57,6.64
A,2,2016-10-01 23:40:00,11.03,9.96
A,2,2016-10-02 00:00:00,13.18,12.13
A,2,2016-10-02 00:20:00,8.77,9.21
A,2,2016-10-02 00:40:00,19.04,18.97
A,2,2016-10-02 02:40:00,6.7,4.21
A,2,2016-10-02 03:00:00,8.13,5.69
A,2,2016-10-02 03:20:00,14.01,10.78
A,2,2016-10-02 03:40:00,9.28,7.02
A,2,2016-10-02 04:20:00,13.86,14.02
A,2,2016-10-02 04:40:00,9.18,8.03
A,2,2016-10-02 05:00:00,9.62,8.3
A,2,2016-10-02 05:20:00,13.66,14.54
A,2,2016-10-02 05:40:00,10.07,8.48
A,2,2016-10-02 06:00:00,10.48,9.82
A,2,2016-10-02 06:20:00,8.53,8.02
A,2,2016-10-02 06:40:00,7.78,6.38
A,2,2016-10-02 07:00:00,9.31,9.64
A,2,2016-10-02 07:20:00,8.76,8.07
A,2,2016-10-02 07:40:00,7.32,6.28
A,2,2016-10-02 08:00:00,9.44,9.79
A,2,2016-10-02 08:20:00,7.31,6.93
A,2,2016-10-02 08:40:00,6.48,6.19
A,2,2016-10-02 09:00:00,7.81,6.79
A,2,2016-10-02 09:20:00,7.53,7.21
A,2,2016-10-02 09:40:00,8.22,8.86
A,2,2016-10-02 10:00:00,8.87,7.44
A,2,2016-10-02 10:40:00,4.92,4.08
A,2,2016-10-02 11:00:00,10.38,9.2
A,2,2016-10-02 11:20:00,9.67,10.71
A,2,2016-10-02 11:40:00,7.95,7.42
A,2,2016-10-02 12:00:00,11.57,11.12
A,2,2016-10-02 12:20:00,7.45,7.87
A,2,2016-10-02 12:40:00,8.52,7.53
A,2,2016-10-02 13:00:00,8.77,8.89
A,2,2016-10-02 13:20:00,7.86,6.96
A,2,2016-10-02 13:40:00,8.21,7.87
A,2,2016-10-02 14:00:00,7.7,8.93
A,2,2016-10-02 14:20:00,8.94,8.33
A,2,2016-10-02 14:40:00,7.57,8.6
A,2,2016-10-02 15:00:00,7.5,7.59
A,2,2016-10-02 15:20:00,8.45,8.42
A,2,2016-10-02 15:40:00,8.1,8.26
A,2,2016-10-02 16:00:00,7.83,8.27
A,2,2016-10-02 16:20:00,8.94,8.53
A,2,2016-10-02 16:40:00,8.62,7.96
A,2,2016-10-02 17:00:00,8.81,8.13
A,2,2016-10-02 17:20:00,8.38,8.38
A,2,2016-10-02 17:40:00,8.84,9.93
A,2,2016-10-02 18:00:00,7.73,6.89
A,2,2016-10-02 18:20:00,8.51,7.71
A,2,2016-10-02 18:40:00,8.11,7.86
A,2,2016-10-02 19:00:00,8.95,8.7
A,2,2016-10-02 19:20:00,6.17,4.84
A,2,2016-10-02 19:40:00,7.75,8.32
A,2,2016-10-02 20:00:00,7.79,7.31
A,2,2016-10-02 20:20:00,7.55,6.53
A,2,2016-10-02 20:40:00,7.57,7.16
A,2,2016-10-02 21:00:00,9.14,7.96
A,2,2016-10-02 21:20:00,8.54,7.07
A,2,2016-10-02 21:40:00,8.31,7.24
A,2,2016-10-02 22:00:00,10.54,11.79
A,2,2016-10-02 22:20:00,7.71,7.42
A,2,2016-10-02 22:40:00,6.61,7.55
A,2,2016-10-02 23:00:00,6.87,6.92
A,2,2016-10-02 23:20:00,12.72,12.36
A,2,2016-10-02 23:40:00,7.02,8.75
A,2,2016-10-03 00:00:00,8.73,8.06
A,2,2016-10-03 00:20:00,6.78,6.1
A,2,2016-10-03 00:40:00,9.78,8.37
A,2,2016-10-03 01:00:00,10.3,9.04
A,2,2016-10-03 01:20:00,11.75,9.27
A,2,2016-10-03 01:40:00,6.84,6.14
A,2,2016-10-03 02:20:00,10.39,9.1
A,2,2016-10-03 02:40:00,10.04,7.37
