"intersection_id","tollgate_id","time_window(%H:%M:%S)","weekday","weather:aveTravelTime"
"A","3","[08:40:00 09:00:00)","3","199.0000 4.7000 37.1000 41.0000 0.0000 276.98;189.0000 1.7000 38.6000 42.0000 0.0000 120.17;334.0000 2.7000 33.0000 62.0000 0.0000 168.96;58.0000 3.2000 33.9000 62.0000 0.0000 144.84;100.0000 2.9000 36.0000 51.0000 0.0000 155.42;160.0000 2.3000 34.6000 51.0000 0.0000 181.44;219.0000 4.3000 32.4000 31.0000 0.0000 232.54;335.0000 2.1000 23.0000 83.0000 0.0000 100.49;343.0000 3.3000 21.5000 97.0000 0.8000 161.17;328.0000 3.0000 26.2000 56.0000 0.0000 104.91;92.0000 7.5000 26.2000 94.0000 5.5000 200.28;126.0000 1.5000 26.5000 64.0000 0.0000 104.85;100.0000 3.1000 22.1000 59.0000 0.0000 207.5"
"A","3","[08:40:00 09:00:00)","4","205.0000 4.7000 37.2000 44.0000 0.0000 194.58;202.0000 3.3000 38.6000 43.0000 0.0000 126.57;302.0000 2.3000 34.8000 53.0000 0.0000 175.71;27.0000 3.6000 34.2000 58.0000 0.0000 177.04;212.0000 3.1000 36.7000 46.0000 0.0000 168.85;62.0000 4.5000 35.2000 45.0000 0.0000 116.57;220.0000 4.8000 30.4000 46.0000 0.0000 93.69;138.0000 2.0000 28.7000 56.0000 0.0000 100.76;67.0000 5.2000 24.5000 95.0000 2.8000 141.43;117.0000 2.3000 28.7000 54.0000 0.0000 127.22;355.0000 6.9000 21.0000 95.0000 0.1000 368.73;59.0000 1.5000 23.9000 82.0000 0.8000 101.34;48.0000 2.3000 21.6000 63.0000 0.0000 159.42"
"A","3","[08:40:00 09:00:00)","5","220.0000 3.6000 37.6000 45.0000 0.0000 135.28;27.0000 2.4000 38.3000 43.0000 0.0000 171.91;88.0000 1.6000 33.7000 57.0000 0.0000 214.33;50.0000 2.1000 34.2000 60.0000 0.0000 195.91;156.0000 2.1000 37.9000 43.0000 0.0000 244.53;9.0000 4.3000 34.4000 51.0000 0.0000 187.84;124.0000 2.1000 34.2000 38.0000 0.0000 89.57;86.0000 2.1000 31.2000 50.0000 0.0000 171.04;211.0000 2.0000 27.2000 81.0000 0.0000 124.63;90.0000 2.5000 29.5000 53.0000 0.0000 109.8;164.0000 1.0000 24.7000 80.0000 0.0000 248.47;299.0000 2.5000 20.0000 96.0000 0.0000 85.02;359.0000 1.9000 18.5000 84.0000 0.0000 131.71"
"A","3","[08:40:00 09:00:00)","6","206.0000 1.8000 38.3000 42.0000 0.0000 97.36;50.0000 4.0000 37.0000 47.0000 0.0000 99.04;999017.0000 0.0000 28.1000 88.0000 2.0000 139.15;137.0000 1.4000 35.1000 58.0000 0.0000 102.66;356.0000 2.6000 39.0000 43.0000 0.0000 99.54;310.0000 4.1000 29.3000 50.0000 0.0000 94.28;104.0000 3.4000 33.8000 26.0000 0.0000 100.2;105.0000 1.9000 28.1000 54.0000 0.0000 204.71;348.0000 5.0000 27.6000 64.0000 0.0000 90.94;54.0000 3.8000 29.6000 55.0000 0.0000 119.7;222.0000 1.4000 27.3000 75.0000 0.0000 103.64;17.0000 3.6000 22.1000 72.0000 0.0000 115.59;334.0000 1.5000 20.3000 96.0000 0.1000 407.56"
"A","3","[08:40:00 09:00:00)","7","285.0000 1.7000 38.8000 40.0000 0.0000 115.9;39.0000 3.4000 35.8000 49.0000 0.0000 128.59;92.0000 3.9000 34.9000 53.0000 0.0000 125.82;52.0000 3.4000 35.2000 51.0000 0.0000 195.76;320.0000 2.0000 34.5000 61.0000 0.0000 87.52;4.0000 5.9000 31.0000 29.0000 0.0000 90.38;86.0000 2.9000 31.4000 52.0000 0.0000 81.45;174.0000 2.8000 22.2000 73.0000 0.0000 181.54;7.0000 4.4000 27.9000 57.0000 0.0000 141.09;85.0000 2.9000 29.9000 58.0000 0.0000 164.74;208.0000 2.3000 32.8000 52.0000 0.0000 86.3;54.0000 3.5000 21.7000 49.0000 0.0000 182.05;301.0000 1.8000 26.8000 67.0000 0.0000 150.17"
"A","3","[08:40:00 09:00:00)","1","198.0000 2.0000 38.8000 43.0000 0.0000 172.15;65.0000 2.5000 34.4000 56.0000 0.0000 172.82;86.0000 4.1000 34.7000 50.0000 0.0000 145.89;94.0000 1.5000 36.0000 52.0000 0.0000 141.78;97.0000 4.8000 34.2000 60.0000 0.0000 93.77;98.0000 3.2000 30.4000 57.0000 0.0000 93.75;325.0000 1.0000 28.0000 56.0000 0.0000 147.57;12.0000 6.2000 26.8000 56.0000 0.0000 125.28;37.0000 4.1000 30.3000 56.0000 0.0000 393.42;35.0000 2.6000 25.4000 72.0000 0.0000 123.54;81.0000 1.2000 21.3000 79.0000 0.0000 288.82"
"A","3","[09:00:00 09:20:00)","2","218.0000 2.0000 31.5000 69.0000 0.0000 192.68;291.0000 1.5000 38.8000 42.0000 0.0000 116.23;51.0000 1.7000 34.8000 56.0000 0.0000 292.2;59.0000 3.2000 28.6000 88.0000 2.7000 362.02;73.0000 3.8000 35.3000 53.0000 0.0000 215.77;94.0000 1.2000 33.9000 54.0000 0.0000 68.16;335.0000 5.3000 30.6000 32.0000 0.0000 271.09;340.0000 2.1000 24.2000 77.0000 0.0000 95.33;218.0000 1.0000 23.7000 88.0000 0.4000 107.69;11.0000 4.5000 25.4000 42.0000 0.0000 127.25;104.0000 4.2000 28.7000 72.0000 0.0000 158.68;327.0000 1.5000 23.9000 75.0000 0.0000 95.76;87.0000 2.4000 23.0000 56.0000 0.0000 142.72"
"A","3","[09:00:00 09:20:00)","3","217.0000 3.4000 37.0000 40.0000 0.0000 242.85;240.0000 2.8000 38.2000 42.0000 0.0000 133.92;28.0000 1.7000 32.2000 63.0000 0.0000 178.56;102.0000 4.5000 32.3000 73.0000 0.0000 134.32;98.0000 3.7000 34.6000 55.0000 0.0000 140.95;114.0000 2.7000 34.2000 48.0000 0.0000 230.09;237.0000 1.8000 32.2000 34.0000 0.0000 425.87;240.0000 0.9000 23.0000 85.0000 0.0000 114.62;338.0000 2.6000 22.1000 97.0000 0.5000 97.76;348.0000 1.5000 24.9000 67.0000 0.0000 272.65;53.0000 5.1000 24.7000 93.0000 1.3000 209.94;52.0000 2.8000 26.5000 64.0000 0.0000 106.25;39.0000 3.7000 21.2000 57.0000 0.0000 172.93"
"A","3","[09:00:00 09:20:00)","5","226.0000 1.9000 37.2000 45.0000 0.0000 121.01;82.0000 5.4000 38.0000 44.0000 0.0000 143.3;999017.0000 0.0000 32.5000 64.0000 0.0000 256.75;76.0000 5.3000 33.2000 69.0000 0.0000 181.9;337.0000 4.1000 34.1000 58.0000 0.0000 292.41;359.0000 7.3000 30.9000 65.0000 0.0000 145.85;96.0000 3.7000 33.5000 32.0000 0.0000 94.66;92.0000 4.1000 29.1000 57.0000 0.0000 208.08;224.0000 2.8000 25.1000 92.0000 0.1000 94.77;96.0000 4.5000 27.2000 61.0000 0.0000 148.51;16.0000 3.5000 24.1000 81.0000 0.0000 157.7;310.0000 1.5000 20.4000 97.0000 0.0000 121.64;349.0000 2.0000 18.2000 81.0000 0.0000 139.54"
"A","3","[09:00:00 09:20:00)","6","236.0000 1.6000 38.0000 45.0000 0.0000 92.89;80.0000 2.8000 36.1000 53.0000 0.0000 152.62;96.0000 1.7000 30.3000 77.0000 0.0000 160.62;89.0000 3.0000 33.3000 70.0000 0.0000 146.58;338.0000 2.3000 31.5000 71.0000 0.0000 122.07;338.0000 5.0000 29.3000 46.0000 0.0000 103.47;93.0000 2.0000 32.7000 25.0000 0.0000 93.54;68.0000 2.3000 28.2000 56.0000 0.0000 215.5;350.0000 4.1000 26.3000 71.0000 0.0000 103.92;78.0000 5.2000 27.8000 64.0000 0.0000 111.19;99.0000 1.1000 28.1000 74.0000 0.0000 100.5;357.0000 3.2000 20.5000 80.0000 0.0000 158.88;333.0000 2.2000 20.3000 96.0000 0.0000 365.31"
"A","3","[09:00:00 09:20:00)","7","177.0000 0.9000 39.4000 38.0000 0.0000 113.04;81.0000 4.9000 34.4000 60.0000 0.0000 189.94;78.0000 6.5000 32.7000 62.0000 0.0000 90.72;107.0000 1.5000 35.3000 54.0000 0.0000 117.64;348.0000 4.9000 27.0000 93.0000 27.2000 84.01;353.0000 4.3000 30.5000 27.0000 0.0000 93.46;113.0000 2.2000 28.5000 74.0000 0.0000 83.33;149.0000 1.9000 21.1000 85.0000 0.3000 160.47;359.0000 5.2000 27.4000 52.0000 0.0000 137.96;57.0000 2.8000 28.9000 57.0000 0.0000 204.25;235.0000 1.4000 29.9000 66.0000 0.0000 105.59;28.0000 5.6000 20.4000 55.0000 0.0000 178.77;10.0000 4.1000 24.9000 74.0000 0.0000 117.91"
"A","3","[09:00:00 09:20:00)","1","79.0000 4.1000 37.6000 50.0000 0.0000 101.78;80.0000 2.1000 34.5000 59.0000 0.0000 183.01;63.0000 4.9000 32.7000 55.0000 0.0000 203.09;74.0000 2.6000 35.4000 56.0000 0.0000 159.07;81.0000 2.0000 34.0000 58.0000 0.0000 222.27;26.0000 4.1000 30.0000 39.0000 0.0000 856.71;65.0000 2.4000 29.4000 61.0000 0.0000 112.13;112.0000 1.9000 27.9000 55.0000 0.0000 100.22;351.0000 5.3000 23.8000 72.0000 0.1000 132.03;81.0000 2.6000 28.9000 66.0000 0.0000 295.16;44.0000 3.6000 24.2000 79.0000 0.0000 148.26;109.0000 1.1000 20.9000 79.0000 0.0000 329.51"
"A","3","[09:00:00 09:20:00)","4","128.0000 2.0000 38.0000 44.0000 0.0000 237.34;177.0000 2.3000 28.1000 84.0000 0.7000 153.26;81.0000 3.4000 32.7000 63.0000 0.0000 291.07;113.0000 4.3000 36.5000 52.0000 0.0000 272.54;100.0000 2.7000 34.5000 42.0000 0.0000 69.51;212.0000 5.5000 29.6000 45.0000 0.0000 99.34;125.0000 2.1000 28.9000 59.0000 0.0000 110.9;62.0000 2.0000 23.8000 95.0000 7.3000 111.16;91.0000 2.6000 26.8000 57.0000 0.0000 125.58;356.0000 4.0000 20.6000 96.0000 1.4000 229.9;64.0000 3.2000 23.0000 69.0000 0.0000 95.25;46.0000 2.3000 21.3000 61.0000 0.0000 156.36"
"A","3","[09:20:00 09:40:00)","2","218.0000 2.0000 31.5000 69.0000 0.0000 159.78;291.0000 1.5000 38.8000 42.0000 0.0000 131.86;51.0000 1.7000 34.8000 56.0000 0.0000 173.12;59.0000 3.2000 28.6000 88.0000 2.7000 311.52;73.0000 3.8000 35.3000 53.0000 0.0000 231.65;94.0000 1.2000 33.9000 54.0000 0.0000 86.37;335.0000 5.3000 30.6000 32.0000 0.0000 138.63;340.0000 2.1000 24.2000 77.0000 0.0000 106.58;218.0000 1.0000 23.7000 88.0000 0.4000 98.12;11.0000 4.5000 25.4000 42.0000 0.0000 131.14;104.0000 4.2000 28.7000 72.0000 0.0000 129.74;327.0000 1.5000 23.9000 75.0000 0.0000 113.12;87.0000 2.4000 23.0000 56.0000 0.0000 121.82"
"A","3","[09:20:00 09:40:00)","3","217.0000 3.4000 37.0000 40.0000 0.0000 269.83;240.0000 2.8000 38.2000 42.0000 0.0000 116.52;28.0000 1.7000 32.2000 63.0000 0.0000 215.55;102.0000 4.5000 32.3000 73.0000 0.0000 114.31;98.0000 3.7000 34.6000 55.0000 0.0000 238.22;114.0000 2.7000 34.2000 48.0000 0.0000 130.85;237.0000 1.8000 32.2000 34.0000 0.0000 298.73;240.0000 0.9000 23.0000 85.0000 0.0000 118.8;338.0000 2.6000 22.1000 97.0000 0.5000 131.94;348.0000 1.5000 24.9000 67.0000 0.0000 227.0;53.0000 5.1000 24.7000 93.0000 1.3000 213.66;52.0000 2.8000 26.5000 64.0000 0.0000 126.41;39.0000 3.7000 21.2000 57.0000 0.0000 138.97"
"A","3","[09:20:00 09:40:00)","5","226.0000 1.9000 37.2000 45.0000 0.0000 132.87;82.0000 5.4000 38.0000 44.0000 0.0000 157.55;999017.0000 0.0000 32.5000 64.0000 0.0000 153.27;76.0000 5.3000 33.2000 69.0000 0.0000 156.26;337.0000 4.1000 34.1000 58.0000 0.0000 284.44;359.0000 7.3000 30.9000 65.0000 0.0000 108.9;96.0000 3.7000 33.5000 32.0000 0.0000 91.61;92.0000 4.1000 29.1000 57.0000 0.0000 190.96;224.0000 2.8000 25.1000 92.0000 0.1000 108.04;96.0000 4.5000 27.2000 61.0000 0.0000 183.8;16.0000 3.5000 24.1000 81.0000 0.0000 142.89;310.0000 1.5000 20.4000 97.0000 0.0000 91.22;349.0000 2.0000 18.2000 81.0000 0.0000 120.72"
"A","3","[09:20:00 09:40:00)","6","236.0000 1.6000 38.0000 45.0000 0.0000 100.86;80.0000 2.8000 36.1000 53.0000 0.0000 198.15;96.0000 1.7000 30.3000 77.0000 0.0000 93.59;338.0000 2.3000 31.5000 71.0000 0.0000 171.51;338.0000 5.0000 29.3000 46.0000 0.0000 92.77;93.0000 2.0000 32.7000 25.0000 0.0000 88.35;68.0000 2.3000 28.2000 56.0000 0.0000 199.61;350.0000 4.1000 26.3000 71.0000 0.0000 124.43;78.0000 5.2000 27.8000 64.0000 0.0000 114.83;99.0000 1.1000 28.1000 74.0000 0.0000 114.13;357.0000 3.2000 20.5000 80.0000 0.0000 117.27;333.0000 2.2000 20.3000 96.0000 0.0000 380.62"
"A","3","[09:20:00 09:40:00)","7","177.0000 0.9000 39.4000 38.0000 0.0000 148.5;81.0000 4.9000 34.4000 60.0000 0.0000 106.98;78.0000 6.5000 32.7000 62.0000 0.0000 146.06;107.0000 1.5000 35.3000 54.0000 0.0000 117.94;348.0000 4.9000 27.0000 93.0000 27.2000 85.87;353.0000 4.3000 30.5000 27.0000 0.0000 106.78;113.0000 2.2000 28.5000 74.0000 0.0000 109.39;149.0000 1.9000 21.1000 85.0000 0.3000 189.32;359.0000 5.2000 27.4000 52.0000 0.0000 221.57;57.0000 2.8000 28.9000 57.0000 0.0000 273.7;235.0000 1.4000 29.9000 66.0000 0.0000 108.2;28.0000 5.6000 20.4000 55.0000 0.0000 117.69;10.0000 4.1000 24.9000 74.0000 0.0000 129.87"
"A","3","[09:20:00 09:40:00)","1","79.0000 4.1000 37.6000 50.0000 0.0000 187.47;80.0000 2.1000 34.5000 59.0000 0.0000 182.15;63.0000 4.9000 32.7000 55.0000 0.0000 290.94;74.0000 2.6000 35.4000 56.0000 0.0000 147.33;81.0000 2.0000 34.0000 58.0000 0.0000 220.63;26.0000 4.1000 30.0000 39.0000 0.0000 666.14;112.0000 1.9000 27.9000 55.0000 0.0000 126.47;351.0000 5.3000 23.8000 72.0000 0.1000 123.7;81.0000 2.6000 28.9000 66.0000 0.0000 274.15;44.0000 3.6000 24.2000 79.0000 0.0000 172.34;109.0000 1.1000 20.9000 79.0000 0.0000 181.31"
"A","3","[09:20:00 09:40:00)","4","128.0000 2.0000 38.0000 44.0000 0.0000 315.1;177.0000 2.3000 28.1000 84.0000 0.7000 167.64;81.0000 3.4000 32.7000 63.0000 0.0000 233.24;113.0000 4.3000 36.5000 52.0000 0.0000 247.14;100.0000 2.7000 34.5000 42.0000 0.0000 80.31;212.0000 5.5000 29.6000 45.0000 0.0000 83.25;125.0000 2.1000 28.9000 59.0000 0.0000 103.54;62.0000 2.0000 23.8000 95.0000 7.3000 107.79;91.0000 2.6000 26.8000 57.0000 0.0000 112.33;356.0000 4.0000 20.6000 96.0000 1.4000 290.79;64.0000 3.2000 23.0000 69.0000 0.0000 101.45;46.0000 2.3000 21.3000 61.0000 0.0000 230.05"
"A","3","[09:40:00 10:00:00)","2","218.0000 2.0000 31.5000 69.0000 0.0000 129.28;291.0000 1.5000 38.8000 42.0000 0.0000 119.74;51.0000 1.7000 34.8000 56.0000 0.0000 175.26;59.0000 3.2000 28.6000 88.0000 2.7000 132.45;73.0000 3.8000 35.3000 53.0000 0.0000 243.44;94.0000 1.2000 33.9000 54.0000 0.0000 91.97;335.0000 5.3000 30.6000 32.0000 0.0000 149.36;218.0000 1.0000 23.7000 88.0000 0.4000 177.5;11.0000 4.5000 25.4000 42.0000 0.0000 118.32;104.0000 4.2000 28.7000 72.0000 0.0000 135.57;327.0000 1.5000 23.9000 75.0000 0.0000 114.83;87.0000 2.4000 23.0000 56.0000 0.0000 121.44"
"A","3","[09:40:00 10:00:00)","3","217.0000 3.4000 37.0000 40.0000 0.0000 250.81;240.0000 2.8000 38.2000 42.0000 0.0000 125.74;28.0000 1.7000 32.2000 63.0000 0.0000 120.79;102.0000 4.5000 32.3000 73.0000 0.0000 97.18;98.0000 3.7000 34.6000 55.0000 0.0000 118.7;114.0000 2.7000 34.2000 48.0000 0.0000 127.38;237.0000 1.8000 32.2000 34.0000 0.0000 104.1;240.0000 0.9000 23.0000 85.0000 0.0000 77.33;338.0000 2.6000 22.1000 97.0000 0.5000 125.05;348.0000 1.5000 24.9000 67.0000 0.0000 101.48;53.0000 5.1000 24.7000 93.0000 1.3000 159.05;52.0000 2.8000 26.5000 64.0000 0.0000 129.86;39.0000 3.7000 21.2000 57.0000 0.0000 143.11"
"A","3","[09:40:00 10:00:00)","5","226.0000 1.9000 37.2000 45.0000 0.0000 109.12;82.0000 5.4000 38.0000 44.0000 0.0000 132.8;999017.0000 0.0000 32.5000 64.0000 0.0000 127.74;76.0000 5.3000 33.2000 69.0000 0.0000 112.37;337.0000 4.1000 34.1000 58.0000 0.0000 122.88;96.0000 3.7000 33.5000 32.0000 0.0000 103.34;92.0000 4.1000 29.1000 57.0000 0.0000 140.58;224.0000 2.8000 25.1000 92.0000 0.1000 104.23;96.0000 4.5000 27.2000 61.0000 0.0000 105.21;16.0000 3.5000 24.1000 81.0000 0.0000 115.32;310.0000 1.5000 20.4000 97.0000 0.0000 107.99;349.0000 2.0000 18.2000 81.0000 0.0000 118.93"
"A","3","[09:40:00 10:00:00)","6","236.0000 1.6000 38.0000 45.0000 0.0000 123.64;80.0000 2.8000 36.1000 53.0000 0.0000 144.94;338.0000 2.3000 31.5000 71.0000 0.0000 97.09;338.0000 5.0000 29.3000 46.0000 0.0000 89.94;93.0000 2.0000 32.7000 25.0000 0.0000 80.5;68.0000 2.3000 28.2000 56.0000 0.0000 168.01;350.0000 4.1000 26.3000 71.0000 0.0000 132.77;78.0000 5.2000 27.8000 64.0000 0.0000 186.89;99.0000 1.1000 28.1000 74.0000 0.0000 192.86;357.0000 3.2000 20.5000 80.0000 0.0000 109.44;333.0000 2.2000 20.3000 96.0000 0.0000 390.93"
"A","3","[09:40:00 10:00:00)","7","177.0000 0.9000 39.4000 38.0000 0.0000 133.61;81.0000 4.9000 34.4000 60.0000 0.0000 124.83;78.0000 6.5000 32.7000 62.0000 0.0000 122.44;107.0000 1.5000 35.3000 54.0000 0.0000 117.36;348.0000 4.9000 27.0000 93.0000 27.2000 90.63;353.0000 4.3000 30.5000 27.0000 0.0000 80.11;113.0000 2.2000 28.5000 74.0000 0.0000 70.53;149.0000 1.9000 21.1000 85.0000 0.3000 213.87;359.0000 5.2000 27.4000 52.0000 0.0000 93.02;57.0000 2.8000 28.9000 57.0000 0.0000 227.49;235.0000 1.4000 29.9000 66.0000 0.0000 165.89;28.0000 5.6000 20.4000 55.0000 0.0000 131.72;10.0000 4.1000 24.9000 74.0000 0.0000 227.94"
"A","3","[09:40:00 10:00:00)","1","79.0000 4.1000 37.6000 50.0000 0.0000 127.96;80.0000 2.1000 34.5000 59.0000 0.0000 116.46;63.0000 4.9000 32.7000 55.0000 0.0000 209.87;74.0000 2.6000 35.4000 56.0000 0.0000 130.35;81.0000 2.0000 34.0000 58.0000 0.0000 80.38;26.0000 4.1000 30.0000 39.0000 0.0000 570.43;112.0000 1.9000 27.9000 55.0000 0.0000 137.74;351.0000 5.3000 23.8000 72.0000 0.1000 225.87;81.0000 2.6000 28.9000 66.0000 0.0000 123.99;44.0000 3.6000 24.2000 79.0000 0.0000 188.31;109.0000 1.1000 20.9000 79.0000 0.0000 128.11"
"A","3","[09:40:00 10:00:00)","4","128.0000 2.0000 38.0000 44.0000 0.0000 194.78;177.0000 2.3000 28.1000 84.0000 0.7000 176.35;81.0000 3.4000 32.7000 63.0000 0.0000 154.01;113.0000 4.3000 36.5000 52.0000 0.0000 171.26;100.0000 2.7000 34.5000 42.0000 0.0000 109.32;212.0000 5.5000 29.6000 45.0000 0.0000 93.72;125.0000 2.1000 28.9000 59.0000 0.0000 104.23;62.0000 2.0000 23.8000 95.0000 7.3000 113.88;91.0000 2.6000 26.8000 57.0000 0.0000 102.81;356.0000 4.0000 20.6000 96.0000 1.4000 183.61;64.0000 3.2000 23.0000 69.0000 0.0000 106.17;46.0000 2.3000 21.3000 61.0000 0.0000 96.76"
"A","3","[17:00:00 17:20:00)","2","202.0000 1.5000 29.0000 80.0000 0.0000 182.46;352.0000 0.7000 31.5000 61.0000 0.0000 110.1;310.0000 3.1000 24.5000 94.0000 4.8000 119.23;93.0000 2.1000 28.2000 89.0000 0.0000 125.94;88.0000 2.2000 30.2000 79.0000 0.0000 124.02;94.0000 3.2000 29.7000 71.0000 0.0000 91.62;204.0000 1.6000 23.4000 60.0000 0.0000 140.97;227.0000 1.6000 19.9000 95.0000 2.5000 105.32;326.0000 2.2000 20.5000 65.0000 0.0000 106.79;70.0000 3.1000 27.1000 87.0000 0.0000 111.67;310.0000 1.5000 22.6000 80.0000 0.0000 100.61;45.0000 2.8000 20.3000 66.0000 0.0000 102.2"
"A","3","[17:00:00 17:20:00)","3","208.0000 2.1000 30.6000 63.0000 0.0000 108.08;221.0000 2.0000 30.8000 58.0000 0.0000 112.2;266.0000 1.8000 26.7000 86.0000 0.0000 139.57;98.0000 1.8000 29.4000 82.0000 0.0000 208.96;70.0000 1.5000 30.7000 73.0000 0.0000 75.84;109.0000 3.0000 28.6000 70.0000 0.0000 121.45;274.0000 2.4000 27.7000 49.0000 0.0000 116.46;344.0000 2.4000 22.0000 96.0000 2.2000 164.61;310.0000 1.0000 20.8000 93.0000 0.0000 115.54;51.0000 3.4000 22.6000 95.0000 1.8000 122.52;8.0000 3.3000 24.7000 76.0000 0.0000 139.05;326.0000 1.6000 19.3000 78.0000 0.0000 104.26"
"A","3","[17:00:00 17:20:00)","4","208.0000 3.2000 31.4000 66.0000 0.0000 128.38;169.0000 1.8000 33.5000 58.0000 0.0000 132.68;207.0000 2.4000 25.5000 95.0000 0.0000 93.48;73.0000 2.3000 29.7000 82.0000 0.0000 174.19;74.0000 1.8000 31.6000 75.0000 0.0000 108.29;61.0000 1.3000 29.9000 75.0000 0.0000 102.42;224.0000 4.7000 23.9000 67.0000 0.0000 89.63;192.0000 1.1000 23.9000 81.0000 0.0000 108.57;94.0000 4.1000 22.8000 95.0000 1.8000 113.22;86.0000 2.7000 23.1000 80.0000 0.0000 125.7;342.0000 2.6000 19.9000 97.0000 0.3000 145.52;87.0000 1.8000 21.5000 76.0000 0.0000 133.14;41.0000 1.8000 19.8000 71.0000 0.0000 106.23"
"A","3","[17:00:00 17:20:00)","5","190.0000 1.6000 31.3000 67.0000 0.0000 117.13;184.0000 1.5000 32.8000 63.0000 0.0000 113.38;303.0000 1.9000 29.0000 79.0000 0.0000 135.81;81.0000 1.5000 30.3000 74.0000 0.0000 137.39;335.0000 0.9000 30.4000 77.0000 0.0000 124.09;336.0000 3.3000 26.3000 84.0000 0.0000 73.02;29.0000 1.1000 26.7000 53.0000 0.0000 69.73;320.0000 1.6000 25.9000 75.0000 0.0000 82.18;349.0000 1.9000 24.2000 89.0000 0.0000 114.45;82.0000 2.0000 23.4000 79.0000 0.0000 95.54;334.0000 1.4000 21.7000 89.0000 0.0000 135.67;353.0000 2.5000 20.9000 98.0000 2.5000 115.13;354.0000 1.8000 18.2000 87.0000 0.0000 107.08"
"A","3","[17:00:00 17:20:00)","6","150.0000 1.2000 33.6000 61.0000 0.0000 120.12;57.0000 1.9000 31.8000 71.0000 0.0000 229.19;103.0000 1.8000 28.6000 79.0000 0.0000 166.56;180.0000 1.9000 30.2000 79.0000 0.0000 129.14;338.0000 2.3000 26.0000 57.0000 0.0000 89.2;214.0000 1.4000 25.6000 74.0000 0.0000 239.5;22.0000 3.9000 24.4000 78.0000 0.0000 145.43;73.0000 1.5000 23.7000 82.0000 0.0000 194.42;322.0000 2.2000 24.1000 94.0000 0.0000 95.09;15.0000 5.5000 18.6000 60.0000 0.0000 113.91;999017.0000 0.0000 19.8000 97.0000 0.0000 142.31"
"A","3","[17:00:00 17:20:00)","7","190.0000 1.4000 33.3000 65.0000 0.0000 100.98;126.0000 1.9000 30.4000 65.0000 0.0000 246.31;95.0000 4.0000 29.5000 66.0000 0.0000 164.8;321.0000 2.1000 27.3000 93.0000 0.0000 105.76;146.0000 1.8000 26.5000 77.0000 0.0000 83.59;295.0000 1.8000 20.0000 94.0000 0.0000 131.27;12.0000 5.5000 23.3000 68.0000 0.0000 111.77;53.0000 1.4000 24.4000 85.0000 0.0000 124.23;358.0000 2.3000 23.2000 93.0000 0.0000 107.24;57.0000 4.4000 17.1000 60.0000 0.0000 100.34;7.0000 2.1000 21.9000 80.0000 0.0000 133.14"
"A","3","[17:00:00 17:20:00)","1","271.0000 0.6000 32.9000 69.0000 0.0000 139.69;125.0000 1.4000 30.9000 76.0000 0.0000 162.66;90.0000 0.8000 29.8000 70.0000 0.0000 73.09;319.0000 2.3000 24.4000 57.0000 0.0000 98.49;94.0000 0.9000 27.0000 77.0000 0.0000 92.83;96.0000 0.4000 23.4000 81.0000 0.0000 116.59;18.0000 2.6000 21.4000 80.0000 0.0000 115.72;315.0000 0.8000 25.4000 86.0000 0.0000 91.7;62.0000 3.1000 23.1000 76.0000 0.0000 127.92;222.0000 0.9000 18.9000 92.0000 0.0000 125.57"
"A","3","[17:20:00 17:40:00)","2","202.0000 1.5000 29.0000 80.0000 0.0000 114.1;352.0000 0.7000 31.5000 61.0000 0.0000 106.03;310.0000 3.1000 24.5000 94.0000 4.8000 140.74;93.0000 2.1000 28.2000 89.0000 0.0000 140.15;88.0000 2.2000 30.2000 79.0000 0.0000 109.89;94.0000 3.2000 29.7000 71.0000 0.0000 104.56;204.0000 1.6000 23.4000 60.0000 0.0000 104.31;302.0000 2.5000 21.6000 92.0000 0.0000 107.16;227.0000 1.6000 19.9000 95.0000 2.5000 122.16;326.0000 2.2000 20.5000 65.0000 0.0000 128.15;70.0000 3.1000 27.1000 87.0000 0.0000 102.73;310.0000 1.5000 22.6000 80.0000 0.0000 116.14;45.0000 2.8000 20.3000 66.0000 0.0000 149.22"
"A","3","[17:20:00 17:40:00)","3","208.0000 2.1000 30.6000 63.0000 0.0000 168.57;221.0000 2.0000 30.8000 58.0000 0.0000 115.49;266.0000 1.8000 26.7000 86.0000 0.0000 163.83;98.0000 1.8000 29.4000 82.0000 0.0000 148.56;70.0000 1.5000 30.7000 73.0000 0.0000 88.01;274.0000 2.4000 27.7000 49.0000 0.0000 87.95;223.0000 1.0000 21.2000 94.0000 0.0000 119.61;344.0000 2.4000 22.0000 96.0000 2.2000 127.43;310.0000 1.0000 20.8000 93.0000 0.0000 93.73;51.0000 3.4000 22.6000 95.0000 1.8000 112.68;8.0000 3.3000 24.7000 76.0000 0.0000 111.26;326.0000 1.6000 19.3000 78.0000 0.0000 118.68"
