intersection_id,tollgate_id,time_window,avg_travel_time,start_time,date,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,time,weekday,route,last_20min
A,2,"[2016-09-13 20:00:00,2016-09-13 20:20:00)",71.03,2016-09-13 20:00:00,2016-09-13,1011.3,1016.3,331.0,1.6,19.8,95.0,0.0,20:00:00,1,A-2,64.45
A,2,"[2016-09-13 20:20:00,2016-09-13 20:40:00)",79.7,2016-09-13 20:20:00,2016-09-13,1011.3,1016.3,331.0,1.6,19.8,95.0,0.0,20:20:00,1,A-2,71.03
A,2,"[2016-09-13 20:40:00,2016-09-13 21:00:00)",51.55,2016-09-13 20:40:00,2016-09-13,1011.3,1016.3,331.0,1.6,19.8,95.0,0.0,20:40:00,1,A-2,79.7
A,2,"[2016-09-13 21:00:00,2016-09-13 21:20:00)",75.36,2016-09-13 21:00:00,2016-09-13,1010.9,1015.9,352.0,1.5,20.1,97.0,9.4,21:00:00,1,A-2,51.55
A,2,"[2016-09-13 21:20:00,2016-09-13 21:40:00)",79.54,2016-09-13 21:20:00,2016-09-13,1010.9,1015.9,352.0,1.5,20.1,97.0,9.4,21:20:00,1,A-2,75.36
A,2,"[2016-09-13 21:40:00,2016-09-13 22:00:00)",69.68,2016-09-13 21:40:00,2016-09-13,1010.9,1015.9,352.0,1.5,20.1,97.0,9.4,21:40:00,1,A-2,79.54
A,2,"[2016-09-13 22:00:00,2016-09-13 22:20:00)",80.93,2016-09-13 22:00:00,2016-09-13,1010.9,1015.9,352.0,1.5,20.1,97.0,9.4,22:00:00,1,A-2,69.68
A,2,"[2016-09-13 22:20:00,2016-09-13 22:40:00)",72.44,2016-09-13 22:20:00,2016-09-13,1010.9,1015.9,352.0,1.5,20.1,97.0,9.4,22:20:00,1,A-2,80.93
A,2,"[2016-09-13 22:40:00,2016-09-13 23:00:00)",81.12,2016-09-13 22:40:00,2016-09-13,1010.9,1015.9,352.0,1.5,20.1,97.0,9.4,22:40:00,1,A-2,72.44
A,2,"[2016-09-13 23:00:00,2016-09-13 23:20:00)",88.94,2016-09-13 23:00:00,2016-09-13,1010.9,1015.9,352.0,1.5,20.1,97.0,9.4,23:00:00,1,A-2,81.12
A,2,"[2016-09-13 23:20:00,2016-09-13 23:40:00)",49.52,2016-09-13 23:20:00,2016-09-13,1010.9,1015.9,352.0,1.5,20.1,97.0,9.4,23:20:00,1,A-2,88.94
A,2,"[2016-09-13 23:40:00,2016-09-14 00:00:00)",53.8,2016-09-13 23:40:00,2016-09-13,1010.9,1015.9,352.0,1.5,20.1,97.0,9.4,23:40:00,1,A-2,49.52
A,2,"[2016-09-14 00:20:00,2016-09-14 00:40:00)",35.08,2016-09-14 00:20:00,2016-09-14,1011.7,1016.7,10.0,1.4,21.0,96.0,0.1,00:20:00,2,A-2,
A,2,"[2016-09-14 00:40:00,2016-09-14 01:00:00)",47.01,2016-09-14 00:40:00,2016-09-14,1011.7,1016.7,10.0,1.4,21.0,96.0,0.1,00:40:00,2,A-2,35.08
A,2,"[2016-09-14 01:00:00,2016-09-14 01:20:00)",53.59,2016-09-14 01:00:00,2016-09-14,1011.7,1016.7,10.0,1.4,21.0,96.0,0.1,01:00:00,2,A-2,47.01
A,2,"[2016-09-14 01:40:00,2016-09-14 02:00:00)",60.8,2016-09-14 01:40:00,2016-09-14,1011.7,1016.7,10.0,1.4,21.0,96.0,0.1,01:40:00,2,A-2,
A,2,"[2016-09-14 02:20:00,2016-09-14 02:40:00)",85.91,2016-09-14 02:20:00,2016-09-14,1011.7,1016.7,10.0,1.4,21.0,96.0,0.1,02:20:00,2,A-2,
A,2,"[2016-09-14 02:40:00,2016-09-14 03:00:00)",50.77,2016-09-14 02:40:00,2016-09-14,1011.7,1016.7,10.0,1.4,21.0,96.0,0.1,02:40:00,2,A-2,85.91
A,2,"[2016-09-14 03:00:00,2016-09-14 03:20:00)",45.99,2016-09-14 03:00:00,2016-09-14,1011.6,1016.6,2.0,2.7,21.7,96.0,0.5,03:00:00,2,A-2,50.77
A,2,"[2016-09-14 03:20:00,2016-09-14 03:40:00)",52.39,2016-09-14 03:20:00,2016-09-14,1011.6,1016.6,2.0,2.7,21.7,96.0,0.5,03:20:00,2,A-2,45.99
A,2,"[2016-09-14 04:00:00,2016-09-14 04:20:00)",56.09,2016-09-14 04:00:00,2016-09-14,1011.6,1016.6,2.0,2.7,21.7,96.0,0.5,04:00:00,2,A-2,
A,2,"[2016-09-14 04:20:00,2016-09-14 04:40:00)",63.93,2016-09-14 04:20:00,2016-09-14,1011.6,1016.6,2.0,2.7,21.7,96.0,0.5,04:20:00,2,A-2,56.09
A,2,"[2016-09-14 04:40:00,2016-09-14 05:00:00)",53.3,2016-09-14 04:40:00,2016-09-14,1011.6,1016.6,2.0,2.7,21.7,96.0,0.5,04:40:00,2,A-2,63.93
A,2,"[2016-09-14 05:00:00,2016-09-14 05:20:00)",65.79,2016-09-14 05:00:00,2016-09-14,1011.6,1016.6,2.0,2.7,21.7,96.0,0.5,05:00:00,2,A-2,53.3
A,2,"[2016-09-14 05:20:00,2016-09-14 05:40:00)",60.89,2016-09-14 05:20:00,2016-09-14,1011.6,1016.6,2.0,2.7,21.7,96.0,0.5,05:20:00,2,A-2,65.79
A,2,"[2016-09-14 05:40:00,2016-09-14 06:00:00)",414.84,2016-09-14 05:40:00,2016-09-14,1011.6,1016.6,2.0,2.7,21.7,96.0,0.5,05:40:00,2,A-2,60.89
A,2,"[2016-09-14 06:00:00,2016-09-14 06:20:00)",47.0,2016-09-14 06:00:00,2016-09-14,1009.7,1014.7,343.0,3.3,21.5,97.0,0.8,06:00:00,2,A-2,414.84
A,2,"[2016-09-14 06:20:00,2016-09-14 06:40:00)",69.52,2016-09-14 06:20:00,2016-09-14,1009.7,1014.7,343.0,3.3,21.5,97.0,0.8,06:20:00,2,A-2,47.0
A,2,"[2016-09-14 06:40:00,2016-09-14 07:00:00)",67.45,2016-09-14 06:40:00,2016-09-14,1009.7,1014.7,343.0,3.3,21.5,97.0,0.8,06:40:00,2,A-2,69.52
A,2,"[2016-09-14 07:00:00,2016-09-14 07:20:00)",75.1,2016-09-14 07:00:00,2016-09-14,1009.7,1014.7,343.0,3.3,21.5,97.0,0.8,07:00:00,2,A-2,67.45
A,2,"[2016-09-14 07:20:00,2016-09-14 07:40:00)",52.62,2016-09-14 07:20:00,2016-09-14,1009.7,1014.7,343.0,3.3,21.5,97.0,0.8,07:20:00,2,A-2,75.1
A,2,"[2016-09-14 07:40:00,2016-09-14 08:00:00)",64.9,2016-09-14 07:40:00,2016-09-14,1009.7,1014.7,343.0,3.3,21.5,97.0,0.8,07:40:00,2,A-2,52.62
A,2,"[2016-09-14 08:00:00,2016-09-14 08:20:00)",63.35,2016-09-14 08:00:00,2016-09-14,1009.7,1014.7,343.0,3.3,21.5,97.0,0.8,08:00:00,2,A-2,64.9
A,2,"[2016-09-14 08:20:00,2016-09-14 08:40:00)",62.07,2016-09-14 08:20:00,2016-09-14,1009.7,1014.7,343.0,3.3,21.5,97.0,0.8,08:20:00,2,A-2,63.35
A,2,"[2016-09-14 08:40:00,2016-09-14 09:00:00)",68.27,2016-09-14 08:40:00,2016-09-14,1009.7,1014.7,343.0,3.3,21.5,97.0,0.8,08:40:00,2,A-2,62.07
A,2,"[2016-09-14 09:00:00,2016-09-14 09:20:00)",61.7,2016-09-14 09:00:00,2016-09-14,1009.0,1014.0,338.0,2.6,22.1,97.0,0.5,09:00:00,2,A-2,68.27
A,2,"[2016-09-14 09:20:00,2016-09-14 09:40:00)",59.49,2016-09-14 09:20:00,2016-09-14,1009.0,1014.0,338.0,2.6,22.1,97.0,0.5,09:20:00,2,A-2,61.7
A,2,"[2016-09-14 09:40:00,2016-09-14 10:00:00)",64.0,2016-09-14 09:40:00,2016-09-14,1009.0,1014.0,338.0,2.6,22.1,97.0,0.5,09:40:00,2,A-2,59.49
A,2,"[2016-09-14 10:00:00,2016-09-14 10:20:00)",68.3,2016-09-14 10:00:00,2016-09-14,1009.0,1014.0,338.0,2.6,22.1,97.0,0.5,10:00:00,2,A-2,64.0
A,2,"[2016-09-14 10:20:00,2016-09-14 10:40:00)",85.26,2016-09-14 10:20:00,2016-09-14,1009.0,1014.0,338.0,2.6,22.1,97.0,0.5,10:20:00,2,A-2,68.3
A,2,"[2016-09-14 10:40:00,2016-09-14 11:00:00)",66.86,2016-09-14 10:40:00,2016-09-14,1009.0,1014.0,338.0,2.6,22.1,97.0,0.5,10:40:00,2,A-2,85.26
A,2,"[2016-09-14 11:00:00,2016-09-14 11:20:00)",90.05,2016-09-14 11:00:00,2016-09-14,1009.0,1014.0,338.0,2.6,22.1,97.0,0.5,11:00:00,2,A-2,66.86
A,2,"[2016-09-14 11:20:00,2016-09-14 11:40:00)",95.78,2016-09-14 11:20:00,2016-09-14,1009.0,1014.0,338.0,2.6,22.1,97.0,0.5,11:20:00,2,A-2,90.05
A,2,"[2016-09-14 11:40:00,2016-09-14 12:00:00)",60.35,2016-09-14 11:40:00,2016-09-14,1009.0,1014.0,338.0,2.6,22.1,97.0,0.5,11:40:00,2,A-2,95.78
A,2,"[2016-09-14 12:00:00,2016-09-14 12:20:00)",73.34,2016-09-14 12:00:00,2016-09-14,1009.8,1014.8,353.0,2.9,22.2,92.0,0.0,12:00:00,2,A-2,60.35
A,2,"[2016-09-14 12:20:00,2016-09-14 12:40:00)",68.27,2016-09-14 12:20:00,2016-09-14,1009.8,1014.8,353.0,2.9,22.2,92.0,0.0,12:20:00,2,A-2,73.34
A,2,"[2016-09-14 12:40:00,2016-09-14 13:00:00)",65.78,2016-09-14 12:40:00,2016-09-14,1009.8,1014.8,353.0,2.9,22.2,92.0,0.0,12:40:00,2,A-2,68.27
A,2,"[2016-09-14 13:00:00,2016-09-14 13:20:00)",74.54,2016-09-14 13:00:00,2016-09-14,1009.8,1014.8,353.0,2.9,22.2,92.0,0.0,13:00:00,2,A-2,65.78
A,2,"[2016-09-14 13:20:00,2016-09-14 13:40:00)",82.16,2016-09-14 13:20:00,2016-09-14,1009.8,1014.8,353.0,2.9,22.2,92.0,0.0,13:20:00,2,A-2,74.54
A,2,"[2016-09-14 13:40:00,2016-09-14 14:00:00)",65.79,2016-09-14 13:40:00,2016-09-14,1009.8,1014.8,353.0,2.9,22.2,92.0,0.0,13:40:00,2,A-2,82.16
A,2,"[2016-09-14 14:00:00,2016-09-14 14:20:00)",85.95,2016-09-14 14:00:00,2016-09-14,1009.8,1014.8,353.0,2.9,22.2,92.0,0.0,14:00:00,2,A-2,65.79
A,2,"[2016-09-14 14:20:00,2016-09-14 14:40:00)",95.51,2016-09-14 14:20:00,2016-09-14,1009.8,1014.8,353.0,2.9,22.2,92.0,0.0,14:20:00,2,A-2,85.95
A,2,"[2016-09-14 14:40:00,2016-09-14 15:00:00)",97.82,2016-09-14 14:40:00,2016-09-14,1009.8,1014.8,353.0,2.9,22.2,92.0,0.0,14:40:00,2,A-2,95.51
A,2,"[2016-09-14 15:00:00,2016-09-14 15:20:00)",99.45,2016-09-14 15:00:00,2016-09-14,1009.2,1014.2,344.0,2.4,22.0,96.0,2.2,15:00:00,2,A-2,97.82
A,2,"[2016-09-14 15:20:00,2016-09-14 15:40:00)",67.75,2016-09-14 15:20:00,2016-09-14,1009.2,1014.2,344.0,2.4,22.0,96.0,2.2,15:20:00,2,A-2,99.45
A,2,"[2016-09-14 15:40:00,2016-09-14 16:00:00)",76.74,2016-09-14 15:40:00,2016-09-14,1009.2,1014.2,344.0,2.4,22.0,96.0,2.2,15:40:00,2,A-2,67.75
A,2,"[2016-09-14 16:00:00,2016-09-14 16:20:00)",111.4,2016-09-14 16:00:00,2016-09-14,1009.2,1014.2,344.0,2.4,22.0,96.0,2.2,16:00:00,2,A-2,76.74
A,2,"[2016-09-14 16:20:00,2016-09-14 16:40:00)",82.43,2016-09-14 16:20:00,2016-09-14,1009.2,1014.2,344.0,2.4,22.0,96.0,2.2,16:20:00,2,A-2,111.4
A,2,"[2016-09-14 16:40:00,2016-09-14 17:00:00)",87.11,2016-09-14 16:40:00,2016-09-14,1009.2,1014.2,344.0,2.4,22.0,96.0,2.2,16:40:00,2,A-2,82.43
A,2,"[2016-09-14 17:00:00,2016-09-14 17:20:00)",106.52,2016-09-14 17:00:00,2016-09-14,1009.2,1014.2,344.0,2.4,22.0,96.0,2.2,17:00:00,2,A-2,87.11
A,2,"[2016-09-14 17:20:00,2016-09-14 17:40:00)",75.99,2016-09-14 17:20:00,2016-09-14,1009.2,1014.2,344.0,2.4,22.0,96.0,2.2,17:20:00,2,A-2,106.52
A,2,"[2016-09-14 17:40:00,2016-09-14 18:00:00)",68.17,2016-09-14 17:40:00,2016-09-14,1009.2,1014.2,344.0,2.4,22.0,96.0,2.2,17:40:00,2,A-2,75.99
A,2,"[2016-09-14 18:00:00,2016-09-14 18:20:00)",81.59,2016-09-14 18:00:00,2016-09-14,1007.7,1012.7,349.0,2.4,22.1,98.0,0.2,18:00:00,2,A-2,68.17
A,2,"[2016-09-14 18:20:00,2016-09-14 18:40:00)",57.67,2016-09-14 18:20:00,2016-09-14,1007.7,1012.7,349.0,2.4,22.1,98.0,0.2,18:20:00,2,A-2,81.59
A,2,"[2016-09-14 18:40:00,2016-09-14 19:00:00)",68.51,2016-09-14 18:40:00,2016-09-14,1007.7,1012.7,349.0,2.4,22.1,98.0,0.2,18:40:00,2,A-2,57.67
A,2,"[2016-09-14 19:00:00,2016-09-14 19:20:00)",113.57,2016-09-14 19:00:00,2016-09-14,1007.7,1012.7,349.0,2.4,22.1,98.0,0.2,19:00:00,2,A-2,68.51
A,2,"[2016-09-14 19:20:00,2016-09-14 19:40:00)",88.16,2016-09-14 19:20:00,2016-09-14,1007.7,1012.7,349.0,2.4,22.1,98.0,0.2,19:20:00,2,A-2,113.57
A,2,"[2016-09-14 19:40:00,2016-09-14 20:00:00)",82.07,2016-09-14 19:40:00,2016-09-14,1007.7,1012.7,349.0,2.4,22.1,98.0,0.2,19:40:00,2,A-2,88.16
A,2,"[2016-09-14 20:00:00,2016-09-14 20:20:00)",63.16,2016-09-14 20:00:00,2016-09-14,1007.7,1012.7,349.0,2.4,22.1,98.0,0.2,20:00:00,2,A-2,82.07
A,2,"[2016-09-14 20:20:00,2016-09-14 20:40:00)",74.04,2016-09-14 20:20:00,2016-09-14,1007.7,1012.7,349.0,2.4,22.1,98.0,0.2,20:20:00,2,A-2,63.16
A,2,"[2016-09-14 20:40:00,2016-09-14 21:00:00)",79.33,2016-09-14 20:40:00,2016-09-14,1007.7,1012.7,349.0,2.4,22.1,98.0,0.2,20:40:00,2,A-2,74.04
A,2,"[2016-09-14 21:00:00,2016-09-14 21:20:00)",69.27,2016-09-14 21:00:00,2016-09-14,1006.8,1011.8,357.0,1.8,22.6,98.0,1.3,21:00:00,2,A-2,79.33
A,2,"[2016-09-14 21:20:00,2016-09-14 21:40:00)",84.3,2016-09-14 21:20:00,2016-09-14,1006.8,1011.8,357.0,1.8,22.6,98.0,1.3,21:20:00,2,A-2,69.27
A,2,"[2016-09-14 21:40:00,2016-09-14 22:00:00)",68.78,2016-09-14 21:40:00,2016-09-14,1006.8,1011.8,357.0,1.8,22.6,98.0,1.3,21:40:00,2,A-2,84.3
A,2,"[2016-09-14 22:00:00,2016-09-14 22:20:00)",59.41,2016-09-14 22:00:00,2016-09-14,1006.8,1011.8,357.0,1.8,22.6,98.0,1.3,22:00:00,2,A-2,68.78
A,2,"[2016-09-14 22:20:00,2016-09-14 22:40:00)",82.7,2016-09-14 22:20:00,2016-09-14,1006.8,1011.8,357.0,1.8,22.6,98.0,1.3,22:20:00,2,A-2,59.41
A,2,"[2016-09-14 22:40:00,2016-09-14 23:00:00)",85.72,2016-09-14 22:40:00,2016-09-14,1006.8,1011.8,357.0,1.8,22.6,98.0,1.3,22:40:00,2,A-2,82.7
A,2,"[2016-09-14 23:00:00,2016-09-14 23:20:00)",116.34,2016-09-14 23:00:00,2016-09-14,1006.8,1011.8,357.0,1.8,22.6,98.0,1.3,23:00:00,2,A-2,85.72
A,2,"[2016-09-14 23:20:00,2016-09-14 23:40:00)",50.1,2016-09-14 23:20:00,2016-09-14,1006.8,1011.8,357.0,1.8,22.6,98.0,1.3,23:20:00,2,A-2,116.34
A,2,"[2016-09-14 23:40:00,2016-09-15 00:00:00)",281.72,2016-09-14 23:40:00,2016-09-14,1006.8,1011.8,357.0,1.8,22.6,98.0,1.3,23:40:00,2,A-2,50.1
A,2,"[2016-09-15 00:00:00,2016-09-15 00:20:00)",92.26,2016-09-15 00:00:00,2016-09-15,1006.9,1011.9,36.0,1.5,23.8,98.0,0.6,00:00:00,3,A-2,281.72
A,2,"[2016-09-15 00:40:00,2016-09-15 01:00:00)",46.24,2016-09-15 00:40:00,2016-09-15,1006.9,1011.9,36.0,1.5,23.8,98.0,0.6,00:40:00,3,A-2,
A,2,"[2016-09-15 01:00:00,2016-09-15 01:20:00)",41.43,2016-09-15 01:00:00,2016-09-15,1006.9,1011.9,36.0,1.5,23.8,98.0,0.6,01:00:00,3,A-2,46.24
A,2,"[2016-09-15 01:20:00,2016-09-15 01:40:00)",37.23,2016-09-15 01:20:00,2016-09-15,1006.9,1011.9,36.0,1.5,23.8,98.0,0.6,01:20:00,3,A-2,41.43
A,2,"[2016-09-15 02:00:00,2016-09-15 02:20:00)",56.68,2016-09-15 02:00:00,2016-09-15,1006.9,1011.9,36.0,1.5,23.8,98.0,0.6,02:00:00,3,A-2,
A,2,"[2016-09-15 02:20:00,2016-09-15 02:40:00)",66.15,2016-09-15 02:20:00,2016-09-15,1006.9,1011.9,36.0,1.5,23.8,98.0,0.6,02:20:00,3,A-2,56.68
A,2,"[2016-09-15 03:00:00,2016-09-15 03:20:00)",28.79,2016-09-15 03:00:00,2016-09-15,1006.3,1011.3,41.0,3.3,24.5,95.0,2.2,03:00:00,3,A-2,
A,2,"[2016-09-15 03:40:00,2016-09-15 04:00:00)",55.64,2016-09-15 03:40:00,2016-09-15,1006.3,1011.3,41.0,3.3,24.5,95.0,2.2,03:40:00,3,A-2,
A,2,"[2016-09-15 04:40:00,2016-09-15 05:00:00)",46.45,2016-09-15 04:40:00,2016-09-15,1006.3,1011.3,41.0,3.3,24.5,95.0,2.2,04:40:00,3,A-2,
A,2,"[2016-09-15 05:00:00,2016-09-15 05:20:00)",57.28,2016-09-15 05:00:00,2016-09-15,1006.3,1011.3,41.0,3.3,24.5,95.0,2.2,05:00:00,3,A-2,46.45
A,2,"[2016-09-15 05:20:00,2016-09-15 05:40:00)",38.84,2016-09-15 05:20:00,2016-09-15,1006.3,1011.3,41.0,3.3,24.5,95.0,2.2,05:20:00,3,A-2,57.28
A,2,"[2016-09-15 05:40:00,2016-09-15 06:00:00)",74.8,2016-09-15 05:40:00,2016-09-15,1006.3,1011.3,41.0,3.3,24.5,95.0,2.2,05:40:00,3,A-2,38.84
A,2,"[2016-09-15 06:00:00,2016-09-15 06:20:00)",47.64,2016-09-15 06:00:00,2016-09-15,1005.1,1010.0,67.0,5.2,24.5,95.0,2.8,06:00:00,3,A-2,74.8
A,2,"[2016-09-15 06:20:00,2016-09-15 06:40:00)",47.1,2016-09-15 06:20:00,2016-09-15,1005.1,1010.0,67.0,5.2,24.5,95.0,2.8,06:20:00,3,A-2,47.64
A,2,"[2016-09-15 06:40:00,2016-09-15 07:00:00)",91.12,2016-09-15 06:40:00,2016-09-15,1005.1,1010.0,67.0,5.2,24.5,95.0,2.8,06:40:00,3,A-2,47.1
A,2,"[2016-09-15 07:00:00,2016-09-15 07:20:00)",79.56,2016-09-15 07:00:00,2016-09-15,1005.1,1010.0,67.0,5.2,24.5,95.0,2.8,07:00:00,3,A-2,91.12
A,2,"[2016-09-15 07:20:00,2016-09-15 07:40:00)",90.82,2016-09-15 07:20:00,2016-09-15,1005.1,1010.0,67.0,5.2,24.5,95.0,2.8,07:20:00,3,A-2,79.56
A,2,"[2016-09-15 07:40:00,2016-09-15 08:00:00)",120.59,2016-09-15 07:40:00,2016-09-15,1005.1,1010.0,67.0,5.2,24.5,95.0,2.8,07:40:00,3,A-2,90.82
A,2,"[2016-09-15 08:00:00,2016-09-15 08:20:00)",97.49,2016-09-15 08:00:00,2016-09-15,1005.1,1010.0,67.0,5.2,24.5,95.0,2.8,08:00:00,3,A-2,120.59
A,2,"[2016-09-15 08:20:00,2016-09-15 08:40:00)",176.87,2016-09-15 08:20:00,2016-09-15,1005.1,1010.0,67.0,5.2,24.5,95.0,2.8,08:20:00,3,A-2,97.49
A,2,"[2016-09-15 08:40:00,2016-09-15 09:00:00)",132.68,2016-09-15 08:40:00,2016-09-15,1005.1,1010.0,67.0,5.2,24.5,95.0,2.8,08:40:00,3,A-2,176.87
A,2,"[2016-09-15 09:00:00,2016-09-15 09:20:00)",164.51,2016-09-15 09:00:00,2016-09-15,1004.5,1009.4,62.0,2.0,23.8,95.0,7.3,09:00:00,3,A-2,132.68
A,2,"[2016-09-15 09:20:00,2016-09-15 09:40:00)",105.71,2016-09-15 09:20:00,2016-09-15,1004.5,1009.4,62.0,2.0,23.8,95.0,7.3,09:20:00,3,A-2,164.51
A,2,"[2016-09-15 09:40:00,2016-09-15 10:00:00)",170.96,2016-09-15 09:40:00,2016-09-15,1004.5,1009.4,62.0,2.0,23.8,95.0,7.3,09:40:00,3,A-2,105.71
A,2,"[2016-09-15 10:00:00,2016-09-15 10:20:00)",99.03,2016-09-15 10:00:00,2016-09-15,1004.5,1009.4,62.0,2.0,23.8,95.0,7.3,10:00:00,3,A-2,170.96
A,2,"[2016-09-15 10:20:00,2016-09-15 10:40:00)",73.49,2016-09-15 10:20:00,2016-09-15,1004.5,1009.4,62.0,2.0,23.8,95.0,7.3,10:20:00,3,A-2,99.03
A,2,"[2016-09-15 10:40:00,2016-09-15 11:00:00)",99.03,2016-09-15 10:40:00,2016-09-15,1004.5,1009.4,62.0,2.0,23.8,95.0,7.3,10:40:00,3,A-2,73.49
A,2,"[2016-09-15 11:00:00,2016-09-15 11:20:00)",99.95,2016-09-15 11:00:00,2016-09-15,1004.5,1009.4,62.0,2.0,23.8,95.0,7.3,11:00:00,3,A-2,99.03
A,2,"[2016-09-15 11:20:00,2016-09-15 11:40:00)",88.13,2016-09-15 11:20:00,2016-09-15,1004.5,1009.4,62.0,2.0,23.8,95.0,7.3,11:20:00,3,A-2,99.95
A,2,"[2016-09-15 11:40:00,2016-09-15 12:00:00)",296.17,2016-09-15 11:40:00,2016-09-15,1004.5,1009.4,62.0,2.0,23.8,95.0,7.3,11:40:00,3,A-2,88.13
A,2,"[2016-09-15 12:00:00,2016-09-15 12:20:00)",87.3,2016-09-15 12:00:00,2016-09-15,1004.9,1009.8,100.0,7.1,23.4,95.0,6.5,12:00:00,3,A-2,296.17
A,2,"[2016-09-15 12:20:00,2016-09-15 12:40:00)",85.39,2016-09-15 12:20:00,2016-09-15,1004.9,1009.8,100.0,7.1,23.4,95.0,6.5,12:20:00,3,A-2,87.3
A,2,"[2016-09-15 12:40:00,2016-09-15 13:00:00)",58.81,2016-09-15 12:40:00,2016-09-15,1004.9,1009.8,100.0,7.1,23.4,95.0,6.5,12:40:00,3,A-2,85.39
A,2,"[2016-09-15 13:00:00,2016-09-15 13:20:00)",60.48,2016-09-15 13:00:00,2016-09-15,1004.9,1009.8,100.0,7.1,23.4,95.0,6.5,13:00:00,3,A-2,58.81
A,2,"[2016-09-15 13:20:00,2016-09-15 13:40:00)",68.87,2016-09-15 13:20:00,2016-09-15,1004.9,1009.8,100.0,7.1,23.4,95.0,6.5,13:20:00,3,A-2,60.48
A,2,"[2016-09-15 13:40:00,2016-09-15 14:00:00)",69.12,2016-09-15 13:40:00,2016-09-15,1004.9,1009.8,100.0,7.1,23.4,95.0,6.5,13:40:00,3,A-2,68.87
A,2,"[2016-09-15 14:00:00,2016-09-15 14:20:00)",94.12,2016-09-15 14:00:00,2016-09-15,1004.9,1009.8,100.0,7.1,23.4,95.0,6.5,14:00:00,3,A-2,69.12
A,2,"[2016-09-15 14:20:00,2016-09-15 14:40:00)",89.57,2016-09-15 14:20:00,2016-09-15,1004.9,1009.8,100.0,7.1,23.4,95.0,6.5,14:20:00,3,A-2,94.12
A,2,"[2016-09-15 14:40:00,2016-09-15 15:00:00)",96.9,2016-09-15 14:40:00,2016-09-15,1004.9,1009.8,100.0,7.1,23.4,95.0,6.5,14:40:00,3,A-2,89.57
A,2,"[2016-09-15 15:00:00,2016-09-15 15:20:00)",66.39,2016-09-15 15:00:00,2016-09-15,1004.2,1009.1,94.0,4.1,22.8,95.0,1.8,15:00:00,3,A-2,96.9
A,2,"[2016-09-15 15:20:00,2016-09-15 15:40:00)",91.45,2016-09-15 15:20:00,2016-09-15,1004.2,1009.1,94.0,4.1,22.8,95.0,1.8,15:20:00,3,A-2,66.39
A,2,"[2016-09-15 15:40:00,2016-09-15 16:00:00)",82.59,2016-09-15 15:40:00,2016-09-15,1004.2,1009.1,94.0,4.1,22.8,95.0,1.8,15:40:00,3,A-2,91.45
A,2,"[2016-09-15 16:00:00,2016-09-15 16:20:00)",54.44,2016-09-15 16:00:00,2016-09-15,1004.2,1009.1,94.0,4.1,22.8,95.0,1.8,16:00:00,3,A-2,82.59
A,2,"[2016-09-15 16:20:00,2016-09-15 16:40:00)",72.52,2016-09-15 16:20:00,2016-09-15,1004.2,1009.1,94.0,4.1,22.8,95.0,1.8,16:20:00,3,A-2,54.44
A,2,"[2016-09-15 16:40:00,2016-09-15 17:00:00)",69.57,2016-09-15 16:40:00,2016-09-15,1004.2,1009.1,94.0,4.1,22.8,95.0,1.8,16:40:00,3,A-2,72.52
A,2,"[2016-09-15 17:00:00,2016-09-15 17:20:00)",56.84,2016-09-15 17:00:00,2016-09-15,1004.2,1009.1,94.0,4.1,22.8,95.0,1.8,17:00:00,3,A-2,69.57
A,2,"[2016-09-15 17:20:00,2016-09-15 17:40:00)",72.8,2016-09-15 17:20:00,2016-09-15,1004.2,1009.1,94.0,4.1,22.8,95.0,1.8,17:20:00,3,A-2,56.84
A,2,"[2016-09-15 17:40:00,2016-09-15 18:00:00)",87.97,2016-09-15 17:40:00,2016-09-15,1004.2,1009.1,94.0,4.1,22.8,95.0,1.8,17:40:00,3,A-2,72.8
A,2,"[2016-09-15 18:00:00,2016-09-15 18:20:00)",113.34,2016-09-15 18:00:00,2016-09-15,1002.3,1007.2,115.0,1.6,22.9,97.0,3.5,18:00:00,3,A-2,87.97
A,2,"[2016-09-15 18:20:00,2016-09-15 18:40:00)",60.37,2016-09-15 18:20:00,2016-09-15,1002.3,1007.2,115.0,1.6,22.9,97.0,3.5,18:20:00,3,A-2,113.34
A,2,"[2016-09-15 18:40:00,2016-09-15 19:00:00)",60.5,2016-09-15 18:40:00,2016-09-15,1002.3,1007.2,115.0,1.6,22.9,97.0,3.5,18:40:00,3,A-2,60.37
A,2,"[2016-09-15 19:00:00,2016-09-15 19:20:00)",62.02,2016-09-15 19:00:00,2016-09-15,1002.3,1007.2,115.0,1.6,22.9,97.0,3.5,19:00:00,3,A-2,60.5
A,2,"[2016-09-15 19:20:00,2016-09-15 19:40:00)",85.62,2016-09-15 19:20:00,2016-09-15,1002.3,1007.2,115.0,1.6,22.9,97.0,3.5,19:20:00,3,A-2,62.02
A,2,"[2016-09-15 19:40:00,2016-09-15 20:00:00)",83.61,2016-09-15 19:40:00,2016-09-15,1002.3,1007.2,115.0,1.6,22.9,97.0,3.5,19:40:00,3,A-2,85.62
A,2,"[2016-09-15 20:00:00,2016-09-15 20:20:00)",54.43,2016-09-15 20:00:00,2016-09-15,1002.3,1007.2,115.0,1.6,22.9,97.0,3.5,20:00:00,3,A-2,83.61
